miliseconds,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt
0,0.0005188445872648171,0.00028700303542443506,0.0002271177037921986,0.000952067271508758,2.4904503897403246e-06,0.04910952006668775,0.00011008225666267907,-1.936370338655678e-05,0.00943495324155114,8.547019975439701e-06,1.3346229822294488e-06,0.00973443712737971
100,0.0005197165174577717,0.0034935334414920582,0.0002261142471260549,0.0009544062013369811,3.3833569807562936e-06,0.04586443038755368,0.00011015303428402754,0.0006309764502059909,0.009438694547951241,9.118465888115016e-06,7.957700799736181e-06,0.009082236820692846
200,0.0005181596926907431,0.005881432807657858,0.00022468631038722047,0.0009584856248560706,4.674426688878068e-06,0.042848558785601065,0.0001097720693255699,0.0011925885894889497,0.009407226120185578,8.860140647607134e-06,2.2371699043450204e-05,0.008556360084813582
300,0.0005161182193822614,0.008881450723382651,0.00022337273075637146,0.000965416329399107,5.949478983076189e-06,0.04053156081339982,0.0001095563070822741,0.001750115364249938,0.009397327624001547,8.456800699921483e-06,3.300056406952846e-05,0.007998649931330853
400,0.0005035980268917177,0.011016087741913434,0.00022212972907222019,0.0009742429600136693,6.819003906509995e-06,0.03801104166564899,0.00010956649380077295,0.0021708321412776854,0.009390924360626052,1.1477719685461667e-05,4.346995941034913e-05,0.007495543470017127
500,0.0005047884959477505,0.011338969729593069,0.00022215198776589292,0.0009816084569422613,6.792507766962097e-06,0.03784291659145315,0.00010925376410216913,0.002186056682536047,0.009367245842177468,1.9292643326761604e-05,5.2087162062672565e-05,0.007464402942068314
600,0.000517712431849391,0.011784637024203843,0.00022192557698412165,0.0010051107129609538,6.69568523368257e-06,0.037433895686352095,0.00010897993776254808,0.0022991701027915206,0.009358926419817662,2.1982991690627034e-05,5.5872968744997235e-05,0.0073768169846283056
700,0.0005091456519089183,0.012361678119406009,0.0002219832123533624,0.0010173880837673413,6.6333660541164245e-06,0.03696215441692086,0.00010905344727843217,0.002283409232520797,0.009335534754139181,2.525167042734224e-05,6.430614965206958e-05,0.007331621128392377
800,0.000515344254027171,0.012257552130696346,0.00022185395537360428,0.001032952210544434,6.550025405251091e-06,0.03676649618217191,0.00010867019279348475,0.0023646029344589403,0.009315331910321427,3.0161772568628345e-05,7.006826824641013e-05,0.00717571653588348
900,0.0005216817701655091,0.012615852975299232,0.00022165124235814374,0.0010563028527644169,6.521788820600384e-06,0.0366447019622878,0.00010851453041947257,0.0024606141490215168,0.009300730040234377,3.449886448992367e-05,7.783852523099007e-05,0.007170383592093678
