miliseconds,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt
1400,0.0005276446544953665,0.014642372646323527,0.00022134644214780367,0.001136546649344995,6.135337677350612e-06,0.03472253653024009,0.00010771755122717347,0.0026903862250565666,0.009195437810026328,6.061281777753855e-05,0.00010286561012188778,0.006746919174154556
1500,0.0005233289390611294,0.014751449967431591,0.00022116408234461904,0.0011688420859821047,6.078996534269864e-06,0.03463724816431011,0.00010754277848591368,0.0028037582607905796,0.00917870535606405,6.676133363513087e-05,0.00011407148779088581,0.006665123671533523
1600,0.0005251848435125322,0.015492424757336044,0.00022105871540712023,0.0011668252915568798,6.044468591337252e-06,0.03410220642855592,0.00010736835779693289,0.0028010679694765515,0.009158491643791084,6.676841070015755e-05,0.00011431666447233528,0.006590240524964737
1700,0.0005383670998783117,0.015572149491550755,0.000220987615024277,0.0011855025850245767,5.9364464367832725e-06,0.033506073011757356,0.0001070624578730491,0.002915957722634159,0.009154438514741244,7.283942744023305e-05,0.00012650274570832768,0.006477911541987076
1800,0.000543140396395941,0.016149112459677647,0.00022089507571466339,0.00120418121050821,5.935301910336924e-06,0.03360681052539871,0.0001067498950222629,0.0029175964286399657,0.009119484166916584,8.026965859207804e-05,0.00013114833221728999,0.0064652784359545456
1900,0.0005373434515008615,0.016311961744665576,0.00022088413216874778,0.0012344727849790454,5.837235038583439e-06,0.03290123987748337,0.00010683419876155829,0.002975021447542539,0.009100192556153092,8.495787092925196e-05,0.00013810781413720885,0.0063646491585184865
2000,0.0005416496103480323,0.016609038864739533,0.00022084573587014979,0.0012436190990723246,5.731118237984637e-06,0.0325369660150104,0.00010658061305807692,0.0030377548159885967,0.009084299918408248,8.953732424733076e-05,0.0001400358154446885,0.006314157764426003
2100,0.0005424149148684992,0.017104103415698436,0.00022070682332024058,0.0012599280604254717,5.674417978624179e-06,0.03226855253660297,0.00010635646705220924,0.0030833932758430028,0.00906024051627434,9.1102124976316e-05,0.00015172687523920224,0.006269522614142279
2200,0.0005382174782334282,0.017130452308347945,0.00022070123843013145,0.0012843341389234837,5.611121930257259e-06,0.03202557379245875,0.0001061622682377993,0.0031728898301701877,0.009042254722152565,9.745264501678461e-05,0.00015867514303358614,0.006145558691402721
2300,0.0005450060890404431,0.017823505914151598,0.00022047352229283333,0.0013077621435917432,5.521451389904177e-06,0.0316078430511108,0.00010574840695801051,0.0032362783614095295,0.009030005320335089,0.00010278859550192068,0.00016073118350766775,0.006060474936060561
2400,0.0005471567755194258,0.01797220234448414,0.0002205244266576181,0.001311155336348155,5.464321758410236e-06,0.031333687701659396,0.00010567997772251458,0.0032684823237799678,0.009007944843586574,0.0001054183633697232,0.00016553474901394343,0.005959721114471121
2500,0.000555332573432085,0.018446171249973952,0.000220293182022717,0.0013432128130794897,5.440820471237493e-06,0.030776196860817548,0.00010541937520516071,0.0034085749406931377,0.008991274638199077,0.00010862064164510142,0.00017239054418526973,0.005852916537067732
2600,0.0005450104261509633,0.0185556546012406,0.000220305358546471,0.001347350622037931,5.352901154942997e-06,0.030567683643219042,0.00010530872303020147,0.0034124412645939414,0.008980747677814914,0.00011643697546078981,0.00018282469259061571,0.005886121776624553
2700,0.0005479810539580533,0.01903200183270247,0.0002202416497601053,0.0013727201068811322,5.277251903229118e-06,0.030318410121613154,0.00010519846773016667,0.003451454716710064,0.008962970639006406,0.0001211473767055767,0.0001897351169665078,0.005748600018130433
2800,0.000548456377850195,0.01962140745465724,0.00022009443071534417,0.0013922191651610904,5.184563737731471e-06,0.030097545862161124,0.00010483384841815595,0.0035065046954594293,0.00894394846166276,0.00012627019171189177,0.0001943906355570757,0.005710760445819834
2900,0.0005555249495527376,0.019810504713927514,0.0002200128237157176,0.0014039428682774229,5.128803133402975e-06,0.02932622891399582,0.0001046592988507235,0.003628079461926298,0.008917614273979043,0.00013217887680774096,0.00020063499948379075,0.005568946274543814
3000,0.0005679657078374573,0.020065609775591187,0.00021988934550935205,0.0014287446401915669,5.055391172455521e-06,0.028926370380223616,0.00010456725526650092,0.0036339856181164067,0.00890662357191223,0.00013603683548911178,0.00020639018445123083,0.0055467948026574395
3100,0.0005644077591408489,0.020413923933560996,0.00021990816595392855,0.0014320733057840357,5.05659112993678e-06,0.028587450878270557,0.00010450954396318591,0.0036669536417676314,0.00888105068721449,0.00013635958715651656,0.00021173848254457081,0.005481755587413248
3200,0.0005719374482884214,0.021052010079319266,0.0002198397346994661,0.0014490896163019385,4.9239732867325205e-06,0.02838958442066492,0.00010427561576572548,0.0037941739583164558,0.008869286678842304,0.00014617286201282228,0.00021651082970342668,0.0053457765809902654
3300,0.0005654136594253127,0.021062453163391715,0.00021962371835148676,0.0014647304675831966,4.914484502390917e-06,0.02803573912463687,0.00010406099992635118,0.0038770653119688425,0.008852997404462368,0.00014954747353885796,0.0002241280243674943,0.00533183269334257
3400,0.0005768039008534077,0.021589908837811898,0.0002196513069589416,0.0014893323269761659,4.82233256001716e-06,0.0276955887327695,0.00010368728623713111,0.003916443337603285,0.008822545787282317,0.00015561251972520364,0.00023177100760153184,0.005263064503529118
3500,0.0005666683669962303,0.022083051386610014,0.00021958017073936515,0.001516353472581914,4.797523078373271e-06,0.02761058946127506,0.00010377096624596156,0.003953452810504532,0.008811576445201781,0.00015842280464592202,0.00023731364409771717,0.005173614600793388
3600,0.00056472501772582,0.022222835931978064,0.00021939666218405605,0.0015202426114842374,4.673292535673238e-06,0.027285485284869813,0.00010353645077887837,0.004007814499960528,0.008780951526279827,0.00016466332769882536,0.00024356514899739052,0.0050502773057726595
3700,0.000569358311971291,0.02260778910046827,0.00021935325603077534,0.001541267705072766,4.612870365031773e-06,0.026862608416109497,0.00010308865668664613,0.004056736989149592,0.008761368601872203,0.00016430022137070062,0.00024653825281988734,0.004935980169596415
3800,0.0005842715137721859,0.022903058657319734,0.0002192620975216251,0.00156658097406223,4.522314151876893e-06,0.026502802447285593,0.00010299907186528985,0.004077504625550996,0.008746983350063508,0.00017016316783775224,0.000253677225620694,0.004848499959057098
3900,0.000533532979203831,0.022941068231601643,0.00021965581193703933,0.0015588026799637996,4.534980952250129e-06,0.026558106274762513,0.00010262144486661069,0.004126784968659254,0.008779493357662479,0.00016851646041951958,0.00025230851503278847,0.004852613059371592
4000,0.0004710340707138362,0.022622194930482432,0.00022015483397248443,0.0015551554987436966,4.4202444989656674e-06,0.026551558466482893,0.00010232958688676445,0.004130328605035535,0.008810820661578487,0.00016736076257071274,0.0002513133047300804,0.004960345533854642
4100,0.00041222495058841727,0.0227162271032984,0.00022054585153789523,0.001539937809936568,4.407040847696749e-06,0.02631622349335444,0.00010156569425935829,0.004208024805297455,0.008842470395990624,0.00016503697792839443,0.00024792358966945063,0.004892968843796442
4200,0.0003590107116991099,0.022619688826383877,0.0002210717244226785,0.001537329869317662,4.319590799097191e-06,0.026299921230327993,0.0001013061099543469,0.004206095703126813,0.008870043247347265,0.00016367204427345203,0.00024165873085599807,0.004926922106742734
4300,0.000294644804451879,0.02296245842643676,0.0002215497290173601,0.0015267432857555346,4.239540148168019e-06,0.026486607274260547,0.00010093960919038735,0.00420641716449817,0.008915368333058626,0.0001592749010332297,0.00024060518217212135,0.005025521225311881
4400,0.00024412807563175756,0.022687394543738325,0.00022200785949432253,0.0015147733424977225,4.203044162883607e-06,0.025931748404051786,0.0001004113127272446,0.004204778094194729,0.008937023499387152,0.0001561626986569486,0.00023714088264784533,0.00498126413703363
4500,0.00019068259396464346,0.022516856852929115,0.00022249207181748205,0.0014996154284172417,4.142065713314577e-06,0.02598234897313019,9.988892391347244e-05,0.004288927931499793,0.008971912677088885,0.00015511754496519526,0.00023722458547472381,0.004956856298535566
4600,0.00012915565402669504,0.022606910334536216,0.000222908125388614,0.0015013311544988344,4.091523488758741e-06,0.0262129628361998,9.963279786684366e-05,0.004311535662065325,0.009000971128091034,0.0001532513298693023,0.00023389014860988853,0.004994956775829498
4700,7.618350171251841e-05,0.022873356900367126,0.00022339526962821555,0.001500565100261996,3.984579028535323e-06,0.025866856827330587,9.913108572163851e-05,0.004320318143893937,0.009044797158901505,0.00014871764082424483,0.00023244109694011209,0.0050216975795396085
4800,2.41696327673432e-05,0.022915868318020727,0.00022382381495887992,0.001480292143784932,3.97159416808893e-06,0.025899308243790817,9.868388511624712e-05,0.004267025968032684,0.009074062242723304,0.00015037331439107137,0.00022686199434737776,0.005049629490072517
4900,-2.964420974580659e-05,0.022600298844457474,0.00022427484019837512,0.0014794970233569865,3.829459158124501e-06,0.025964120313455484,9.828706132101287e-05,0.0042734243930358795,0.009093320156340578,0.00014715063988739424,0.00022323912992602005,0.00504599181075093
5000,-9.697565074309187e-05,0.022435667391915666,0.00022477215179686412,0.0014722316314460017,3.7813148434649252e-06,0.02576450640528921,9.759664848201599e-05,0.0043634564562914195,0.009143985573618564,0.00014278125265735012,0.00022125622549109996,0.005043457253244827
