milliseconds,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt
0,0.0005233422350733628,2.140738732294945e-05,0.00022724671589790976,0.000957423039975969,2.456664466396804e-06,0.04927671391244997,0.00011012569101768365,-2.4837810705019046e-05,0.009445833273929454,4.6052466079272315e-06,-1.3247292203102753e-06,0.009722571128683528
100,0.0005210106157959636,0.0035897885579752814,0.00022620106186639613,0.0009562083875263953,3.422473896882407e-06,0.045586255093027606,0.00011000387003198078,0.0006266394412531298,0.009440249088023144,7.696695970797747e-06,9.099578755800245e-06,0.009067623621577727
200,0.0005175466906475001,0.006395925945371845,0.00022473331044683227,0.0009657286610535208,4.688744392687915e-06,0.04328866810948711,0.00010994849734835237,0.0011865425935531908,0.009409219815520797,1.0641744132411574e-05,2.4129965525229056e-05,0.008459655697334287
300,0.0005107063901726239,0.009129062218881516,0.00022335165604373875,0.0009572246297535535,5.874082408668383e-06,0.040289421861795786,0.00010964580806231549,0.0017280844305175955,0.009397288215245924,1.1914279315457102e-05,3.666641641904483e-05,0.007943665685492247
400,0.0005088525778798158,0.011199340747244367,0.00022210055269476008,0.0009695388961329736,6.903006342669954e-06,0.03796782514318794,0.00010956609355134134,0.002100721661651005,0.00939723519351977,1.599643186477998e-05,4.3600250950005076e-05,0.007524764540823145
500,0.0005035033212496217,0.011302251477355073,0.00022204185739957202,0.0009903795136909327,6.781825799923366e-06,0.03763652137559822,0.00010925657283256189,0.0021844760376256937,0.009374943437195362,1.6485793686998057e-05,4.74542810099242e-05,0.0074154526000007985
600,0.0005165849650201338,0.011579209626024588,0.00022192890390803334,0.0010000241208540503,6.709783891389526e-06,0.03731039787730148,0.00010912069018503603,0.002272702903054547,0.009350725833253323,2.0139597740033246e-05,5.691066822542552e-05,0.007419686986439692
700,0.0005166171823281263,0.01211901107800438,0.00022196258168502927,0.0010183221499845386,6.687673005175005e-06,0.0372555034237391,0.00010881223802857684,0.002349882011466086,0.009332320265177095,2.6402590701041746e-05,6.570237262752983e-05,0.00728493173663934
800,0.00051505629002468,0.012444140973083715,0.00022180398661016113,0.0010460571510210574,6.583981243028259e-06,0.03674253337846323,0.00010883479465096915,0.0024041680577408303,0.009318842900036428,2.96234017104591e-05,6.439861772636903e-05,0.007214881530431093
900,0.0005134049539481625,0.01265540749458939,0.000221788697006369,0.0010479575138265863,6.511797086729368e-06,0.036648316043991006,0.00010872365203623174,0.0024423044695172404,0.009299424701653207,3.911469913706593e-05,7.594457504355795e-05,0.007088604840650438
1000,0.0005281082998282393,0.013131948450773279,0.00022161807586418983,0.0010745397954519166,6.490632365378386e-06,0.03624958155931793,0.00010833871932891103,0.0024948679128875125,0.0092749306528084,4.102561061870185e-05,7.851687879596118e-05,0.007036507413129321
1100,0.0005252477081061758,0.013582441874872696,0.00022157772310619995,0.001098623434996782,6.420027337993625e-06,0.03583481652054165,0.00010826974535709456,0.002532167833290104,0.00924933343778421,4.5059036021517824e-05,8.582999935566064e-05,0.007014996126028643
1200,0.0005239295622094599,0.013957032924548028,0.00022148459528637633,0.0011047063879159303,6.286444188103411e-06,0.03523033269218871,0.00010807640787019161,0.0026318499292879616,0.00924589077290334,4.814778590441587e-05,9.113695257654465e-05,0.006922351447860744
