milliseconds,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt
0,0.0005240894436060842,-8.914058857698777e-05,0.0002271361101641451,0.0009405782355129043,2.4668785425541157e-06,0.04930813556373581,0.00010994658206324546,-1.4000313576720084e-05,0.00944925366279504,4.014011737109531e-06,4.568781830928319e-06,0.009687094063617313
100,0.0005114866659378527,0.003288998122926698,0.00022609985935193784,0.0009454668318851703,3.4179596912140733e-06,0.04609362646174418,0.00010982518818575303,0.0006837179235131754,0.009427573711458163,5.992244440833212e-06,8.506315567743724e-06,0.009012113594026393
200,0.0005186309703103305,0.005904423143883315,0.00022465944489169197,0.0009645366843531732,4.607303608492818e-06,0.04287700612630731,0.00010993865432733021,0.0012016712979151503,0.009426070892469579,1.1624682351686402e-05,2.2876710290056063e-05,0.008480691685319766
300,0.0005092539533989382,0.0090735766774816,0.0002233393443587483,0.0009639503802634862,5.8814339066815965e-06,0.040189338362966426,0.00010963515250207227,0.0017159984080363352,0.009409672881918721,1.0375162770336577e-05,3.498415220168026e-05,0.007987177996999845
400,0.0005036330833394807,0.011105195688007176,0.00022220965886743374,0.0009590326238029197,6.894249452221475e-06,0.038389149148008714,0.00010939935051071007,0.002102199927567291,0.009391963750331375,1.1237492066993198e-05,4.140183681093271e-05,0.007572422573490402
500,0.0005047009636061097,0.011173031774062758,0.00022207103609436297,0.0009782370194112266,6.786794279156767e-06,0.03782296665518865,0.0001092033171324743,0.0022203333251111426,0.00936141910306603,1.994859309627127e-05,5.129953144998095e-05,0.007490439797950455
600,0.0005138393923325908,0.01147726609674575,0.00022205455366776863,0.0009953767678487556,6.742875809189213e-06,0.03736414042240097,0.00010931079823783213,0.002305370246058106,0.009354424971980886,2.181216532063184e-05,5.6547350238064204e-05,0.007367513887444959
700,0.00052003561322659,0.01213305155570091,0.00022181907313192247,0.0010264205471895397,6.699925827067667e-06,0.03738765324713971,0.00010894748999693295,0.002275063976944715,0.009333935773427771,2.4806177011414572e-05,6.126736163274687e-05,0.00734160072323642
800,0.0005138379467109143,0.012441554521822315,0.00022174566912742933,0.0010325687478343675,6.572380763576041e-06,0.036584676778735045,0.00010888256227738677,0.002334187150922842,0.009307736061069155,3.3607046896041655e-05,6.44802463279157e-05,0.007182683485745469
900,0.0005166559990831806,0.012849948793856366,0.0002218090424214182,0.0010566729018125995,6.489476287771412e-06,0.036366159586510655,0.00010872752851007741,0.002429641686438365,0.009293983424409886,3.407895048483416e-05,7.549634502029709e-05,0.007081752113700327
