miliseconds,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt
0,0.000523662639393858,6.602751593734742e-05,0.00022721894387868306,0.0009489182892549944,2.5166859182208494e-06,0.048928928585573184,0.00011024154000556953,3.82404455787707e-05,0.009444352910238929,4.626877702157952e-06,1.478471589900613e-06,0.009698176603297732
100,0.0005154374625296863,0.0035179753508519282,0.00022624990810682014,0.0009548567085048319,3.36886721561327e-06,0.04569220355129364,0.0001101274436546279,0.0006364796076479145,0.0094402373597372,8.889587949711741e-06,1.2861755737854061e-05,0.00902276851238297
200,0.0005132183522233348,0.006257915589821146,0.00022478650719529627,0.0009470354089545405,4.676488261748874e-06,0.04322619774239568,0.00010977691243894527,0.0011635669931414415,0.009416165711173558,8.481892338059771e-06,1.9464973835991023e-05,0.008544370391063962
300,0.0005072825099237302,0.009060202494114147,0.00022323431329237576,0.0009545216048309036,5.907669689631673e-06,0.04011851843456233,0.00010963416256832283,0.0016762889179844287,0.009397421503070396,1.2601268360945782e-05,3.419440046267958e-05,0.007920109625395085
400,0.0005109617195942354,0.011177728063979889,0.00022223970056845974,0.0009633192804703548,6.897443457874721e-06,0.03836456066548311,0.00010937267661638804,0.0021258601711941563,0.009389932576064306,1.3107060930513212e-05,4.628739131648807e-05,0.007487970622370026
500,0.000505782619782314,0.011518426968916593,0.00022199102006091319,0.0009956024799843155,6.759785147194295e-06,0.037586624700777706,0.00010937639256098515,0.00218363841737471,0.009375299651558729,1.678546461012492e-05,5.329853864018325e-05,0.007485205638914845
600,0.0005051757466950988,0.011578634611921634,0.00022202040877258844,0.0010007262747638794,6.718473713847381e-06,0.03772316572751365,0.00010920370491764372,0.002294727100143503,0.009341995376402273,2.0474973872025263e-05,5.5325411405128114e-05,0.007325337262609801
700,0.0005074613889857998,0.012161176121030657,0.00022186444793166778,0.0010194222466462107,6.648277211295343e-06,0.03692740419184109,0.00010910053203425935,0.0023591349215951966,0.00934261291673334,2.512848378293422e-05,6.529520204879988e-05,0.0072717499404168435
800,0.0005182029718506346,0.012189109091506032,0.0002219016903779369,0.0010415199210092162,6.630536160834894e-06,0.036657055974940116,0.0001085992511963965,0.002334443773947379,0.009313484904990092,3.0007233020299873e-05,6.581268000641996e-05,0.007209112364057215
900,0.0005232224530289658,0.0125662922170173,0.0002217376446692877,0.0010461538177624435,6.538887879340558e-06,0.036506969105341965,0.00010856771299487572,0.0024702889345893713,0.009291292993778906,3.841254353450739e-05,7.801870942970209e-05,0.007126841117699798
1000,0.0005271312451733638,0.013273502953909846,0.00022165790816896822,0.0010738460248537393,6.456274319108989e-06,0.035995205102348084,0.00010834153652742421,0.0024838677046405467,0.009283036466317207,4.1274529198005605e-05,7.902324239635229e-05,0.007106655309722312
1100,0.0005217452663797268,0.013628627592143809,0.00022150504114842613,0.0010836703778558513,6.388124430119531e-06,0.03564724241993011,0.00010830326974130942,0.002578758815220286,0.009264518595827591,4.34325149979035e-05,8.346964734642734e-05,0.006987134926794858
1200,0.0005249294673184321,0.013773337711946824,0.00022152214437520028,0.00111541672569419,6.354989827540504e-06,0.035658136273077345,0.00010802918356153082,0.0025728184954952717,0.009233738061058634,5.1799755881111646e-05,9.508213423531238e-05,0.006943203737780137
1300,0.0005230435171099154,0.014197796744545207,0.00022134437015797204,0.0011192623777646277,6.2074178550622494e-06,0.03485087962296773,0.00010768053526720281,0.0026493469935674014,0.00921967906175869,5.558435990950665e-05,9.810610772335115e-05,0.006821087324796557
1400,0.0005294608046576172,0.014586615701890186,0.00022130312710788978,0.0011504652228746428,6.220470399581368e-06,0.03467706113375425,0.00010771857333850646,0.002678776644248728,0.009199009263407734,6.123834002524139e-05,0.00010682873689770628,0.006721653316362447
1500,0.0005237780411479755,0.01485531886186104,0.00022117747908510075,0.0011619516480491584,6.095394704246868e-06,0.034611829352110636,0.00010758848670726805,0.002804030043004073,0.009192702075102213,6.524839596059906e-05,0.00010859749142537209,0.006649993187090161
1600,0.0005384301043524195,0.015405567657148666,0.00022110130741923167,0.001167334571639709,6.018735118386001e-06,0.03387723625438944,0.00010710798269842357,0.0028035526263820924,0.009171735464551137,6.777571997317665e-05,0.00012060123259234787,0.006616609127115881
1700,0.0005309233689368722,0.0155622318454706,0.00022101406546112926,0.0011913795730937194,5.928639696738263e-06,0.033548565792854056,0.00010690623207751198,0.0028754081722910177,0.009135916391298038,7.278836442111875e-05,0.00012102127053984582,0.0065282284600421394
1800,0.0005419552894748117,0.015828841502577577,0.0002209622864487504,0.0012198475444077153,5.880026356534697e-06,0.03346038811542506,0.00010686825791459881,0.00299621024205031,0.00913528524296566,7.645962457429127e-05,0.00012958426678994582,0.006416744818361972
1900,0.0005442252686540062,0.01622947368848418,0.00022084848808485478,0.001220277145934146,5.794993134014365e-06,0.032902522064000884,0.00010671624130740308,0.003061016941732472,0.009102979131095283,8.520402706267857e-05,0.00013594072469533193,0.006344200063172192
