miliseconds,A,R,E,G
0,1.004744274426836,-4.984271255652651,-21.98484832874799,100695148.00188747
100,1.6878757456742872,11.683943583432818,187.7014518901323,59998456.69914464
200,2.226697862710857,75.07611455001475,375.00935410060407,36168789.658495404
300,2.5370527069922972,122.33709644263732,590.6700072830581,21932885.86134285
400,2.7263251805034012,171.1975490473654,735.8375576743971,13371529.87639934
500,2.836543510112798,208.06727420729737,1097.0256210924842,7839669.42281162
600,2.8042945162410535,286.18958394792145,1325.59496527196,5022737.8702866165
700,2.758522998628702,332.8309847267421,1579.7801713917584,3500710.1694721403
800,2.6853526581223983,371.9984275112044,1823.3673040637448,2566625.5914042243
900,2.624453604905135,445.58435215767105,2048.2397246089968,1247139.0180200313
1000,2.5400032298699236,470.8424219686219,2240.5164048388688,1516168.254098
1100,2.445032656307539,522.7530283658049,2438.6800131246932,1785691.4374564067
1200,2.3351394510738555,583.8475353311233,2617.3047466809007,1819453.0039627566
1300,2.2630030370274357,627.5132432675161,2688.9946047369303,1167178.3715463195
1400,2.1934878419254518,656.4565053138632,2910.5891647639723,1821645.3030381033
1500,2.090124385240815,701.6479145149477,3050.5425200700256,1580826.663658625
1600,2.0364388725242066,709.6921441355975,3136.2716392844695,1485364.3895576873
1700,1.968382241703167,766.8964626786136,3335.0916908973454,1106771.2043271654
1800,1.913047729662326,792.8299067324531,3333.23189017831,539313.6649596923
1900,1.8382373942335761,800.1794224248666,3503.659276746924,1497012.618860198
2000,1.7704833115379164,853.2212798248225,3525.8360703701082,948727.1794892198
2100,1.6940990490068883,843.7818830038793,3681.248712308245,1172547.152502053
2200,1.663100474485338,866.184443149686,3724.182148169001,699667.0022910626
2300,1.6253261765681473,896.4815549965176,3858.3455076384175,1407965.5598780503
2400,1.560216772443068,913.9598831130224,3826.207221216164,724214.8846201481
2500,1.5372174708762683,946.0979492525216,3912.877822115671,1395585.6785278232
2600,1.4806539696386514,944.1399803684121,4027.0503533966084,1434945.5116138642
2700,1.4623307526580862,960.1004242649725,4004.6896816651074,1323585.3329992369
2800,1.431526373106305,971.7040789800782,4034.0515004896743,1874360.9813087813
2900,1.3982131952952106,992.4929915345634,4118.0980474722455,1440082.9275498742
3000,1.3517959927680803,1014.3647110875243,4195.905757428147,1385047.4953721652
3100,1.3181463713729638,1022.5113660039809,4220.352816851755,901250.2551640734
3200,1.3131988190831239,1042.378197728418,4230.046757088793,2022189.890667159
3300,1.264145351962107,1027.0355530559189,4262.8188204132475,2394659.519897672
3400,1.2801683445815004,1038.8450543846468,4245.077645034905,1903704.1304673045
3500,1.2590514450272654,1045.2050249166482,4223.41694206362,904167.965829906
3600,1.2236897545476915,1059.6760984823093,4281.238117228257,2252067.034376384
3700,1.1634565445108145,1062.8246307363813,4330.3481737413895,1463052.3791321693
3800,1.1898692292043738,1065.8537034495032,4292.674622052644,1007580.3347534384
3900,1.183537316711747,1070.9638784459112,4367.570596815009,1587641.3491134683
4000,1.1332154803790124,1072.939044763742,4261.8248585553,941066.5845827578
4100,1.1093987325399626,1072.8180343402903,4273.06252442054,1454409.2539232266
4200,1.132533797593278,1092.6101701242126,4389.3124038915075,1820048.8538445318
4300,1.0914064170510354,1095.0678293097478,4299.484208229704,1384877.8977609677
4400,1.0972154223273627,1083.7693198486236,4356.403162144542,927294.5266432217
4500,1.0705136837711842,1084.7180097100095,4266.453121804664,1153539.0913057292
4600,1.0532063142038057,1102.5114485000138,4270.886812760564,914573.8601549295
4700,1.0288820641957666,1100.2128662750613,4267.866379870917,2003029.3884627325
4800,1.05061323068048,1085.0113552437429,4334.87564153713,2082194.2186395056
4900,1.0353354570220916,1101.8353732039388,4377.462191975182,1703989.9885501468
5000,1.0036316177106153,1091.8816702493627,4345.262971395522,1257672.4912914615
