milliseconds,A,R,E,G
0,0.9990276992296029,8.103321589988175,57.3487219827405,100226237.09645726
100,1.6710491860199117,35.34340467677957,95.43904631266116,61359193.447645575
200,2.230826931395953,64.93751300378761,261.9667541414797,37309245.60660189
300,2.5461794683941372,123.6037022123644,564.305883278247,22285646.00785764
400,2.7104472895217375,152.77569972173768,770.8962943601769,14502226.089018289
500,2.813463870264375,203.82965977942285,1099.8741109816951,8521454.24018677
600,2.803095289888474,272.30211842632787,1281.5496704924692,5500804.1078098845
700,2.7629697557505524,335.1416051409165,1505.3601919794207,3543554.8806923223
800,2.7070606485942337,368.8519250693579,1818.628297014889,2306988.9371337616
900,2.635017255283213,443.2416122964509,2003.9394486534395,1118836.411043778
1000,2.5468776066422394,482.2935249961376,2189.884327019494,2194952.9866303117
1100,2.414170713031618,532.3499768087,2451.367742512047,999056.7694446647
1200,2.3330499112222545,590.7705106282616,2554.8246461969343,1943561.6228942715
1300,2.2855355095342214,599.2787363906746,2756.4614241850463,569772.1249548588
1400,2.1559557134192415,654.6313711661275,2943.360258116495,1641220.4264399444
1500,2.0876185674981986,683.3311233866925,3036.166038964272,1708992.0455188625
1600,2.0072705813489935,734.6432863080238,3207.2679720697106,1034431.5095653653
1700,1.9488182991198502,745.3035329845798,3231.523976576345,1021026.0216400347
1800,1.867130393871916,772.0254986635297,3422.0204873424805,1991154.166479257
1900,1.815363904718446,805.4592637163687,3537.229136614682,1799886.3259093484
2000,1.7623937783858286,821.0493170546682,3633.7121344433685,1042634.3829842131
2100,1.685984710718053,862.1177879968169,3687.785719995578,638654.2240653692
2200,1.6712617827283063,876.2164831991298,3723.270328229282,1599577.1276505094
2300,1.605374447263018,908.5194185252279,3861.8492623416605,1894916.1602363393
2400,1.56377647627019,930.1405849077387,3806.6725214735534,1947198.6019541593
2500,1.501423987568868,935.1898708460084,3968.579336010986,1285975.70915675
2600,1.479103509591628,963.4998453653295,3936.059680445502,736256.0650467316
2700,1.4323322058704018,958.232513718908,4001.0472880801485,1417958.051156628
2800,1.4370621667984242,986.0433154958705,4124.89941579856,1675309.4759754403
2900,1.385611892389691,983.2337424375456,4066.575619220043,2321691.5055994634
3000,1.362687812102084,999.3830533447463,4136.248279813593,1541888.702988417
3100,1.3244220100806012,1020.227887759451,4188.119516143264,2366518.8741194895
3200,1.299085892451957,1022.405856952865,4195.41157360004,2054537.5577892363
3300,1.2683636526985436,1031.1125594826285,4242.66930443943,1802711.0623065028
3400,1.2252578735988715,1040.6864927003921,4289.25573727822,1501514.1368826723
3500,1.256799846341028,1044.3538608494482,4320.336891805826,1546762.1143308966
3600,1.193427765661062,1060.166564902733,4215.256542154873,2233781.776376418
3700,1.1866670950340041,1058.345785286561,4291.092359903873,1183773.5874089133
3800,1.1977238080516819,1063.717914075336,4305.977817698324,2277538.195570504
3900,1.181501483768651,1058.711625883562,4278.855631448894,1047287.4630998531
4000,1.1399989921584794,1090.4114015287014,4302.188084667527,1460604.894284659
4100,1.0959957585437985,1069.8088065888157,4315.185623232654,1727409.1085549928
4200,1.0847547178231638,1070.7365568411199,4282.462998104656,1739152.1489518976
4300,1.1167839367347145,1080.802946225491,4355.020191719665,1946992.1316260612
4400,1.1090708278178214,1095.0741203940543,4374.745528621519,1935891.8660300504
4500,1.049738754896376,1100.0585106762926,4344.843289630919,1437095.3370204822
4600,1.080896563941143,1078.2004963388733,4303.8253981982125,1137277.212263348
4700,1.076580857677297,1089.8979603345333,4340.651770706385,2458100.1907915287
4800,1.0231071582444797,1101.7180896104421,4272.119836471647,1418511.3489834238
4900,1.0082998060279105,1087.5238490899733,4277.517506350525,1725367.2777381663
5000,1.0144733229194602,1106.1408356895486,4243.825697373106,909628.6767606665
