milliseconds,c1,h1,c2,h2
0,0.3,0.8,0.1,0.1
100,0.40460939570617,0.7836440016316004,0.09347865724730292,0.178468720474926
200,0.5610245858039499,0.76235885148906,0.08938886288644658,0.24890242330173118
300,0.761714217160621,0.7355694243669122,0.08695829200715594,0.31206990434684234
400,0.9771727867954129,0.7038804984070123,0.08568812818734611,0.36866635248235974
500,1.1756212816750604,0.6689310569972157,0.08523999967865185,0.41932258502352654
600,1.3377231629942332,0.6327551504217817,0.08537998394470549,0.46461252727057867
700,1.457429147939375,0.5972107275039866,0.08594944858288646,0.5050585758551541
800,1.5370482246185668,0.5636987651024582,0.08684503059598825,0.5411354148970362
900,1.5825192664731642,0.5331214518570507,0.08800243336132595,0.5732731452246576
1000,1.6005747448615832,0.505959887878111,0.08938390956501788,0.6018602540655279
1100,1.5973407358491896,0.48238580650856655,0.09096904080247371,0.627246652056993
1200,1.5778932528026182,0.4623660091053921,0.09274856530639393,0.6497468306936464
1300,1.5462512871756193,0.4457429781416012,0.09472067353065115,0.6696429377906834
1400,1.505511534565842,0.4322918175879233,0.09688880650936502,0.6871877324843825
1500,1.4580406569345994,0.4217587096491915,0.09926062419791429,0.7026073515713938
1600,1.4056517626441118,0.4138845841455061,0.10184772610320418,0.7161038156305478
1700,1.349743847960043,0.4084190176850689,0.10466588881946523,0.7278572672800764
1800,1.2914115132459472,0.4051277717288565,0.10773575907862917,0.7380279330014144
1900,1.231526091876902,0.4037960075845953,0.11108396992217212,0.7467578046037288
2000,1.1707941691769639,0.4042289858784832,0.11474477818421586,0.7541720404960766
2100,1.1097996568950843,0.4062512342879375,0.11876240399496706,0.7603800684162594
2200,1.049034258365742,0.40970491726423064,0.12319432196317509,0.7654763924333612
2300,0.9889185366691662,0.4144478226046204,0.12811579577135315,0.7695410715059303
2400,0.9298153212339745,0.42035114147914626,0.13362699569396794,0.7726397296447297
2500,0.8720377952163348,0.42729743523446934,0.13986339331129352,0.7748230336051862
2600,0.8158550168947225,0.43517889580867836,0.1470115182308473,0.7761254611095892
2700,0.7614952827430714,0.44389580778493637,0.15533184518010407,0.7765631571721378
2800,0.7091470974012339,0.45335533898019237,0.1651991710043825,0.7761303660048958
2900,0.6589593030623363,0.46347070335109686,0.1771639093342574,0.7747934126650212
3000,0.6110422036895499,0.47416059565081237,0.19205234325976425,0.7724821942213024
3100,0.5654690722302268,0.48534893806501905,0.21113360948914897,0.7690771806629357
3200,0.5222795561977692,0.49696479560099927,0.23637751646415095,0.7643908793676054
3300,0.48148553557607177,0.5089423475330858,0.27080140578143486,0.7581453758584347
3400,0.44307954540234135,0.521220768928499,0.3187594041189184,0.7499536958935842
3500,0.40704581212331925,0.533743806904502,0.38559347110954745,0.7393316759753845
3600,0.3733719165370239,0.5464588913124941,0.47567575262954853,0.7257830716358104
3700,0.34205821980653933,0.5593156735497414,0.5887834287048685,0.7089812888067055
3800,0.3131220148922631,0.5722640637271745,0.7176886032575603,0.6889755642616106
3900,0.2865963091996521,0.5852519475624468,0.8501532889132286,0.6662776767640538
4000,0.26252429645298747,0.5982228021176665,0.9737896235007183,0.6417643492160197
4100,0.2409487910418123,0.6111135289110027,1.079733869329361,0.616472139325497
4200,0.22189585898918598,0.623853051634708,1.163594528820145,0.5914004556046677
4300,0.2053555409147965,0.6363623528719624,1.2246097566498841,0.5673850039346161
4400,0.19126624936751976,0.6485564013019169,1.2642949582677698,0.5450474863925547
4500,0.1795095163155655,0.6603479143004505,1.2852724894670071,0.5248002830721092
4600,0.16991720315711567,0.6716521336506769,1.2904955038428585,0.5068769993581693
4700,0.1622881479659677,0.6823915956805792,1.2828078832036063,0.4913729738176888
4800,0.1564082715698996,0.6924998965310494,1.2647441937943236,0.4782839009645799
4900,0.1520687468848616,0.7019239103204754,1.2384682386145502,0.4675382723921629
5000,0.14907931886244327,0.7106243867858341,1.205784863184292,0.4590223986941621
