milliseconds,species_1,species_2,species_3
0,0.0,0.0,100.0
100,0.09516256332743828,0.09516256332743828,100.0
200,0.18126934892605487,0.18126934892605487,100.0
300,0.2591823144627467,0.2591823144627467,100.0
400,0.32968067385701155,0.32968067385701155,100.0
500,0.3934701654278687,0.3934701654278687,100.0
600,0.45118945209674477,0.45118945209674477,100.0
700,0.5034164647727432,0.5034164647727432,100.0
800,0.5506736961156863,0.5506736961156863,100.0
900,0.5934338568038422,0.5934338568038422,100.0
1000,0.6321242384071095,0.6321242384071095,100.0
1100,0.6671321761989283,0.6671321761989283,100.0
1200,0.6988084251549923,0.6988084251549923,100.0
1300,0.7274703713110992,0.7274703713110992,100.0
1400,0.7534049326755411,0.7534049326755411,100.0
1500,0.7768715494402001,0.7768715494402001,100.0
1600,0.798104729037908,0.798104729037908,100.0
1700,0.8173172096846086,0.8173172096846086,100.0
1800,0.83470043881521,0.83470043881521,100.0
1900,0.8504298887620612,0.8504298887620612,100.0
2000,0.8646628821651351,0.8646628821651351,100.0
2100,0.8775420198665457,0.8775420198665457,100.0
2200,0.889195609418017,0.889195609418017,100.0
2300,0.8997402174157658,0.8997402174157658,100.0
2400,0.9092811071840217,0.9092811071840217,100.0
2500,0.9179138795649282,0.9179138795649282,100.0
2600,0.9257251223111264,0.9257251223111264,100.0
2700,0.9327930663667855,0.9327930663667855,100.0
2800,0.939188508346748,0.939188508346748,100.0
2900,0.9449754329719496,0.9449754329719496,100.0
3000,0.9502116667673759,0.9502116667673759,100.0
3100,0.9549494820103737,0.9549494820103737,100.0
3200,0.9592364297077549,0.9592364297077549,100.0
3300,0.9631150384889801,0.9631150384889801,100.0
3400,0.9666246734185548,0.9666246734185548,100.0
3500,0.9698000291216514,0.9698000291216514,100.0
3600,0.9726733349615625,0.9726733349615625,100.0
3700,0.9752733070648245,0.9752733070648245,100.0
3800,0.977625907725897,0.977625907725897,100.0
3900,0.9797548405471219,0.9797548405471219,100.0
4000,0.9816811941120802,0.9816811941120802,100.0
4100,0.9834243442341718,0.9834243442341718,100.0
4200,0.9850015750696564,0.9850015750696564,100.0
4300,0.9864287652967124,0.9864287652967124,100.0
4400,0.9877200459093511,0.9877200459093511,100.0
4500,0.9888885176095212,0.9888885176095212,100.0
4600,0.9899457026016634,0.9899457026016634,100.0
4700,0.9909023514414426,0.9909023514414426,100.0
4800,0.9917679646512644,0.9917679646512644,100.0
4900,0.9925512327892477,0.9925512327892477,100.0
5000,0.9932600023607424,0.9932600023607424,100.0
