milliseconds,E4P,G6L,NADPH,P6G,R5P,Ru5P,S7P,X5P
0,0.029,0.1,0.16,0.25,0.118,0.033,0.082,0.041
100,0.02691065756855389,0.15030881196220355,0.20052756146977102,0.24394579408688288,0.1088931499792722,0.033158745919479794,0.08296519081888848,0.044961261452240324
200,0.02506627411520723,0.18466976253959677,0.22089486056491137,0.2399241638633459,0.10235408486464777,0.03320370590627211,0.08353957481209592,0.04634191958615914
300,0.023466502654719012,0.21208612573836472,0.2322038821851462,0.23698962079908698,0.09773908249591448,0.033012219567544576,0.08357567598566194,0.046851586140970375
400,0.022089550318967456,0.23587903482071174,0.23876380265946123,0.2347172013935795,0.09443384474960771,0.03274895462294381,0.08317370331978305,0.04696582650146354
500,0.0209094026275745,0.2575997231041077,0.2426514359974031,0.2328852442595233,0.09200688970465754,0.032478140990569525,0.08245903791124312,0.04688987520626406
600,0.019900707859858043,0.2780638526031474,0.24497911738658754,0.23136846058274263,0.09016653105578154,0.03222016865883235,0.08153694329825267,0.04671980027242861
700,0.019040392348334673,0.2977297352440376,0.24637759331665882,0.23009241574206482,0.08871822655002884,0.03197901775645372,0.08048581671424618,0.046502067358691786
800,0.018308056005707677,0.3168636627535831,0.2472145841073477,0.2290112839492823,0.08753308747999974,0.031752926492349266,0.07936084971705867,0.046259717926347435
900,0.01768592150613731,0.3356268812908955,0.24771162237340735,0.2280956269292829,0.08652584184428048,0.0315388935213111,0.0781995221944872,0.04600476847966766
1000,0.017158583879685853,0.35411652309506303,0.2480009287730706,0.22732606997862256,0.08564022598409228,0.03133407573062181,0.07702675034653116,0.04574339777010936
1100,0.016712748570111225,0.372392631583982,0.24816268998422755,0.22668922705345826,0.08483919696780076,0.03113621915823193,0.07585865924172866,0.045479096751085676
1200,0.01633696138937693,0.3904935215089938,0.24824648645187,0.22617532233704435,0.08409825401542727,0.030943802267695077,0.07470545392431757,0.04521401082682668
1300,0.01602135734839071,0.40844345427775214,0.24828227625798518,0.22577691894357968,0.08340122786545405,0.030755798787173255,0.07357342357325354,0.044949501974058
1400,0.01575744628996054,0.4262584634079661,0.2482885266783631,0.22548801424298592,0.08273742204714508,0.030571595058856395,0.07246627020134903,0.044686543738417184
1500,0.01553792132060906,0.44394935989091255,0.24827649848672323,0.22530354882741543,0.08209974730076791,0.030390843983737006,0.0713860307825656,0.04442586391481466
1600,0.01535649421474401,0.46152364452940287,0.24825296060749263,0.22521909417338495,0.08148349685537244,0.030213367060037997,0.07033368121479731,0.04416802554417947
1700,0.015207751092871926,0.47898683934937347,0.24822206892496626,0.22523063789094236,0.08088548403391677,0.030039093059441246,0.06930955471768574,0.043913480561357736
1800,0.015087032931584421,0.4963431902892622,0.24818633919381447,0.22533447337367515,0.08030357151895663,0.02986802114830661,0.06831356275636355,0.043662601641712526
1900,0.014990331172030354,0.5135960432425974,0.24814718283916526,0.22552713498017254,0.07973633804472521,0.029700184450044326,0.06734535572321598,0.04341569194604112
2000,0.01491419803994108,0.5307481707286554,0.24810536204313732,0.2258053430751888,0.07918282298980958,0.029535631205872034,0.06640443999111276,0.04317299694519158
2100,0.014855663594640689,0.5478020126127516,0.24806132320566562,0.22616596307723344,0.07864233051079803,0.029374410066894105,0.06549026511940187,0.04293471518634548
2200,0.014812168686230592,0.5647597714117435,0.2480153234088022,0.22660598825609252,0.07811434416297541,0.02921656586010554,0.06460225508095635,0.04270100737209654
2300,0.014781510951635617,0.5816234575819224,0.24796747785417206,0.22712253211124456,0.07759849367043993,0.029062139630300333,0.06373981414273155,0.04247200354210839
2400,0.014761789233393925,0.5983949493419881,0.24791784895778118,0.2277128138711873,0.07709447383043544,0.028911162328067085,0.06290236170312317,0.042247805024813415
2500,0.014751369845421117,0.6150759494580772,0.24786637356982466,0.22837416407514552,0.07660208060925588,0.028763661980847875,0.06208930590654506,0.04202848873932943
2600,0.014748849418148895,0.6316680593153078,0.2478129588997665,0.22910401068976827,0.07612115898705878,0.028619658999773222,0.061300064974102446,0.041814112139847884
2700,0.014753018421645702,0.6481728314350235,0.24775754534680225,0.22989986935164308,0.07565156539605546,0.028479165027835315,0.06053408033731449,0.04160471654334718
2800,0.014762834105011995,0.6645917580706266,0.24770008697890014,0.2307593422347462,0.07519316673835695,0.028342184169017844,0.05979081300510508,0.041400328540044336
2900,0.014777395798325372,0.6809262872173258,0.24764056840723497,0.23168011310717002,0.07474582565573584,0.028208712766366755,0.05906974741769409,0.04120096190869677
3000,0.014795927947884018,0.6971777810376497,0.24757894737500594,0.23265995027219102,0.07430941915426609,0.02807874197294706,0.05837037946157589,0.041006618346776776
3100,0.01481776222915371,0.7133475381590848,0.24751517832569744,0.23369670124817257,0.07388383242626219,0.02795225837487665,0.05769221664197896,0.040817290527743896
3200,0.014842322296325792,0.7294368017809513,0.24744921779213677,0.23478828946261238,0.07346895574366194,0.02782924465566208,0.05703477756543591,0.0406329631960542
3300,0.014869111463815532,0.745446768884547,0.2473810314732589,0.23593271083242848,0.07306468337373354,0.027709680187291235,0.056397590796532615,0.040453614646461515
3400,0.014897701623200737,0.7613786043744601,0.24731060860455628,0.23712802966761629,0.0726709037383386,0.02759354033462995,0.055780198853986745,0.0402792168446098
3500,0.014927723294360241,0.7772334245398426,0.24723793870652863,0.23837237828584293,0.07228750385440058,0.02748079704849214,0.05518215484228092,0.04010973582269657
3600,0.014958857549286633,0.7930123018710533,0.24716301454288905,0.23966395416297118,0.07191436883191732,0.0273714194297225,0.05460302169226259,0.03994513264401464
