milliseconds,UbE,UbE2,Wee1,Cdc25,G2K,R,G1K,IE,PG2,G1R,G2R,PG2R,SPF,MPF,Rum1Total,Cdc13Total,Cig2Total,Mass
0,0.10903185104997405,-1.0989508482153412e-06,0.011182854865003058,4.567622457891684e-06,1.0466265951945971e-05,0.39939832001772807,-1.603186505135431e-05,-1.2817621841179745e-07,-3.478024528417552e-07,-0.0001495500532596836,-0.00028497408389811595,-1.295522052326221e-05,-1.7159043974242077e-05,9.448799977367922e-06,0.3999330676663769,0.000549205475462862,-0.0002400761082992006,0.49304213560080096
100,0.1038156881140059,2.2799506238671774e-05,0.049892265063682335,1.8585465275733054e-05,0.0003808268162668521,0.4009849628394966,0.00015323472889515057,8.073284468367538e-06,6.789272472720484e-07,5.9655177602517176e-05,0.001157453980412891,-2.0609377817536007e-06,0.0004069079943041515,0.0003883775176266822,0.40136908672444377,0.0030141075336551013,0.0002397954589432538,0.4927957767850095
200,0.09402054398771428,3.626326383781915e-05,0.06656114545684588,5.421151668867268e-05,0.00039500878793241373,0.3998138165415178,0.00023743789229290177,1.2669691504037494e-05,4.346185246294396e-07,2.7824438496706552e-06,0.002839506200468945,1.9844426287944053e-05,0.0004508126283021383,0.0003987230252676056,0.4021293121067173,0.004125891411390449,9.278340595627211e-05,0.24942324834348736
300,0.08201982669008116,5.047195185046151e-05,0.07719177518356163,6.521738339169632e-05,0.0004108614480679613,0.39996668792527246,0.0002893718316512221,1.4764456778666145e-05,4.1709304379232114e-07,0.0002286532641595998,0.005588514675493216,-1.1058898629493648e-05,0.0004992062235402708,0.00038803647692398774,0.4030575140580146,0.004564893547944808,0.00040499178412469036,0.2438785692410507
400,0.07674756780642655,5.6185618262733644e-05,0.09293691026026774,8.585278416711146e-05,0.000395169674101742,0.3996300595679559,0.00036381623342661174,1.574836067756564e-05,5.16450181515896e-07,0.0004368523630403731,0.005207481538081305,-9.583644519743919e-06,0.0004985104145240678,0.0003981694230636259,0.4046054693791644,0.00578084139871267,0.0005975429588657799,0.25017346864758117
500,0.06548352523321278,5.919590945808118e-05,0.11581003668051053,0.00010479528640384137,0.00043955789766229967,0.3994786820290934,0.0004103479541571363,1.6823559655501468e-05,9.037285398853667e-07,0.00039094256023618386,0.006052573341817679,1.612535855274322e-05,0.000526245673082474,0.00042423736697743455,0.4056806570254391,0.009270117869843868,0.0011166248135644628,0.24999233142107666
600,0.05532037688529498,6.377406345120816e-05,0.10799159207186804,0.00011097252506738076,0.0004351453273099818,0.3978369287933669,0.00043845909964456667,1.666877477745221e-05,1.20644571523575e-06,0.0005303175174938027,0.007099122262724851,-2.3623369859533077e-07,0.0005433747528974893,0.00041728707714357204,0.40807489368657046,0.010647801739706083,0.0012595868162505327,0.2467420829668687
700,0.047687035194755825,6.71569801556226e-05,0.1847462138634657,0.00012042587739303056,0.0004337110151546737,0.3984430835332954,0.00042262983580687764,1.6908030897090274e-05,1.0964650936064643e-06,0.0006160291195709509,0.010272778605305795,-9.746887790080564e-07,0.0005666419968591008,0.00043292270812701837,0.4087143190623881,0.009799382894685111,0.0013276218617861652,0.24210986717425736
800,0.042269446759618315,7.167961542998923e-05,0.20741909604418593,0.0001296670400851607,0.00046337276507210515,0.39645391570996263,0.00044616505933950287,1.751265159122599e-05,1.2717913354978077e-06,0.0009618678995587834,0.011346452989538102,1.4521025070177622e-06,0.0005548858769589762,0.0004529380332658867,0.40893867651586685,0.010191981746369112,0.001305659953101456,0.25017666766806596
900,0.034676760086561564,6.791626098943727e-05,0.22481642846136482,0.00013487812937638968,0.00046445019001505457,0.39586466843243556,0.00045382058228830006,1.836109175570588e-05,1.5178405555398322e-06,0.0011475435119141255,0.013857901425791528,4.208049876769738e-05,0.0005774076569212322,0.0004606014250196759,0.41060107782055694,0.01288219765715392,0.0016171665360943147,0.24600755061669238
