milliseconds,_75,_79,_84,_96,_99,_101,_105,_129,_147,_153,_174,_181,_198,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,_5,_9,_11,_13,_15,_19,_21,_25,_27,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31
0,-0.00016188141781114438,1.4932514746108183e-07,0.00094790512690503,-1.4209472082775963e-11,0.001010110802777124,4.046362715980581e-06,7.071322057345285e-07,2.686996485219501e-10,-0.0003171501423220476,-7.334931349074367e-17,7.052275233710192e-06,-2.982442723204589e-10,-7.589607650663625e-15,-4.032066462677314e-06,-1.029623433558006e-06,0.0016909367051738742,1.950679874401171e-10,1.4165151973214493e-06,5.1243230943340855e-17,-3.766183641905772e-07,2.3770038041000864e-08,-3.328761126014882e-08,5.3594028651052817e-11,-8.057170428362422e-13,5.0983589432557754e-09,3.1561011461748283e-41,8.573536412207429e-41,1.494244940625713e-06,-0.00034211743595318796,2.1008322226727538e-13,3.126869700358471e-07,4.349897826446993e-13,-9.384437597032553e-06,-5.858791333770916e-10,3.931138154905646e-05,5.3748379484836416e-08,1.287432453458653e-10,6.923158279360914e-11,-0.00014898026705518195,-3.1007533851820227e-12,-8.255995740220248e-14,-4.737932936254055e-10,-5.796536128436804e-14,1.855896100407343e-07,3.294903262281174e-09,-2.7845340924752704e-06,-1.2669041711263166e-10,1.294247720903403e-13,-5.806654009112919e-14,0.09999999517529916,1.399298800722895e-11,5.719494127458412e-15,1.9111340132731388e-07
100,0.00030790881353135206,-1.6366699984382455e-07,0.00032931450045763793,1.0766714246462333e-11,0.00040487975580569377,1.7739357241314043e-05,3.135460524560617e-07,9.90204367673761e-11,0.002071010917207931,-2.896147209856691e-17,1.1466116770586918e-05,1.977648257878718e-10,3.967104999739534e-15,2.091514532361866e-05,3.4117175670347688e-06,0.00128490453104277,-6.996123540368764e-10,3.169043315229823e-07,4.1497902181955687e-17,1.0730516742515406e-06,-2.3809820592969398e-09,8.985728467525928e-06,-1.1085284587189282e-10,-5.713105159978189e-13,9.067740997916664e-09,-2.7277058907355657e-40,1.2828914610375294e-40,3.140027846554118e-06,-0.00025929917627327684,-1.8900689011140083e-12,2.3016817295517016e-07,1.7368894334661858e-12,-1.7605610117618924e-05,-5.688253335793137e-10,0.00025982610844438076,2.0351388129952433e-08,-8.969730506784052e-11,-4.23065447048923e-11,-0.0001873156569984634,8.657420921143337e-13,-1.2112871631306814e-13,-1.1686120235653179e-09,1.5392953722966329e-12,3.3915831250146716e-07,3.853411211119519e-09,1.545626565611982e-06,1.6152697429709557e-10,1.6456010834570615e-12,2.4405308164629278e-14,0.09999999517921866,-7.004242800735089e-12,1.7025142421050194e-13,-2.0617062911660907e-07
200,0.00016250952919515409,-1.5602468988053848e-07,0.002126562097923518,-6.8282022788352205e-12,0.0033993375510987358,1.13642303876102e-05,5.490195039021076e-07,5.27042281466124e-10,0.003000972794720644,1.033612189489727e-16,1.4081021516973402e-05,2.278189480832704e-10,-5.016103134406363e-15,3.802775973612006e-05,4.128507166059203e-06,0.005945852379348956,-6.701370094288149e-10,-6.963820456301877e-07,6.961753801171714e-17,3.3453541378795397e-06,-3.2534405363342075e-09,1.4681255966140215e-05,-8.670739461489247e-11,-5.667894960694201e-13,1.737068700840104e-09,3.740684501376706e-40,-5.22828161954442e-40,5.761475584088342e-06,9.389087641371823e-05,-1.9896738265086843e-12,2.621288014514323e-07,1.105072111849001e-12,1.2771394859821023e-05,-3.8386336896743646e-10,5.279900727872434e-05,1.3371443909965846e-07,-1.8392695013025322e-10,3.344404950232546e-09,0.0007511240687341375,1.1900903414649015e-12,1.4413416007134155e-13,-1.1697020969372577e-09,-1.81788766232429e-12,9.425823521821375e-08,-1.1917496839181279e-09,7.976405219428416e-06,1.2864120355104302e-10,1.7374698497997552e-12,1.9045410687523e-14,0.09999999520849365,-1.4111569022471868e-11,-5.5225026806109836e-14,4.1050781070460323e-07
300,0.00035374407394070834,-1.6565951907678213e-07,0.002538073128458572,-1.2918558208330183e-11,0.004515439220497252,2.8913755555626682e-05,-5.448683414579405e-07,1.4148063075200807e-10,0.0026053260283328255,-3.453662348163991e-17,2.7956930238384838e-05,-3.787751507618983e-10,-3.431289002216175e-14,4.830410910758278e-05,6.41616065660539e-06,0.015293331368608162,1.923896911178386e-10,-5.979944250596727e-07,9.996115854409249e-17,5.885665432743473e-06,-2.9747552554606574e-08,1.8777295927378085e-05,7.16501459446399e-11,-1.2131788444577627e-12,8.571151876776169e-10,1.858523154651066e-40,-1.2919284440380538e-41,4.35152425731597e-06,0.0002516893849806002,9.039280382418521e-13,3.5312012460184296e-07,-1.3685471727547976e-12,3.33237180420047e-05,-3.036208608685072e-11,0.00024425952243286057,-5.141244880426421e-08,1.0466373505282211e-11,-1.401157326481018e-09,0.0007795801424255204,2.2956979628024755e-12,-4.94053686917674e-14,-1.4056257219950827e-09,4.403810549056827e-14,2.7926550590559393e-07,2.50733118536171e-09,7.1952485423322684e-06,-3.921192642952334e-11,3.4078998715253037e-13,-7.632062643912395e-14,0.09999999516283596,-9.82704802353669e-12,1.352310881011985e-13,-4.765831245327619e-08
400,0.0005495441857283633,-4.3671686496565027e-08,0.00445652806516614,8.981520448747109e-12,0.006829185577522136,3.467086658661978e-05,2.418124372719431e-07,-2.0706765535039995e-10,0.004170229476797724,2.4353194799502612e-17,2.7960490375598512e-05,1.9248884515734304e-10,-8.736144830804119e-16,6.16056103571802e-05,8.467104050265996e-06,0.01569416645073194,-3.87444750829888e-12,1.7753618908290138e-06,1.227214585017266e-16,6.742977435166728e-06,-5.784634355114523e-09,2.1406278984924892e-05,3.601093603592823e-11,-1.1271308256568825e-12,-4.435093530372495e-09,-3.2278631089559953e-40,-4.22405305617776e-41,8.486111446068053e-06,0.00024711150409089647,-3.3013539449264054e-12,-5.487896343098497e-08,1.029335534537525e-12,1.896567229190366e-05,6.837950390412799e-10,0.0005061194730583329,7.57099933730179e-08,1.0319746596017098e-10,-1.407756495708423e-09,-1.8467166005679673e-05,-3.460970820919305e-12,-1.2475572070909796e-13,1.0450085329787728e-11,-1.7644488932822798e-12,1.2185819324624282e-07,-3.165898073832723e-09,2.5444392973692384e-05,-6.520360079999121e-11,4.553689525312157e-13,-6.355237976888334e-14,0.09999999516910527,-2.735378413736796e-12,-7.297277301600097e-14,3.1287758965526185e-07
500,0.0007864673509027498,-7.614145159440496e-08,0.004484434348875691,4.70630366996065e-12,0.007352930936596307,4.717666933704665e-05,5.883092744616507e-07,4.451744533197282e-11,0.0059267464934367915,-1.0261043144661959e-16,3.738962760970342e-05,3.3223169467899835e-10,7.883750226806923e-15,7.118494166653085e-05,9.721989439172537e-06,0.021254248696706637,-9.270879043214447e-11,2.444748259975006e-06,-1.5266660511638653e-16,1.060053198835059e-05,2.6022152804155963e-08,2.4103639005071675e-05,1.2793308773342543e-10,-1.7433782005468098e-12,-6.254244681492674e-09,3.905684281925842e-40,2.492244989104529e-40,1.019305703050199e-05,0.00012604733096156014,8.164094001872578e-13,4.2668064529300047e-07,-1.5779597298778012e-12,1.136803461676412e-05,-9.49751457449476e-10,0.000605106780559522,-6.691590911057052e-08,2.895372850870855e-10,1.364442038434669e-09,0.0004146656355853096,3.169250592161077e-12,5.686614639647192e-14,-1.2089201525069915e-09,-9.596630118126855e-13,4.7126425877723625e-08,3.5773943917654364e-09,2.526792672086383e-05,1.5212396300109039e-10,-1.729367503502348e-12,-1.732532044904954e-14,0.09999999516017631,7.034000099609868e-12,-1.6129357990444797e-13,3.759406570801097e-07
600,0.0008979445018559425,-1.0444043552363768e-07,0.007239845056907426,-1.384756202352735e-11,0.008701110829740661,6.75951720806367e-05,7.409421701260104e-07,2.7017602973137903e-10,0.005953302249848832,-9.767615219126573e-17,5.780129718994293e-05,3.2131757012280676e-10,-4.47675770721062e-15,8.794995815663812e-05,1.0032707414386582e-05,0.023014550933739067,5.466267838652027e-10,3.573607476904776e-08,2.0584425615668116e-16,1.069932110727019e-05,-4.1878309687790355e-09,2.538654551420091e-05,1.3357402638340418e-10,1.4509662859968156e-12,1.1746825401014585e-08,2.619049901849405e-40,5.049514217791755e-40,9.490529286570446e-06,-2.906951077733357e-05,-1.6584574477645265e-12,6.008653817122864e-07,1.2991532105788238e-12,5.385970358977576e-05,-8.87495138916908e-11,8.393336916717113e-05,3.3908153288112305e-07,2.480257275381381e-10,-3.1716674688155946e-09,0.0006834770548791895,-2.3723410760431274e-12,1.383321640203804e-13,-1.017957307582643e-09,1.1795680609057504e-12,6.682886965052951e-07,7.488977702588709e-10,4.07779463548859e-05,2.570261136511628e-11,-5.403916178887782e-13,-4.3710057419323834e-15,0.09999999517770483,-2.1826319170430873e-11,-7.695956925783964e-14,4.1008968538257043e-07
700,0.0008335118648237909,1.6996537087762822e-07,0.007925060688306876,-2.9288283554699822e-12,0.009635474918843312,6.744499340834796e-05,2.4784797073294685e-08,3.0533688375740223e-10,0.0077226401121821145,5.433940334392254e-17,7.287063368508333e-05,-2.1233299858958453e-10,-2.642886725866919e-14,9.52759288710644e-05,1.304736301997712e-05,0.027519610340136492,-1.0333844445980355e-10,1.3178762839486783e-06,8.217138509735992e-17,1.3688335986665234e-05,3.90397724647034e-08,2.6721591875466973e-05,-1.7378968612087602e-10,-7.116614802550572e-13,-4.090940956434678e-09,4.400212859181539e-41,-2.518603283754458e-40,1.4278659050307512e-05,0.00030923406011277216,-3.309279110058307e-12,7.566532442168518e-07,-1.4311026187309118e-12,6.696594392910978e-05,1.0773894030126507e-09,0.0005870735505460364,1.4283981932966226e-07,7.473364325935116e-11,3.604819181740983e-11,0.0019602317646673388,7.15761754193498e-13,-1.1326157369317234e-13,3.414288928480443e-10,2.39620512094423e-13,6.429003096799106e-07,-4.090820762219619e-09,2.6805066804617863e-05,1.0487838199752654e-10,9.508315947082397e-13,6.847376347038485e-14,0.09999999520167564,-1.990042703915713e-11,2.071006082836598e-14,3.367426845706204e-07
800,0.0011086992958231703,-1.3590351110560322e-07,0.008487952571629362,-1.5240884816044106e-11,0.011191392498288944,8.645981372543867e-05,5.059703600302979e-07,-7.085069117697218e-11,0.009138655841709368,1.0953468798738706e-16,8.279799353740969e-05,2.7346886681877213e-11,-1.5793054947366672e-15,9.649295946009315e-05,1.2996409050160865e-05,0.03145658413986009,7.450450518335831e-10,-7.374213829520124e-07,-6.492885052883858e-17,1.3626975177878107e-05,-1.094283035041264e-09,2.7240701329475224e-05,-6.290664568069908e-11,-1.1275952036278714e-12,1.6512950713166538e-08,3.5504294855491285e-40,8.350860394284337e-40,1.4918127800986502e-05,0.0008150541919176316,-3.8637407514911145e-12,2.383330984696669e-07,-6.969659126289113e-13,8.287932991385831e-05,4.439358640241166e-10,0.0009385073120179604,3.231182973845689e-07,1.7877172121090345e-10,-4.171513178294838e-09,0.0019189771286211763,2.600118813707979e-12,1.5072741580706077e-13,-2.865614237270455e-10,4.556431913027538e-13,3.7853930532069665e-07,1.6081152950546492e-09,5.186486733857893e-05,-1.1036509073945445e-11,-5.766871019218216e-13,7.77844041268607e-16,0.09999999518207657,-7.070359094784426e-14,-2.5600213520552703e-14,5.678821980503592e-07
900,0.0014261653446450318,-1.2586702973205423e-08,0.010463251108240514,1.3149468980257509e-11,0.011285150232101044,7.953896137213627e-05,6.194483041511395e-07,2.2489750401024112e-10,0.009637065993927624,8.260779248036818e-17,8.853966599063734e-05,-1.8075299377693868e-10,-6.167154702966914e-15,0.00010950028594361027,1.6915955585304746e-05,0.03537631763198711,4.5058897007908364e-10,-4.986540763933318e-07,-1.8557876658390668e-16,1.6674178331388268e-05,3.8214665081898164e-08,2.738998368008344e-05,-1.1925631350596177e-10,1.0837340904839117e-12,-2.531114998325023e-09,2.573697514514402e-40,-1.921931673334937e-40,1.7535982598927907e-05,0.0008329439312856689,-4.026962863612737e-12,5.029163859229498e-07,-2.9536316284907994e-13,8.60135849278353e-05,7.646192397506541e-10,0.001109268582427661,5.951945119629051e-07,-2.770126415892168e-10,8.606614327993417e-10,0.002884893194151284,3.581596963286359e-12,9.587514664150056e-14,-5.61683431753261e-10,-5.204052424263168e-13,7.200501145622707e-07,2.2467008943156008e-09,5.245394837152094e-05,-9.782241942615248e-11,-1.5914970444941214e-12,6.637960458670562e-14,0.09999999520569577,1.2037790896903137e-11,-9.28320662409172e-14,3.045650094686441e-07
