milliseconds,_75,_79,_84,_96,_99,_101,_105,_129,_147,_153,_174,_181,_198,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,_5,_9,_11,_13,_15,_19,_21,_25,_27,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31
0,2.2652236630882324e-06,-2.963550404614926e-08,0.0003510690125664113,2.029467682462337e-12,-0.0011886477712429208,-1.1893564919916312e-06,-6.839279754702379e-07,-3.139965624968519e-10,-0.0004503967996820018,4.9016626060700885e-17,-3.998755247157056e-06,3.111355184819721e-10,2.015088413657267e-14,3.6878251483926415e-06,-8.576984169742862e-07,-0.0011366925814380662,7.405256960865414e-10,1.072338535185085e-06,-2.1716844176395318e-16,1.2031934273689385e-06,-7.925073202956327e-09,-2.3767230245075974e-08,1.260220163728705e-10,-1.2518811532589732e-12,-8.163048052786131e-09,-3.881936172814964e-40,6.9868131311755866e-40,-8.735138709056118e-07,2.1353725597495262e-05,1.849503891527222e-12,-1.7579940184772725e-07,-8.324573444808684e-13,2.5415305419397715e-06,1.0919079761102499e-09,-0.0002980650902795848,-2.3266251713810421e-07,4.1197187771687484e-11,3.1758021713277313e-09,1.5226280587684107e-07,-2.7734421823286114e-12,1.10042793615488e-13,5.765725916527e-10,-1.6695402187747042e-13,1.2019971223676905e-07,3.090202090592424e-09,7.075721724966413e-06,4.816461242364493e-11,-1.225841775648435e-12,7.381866515866338e-14,0.0999999951671692,-5.942214937886127e-12,-9.903730695290489e-14,3.8496207847957695e-08
100,0.0002874787656058274,-2.5892184890337074e-09,0.0016447378824401282,-6.352745437272639e-12,0.002375866444908865,3.251850522391397e-07,8.002988847601218e-07,3.4943176796679034e-10,0.0014968225620861325,-9.41008510380979e-17,1.4628603853951659e-05,1.8606869450893083e-10,2.3355757887415303e-14,2.2033635146549464e-05,2.8806792150509227e-06,0.0017270281266557668,-1.7478200142683127e-10,-5.8347061467340154e-08,1.3820236441242475e-16,2.0149437996077874e-06,-1.136410534123333e-08,7.903165694167465e-06,-2.56196789339452e-12,1.2546945917444097e-12,-1.166620813452259e-08,-2.8270423458307882e-40,1.0663898714488597e-39,2.6234517124668745e-06,-0.00013093282880400996,-1.3319258215384591e-12,3.276374544309392e-07,1.227925085984691e-12,2.2513388766661678e-05,-6.77615469290855e-10,0.0003201369975855257,1.3536013272939012e-07,-1.4398776222872219e-10,3.782689648551504e-09,0.0008335264652962679,1.516314770616859e-12,1.4667039264917218e-14,-1.0608801950226812e-09,-1.358473793822592e-12,3.005109300071784e-07,-1.236013680403088e-09,-2.2292231881132733e-06,-2.961677520303174e-11,5.996982306415537e-14,8.036967729057502e-14,0.09999999517586734,3.805345639236712e-12,1.7382412261553698e-14,-4.568295253764827e-07
200,0.0003473471771414902,-2.069089618516613e-07,0.0014217230180583354,-7.155429820838064e-13,0.0021394614590597204,2.3798871029233154e-05,6.594998605988539e-07,5.037069507280049e-10,0.0026269425010461847,7.850456784428089e-17,1.500909936284896e-05,-1.4687747416714592e-10,2.517759242945495e-14,4.2986063309655395e-05,4.5663339642393704e-06,0.007552672021035557,-3.1292097166917434e-10,1.9103376658690934e-06,1.144855632659812e-16,3.8619705869182755e-06,-2.5998333060123932e-09,1.39187266365378e-05,-1.752817218683024e-10,1.267449870812082e-12,3.0730115348104717e-09,-3.380514383177786e-40,-1.5282089305102492e-40,2.7352230548005944e-06,-9.52635894705429e-05,1.9358946104970064e-12,-2.1310546483424584e-07,-1.367023373752049e-12,2.860034103555609e-05,6.172541335048973e-10,-2.197424840451468e-05,-9.485017824189497e-08,1.5904616888884357e-11,-4.617081417240774e-09,-0.00035254243182214484,1.1059693548899782e-12,-1.1618359892375532e-13,1.4965647426054993e-09,-1.2543569074328052e-12,3.733437180419947e-07,-2.2175047903132056e-09,6.76226314235818e-06,-3.888804154004257e-11,7.144036418858542e-13,-1.367276540802424e-13,0.09999999519792162,-5.337772351694023e-12,-1.3749418234162193e-13,1.818479005725161e-07
300,0.0005787157525933942,2.0836002691330828e-07,0.002937993734916924,4.853859354284846e-12,0.003615882461087098,2.4035967312997676e-05,2.1119447443801035e-07,-3.2821766179275717e-10,0.002563698060379255,-7.757767240153958e-17,3.87160845405024e-05,2.1380413541666516e-10,-6.056770445819838e-15,5.7454381540021917e-05,5.420164756584116e-06,0.015053669959760149,2.197229344948354e-10,-1.98891024519188e-06,3.575812124053345e-17,5.834808461633632e-06,-1.3798874471677678e-08,1.8960857871335643e-05,9.095640651229336e-11,-1.6536351198299833e-12,-3.1890976795602903e-09,7.552020671121447e-41,-6.6430552243876286e-40,6.953171956298822e-06,0.00023563838071102882,-2.574292830211895e-12,3.324390832915407e-07,7.497769018150068e-13,2.5781666906444774e-05,1.1151025599467897e-10,-1.362230649842225e-05,-2.021224506241481e-07,-2.8272333594196966e-10,-1.1903701587459845e-09,0.00011751312564993352,-2.3826617705904057e-12,6.650055938042591e-14,-4.6473859831592253e-10,7.196283765849488e-13,-1.6290765712390156e-08,-2.8121051730693884e-09,7.876424376362467e-06,1.605833820702768e-11,4.0447518207345214e-13,-5.734447890409415e-14,0.09999999519764037,-2.0539034434523978e-11,-9.255155835615965e-14,2.311849113800073e-07
400,0.0006679489324828037,2.1697599391077138e-07,0.0056921570853839705,-1.4028391887619298e-11,0.005373954844585306,3.2468797167414546e-05,-1.3082114623649561e-08,3.8189684644918244e-10,0.004372014942293662,9.344015184912916e-17,2.819266521003597e-05,-1.9356888160441987e-10,-3.1433285921144366e-14,6.473792237512929e-05,6.113723790668538e-06,0.01997872576766507,-4.520667009325579e-10,-2.0410655517117418e-07,-1.236757957940134e-16,8.638349949159976e-06,1.011130011196047e-08,2.1706711706685056e-05,5.14793050192474e-11,-6.647715724603106e-13,5.259813511713476e-09,-1.2102868905352928e-40,-1.094486122371303e-40,8.460466159038518e-06,-9.355934726661092e-05,1.900774575655962e-12,2.3466447066442381e-07,1.7684917765967606e-12,1.672468114814012e-05,1.2793338001471632e-10,-0.0001169918262609255,7.76034646743797e-08,-2.9468916903393774e-10,9.000741561533235e-10,0.0006163027730247317,4.0261965260398043e-13,-2.9324763302609406e-14,-5.027531189709631e-10,3.6289222982097704e-13,4.1710635333679604e-07,4.851655727493592e-10,9.800308568541806e-06,1.8315933557382517e-11,-4.4018583883442765e-13,4.3892603378799737e-14,0.09999999519870326,2.3532497222398703e-11,2.04921466344018e-13,3.587126212717705e-07
500,0.0006576351479980908,-3.3828527815686266e-10,0.0065289246948367855,-1.3790959829889438e-11,0.006228066032402888,5.787327964435148e-05,1.4259215538651783e-07,-9.726496150037591e-11,0.006205267450610947,-7.095893852198887e-17,5.719664291781056e-05,2.793602786028053e-10,-2.116910209042057e-14,7.895632759433941e-05,9.043886790602237e-06,0.01997925311169126,-5.047171583460524e-10,-6.204851386739671e-07,-2.1767633795860615e-16,1.016711041045494e-05,4.851732290022895e-09,2.3547358646933258e-05,-1.1690373020634845e-10,-9.247122505609019e-13,-7.763706398810915e-09,2.912157530957951e-40,-1.111161537848885e-40,8.186783426479216e-06,-0.0001660993526515578,-3.599032308619656e-12,1.8585725664124012e-07,3.831898066394062e-13,4.244454222668762e-05,4.4944954069375757e-10,0.00033767721932054354,1.915896745836323e-07,-3.0027364502065785e-10,2.470938432130109e-09,0.001268356021508491,-2.2840772495976725e-12,-3.627751376886944e-14,9.623057208736805e-10,7.071749008772654e-13,1.4896144696940627e-07,1.6744865044242098e-09,2.655049860141203e-05,-4.8149104065189215e-11,-1.0304491140735984e-12,1.4606813270403772e-13,0.09999999516167381,-2.1951549104423466e-12,-1.085973674765087e-13,-1.7985083847083203e-07
600,0.0007545859354953954,5.841357139522899e-09,0.008527960597514263,9.973955827552353e-12,0.007508289245556537,6.723457981290734e-05,-4.921846679812595e-07,-2.8265619119352383e-10,0.005637526673968642,7.468875993289684e-17,5.096156888081194e-05,-2.1930356200464814e-10,6.551044398527964e-15,8.25126506759559e-05,1.2231068099482652e-05,0.021894171449015027,-2.0588408944032785e-10,-8.10803701120039e-07,-5.698677982535291e-18,1.0616415200491213e-05,2.7054685551497536e-08,2.5775861305565623e-05,1.6753801841050666e-10,1.47693875403256e-12,4.709961509556475e-09,-3.6487522345452114e-40,3.028776393093572e-42,1.1630169472206378e-05,0.0006664296575517916,5.2940658722014783e-14,5.3593082604313e-07,1.7301542414705139e-12,5.3320242440979555e-05,-1.8789032388741285e-10,0.0006874382204281422,2.706326175902974e-07,2.8039785578124975e-10,3.6904419062624766e-09,0.0002852557918290831,-4.083029633137106e-12,2.5376598458466746e-14,6.808620090160603e-11,-4.3230772777906665e-14,2.3811353199940497e-07,-2.4911938337637994e-09,1.8917560168301076e-05,-4.805213423906344e-11,1.3209928680254036e-12,4.487360357494464e-14,0.09999999516293223,-1.3633276805920596e-11,-1.213114917359296e-13,3.753927726087385e-07
700,0.0008563146076999565,1.7909734906589432e-07,0.010088627521595834,-3.357438472908111e-12,0.010887825211664027,6.588695907239508e-05,-6.161944479926678e-07,-2.2128105059346203e-10,0.008238771474731272,-9.208598444967495e-17,5.95017770071986e-05,2.699469829408258e-10,5.091816669314314e-16,9.360504371564861e-05,1.2711865348921603e-05,0.029485620094627157,5.080899466248889e-10,8.540338096237341e-08,-2.0660615135078674e-16,1.2235635148756986e-05,9.79635036171144e-09,2.617372710053621e-05,-1.6384985497794757e-11,1.3467723250537585e-12,-4.090898948212603e-09,1.4321430639718853e-40,3.1804799109524817e-40,1.2568590493929114e-05,0.00032644948819001384,2.6461837562705263e-12,2.9090440850543477e-07,-1.6647295997520818e-12,4.565860723473068e-05,1.0374232806062275e-09,0.00022322242879562848,4.0051191826420435e-07,1.4981811654053612e-10,-3.920831035398806e-09,0.0013534247115792638,1.3690017469528222e-12,-1.4089809705968688e-13,6.578367293103778e-10,4.567527253167279e-13,3.9191681844967426e-07,2.2693772007716816e-09,3.352894091577656e-05,9.415501047067672e-11,8.025088975134519e-13,-4.5156649297893774e-14,0.09999999520772379,-1.4274803664554674e-11,2.1063723936855758e-13,8.821239016921239e-07
800,0.0013151885797508239,3.656184624408014e-08,0.0102493790865905,4.561746920206028e-13,0.011524292093822868,7.632443523894307e-05,-1.758470887038046e-07,-1.8855773210561078e-10,0.009331417754431337,6.678099788216154e-17,7.305139974319241e-05,4.905873161448842e-11,1.1135803325851892e-14,0.0001018647566022408,1.390869208825083e-05,0.033921153916445186,6.764402306499536e-10,-1.4707952473115592e-06,-1.3535355948086286e-16,1.3719231684629413e-05,1.0149545538752678e-08,2.6950535474961678e-05,-1.0786038119014659e-11,-1.1049683093723129e-12,2.3085487579689264e-09,-1.6116410359744368e-40,-4.870235238800018e-40,1.3735372656343595e-05,0.000619134203486464,-3.602525290436853e-12,7.569873664084967e-07,8.975019449545951e-13,6.345168967345538e-05,-1.1168761726166936e-11,0.0007020674344265606,5.633628250863584e-07,-2.4982665021072284e-10,2.4108167589507357e-09,0.0010397661234231017,1.897468373187469e-12,-9.307694973376827e-14,6.6345611534843e-11,5.954470167251559e-13,5.549211851380087e-07,1.203960339221329e-10,5.565640440508093e-05,-6.132032412539843e-11,-2.598379764781664e-13,1.050135700459949e-13,0.09999999518871978,1.9043171524573483e-11,4.424904099743343e-14,1.0438871266150844e-06
900,0.0011047585885027693,1.5833829138168516e-07,0.01250216317425386,1.0977736194658776e-11,0.011746017542659335,8.708623478309864e-05,-2.6382644312554586e-08,-3.070250786419844e-10,0.009626961128407989,4.9421968857364586e-17,8.250690802070948e-05,-9.438468491507754e-11,-2.1735371158745248e-14,0.00010306058338711044,1.5435506341812483e-05,0.03298693199072147,6.016954063982482e-10,8.210483532149883e-07,-6.405859276064068e-17,1.5468135472581864e-05,5.0380602346293775e-08,2.7819068838635688e-05,-7.747943356293534e-11,4.39714816396176e-14,9.364631823414646e-10,-3.929587499387406e-40,-1.0125337420518971e-39,1.6580825816776284e-05,0.0008573206125933449,3.513779749516963e-12,4.3257122795440276e-07,1.0764136494160032e-12,9.504098492089348e-05,1.4479974318258292e-10,0.0005303750827854829,6.539777108818847e-07,-2.3108236371690432e-10,-2.3949543589753683e-09,0.0015443336204051473,2.4275383227064558e-12,1.3587953819957754e-13,3.0007754739506107e-10,6.75512659795863e-13,4.052273023891666e-07,-1.2113286571686592e-09,4.248457714452841e-05,-9.016732068309256e-11,1.229990863197637e-13,-1.465478981197383e-13,0.09999999519718134,9.857325559002251e-13,1.236154380052179e-13,1.182145076375145e-06
