milliseconds,_75,_79,_84,_96,_99,_101,_105,_129,_147,_153,_174,_181,_198,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,_5,_9,_11,_13,_15,_19,_21,_25,_27,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31
0,-7.201232848423008e-05,-1.3370503397150958e-07,0.0012138530593053252,-9.356066546977713e-12,-0.0002793864552029031,-1.2570742082987524e-06,-8.090694472713719e-07,3.793022250324817e-10,0.0008255578756527664,3.015029491525359e-17,7.384532588789499e-06,-2.860482624311176e-10,2.980989548569575e-14,-1.2101830179871968e-06,-1.0617599041040169e-06,-0.0011273069962301526,-5.560826524596967e-10,-1.4036159639011895e-06,9.769057121667707e-17,8.866232644377758e-07,-1.3919383642791824e-08,4.6856012279041036e-07,4.1890827702867266e-13,-1.696189749233838e-12,2.7573567122971667e-09,3.975358164696907e-40,-9.932612164281851e-40,1.0252003694796685e-06,0.00024089124923212397,1.0482416299380884e-12,3.44928184503806e-07,-9.478369142824354e-13,1.8075949689381723e-05,6.472170602762376e-10,-3.1690827873512415e-06,1.6663745743479586e-07,1.4439322556918846e-10,-3.090537677148617e-09,0.00016242355390505575,-1.5947028951027611e-12,9.685695163318317e-14,1.285451640497447e-09,-1.6737458347999403e-12,3.226251030914553e-07,-5.579864190922458e-10,-6.457794533967729e-06,1.3441312053939693e-10,9.401469658537173e-15,5.875229507704635e-14,0.09999999520133233,-5.677561712525783e-12,1.4270903048096775e-13,-3.347772096456177e-07
100,-3.221771185496123e-05,7.779805368045824e-08,0.0019188797485801456,-1.2371920626504664e-12,0.0003670698455793611,1.5242235449014788e-05,5.637621905449847e-07,2.2961652128272282e-10,0.001863963860563124,5.1228557479741864e-17,1.632967620237417e-05,1.2526181362999667e-10,1.7250255249940648e-14,2.1476139723179657e-05,7.856466063539219e-07,0.0012974152570060524,3.461184783914312e-11,2.1295231114423174e-06,-4.828363758371998e-17,1.2269045003054723e-06,-1.1434997767626878e-08,8.591965041870466e-06,-6.770761282471677e-11,-2.4236613667498856e-13,2.100825862054179e-09,-3.822814171854126e-40,4.5954851993238105e-40,2.1030751763236144e-06,0.00022992873327623166,-6.305214790391868e-13,1.2257069517025204e-08,1.7667715830347529e-12,-1.4052142875556055e-05,4.3229855224420676e-10,0.0001681525504084946,1.4242142768137214e-07,1.8297346252619578e-10,-2.411936353432398e-09,-0.00044159007576812274,-4.070906218145666e-12,-4.302415423952318e-14,1.4383615964492272e-09,1.2524049612367749e-12,-3.3471740085990146e-07,-4.414209222924003e-09,-1.166703392205716e-06,-1.4718128538921848e-10,1.3487935006300953e-12,1.8421345140952467e-14,0.09999999519375179,-6.478899975814332e-12,2.2221966121822838e-13,3.1213341339834966e-07
200,0.0004407870542495844,2.1480412176418726e-07,0.002155017203069976,-1.0058523919823971e-11,0.00200714146391768,1.565132447308509e-05,-1.776110156838163e-07,1.1687517631744606e-10,0.0021212973687738603,-1.0824341719304584e-16,2.2125642481554682e-05,2.608921121777023e-10,-3.437217185538845e-14,4.30745831066852e-05,2.4411160311048593e-06,0.011610220205619106,-5.612855025972746e-10,2.332361498940442e-06,5.57302475004453e-17,4.390001136435474e-06,-2.8155854909170636e-08,1.4010396983798417e-05,-7.220574610363236e-11,-1.2808850798100731e-13,-4.107219346052612e-09,1.7845665172497382e-40,7.335744081308439e-40,4.9251817276478e-06,-7.935584376664011e-05,-1.3365154785391214e-12,-2.553839654022571e-07,-1.1759973613811757e-12,1.8549269840809102e-05,2.9040320379009306e-10,4.642838149127431e-05,1.1229958734123514e-07,2.9174407213301405e-10,1.459082709545583e-09,0.0007012124214373051,3.7868413554270646e-12,2.2895338220425873e-14,8.082812373075982e-10,-6.707504741631208e-13,-1.7813638470910913e-07,9.354896788371076e-10,1.11931445787175e-05,-1.1902454624294105e-10,-5.38487537026428e-13,-1.3707722613427505e-13,0.09999999517300004,8.475014245699975e-12,1.9091420331507205e-13,1.5972010458453734e-07
300,0.00044766173078285976,2.0791996028167687e-08,0.004414132691170993,-1.5138317010173317e-11,0.00385254105368546,3.357982233718258e-05,-1.6418533427407284e-07,1.5324772699187215e-10,0.004199496598834637,1.0279792654345541e-16,3.41042652302546e-05,-3.0608949599428697e-10,-2.230646989556514e-14,5.4668272172473435e-05,5.725727432677782e-06,0.011171672059137995,3.1252410015842973e-10,-3.157454265771938e-07,-1.8733337423870388e-16,4.691995138995964e-06,3.3025646484993675e-08,1.8368744015768866e-05,4.640284013187302e-11,-4.675131707635053e-13,1.0743031235921429e-08,-1.1373374970584198e-40,-8.602112190636928e-40,5.639167989171224e-06,-0.0001768747651068689,-6.470781559999548e-13,-1.9691605272535377e-07,-1.577549049435871e-12,1.8928855546632107e-05,1.1599249354869736e-12,-8.429959673904548e-05,2.0408553658274112e-07,5.176804459532409e-11,4.117080338902006e-09,-0.0005039149917153399,-1.434021435707927e-12,1.245737872379247e-13,-6.075944537252994e-10,1.3887302793341997e-12,5.622647728869092e-08,-1.9970916428526325e-09,1.7177628938049998e-05,1.0558637878127825e-10,6.103123128311724e-13,-1.4702207069420164e-14,0.09999999517799783,1.169305514967164e-11,-1.321563829431831e-13,5.422478007201365e-07
400,0.0007272725341489609,7.350156134021806e-08,0.003854188805602586,5.744959298994666e-13,0.005004088837073514,3.733049647265618e-05,6.880944228327245e-07,2.437580202965571e-10,0.004961232938345171,1.0547288226636768e-16,3.743227676805655e-05,3.213072158427494e-10,2.7425046519866873e-14,6.637107474006642e-05,6.92870727131348e-06,0.015294240086989867,6.722191386825514e-10,5.550891333734923e-07,1.4866039507723563e-16,8.448080620682433e-06,-1.492625208587226e-08,2.1403484108912485e-05,-1.2434875056653355e-11,-3.6482400804541505e-13,-7.097867570467183e-09,2.2224290643248187e-40,-3.688662900906859e-40,6.47338354350236e-06,0.0003583357656051293,-2.938702657577037e-12,2.797900356262316e-07,-1.0430848840911625e-12,4.3857444037013204e-05,4.689528684922375e-10,3.4122397221494395e-06,1.1631047086162172e-07,1.3413235948480332e-10,4.01842304518308e-09,0.0009230692229014756,2.6960071196909625e-12,-9.967646014285259e-14,7.893484928668541e-10,1.5006257114261538e-12,8.935204123276135e-09,-4.40503252853788e-09,1.3407930347951588e-05,-6.993882752371468e-11,-1.5159141970271235e-12,1.334117935171707e-13,0.09999999520555285,1.5871295176129613e-11,1.521025610419186e-13,7.487739384805009e-08
500,0.0008140520415349013,4.286271309122457e-08,0.007868592766263102,5.419268867623047e-12,0.006772538273103345,4.3978728204082095e-05,-7.554814105631482e-08,2.3765260157237946e-10,0.0061036018612071466,5.920682756376805e-17,3.981732330264734e-05,3.049419603317514e-10,1.9639087381646876e-14,7.028280554816602e-05,9.041904950905907e-06,0.02319138252875569,-4.029337966452624e-10,1.8036736567454016e-06,1.4516194536251326e-16,8.042755307668406e-06,-2.8004089701612788e-08,2.329134309913468e-05,1.4761203097763013e-10,1.208910770975379e-12,-8.009674835847004e-09,-3.0570027963528566e-40,5.054173351979418e-41,8.608434144044055e-06,0.000363246724777994,8.656884253020531e-13,5.089270160389478e-07,4.185196821582477e-13,3.724027475634028e-05,-2.601738163093694e-10,0.0002696503646953422,-1.4058411950633077e-07,-2.0444370295212893e-10,-3.0196373095751476e-09,7.959279192211932e-05,-3.119696752462788e-12,-4.280019402706512e-15,-8.684225821852479e-10,-7.346333109146649e-13,2.6068840284370545e-07,1.0110934252321506e-09,1.6654669123777016e-05,-6.921066718768687e-11,1.2492766157007022e-12,-4.747270698141886e-14,0.0999999951734426,-2.2840463768166117e-11,1.2904704310259932e-13,6.034931641937683e-08
600,0.0009381323786388301,1.8057659877413275e-07,0.006850253904826611,4.042939338472926e-12,0.00915815175474298,6.77097495856738e-05,-5.139810815656711e-07,-3.9938367182131867e-10,0.0062199290751026376,-5.79190509370208e-17,5.665375156206343e-05,3.5237072355200614e-10,-1.2847685676365974e-14,8.178146990848183e-05,1.0548990284638538e-05,0.024387218341048525,4.506569664053034e-10,2.645441128116486e-07,-3.260450090903919e-17,1.1551077864799171e-05,-4.042894156809105e-09,2.570057714673063e-05,-6.354902525666537e-11,4.234941338420851e-13,-3.5071359090077093e-09,2.597704037871122e-40,-8.662288273046389e-41,1.1491020987976186e-05,0.00033496177689909117,-3.027209673301935e-13,3.067809088788081e-07,5.988297746774253e-13,5.975758305878579e-05,6.955222323800829e-10,0.00011911035156168673,1.372548562400816e-07,-2.635273667147969e-10,2.919125804811746e-09,0.0013823420429934148,-1.8451626318815577e-13,-5.950312949926948e-14,8.000109201134075e-10,-1.0971938459044651e-12,3.125314790119213e-08,3.0542849294849955e-09,3.0256731552892248e-05,2.6376315362558202e-11,-5.689345278622609e-13,4.095984669543366e-14,0.09999999519964918,2.302789143577645e-11,6.234848608472713e-14,1.2366299333389752e-08
700,0.001117894711565674,1.4482648437983595e-07,0.00856715350376033,-1.3963593994776958e-11,0.010553452071662498,7.219762682823951e-05,-1.4182054213065453e-07,-7.038261516243132e-11,0.007883541952575693,9.732841414504256e-17,6.386890041903113e-05,2.0390805494395424e-10,-3.452233216909334e-14,8.844978123054426e-05,1.3840526753027156e-05,0.024777256004441292,-2.6055862341850667e-10,2.314435066295463e-06,-3.340710430012628e-17,1.3971077655551722e-05,-1.6296511104073393e-08,2.68766334934959e-05,-5.364171743410361e-11,3.0025861317447494e-13,-6.446455077116682e-09,-5.053629035184937e-41,8.695129078527008e-40,1.4508510379057255e-05,0.0005311283799711333,-1.0374928632975378e-14,6.310003585020917e-07,1.7360096922839165e-12,6.932441763911695e-05,9.000717901801568e-10,0.00041215423744036313,4.807245090866768e-07,-3.1834530094482275e-10,-3.9460506906134016e-09,0.0007222234230035199,3.4135423945006684e-12,2.584619469646799e-14,-1.2766107720693676e-09,-1.0258644065316392e-12,3.739194574417658e-07,-2.988906198656151e-09,4.849400925362365e-05,-2.433377696855913e-11,8.845336738176702e-13,4.905103725363263e-14,0.09999999519766724,-2.371835592645657e-11,1.3229916960757965e-13,8.510312759288022e-07
800,0.0011878590674018327,1.46326750300022e-07,0.011022805651936135,1.302495778479226e-11,0.011489958757560908,7.403544467657028e-05,1.7058474966063094e-07,-2.7948860867597805e-10,0.00801972781583704,6.727748534001345e-17,7.464368609369988e-05,3.1151758687710263e-10,2.7362956894329643e-14,9.61309115165875e-05,1.4126650936428054e-05,0.028387201642746548,1.4132905384175055e-10,2.1893646326952004e-06,-3.575154428832392e-17,1.2927452864133106e-05,-1.216274569327602e-08,2.7235195211386213e-05,2.7156990505228842e-11,-1.4351046095921898e-12,1.3722782204004883e-09,2.3757940914205818e-40,1.6155136417080778e-40,1.609418258185623e-05,0.0005836705731354282,-3.3678468008361853e-12,3.7730533930390427e-07,7.65122188461512e-13,6.236384789898964e-05,-7.746232049434411e-10,0.0007265752779871043,1.6941561645393244e-07,3.607324467129751e-10,1.5424559744462485e-09,0.0010270681060502358,2.750081935529254e-12,8.106052545351763e-14,-7.802660726550901e-11,9.597472573691002e-15,5.928311293616054e-07,1.1034791297681663e-09,5.077909029141607e-05,-9.793443217034266e-11,3.3138783424878264e-13,-1.24368212333345e-13,0.09999999520405778,-2.255161060802531e-11,-2.0353756060388672e-13,9.47360889328457e-07
900,0.00121249147394688,2.1856336615372052e-07,0.010226697879826652,-5.686005523527621e-12,0.011833067905847665,9.610327116112263e-05,8.0371384516479e-07,-4.330958606926833e-10,0.009490617265129385,1.4444892774816238e-18,8.622009931599123e-05,2.916909668112481e-10,-1.1389093608816661e-14,9.971455126465273e-05,1.5117274900587096e-05,0.03404730848855602,-4.858556089349851e-10,-6.000655817803704e-08,1.899581577501587e-17,1.5283816944285965e-05,3.599670084092521e-09,2.776735681538621e-05,5.464091850677803e-11,6.053003261941541e-13,9.784608281505185e-09,-1.857332316441758e-40,3.3872935935026026e-41,1.4799730775079947e-05,0.0004789628114968657,-2.7080391433493347e-12,8.011535715632327e-07,-2.2373412114354235e-13,0.00010441661395226394,-8.080653891297652e-10,0.000952133395775338,1.3142466839298177e-07,2.9585801112684346e-10,1.186119183638113e-09,0.0024586227876615967,5.748496607935014e-13,-9.307112192465511e-14,-5.190995703497871e-10,1.079596141412693e-12,7.080768003732812e-07,-2.988720706264684e-10,4.718124023109842e-05,1.9103703375082896e-11,-1.6350177708284778e-12,8.716789831838548e-14,0.099999995193164,5.604542957391223e-12,1.16014354762928e-13,1.0277505006154784e-06
