miliseconds,IL1b,IL1Ra,Anakinra,Proinsulin,Insulin,TigB,B,f,Anakinrasc,Glucose,a1c1,rbc1,a1c2,rbc2,a1c3,rbc3,a1c4,rbc4,a1c5,rbc5,a1c6,rbc6,a1c7,rbc7,a1c8,rbc8,a1c9,rbc9,a1c10,rbc10,a1c11,rbc11,a1c12,rbc12
0,4.9711748633694715,40.0,0.0,43.000304707484155,99.99283325567534,0.1864101495818402,39.99993440564584,0.042747713979253026,0.0,10.79999338446736,0.12299585736679604,8.627003646340242,0.24426320983454286,8.505735234095747,0.36382634474007114,8.386171487568866,0.48170909940453427,8.268289384871705,0.5979349339074812,8.152064208779962,0.7125270577086215,8.037472359865422,0.8255085105205611,7.924491408074713,0.9369018840462751,7.8130992976709965,1.046729015604316,7.703272892644646,1.1550129851953126,7.594988638638878,1.2617754587275354,7.488225493238859,1.3670369753245097,7.382963440084656
100,4.903033536818272,40.0,0.0,42.99947337993005,100.00886170442034,0.18627480147019052,39.99918843033311,0.04279361294636269,0.0,10.800003247887389,0.12299586880794756,8.627003633130577,0.2442632143546076,8.505735250848009,0.36382635370133487,8.386171489052755,0.48170909666955625,8.268289375407678,0.5979349338836945,8.152064200631528,0.7125270504244007,8.037472353456648,0.8255085137256662,7.924491403170675,0.9369018892608041,7.813099284262974,1.046729026350636,7.703272882768295,1.1550129800850921,7.594988640510232,1.261775456364075,7.488225512988522,1.3670369650948138,7.3829634545286
200,4.774432305610373,40.0,0.0,43.00052186832343,99.9910823410339,0.18587732058730125,39.998184199157954,0.04275157005728315,0.0,10.80000344681948,0.12299589122099361,8.627003621926269,0.24426322891071853,8.505735237637982,0.36382635554256076,8.386171501615419,0.4817090969268071,8.268289361734537,0.5979349326566233,8.152064188273506,0.7125270575477622,8.037472356115826,0.8255084988597601,7.92449139926473,0.9369018906437115,7.813099259030463,1.0467290256387514,7.703272867288745,1.155012967553739,7.594988662994304,1.2617754332176885,7.488225497059057,1.3670369646131488,7.38296346700952
300,4.7451995463229,40.0,0.0,43.00047322385619,100.0162180097003,0.18658423463355933,39.997243753446725,0.04278244308032053,0.0,10.800006368541567,0.1229959018793924,8.62700361142881,0.24426324451722511,8.505735236090155,0.36382636526092654,8.386171492635082,0.48170910261008,8.268289353562729,0.5979349322547549,8.152064179160854,0.7125270564004175,8.037472348381373,0.8255084987632597,7.924491398695994,0.9369018875791074,7.813099250532265,1.0467290256823787,7.7032728562345625,1.1550129765424557,7.594988674207604,1.2617754273111585,7.488225539108065,1.3670369357897416,7.382963497794647
400,4.606700234399869,40.0,0.0,42.9995765550718,99.99994584371659,0.18635668680678902,39.99634424113851,0.04276526371531685,0.0,10.799999442032957,0.1229959200451258,8.627003601898581,0.2442632527852353,8.505735235287219,0.3638263676352176,8.386171504344821,0.48170910727028965,8.26828934064499,0.5979349361500363,8.15206416737371,0.7125270489254274,8.037472340626733,0.8255085043002726,7.924491386896929,0.9369018749434191,7.813099244850839,1.0467290302113257,7.703272845916891,1.1550129576620496,7.59498866656908,1.2617754086206774,7.488225562092652,1.3670369376729274,7.382963516741209
500,4.572071842795539,40.0,0.0,43.00000458117031,100.01407452986294,0.18673080828670058,39.9957086715584,0.04278781094355256,0.0,10.80000262578022,0.12299593913633436,8.627003594175125,0.24426326561027928,8.50573523594565,0.36382637769535975,8.386171498457689,0.48170911100837166,8.268289335601045,0.5979349332744255,8.152064158651958,0.7125270559468024,8.037472334134645,0.8255084993730928,7.924491382747473,0.9369018873346793,7.8130992206872305,1.0467290380981005,7.703272830270538,1.1550129633746382,7.594988658044393,1.2617754077683299,7.488225592356882,1.367036928224244,7.382963513175478
600,4.401519800560807,40.0,0.0,43.00051128619719,100.03609335329679,0.18662503842496111,39.99496186494632,0.0427537842840693,0.0,10.800005504371507,0.12299595692372596,8.62700358397396,0.24426327392008726,8.505735243898483,0.3638263842121651,8.38617150754669,0.4817091132551756,8.268289320603708,0.5979349429888763,8.152064153683437,0.7125270521115474,8.037472330853754,0.8255084972980887,7.924491382899359,0.9369018710657455,7.813099214341437,1.0467290388253296,7.703272825724353,1.15501296550881,7.594988670742458,1.26177539456945,7.4882256155993865,1.3670369068800516,7.382963524458646
700,4.33043594472831,40.0,0.0,42.999531964467835,100.02671944518582,0.18660672527065852,39.99396010534368,0.04276410131955499,0.0,10.79999810802664,0.12299596509166458,8.627003572605329,0.24426329005410857,8.505735247721404,0.3638263883694791,8.386171506052733,0.48170911119874693,8.268289309978012,0.5979349385577027,8.15206414428273,0.7125270631244673,8.037472325769926,0.825508506621192,7.9244913721096495,0.9369018758059494,7.81309920349902,1.0467290451547233,7.703272811249558,1.1550129517075265,7.594988692883709,1.2617753908853033,7.488225621571849,1.3670368915086708,7.382963564579765
800,4.269497318135933,40.0,0.0,43.00061028054241,100.02583272467531,0.187001904949754,39.99333257210073,0.042733600122558876,0.0,10.799999593409947,0.12299598780656334,8.627003567752151,0.24426329855659973,8.505735241600341,0.36382639908508485,8.386171508687731,0.4817091125059798,8.26828930646857,0.5979349425453223,8.15206413090329,0.7125270514393601,8.037472330683832,0.8255085010872792,7.924491372123192,0.9369018787921221,7.813099189583976,1.0467290391175263,7.703272794441361,1.1550129541691572,7.594988704287275,1.2617753482392693,7.4882256117198756,1.3670368885967144,7.38296356212354
900,4.222645660488621,40.0,0.0,43.00020522364469,100.01958941934636,0.18685687733661083,39.99254620350945,0.042699417936782696,0.0,10.799997442667191,0.12299600369467467,8.62700355681384,0.2442633145408922,8.505735248457748,0.3638263997290066,8.386171508154261,0.4817091148729652,8.268289292655522,0.5979349472909663,8.152064123779663,0.7125270571037488,8.037472318525605,0.8255084962041985,7.924491366786287,0.9369018693320373,7.813099178487128,1.0467290468950725,7.7032727860125085,1.155012947971168,7.5949887162083,1.2617753377447092,7.488225676235894,1.367036889151721,7.382963592884322
1000,4.103462732623661,40.0,0.0,43.00044010056715,100.02518386338545,0.1870459517652285,39.99194557729639,0.04270235646523829,0.0,10.800000431308058,0.12299601393522162,8.627003542082704,0.24426331910067264,8.505735238732113,0.3638264099458449,8.38617150095009,0.48170912019271367,8.268289291859258,0.5979349483775199,8.152064113903208,0.7125270571356349,8.037472317030955,0.8255084996728824,7.924491359420901,0.9369018749516841,7.813099170736789,1.0467290505345368,7.703272772944921,1.1550129382795726,7.594988720744732,1.26177533038641,7.4882256606780695,1.3670368699271427,7.3829635972729495
1100,4.027304942992571,40.0,0.0,42.99980285011443,100.0275776145584,0.18807292230446437,39.991329108665546,0.04266106637280625,0.0,10.799996587398837,0.12299603096542512,8.627003536091715,0.24426333110371648,8.50573525496405,0.36382641569335206,8.3861715103635,0.4817091287544495,8.268289277287792,0.5979349459587728,8.152064109468387,0.7125270609552401,8.037472310323091,0.8255084881185915,7.92449135446412,0.9369018732675088,7.8130991590782415,1.0467290501543443,7.703272759482419,1.1550129276513137,7.594988724443051,1.2617753460069059,7.488225702639106,1.3670368521643161,7.3829636123609585
