milliseconds,DnaA,GcrA,CtrA,CtrA_P,DivK,DivK_P,I,CcrM,hcori,hctrA,hccrM,hftsZ,Ini,DNA,Count,PodJL,PerP,DivJ,CckA_P,CpdR,RcdA,ParAADP,FtsZ,Zring,CckA_tot,CpdR_tot,ParA_tot,Elong,Z,FtsQ
0,0.78,0.65,0.04,0.08,0.66,0.34,0.09,0.15,1.0,0.0,0.0,0.0,0.0,1.05,2.0,0.2,0.55,1.0,0.76,0.66,0.74,1.0,0.53,0.04,1.3,1.0,1.0,0.05,1.0,0.2
100,0.7796110111608454,0.652691404405417,0.039767681950985234,0.0798000314806343,0.6572836549826682,0.3426698113914623,0.08964071920553723,0.14959811258923816,0.9999752867915772,0.0,0.0,0.0,2.61102297982515e-08,1.0506584902237583,2.0,0.20111920793255572,0.5489651343670247,1.0007394418757853,0.7609004418443026,0.6582714190868707,0.7388312432321786,0.924971035302627,0.5312757242160746,0.04178128925968418,1.3,1.0,1.0,0.0506584902237585,0.9999988024273012,0.19945036315295994
200,0.7792215965060763,0.655375632376356,0.03953627169653697,0.07959839138087556,0.6547003515462962,0.3452063119035671,0.08928287247036534,0.14919645585107127,0.9999508380593762,0.0,0.0,0.0,5.260368901321551e-08,1.0513340789909291,2.0,0.20224068496159248,0.5479325319464945,1.001472932877209,0.7617486773652454,0.6566516064049329,0.7376640456905582,0.8590943454921116,0.5325485464137494,0.04356353897691904,1.3,1.0,1.0,0.0513340789909292,0.9999988072743157,0.19890191636122728
300,0.778831760486359,0.6580527001513585,0.039305843265636305,0.07939519520383631,0.6522465994693527,0.34761298843456534,0.08892645430225771,0.1487950384648273,0.9999266515597045,0.0,0.0,0.0,7.948295639445502e-08,1.0520269411023722,2.0,0.20336438924271408,0.5469021861902944,1.0022005352331607,0.7625478896091086,0.6551337710070375,0.7364984024846422,0.801261314434732,0.5338184860428986,0.04534672201931094,1.3,1.0,1.0,0.05202694110237223,0.9999988085444362,0.19835465149008819
400,0.7784415076674102,0.6607226247923973,0.039076466487302425,0.07919055621272744,0.6499189039239339,0.34989333261634376,0.08857145895115137,0.1483938690663117,0.9999027249945264,0.0,0.0,0.0,1.0675055755280459e-07,1.0527372205975138,2.0,0.20449027834334552,0.545874090191159,1.0029222973878205,0.7633011453638162,0.6537114141146158,0.7353343086763492,0.7504737227845613,0.5350855605911685,0.04713081097834789,1.3,1.0,1.0,0.052737220597513894,0.9999988083579374,0.19780856057298932
500,0.7780508425789123,0.6633854226655493,0.03884820505462852,0.0789845824462625,0.6477138611313978,0.35205074520036056,0.08821788074346293,0.14799295610274732,0.9998790560974044,0.0,0.0,0.0,1.3440897322870832e-07,1.0534650216688157,2.0,0.20561831042391904,0.5448482371753061,1.0036382672743807,0.7640113044467048,0.6523785305938979,0.7341717596609282,0.7058760054951936,0.5363497871789356,0.04891577885706689,1.3,1.0,1.0,0.05346502166881565,0.9999988078806198,0.19726363622714677
600,0.7776597697567244,0.6660411096626213,0.03862111790866718,0.07877737828662508,0.6456281203529328,0.354088574022953,0.08786571402492013,0.1475923079250242,0.999855642610784,0.0,0.0,0.0,1.6246066494737775e-07,1.0542104100091774,2.0,0.20674844381223367,0.543824620429939,1.0043484927714785,0.7646810726085044,0.6511294893024155,0.733010751089155,0.6667186063744905,0.5376111827458316,0.05070159879199143,1.3,1.0,1.0,0.05421041000917737,0.9999988072457191,0.19671987152204104
700,0.7772682937396101,0.6686897012876631,0.03839526021910816,0.0785690451741163,0.64365837659891,0.35601012127489334,0.08751495315891565,0.14719193280118717,0.9998324822853263,0.0,0.0,0.0,1.9090807707039e-07,1.0549734177208976,2.0,0.2078806369889165,0.5428032332945857,1.0050530216817335,0.7653130328513171,0.6499589581808273,0.7318512788202775,0.6323312609177137,0.538869764077637,0.05248824403896028,1.3,1.0,1.0,0.05497341772089765,0.9999988063994569,0.19617725989565227
800,0.7768764190668275,0.6713312125722343,0.03817068270192666,0.07835968102430763,0.641801383414302,0.3578186307402424,0.08716559253320712,0.14679183889330488,0.9998095728830387,0.0,0.0,0.0,2.1975363122840257e-07,1.0557540342067624,2.0,0.20901484864335146,0.541784069176084,1.005751901678755,0.7659096225229844,0.648861961229469,0.7306933389663263,0.602132722005872,0.5401255477651032,0.05427568801344214,1.3,1.0,1.0,0.055754034206762317,0.9999988053134079,0.1956357952320406
900,0.7764841502767748,0.673965658112339,0.03794743205206973,0.07814938049661245,0.6400539506504384,0.35951729001691357,0.08681762655891082,0.1463920342622617,0.9997869121770201,0.0,0.0,0.0,2.4899972680349766e-07,1.0565522069100661,2.0,0.21015103766627852,0.540767121544994,1.0064451803009833,0.7664731475410452,0.647833842388348,0.7295369278729571,0.5756157729703711,0.5413785502160847,0.05606390428378532,1.3,1.0,1.0,0.05655220691006603,0.9999988039451628,0.19509547182693762
1000,0.7760914919057788,0.6765930521207878,0.037725551517588135,0.07793823539828203,0.6384129401523067,0.3611092348174978,0.086471049668607,0.14599252687643177,0.999764497950769,0.0,0.0,0.0,2.7864874228965595e-07,1.057367844197114,2.0,0.2112891631345833,0.539752383929814,1.0071329049505735,0.7670058010173232,0.6468702198110401,0.7283820420919678,0.5523315466695067,0.5426287876743432,0.0578528665586528,1.3,1.0,1.0,0.057367844197113736,0.9999988022611337,0.19455628433872685
