milliseconds,C16AcylCarCYT,C14AcylCarCYT,C12AcylCarCYT,C10AcylCarCYT,C8AcylCarCYT,C6AcylCarCYT,C4AcylCarCYT,C16AcylCarMAT,C16AcylCoAMAT,C16EnoylCoAMAT,C14AcylCarMAT,C14AcylCoAMAT,C14EnoylCoAMAT,C12AcylCarMAT,C12AcylCoAMAT,C12EnoylCoAMAT,C10AcylCarMAT,C10AcylCoAMAT,C10EnoylCoAMAT,C8AcylCarMAT,C8AcylCoAMAT,C8EnoylCoAMAT,C6AcylCarMAT,C6AcylCoAMAT,C6EnoylCoAMAT,C6KetoacylCoAMAT,C4AcylCarMAT,C4AcylCoAMAT,C4EnoylCoAMAT,C4AcetoacylCoAMAT,AcetylCoAMAT
0,0.160834351803571,0.0254059344258559,0.1087703071626214,0.019569516825799084,0.05356420489905587,0.016151288585139673,0.00735221440654217,0.013409442446583365,-0.0013251450599956285,-4.3967491500956905e-05,-0.00037919129931060974,0.12498213123463421,2.5306787696539625e-05,0.0019730560970342486,0.08718259247968763,-0.001253308334430643,0.00775863624879661,-0.0629966807092512,0.0007025684603461104,0.0020695285508811052,-0.05137467229321764,-0.0012413264888623823,0.0074249110778329165,-0.028578393333741715,0.11887986310691318,0.0011127603978662453,0.00040185704641505933,0.03953663848129218,0.579055275916114,-0.00020326105952234196,30.00000000002688
100,0.1847210591027853,0.01993375699347647,0.10616616577875211,0.022254131526145433,0.05072327709838374,0.015319685709628345,0.008234814115796584,0.1890367518965222,0.39027825176862807,0.020912525520664686,0.08287659895837178,0.9722684723087629,0.02215463133994642,0.17621189105696533,1.5120996470679162,0.02830965273888262,0.09517818431032579,1.6325547428072564,0.027067187768507167,0.11904859198521198,1.2524981997926983,0.06094467789254566,0.0979373551404113,2.9909141593701607,4.243752448971338,0.040577375539207865,0.027184615931425356,5.375018898928314,13.074484166562582,0.12409766671778742,30.00000000111616
200,0.22168063738842148,0.026931036423555415,0.10541211459591096,0.020732239502000423,0.05251723727014964,0.020684797413473045,0.008354483122934875,0.24342600900116532,0.578477204047872,0.020261037762297086,0.08660208989436669,1.1802290988147315,0.0205047077568032,0.16930535004719602,1.6242907172124321,0.033111701246702104,0.11406485115396423,1.6484819866758245,0.030206515235125773,0.12978055577618547,1.4061813117343949,0.06247077128534432,0.09997243483217313,3.260652416787472,4.125055630248119,0.04297534036798032,0.029094627533951006,6.326743848027563,14.347742832724002,0.14366981076255197,30.000000001186873
300,0.24616661751208888,0.024016655700033206,0.10189659348668059,0.02520124880698278,0.052671681129645334,0.021034499181528735,0.00937270272007589,0.24746750069731593,0.5356234441618518,0.022380570467628168,0.08043748701923763,1.2357046270839804,0.02292856476279382,0.18129142334394063,1.6600813301824247,0.034951287930984586,0.115350993958167,1.7329664308087946,0.029707739715366784,0.1260588358013634,1.553098417719549,0.06002187389922157,0.10653699141445551,3.6819906938062927,4.422211837418077,0.04231124929145007,0.02955623139190929,6.638247897316796,15.275099862496488,0.15062760625522953,30.000000001190802
400,0.2633057305641294,0.024189605701912798,0.10121311939485446,0.029132220023500823,0.05032697388843168,0.02575134483090651,0.00888244907613351,0.26333175273648673,0.7389336409596424,0.029647970166250245,0.08768442746554521,1.3415628791557237,0.027490057582849673,0.18071235586559292,1.8745105567744016,0.03528220330350723,0.13303602117813898,1.8363938937812534,0.03350372980728586,0.1332903855534344,1.6438493898284066,0.06886602762003775,0.1066955625050585,3.7021281833528588,4.505528331467257,0.04449133088791892,0.029977572372367225,6.3775107364923125,15.289195925366482,0.15951921713699796,30.00000000127566
500,0.27979484630087975,0.023923327198329316,0.09864055590921533,0.03044971865632916,0.05346786473606403,0.023348551992154368,0.010123873478011004,0.3108918319797611,0.7745116970417473,0.030837504907960105,0.1155940050132553,1.5270644432254876,0.0294529067207807,0.18783729346726247,2.0742310362368337,0.036949291287091846,0.13040450067257645,2.036756071299496,0.031870002729971834,0.13890675264323565,1.6307391947413186,0.07230560566176933,0.12535680579063538,3.884218359480746,4.767349537533227,0.04491389728185384,0.03333483852986324,6.78344159328183,16.550153646872047,0.1607388279038072,30.000000001274678
600,0.2926520286032108,0.028754091970455926,0.0977863794968089,0.029765122920221543,0.05176723885431696,0.024724690391597373,0.009205682982332224,0.3208264611593746,0.772930026825394,0.03144630184243242,0.11832018594404421,1.586539343367148,0.03062954589498991,0.19213739924557474,2.0073693362655307,0.039378140760786516,0.14726514967160947,2.110092663194974,0.03480380562185406,0.13894658616846042,1.7202568838760464,0.0698248473856194,0.13463705136049997,3.8703677085462673,4.815319482910775,0.046229885627617616,0.03361721570702777,7.400037701140863,16.9124674156895,0.17424715770317092,30.00000000130486
700,0.3134511290967966,0.03250522460080179,0.09730993070536326,0.035274906356544004,0.05290842315860514,0.027711390823647257,0.010231974582541692,0.3431962118020494,0.8720250831852439,0.03287861036100408,0.11611644002092301,1.8500596982481663,0.032930207636550454,0.19514721937019416,2.2663992123718795,0.042387963919057706,0.15661004431341727,2.139606807970481,0.03648107397509318,0.14021743056044536,1.8901079890714974,0.07392953132600107,0.13427802137535222,4.22003131880363,4.801014482273472,0.04807485184050426,0.03369590193771425,7.60546808954113,18.028920259609862,0.17181230249162863,30.00000000137744
800,0.3235595772747125,0.0323730745664475,0.09379812174807188,0.032612070053719786,0.054518901918996755,0.029376804349463284,0.010423528873702567,0.37829406362303547,1.0147342502079935,0.03955708492534726,0.12554633347671162,1.9829501374152314,0.03652474508029949,0.21329847642044636,2.3518455586774496,0.04244057245776976,0.16234481054165736,2.4467537871840506,0.03928933418132313,0.14207669187096864,1.9234278690800413,0.07484086090147438,0.14009948891069085,4.495901838982204,5.258698872119826,0.04968809035421229,0.034278308461422206,7.800363864493307,17.8672040017827,0.17129236624978783,30.00000000139789
900,0.34271288746410705,0.03640908140800614,0.0952520162161076,0.041373206161327274,0.054167790496193635,0.03573737850746021,0.010258217846275702,0.39586753409188696,0.9720736277478741,0.04136567357952273,0.14289998774193602,2.0553973002071584,0.04081416517334701,0.2112363585143354,2.4555034091044297,0.04224402691742737,0.15751472380421133,2.427319635143104,0.040025127952169115,0.14192310402880126,2.049825212348365,0.0800113326971984,0.13936379546149952,4.341364620302696,5.33300835549612,0.050963138657234175,0.03567036417159488,7.5799565893562395,18.362574958881073,0.18116887308392263,30.00000000142179
