milliseconds,x,y,z
0,200119375.50547075,100022049.96280397,399820088.3777796
100,199861340.3266949,99961714.56595325,399590550.2046908
200,199639375.61931735,99971974.45125325,399858819.19311357
300,199550676.6205729,99947567.68295805,399241501.55249405
400,199622597.17391682,99903767.79276973,399546151.12575793
500,199439035.9769824,99891337.69727813,399328878.75404763
600,199264743.13022003,99868381.75295775,398820189.98434776
700,199295731.1867258,99799166.56495073,398961502.7694438
800,199146987.2837247,99831155.8754091,398653913.28362477
900,199029308.72118846,99789797.89719927,398554893.31687
1000,198632889.15099397,99783990.16647846,398178004.9986394
1100,198717035.59299067,99740340.70630167,398334154.2780531
1200,198497702.97799873,99716401.4386347,397945933.20217586
1300,198524102.26596716,99697597.90683581,397686614.9601442
1400,198460575.49964008,99620818.86067191,397474993.4938734
1500,198012615.77988297,99591022.76726422,397626669.75111085
1600,198157631.8425942,99631947.05441022,397250140.8096817
1700,197801765.58571383,99578011.70909336,397285330.1103854
1800,197882293.28184667,99553579.38267729,396826866.1953844
1900,197845865.98393014,99499074.17507648,396827631.37086874
2000,197407392.65443316,99499815.46405797,396550576.95348406
2100,197379288.97718012,99502097.1117374,396277589.2150448
2200,197395165.97605515,99454527.05776441,396012424.84319854
2300,197342727.56773522,99408745.27773719,396075662.8889888
2400,197182055.02840006,99421166.98005652,395591260.8972745
2500,197012820.52834177,99347530.57368891,395782546.3993858
2600,196821333.9599838,99374263.79450986,395435959.97870266
2700,196747561.83857006,99304688.55797957,395261010.8462255
2800,196595689.42102638,99331252.14561546,395359101.2323
2900,196468712.8645944,99298845.08934183,395148844.0709709
3000,196205426.1982652,99255006.44955912,394635993.0115031
3100,196096724.3817024,99272339.59712361,394758969.5856124
3200,196240987.16923586,99230805.75776115,394249380.3704929
3300,195915925.15907535,99160952.03541838,394236679.5429258
3400,195836209.2143675,99182885.2564681,394031116.5225313
3500,195799726.569451,99162139.67021376,394055688.3092715
3600,195512056.4342364,99149968.53223047,393732117.11658543
3700,195463736.48670697,99066672.5976448,393470765.71479636
3800,195367264.97954807,99060639.95723121,393398892.24373454
3900,195300423.5308284,99044917.3804393,393083848.07557476
4000,195265288.62945008,99029375.79799528,393349028.43812156
4100,194940362.4017832,99027113.22409311,393015643.6460464
4200,194949369.39610562,99009901.89225845,392832170.1387777
4300,194840009.90880284,98953414.07429697,392713414.1803484
4400,194653443.41225842,98959212.21096854,392544793.10578024
4500,194594670.26572955,98915940.5663059,392359624.59393173
4600,194365874.93187195,98913048.57923892,391939311.1618988
4700,194178920.86948976,98882866.8235617,391814758.85458165
4800,194318025.06167617,98817742.1442677,392004986.27945614
4900,194043222.20743003,98844454.47170077,391708192.9536732
5000,194079195.70954046,98770038.03139022,391495721.67343116
