milliseconds,x,y,z
0,200098238.11544368,99975364.34115873,400110300.80456704
100,199925363.54902786,99961734.77038705,399982530.7889686
200,199927713.8480805,99975122.92609423,399854400.0692851
300,199607409.37614733,99898929.77538922,399542521.5133776
400,199460200.82869577,99888903.90733898,399160769.1601467
500,199376560.42074758,99908102.37692101,399125824.63995284
600,199218981.77739808,99820059.43286009,398972571.21683
700,199124477.4429609,99823140.46231678,398808327.70085526
800,198841992.59530905,99778511.57260336,398818292.2437969
900,198978163.64295334,99779330.94643754,398416631.230558
1000,198744344.15354308,99734226.59439419,398470470.7048917
1100,198707848.79686916,99729632.0075552,397865895.73727924
1200,198400269.49198535,99678683.58864266,397791814.96805793
1300,198494248.3321666,99648786.41017732,397610782.2802054
1400,198405951.19022077,99622512.74851504,397519528.6080336
1500,198322642.23150238,99625679.69055492,397134066.86545956
1600,198022383.75319865,99626606.79425396,397033946.2659417
1700,197945704.07146946,99558337.49352543,397012825.06706375
1800,197763085.43131456,99537169.55363078,396877947.4410902
1900,197830029.11308652,99532911.06677288,396574199.6014082
2000,197653501.50018227,99510046.92485642,396302340.4619379
2100,197257053.9734344,99491387.64048725,396194752.04665184
2200,197213072.90401015,99435751.68701576,396431958.0229274
2300,197290868.9021398,99431194.84823836,396014464.34000254
2400,197153085.7666981,99370835.99854043,395826777.0925273
2500,196899556.05610508,99374019.94915089,395710749.86157817
2600,196908818.04614466,99342503.30555338,395324364.57355094
2700,196714696.0139283,99341494.62900957,395455269.9423291
2800,196534881.92621824,99273932.59257813,395146429.8684453
2900,196375569.57898003,99318728.86746387,395236507.6884696
3000,196292522.30075225,99281646.88193169,394825593.9845468
3100,196128809.18124926,99234571.20274048,394880149.9782956
3200,195935386.13059372,99188202.48528603,394578635.9774881
3300,196119829.81320494,99185951.73856731,394364955.6400052
3400,195729139.06575525,99181394.9361466,394192884.2305296
3500,195825973.2912092,99174514.26656096,393855670.6033748
3600,195543328.9317332,99148567.11926164,393642659.53888214
3700,195424200.09754845,99095776.26414815,393782784.1926434
3800,195546577.8229235,99055281.79937895,393654059.87637025
3900,195405437.50876486,99022526.53036202,393337772.39419174
4000,195010664.81840026,99019469.77352673,392886895.73226583
4100,195117698.30580592,98998873.88291307,392813633.3111939
4200,194838506.0038185,98957583.8586961,392694414.7884035
4300,194905647.71035016,98930137.75984341,392677836.7924732
4400,194836496.76676872,98957648.36380191,392639352.32711
4500,194607254.34986085,98933721.56225933,392302223.2510923
4600,194341961.32841608,98854525.35502976,391886992.22841084
4700,194451853.23069912,98843147.39845078,392197665.89797646
4800,194068007.82300368,98806090.93645282,391651263.80077195
4900,193986530.7912706,98820167.56193694,391393035.98977244
5000,193926994.90766597,98809595.7993113,391431575.98815507
