milliseconds,x,y,z
0,199859740.3581145,100036041.55362773,400193414.52349246
100,200005959.1238487,99938908.29161607,399765186.4550047
200,199826593.14123312,99984915.09679335,399657647.65233606
300,199503751.95824945,99896265.77045056,399498689.0677212
400,199352249.48591632,99886978.05217494,399077937.92878604
500,199279230.39293852,99892069.57161249,399279447.2000817
600,199272625.9220888,99839711.1974342,398877391.8276946
700,199305629.23937675,99838291.3697564,398935360.41754776
800,198855907.30863735,99792246.54051012,398729140.27903897
900,199062537.73335573,99753274.54965152,398220212.6651192
1000,198867919.48336282,99784155.31868292,398139892.47086537
1100,198628420.99765396,99708294.81070547,398055300.06153405
1200,198607837.69276497,99686241.9313925,397873366.17300487
1300,198327891.97475532,99648930.7453111,397874669.88158953
1400,198286728.1047114,99644908.02865504,397621022.05911344
1500,198095236.2072849,99654149.59801012,397517999.44427043
1600,198096430.90316385,99628700.75549151,397196605.3735314
1700,197887712.13208354,99544951.28819972,397255653.39626247
1800,197933546.2744967,99534143.027811,396903881.1466341
1900,197798001.54283705,99510099.47978759,396586730.6316632
2000,197503056.776064,99470840.75681528,396321449.59016883
2100,197289346.91116762,99509317.63351649,396143435.8632464
2200,197323623.86419246,99444743.19501501,396365048.2805007
2300,197264896.8188715,99459607.93429804,395893996.1371078
2400,197209000.40378967,99406637.76142828,396030188.12708557
2500,196766404.57951078,99413087.76070608,395762548.0048767
2600,196960787.83186328,99362177.8184305,395589755.2702999
2700,196775440.3913662,99307129.57860503,395561690.59610546
2800,196560163.2915937,99293880.61509751,395063883.2834995
2900,196480232.13785166,99309348.95314907,395045758.5372253
3000,196501516.37786767,99233581.92234373,394566722.12240314
3100,196084823.10952783,99262995.02460368,394465540.815092
3200,196087506.71212897,99236882.40645304,394608385.5915838
3300,196099492.8933592,99176137.21783385,394553070.84226775
3400,195708084.76961666,99196839.76345785,394009218.5323241
3500,195839772.61640567,99141976.96044795,393913164.15723205
3600,195664219.51097903,99088260.10300359,393709865.30336374
3700,195363758.75248644,99116818.69769868,393404647.9517822
3800,195513688.0246215,99045071.9391901,393405164.22397935
3900,195234879.28678632,99076779.44556808,393036193.75604177
4000,195087760.37388113,98994411.10001379,393331549.97871166
4100,194991772.0068677,99013282.90976943,393066937.0122825
4200,194915126.88920698,98946845.54099928,392644389.50862676
4300,194887900.9685333,98957381.66648787,392707179.545225
4400,194718008.1294331,98900772.54535797,392288914.0417499
4500,194675645.03386855,98927159.75846055,392343519.3982736
4600,194566502.90438756,98910778.99404015,391908856.8880035
4700,194346402.74138293,98869004.30866472,392040755.3045925
4800,194350561.0634743,98862064.11434007,391935906.518518
4900,194172030.95659086,98812813.31407157,391497752.24798936
5000,194036383.4671829,98800583.12570913,391673356.75540966
