milliseconds,x,y,z
0,200109926.02652058,99999238.37162694,400136843.1335906
100,199854808.88212597,99948624.52028653,399866739.7511115
200,199726325.820296,99923416.1124483,399780154.1655082
300,199610212.62436518,99939751.30305892,399332007.5068271
400,199413617.42551646,99921414.90627207,399324375.6330808
500,199544206.90177467,99910225.98831357,398895747.7738143
600,199323058.2126015,99870252.66624053,398766151.8465362
700,199224265.9986198,99805287.90739773,398933063.55388665
800,198916949.38036916,99782858.10453813,398462061.9334159
900,198879376.4269428,99796047.02097887,398486245.7704841
1000,198847956.4120353,99729687.29343669,398499903.6075302
1100,198705653.20696035,99698273.18851978,397891574.55447423
1200,198465911.30016539,99665623.3037658,398002763.68286747
1300,198579251.37411815,99643745.1423178,397572292.3885118
1400,198352980.82500124,99644907.21503547,397704059.5880002
1500,198285960.1003961,99631873.17125976,397361650.4687532
1600,197948020.07512966,99579636.39328651,396974555.74347067
1700,197818524.330223,99574613.50937992,396991456.5935357
1800,197648361.73963228,99531641.67735146,396906560.53828037
1900,197646772.96185306,99511099.02462769,396879736.9941557
2000,197626361.31773278,99502010.19005583,396451184.51332897
2100,197584798.3246009,99458388.99411322,396452003.9940585
2200,197162641.90617973,99426396.15143415,396005936.59582007
2300,197253198.95459732,99394939.34606552,396195787.7315497
2400,197014515.47253853,99432471.0228957,395672781.20747626
2500,196864523.27859986,99374376.09553486,395635377.4737251
2600,196912351.29296955,99345973.9857717,395661633.11587375
2700,196583203.53541675,99301179.94957905,395310081.0564829
2800,196709226.19879013,99306489.54268661,395016494.81309396
2900,196605829.52451643,99284747.96576494,395102906.0976052
3000,196277393.6093365,99250890.56971027,394686766.7383745
3100,196235082.2962785,99245816.75792353,394509176.8549718
3200,196121942.60417408,99240022.62608065,394570760.61665523
3300,195897695.19843626,99159909.4572962,394068161.24692065
3400,195684846.72283226,99134847.51978196,393910130.8013232
3500,195764200.9510431,99138185.6798187,393941986.9098393
3600,195486461.62457514,99123937.5155213,393886736.2870674
3700,195334261.37413406,99106286.06863023,393733485.77653795
3800,195487860.75715697,99102751.80830134,393264474.30644476
3900,195314385.99236378,99015146.42796801,393295626.85896343
4000,195067857.81457475,99037603.9107972,393329299.2459365
4100,195184318.66537625,98988026.07986268,393203437.59926367
4200,195067866.70629245,98961158.46249531,392710582.4477636
4300,194703051.32484737,98915932.53274581,392534683.7603796
4400,194588197.87794438,98910770.94469753,392347475.4696359
4500,194615774.38368466,98903523.24086298,392298474.8092496
4600,194559182.23080108,98875035.36252241,391965247.7234492
4700,194372214.10095194,98848737.40309127,391813280.0178174
4800,194169382.3893805,98868725.28730917,391589851.3067406
4900,193962276.44881368,98834890.05403313,391738369.27442056
5000,193900160.76551488,98756191.72622328,391623094.33153826
