milliseconds,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52
0,100000000.0,0.0,1e-07,100000.0,0.0,50000000.0,0.0,0.0,0.0,0.0,78431.3726,1111.18351,3000.49554,0.0,0.0,18750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111.11111,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,18750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,99999620.44990486,0.01755376271322761,380.17866263137967,90483.67160751935,9543.166211211024,49990579.38397695,1.0813265964592031e-07,2.7165644930512064e-15,2.640726071066868e-25,9415.831472972559,77734.02171849026,1473.9177552499416,3011.479567469673,1.0081079829221443e-27,9.506062426935775e-30,18750.000000002135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.8457564032717,50011.071082221206,1.8132110587052853e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.573231810498113e-12,0.0,0.0017138151564090448,1.610639488560723,0.0,274.9999491056244,6.486706221264891,0.0,0.0,0.0,18750000.000002135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,99999279.04988135,0.061843014200180645,723.3749107830464,81893.20970078181,18234.239196492847,49982057.542913236,7.888455406418087e-07,1.49964212282556e-13,5.612332855844825e-23,17923.94286420443,75778.17099497048,2455.8085519716183,3082.959160364826,4.4827128629070065e-25,9.113813921830978e-27,18750.000000003776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2455.738553432014,50083.788380717,1.3189950568796059e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0631580866837114e-10,0.0,0.00590952008202146,5.992913954250426,0.0,274.9998113317052,11.296379682474768,0.0,0.0,0.0,18750000.000003777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,99998972.08640748,0.1230743746705528,1033.1766092830132,74138.96210644301,26156.053687393258,49974348.12786344,2.4764036421973074e-06,1.4933138547750778e-12,1.174558765643345e-21,25611.555019535157,72794.79191289177,3894.478363256095,3260.5293304091706,1.359919660614758e-23,3.936272707793917e-25,18750.000000005064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3894.411689786302,50266.39410827688,4.0646406234822437e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.785499465263616e-10,0.0,0.011527122425936029,12.551720125195688,0.0,274.99960606255127,14.868132625850425,0.0,0.0,0.0,18750000.000005066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,99998696.20426048,0.19432380292642543,1312.8242200357975,67139.96148721222,33383.41863503899,49967372.948254384,5.58770740768927e-06,7.464398631466103e-12,1.0058099685946172e-20,32557.646547335717,69030.27402178413,5633.461399991647,3574.097326880618,1.529992931887363e-22,5.803790477183126e-24,18750.00000000612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5633.398661241057,50592.61602654037,8.835547204366273e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.3673570891510457e-09,0.0,0.01786260405089946,20.785989647072093,0.0,274.99934928581627,17.52686316260188,0.0,0.0,0.0,18750000.000006117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,99998448.37213854,0.27074837821743847,1565.2444821559197,60823.083431944564,39983.89505688329,49961061.21763303,1.0628315631944464e-05,2.5786393018774442e-11,5.326449436186191e-20,38833.71601451046,64725.61856637009,7531.561190362382,4039.3656133021022,1.0008142650131156e-21,4.715162812427444e-23,18750.000000006952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7531.502545683794,51082.67831550622,0.00015895733633715189,0.0,0.0,0.0,0.0,0.0,0.0,3.0727760740928585e-09,0.0,0.02445523168431852,30.275562039797805,0.0,274.9990541911707,19.51288350625738,0.0,0.0,0.0,18750000.00000695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,99998225.85159668,0.3490106137120682,1793.080752654038,55122.28802311674,46018.49676685404,49955348.86773345,1.8241787383238424e-05,7.088528026452686e-11,2.1001328587517814e-19,44504.47506990113,60101.43321849073,9468.724089188116,4659.933172622385,4.664150826575447e-21,2.6192965400659736e-22,18750.0000000076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9468.66948098635,51744.98855622853,0.0002541260380173296,0.0,0.0,0.0,0.0,0.0,0.0,5.9681267995910534e-09,0.0,0.03100984013608927,40.6697778142191,0.0,274.9987316520677,21.003885798115927,0.0,0.0,0.0,18750000.0000076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,99998026.1688665,0.4268586515552382,1998.7204613756376,49977.93354216477,51542.32447711949,49950177.9222382,2.9209067173046955e-05,1.668732037325316e-10,6.794658684885472e-19,49628.48121568908,55348.59802447058,11348.757165577888,5429.706138871139,1.729498955665057e-20,1.1234891994316603e-21,18750.000000008116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11348.706432468007,52578.20638979996,0.0003749459524165115,0.0,0.0,0.0,0.0,0.0,0.0,1.0518051209323568e-08,0.0,0.037343433323807754,51.677561320484,0.0,274.9983906164934,22.131201170153226,0.0,0.0,0.0,18750000.000008117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,99997847.08935836,0.5028199288366481,2184.319902881869,45336.156743516585,56605.13840741472,49945495.92682045,4.441343828472748e-05,3.509481441835484e-10,1.906313565446897e-18,54258.71368681418,50623.81160157026,13099.518572058025,6335.35177448214,5.441618014233132e-20,3.999698711713751e-21,18750.000000008517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13099.471503147015,53573.43292001166,0.0005221492938101644,0.0,0.0,0.0,0.0,0.0,0.0,1.7287106530562958e-08,0.0,0.043348501451356096,63.058814359268254,0.0,274.998038426168,22.991842432130927,0.0,0.0,0.0,18750000.00000852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,99997686.59457491,0.5759769671995486,2351.8266482519593,41148.31262223724,61251.87593680319,49941255.430293426,6.478758346952922e-05,6.768379392657687e-10,4.794196694731323e-18,58443.09767238138,46048.891938828,14671.313524037361,7358.6059997905395,1.5106220120617647e-19,1.2352528084650174e-20,18750.000000008833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14671.26988804514,54716.32816269158,0.000696258045054691,0.0,0.0,0.0,0.0,0.0,0.0,2.693486963072333e-08,0.0,0.04896775963419078,74.61694332901511,0.0,274.99768107963894,23.657453890129002,0.0,0.0,0.0,18750000.000008833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,99997542.86128876,0.6458060377489243,2502.999731240971,37370.469813900294,65523.117864962675,49937413.51417246,9.125551600739517e-05,1.217829781755722e-09,1.104427964256268e-17,62224.979606619665,41712.87546057813,16034.094318966978,8478.301958113263,3.7988661200982134e-19,3.4137727887322647e-20,18750.000000009084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16034.053879442035,55989.020094290936,0.0008976598858746829,0.0,0.0,0.0,0.0,0.0,0.0,4.0197547976288175e-08,0.0,0.05417713601456671,86.19241635943557,0.0,274.9973234486539,24.18086518593085,0.0,0.0,0.0,18750000.000009082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,99997414.24266596,0.7120580339944138,2639.427930177742,33962.95359222863,69455.51070354374,49933931.36426003,0.0001246798381639773,2.0689381674884663e-09,2.3645233710621288e-17,65643.55999040039,37675.68596547894,17174.141641644736,9672.05876381174,8.808144085757508e-19,8.620422767784465e-20,18750.000000009277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17174.104165565375,57371.73059164346,0.0011266477802842367,0.0,0.0,0.0,0.0,0.0,0.0,5.7860161522104926e-08,0.0,0.05897391874799792,97.6571663109454,0.0,274.99696945953474,24.601014396414165,0.0,0.0,0.0,18750000.000009276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,99997299.25122301,0.7746728824368029,2762.546259376589,30889.93362007011,73082.14762499653,49930773.88213608,0.00016581914999228012,3.347905409121088e-09,4.7535846162900333e-17,68734.28588628279,33972.66052048281,18090.605680913384,10917.61206755278,1.9065960621909734e-18,2.0186676117533734e-19,18750.00000000943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18090.570943290764,58844.091224318756,0.0013834365581800103,0.0,0.0,0.0,0.0,0.0,0.0,8.072329845365977e-08,0.0,0.06336882486788327,108.9097670941673,0.0,274.9966222443198,24.946563084472405,0.0,0.0,0.0,18750000.000009432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,99997196.54344258,0.8337178830912755,2873.650845019272,28119.052079855497,76432.91210878895,49927909.3330421,0.00021529807937663214,5.194891638027975e-09,9.044195258419142e-17,71529.2066372565,30619.30445812529,18792.219748680065,12193.79636441638,3.888690643415657e-18,4.432175541125917e-19,18750.00000000955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18792.187535119156,60386.14731095865,0.0016681686391303767,0.0,0.0,0.0,0.0,0.0,0.0,1.0956878047100472e-07,0.0,0.06738065897855978,119.87128060010076,0.0,274.99628426753173,25.238566732307774,0.0,0.0,0.0,18750000.00000955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,99997104.90577687,0.8893422683654423,2973.912452367919,25621.085512987454,79534.79044689907,49925309.024437815,0.0002735891899371968,7.77096304581024e-09,1.6385415875629445e-16,74057.29859268006,27615.833930809295,19294.36215390108,13481.238755686783,7.525174777093943e-18,9.194831318929681e-19,18750.000000009648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19294.33226183635,61979.09755279347,0.0019809161816741333,0.0,0.0,0.0,0.0,0.0,0.0,1.4512757821163383e-07,0.0,0.07103262338302192,130.4816436844673,0.0,274.99595743434406,25.492496590193124,0.0,0.0,0.0,18750000.00000965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,99997023.24210311,0.9417460870225335,3064.3886031558754,23369.641896362085,82412.15169633157,49922947.01684976,0.0003410069813455607,1.1255376457212054e-08,2.8412605428138974e-16,76344.75720597069,24951.25450430799,19616.591583065092,14762.768506072278,1.3895635967183102e-17,1.8140577077356365e-18,18750.00000000972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19616.563822211403,63605.76880720822,0.0023216822992577512,0.0,0.0,0.0,0.0,0.0,0.0,1.880525324704005e-07,0.0,0.07435001853383044,140.69660245973387,0.0,274.9956431805988,25.719682741356383,0.0,0.0,0.0,18750000.000009723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,99996950.5624029,0.9911582660100189,3146.0345064859644,21340.88737402266,85087.00023483096,49920799.86210485,0.0004177111566692087,1.5841985886871497e-08,4.736254080786522e-16,78415.26146355679,22606.84729012484,19780.66426905083,16023.612573005434,2.4602483454665917e-17,3.4220206512572654e-18,18750.000000009783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19780.638461331597,65250.8862935588,0.0026904039808957544,0.0,0.0,0.0,0.0,0.0,0.0,2.3889747303368056e-07,0.0,0.07735875209523273,150.48508661787832,0.0,274.99534254899817,25.92837869505939,0.0,0.0,0.0,18750000.000009783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,99996885.9724911,1.0378205626615589,3219.712974160735,19513.298370449495,87579.20486855268,49918846.36523507,0.0005037165449242001,2.1735035171655525e-08,7.618506192039248e-16,80290.21439822347,20558.992833613363,19809.014572430708,17251.442632485665,4.1936256724107665e-17,6.200215680979027e-18,18750.000000009826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19808.99055177289,66901.19708716165,0.003086957680812623,0.0,0.0,0.0,0.0,0.0,0.0,2.9810338256583256e-07,0.0,0.08008430571333727,159.8269412499826,0.0,274.9950562546015,26.124580965432905,0.0,0.0,0.0,18750000.000009827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,99996828.6646712,1.0819762448670507,3286.2034391401853,17867.436120434882,89906.70722907277,49917067.36735559,0.0005989071041898582,2.914474741375898e-08,1.1864574043591353e-15,81988.96241332078,18781.443911765364,19723.60955901279,18436.313207970266,6.905935957265694e-17,1.0830342372501814e-17,18750.000000009866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19723.587170924395,68545.48424720863,0.0035111662691754957,0.0,0.0,0.0,0.0,0.0,0.0,3.6599052512569324e-07,0.0,0.0825510907919055,168.71096673146604,0.0,274.99478474109856,26.31264495125915,0.0,0.0,0.0,18750000.000009865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,99996777.90940541,1.1238633631516293,3346.2099926717465,16385.7457257848,92085.70751048482,49915445.551565014,0.0007030535086006781,3.828280885214862e-08,1.794129626090032e-15,83528.99134818355,17247.01589569488,19545.18835121602,19570.49816889356,1.1020637406337577e-16,1.8297959681035066e-17,18750.000000009895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19545.167452206028,70174.47673466176,0.003962807264080485,0.0,0.0,0.0,0.0,0.0,0.0,4.4275691665693235e-07,0.0,0.08478215872752157,177.13328691272358,0.0,274.994528227413,26.495703349020673,0.0,0.0,0.0,18750000.000009894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,99996733.04775017,1.163710106174982,3400.368681871569,15052.373695285694,94130.83313022877,49913965.266352676,0.0008158317648630641,4.9358030166325455e-08,2.6412318333331426e-15,84926.10485726633,15928.82380075413,19292.771392116647,20648.284784598836,1.7089075587144006e-16,2.998664910275997e-17,18750.00000000992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19292.75184910577,71780.71038717763,0.004441622043619409,0.0,0.0,0.0,0.0,0.0,0.0,5.28481669395492e-07,0.0,0.08679902494166039,185.09594679427403,0.0,274.99428674789124,26.675990863696235,0.0,0.0,0.0,18750000.000009917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,99996693.48449457,1.2017317863059764,3449.2541283433616,13853.00245431112,96055.29171122033,49912612.365132414,0.0009368417614509905,6.257237505323578e-08,3.79421267407734e-15,86194.58649821539,14801.142731685311,18983.384337387663,21665.744757939647,2.5811041526356162e-16,4.778702171952717e-17,18750.000000009935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18983.36602712454,73358.3587457233,0.0049473253621203925,0.0,0.0,0.0,0.0,0.0,0.0,6.231321753412621e-07,0.0,0.08862158917855543,192.60571356800452,0.0,274.9940601868056,26.855091459743868,0.0,0.0,0.0,18750000.00000993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,99996658.68201001,1.238129375568251,3493.385460009726,12774.702019919267,97871.00820386925,49911374.0621257,0.0010656250299872758,7.811750130927317e-08,5.329722146292215e-15,87347.34530381109,13839.944515396035,18631.960877161426,22620.49308643675,3.8054386811300163e-16,7.422079731190494e-17,18750.00000000995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18631.94368562132,74903.04409001583,0.005479614556852787,0.0,0.0,0.0,0.0,0.0,0.0,7.265743243856003e-07,0.0,0.09026815415431244,199.67307740677177,0.0,274.9938483072446,27.034110916788286,0.0,0.0,0.0,18750000.000009947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,99996628.15465558,1.273088871228885,3533.2317063805062,11805.795086591092,99588.74961719339,49910238.80107927,0.0012016811803071642,9.617182129080071e-08,7.334468480122773e-15,88396.04838878664,13023.220947994509,18251.353789047855,23511.451494057306,5.487295236272991e-16,1.1257655740091143e-16,18750.00000000996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18251.33761084353,76411.64597581152,0.006038178188029311,0.0,0.0,0.0,0.0,0.0,0.0,8.385844059614968e-07,0.0,0.09175548212819726,206.3113991888817,0.0,274.9936507759461,27.21380711590738,0.0,0.0,0.0,18750000.000009958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,99996601.46375382,1.3067812728483008,3569.216643432792,10935.735868334192,101218.23703922343,49909196.13718817,0.0013444825335341463,1.1689817744397125e-07,9.904793557128986e-15,89351.24021713765,12331.11561293266,17852.435677466292,24338.625541996073,7.752197812966185e-16,1.6705657573996708e-16,18750.000000009968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17852.42041529548,77882.11562435776,0.006622703903324019,0.0,0.0,0.0,0.0,0.0,0.0,9.588621946680626e-07,0.0,0.09309887232737543,212.53620233627186,0.0,274.9934671841753,27.394685837037215,0.0,0.0,0.0,18750000.000009965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,99996578.21305457,1.3393629539270104,3601.7231676409233,10155.00070955341,102768.24678264032,49908236.63035208,0.0014934867949795926,1.4044212531674954e-07,1.3146007132875097e-14,90222.4504211877,11745.934879482507,17444.24805664425,25102.901284124757,1.0747033138453886e-15,2.429309403091865e-16,18750.000000009975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17444.23362076541,79313.30305565258,0.00723288531300885,0.0,0.0,0.0,0.0,0.0,0.0,1.0870442524630847e-06,0.0,0.09431225332326251,218.3645810252755,0.0,274.99329706538845,27.577071382002558,0.0,0.0,0.0,18750000.000009973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
