milliseconds,T,I,V,N,H
0,0.19992784074227704,0.07291630509498714,0.12026029933105385,0.10093920674261722,0.18164381735126336
100,0.20188070258812538,0.07644940476905682,0.11805318305987647,0.10065625705531517,0.1807615973397274
200,0.2014809480051405,0.0777912428063175,0.1159205329958097,0.10381734744315156,0.18613001131835102
300,0.20310038515143322,0.08116534391246907,0.11460725923164927,0.10533346490382506,0.1873525209329857
400,0.20287914561187864,0.0842067388132236,0.11289971697378431,0.10527470310575168,0.1898404688217461
500,0.2035161081696531,0.0837062391410036,0.11120257641245164,0.1076947254816991,0.1868198199991536
600,0.20499039035880445,0.09043731015007112,0.10908673629099545,0.1086449332112647,0.19032668913866138
700,0.20705559551829222,0.08951332672887234,0.10737407318225821,0.11021646768279919,0.19371962499130757
800,0.20707370012476037,0.0938206259605448,0.10660736481029305,0.11109684492186053,0.1948526044263678
900,0.2080010835032171,0.09656975443410253,0.10348011507369592,0.11138048331568122,0.19531975586076877
1000,0.20937637719258081,0.09969030538731398,0.10226273388176059,0.1121318918183417,0.19673485487304648
1100,0.2090114928219255,0.09844406643784841,0.10038732884097772,0.11447760812401228,0.19898855920729258
1200,0.20982588368315022,0.10369493841719693,0.09991797700341218,0.1153406425353634,0.20034056275781226
1300,0.21078997432614796,0.10581065712688256,0.09795075732979565,0.11667178780273366,0.20880977039798615
1400,0.21082579954117694,0.10959495916787271,0.09844311913444148,0.11657701421722967,0.2115859634122665
1500,0.21243556390676502,0.11103611991214515,0.0963296626075221,0.1186435987241657,0.20837255000458488
1600,0.2126768416643544,0.11245191847858538,0.094217624823674,0.11855925568717197,0.21474007047083454
1700,0.21320190038573572,0.11569802850963078,0.09475801524470318,0.12020529630205583,0.21494292361905126
1800,0.21482523461674902,0.11608756832678759,0.09224418519767888,0.12125404109436398,0.21424403791288715
1900,0.2162707986178858,0.11653070464479341,0.09298592334666632,0.12277264342969439,0.21664263421572055
2000,0.2165919788302369,0.11956870740442309,0.09240684805961293,0.12322144515646392,0.22041995966524927
2100,0.21679004442184374,0.11975665822937842,0.09118769131549752,0.12372744697649873,0.22800899379629602
2200,0.2188866003047595,0.12411051375905932,0.08829660012067306,0.12344073166642884,0.22784634694924744
2300,0.21878811130766707,0.12620111824608582,0.0891971467712641,0.125501045170215,0.23110597378959005
2400,0.21879915546495934,0.12743235643057177,0.08907445161278425,0.12604940421165767,0.2354909231405503
2500,0.22023469618446742,0.12635262215935458,0.08638730167722847,0.12685863521641416,0.23624538419739868
2600,0.22200204041279456,0.132532635066007,0.0866586351567836,0.12745026374249777,0.23522946161369793
2700,0.22152018194164355,0.13172579024239728,0.08473741505445251,0.12838334252878206,0.238958556386206
2800,0.22307556773675907,0.13312969493712595,0.08424397136079853,0.12902854576767725,0.24432169206804308
2900,0.22389563547798869,0.13719516303853593,0.08368351604188663,0.1297247069139348,0.24472112540587201
3000,0.22420058141115595,0.13579799395849657,0.08310225646117585,0.12869843678761755,0.25149149419944666
3100,0.22588174793178598,0.1397951076084067,0.08432811471295999,0.12990826955279847,0.25449922086834736
3200,0.22588156844943008,0.14170171738300194,0.081893276826897,0.130515615760615,0.2567446391113957
3300,0.2262211942564523,0.13931035322753094,0.08257387121645304,0.13042768178480513,0.26063450395295334
3400,0.2266099310199864,0.1395806472807503,0.08276320754604403,0.131252290664777,0.26365031562479013
3500,0.22887555418128597,0.1414553774108756,0.08089772957805812,0.13250137918167917,0.2631574262331457
3600,0.228540621954808,0.14327792684117657,0.07942028475702488,0.13205625269110013,0.269842693352926
3700,0.22916783573307326,0.14500113082949542,0.08047718864934272,0.13250234598697316,0.27214254216977435
3800,0.2295613581890475,0.14798115151674082,0.07963382571844276,0.13386395756942407,0.27170309495329337
3900,0.2314492983561238,0.14587951163475277,0.0787560528316662,0.13404282671728607,0.277683164008661
4000,0.2310502700470244,0.14732926504842872,0.07974057196707209,0.13395478990945353,0.28073985389407063
4100,0.23411277387973276,0.15006609735441895,0.07812189117917422,0.1332152980411213,0.27987289356185113
4200,0.2343198348037246,0.14984822058967734,0.07750747997820975,0.1347429982626786,0.28402401676040734
4300,0.2336286796579538,0.15478480047898927,0.078429147569753,0.13508098512607983,0.2842148605899804
4400,0.23658119770247016,0.15354822900515838,0.07743741312772268,0.13600963586059073,0.2899263451602209
4500,0.23539204804664704,0.15188030553104784,0.0759715294644043,0.13475527878266888,0.2960824178145867
4600,0.23730396710891583,0.15465418280654708,0.07796127189957947,0.13562150509131016,0.29456745480620405
4700,0.23891573378235617,0.1541732929456601,0.07625606778553749,0.13624948530778574,0.2973710165971305
4800,0.23967330224181393,0.15791142097063474,0.07695050630870306,0.13508607703205602,0.3026405263941754
4900,0.23969269100586543,0.16007575323383086,0.07498764729325309,0.1355821204139182,0.30872775098818495
5000,0.24134384115054863,0.15657429074866164,0.07613197587072144,0.13715074825682577,0.30732743239638066
