milliseconds,T,I,V,N,H
0,0.19952311588453792,0.06944083966184496,0.11959263550397836,0.10076343194646259,0.18089978325604822
100,0.20188765124008484,0.07503965006995791,0.11732934423522334,0.10152615941366291,0.18123697561467633
200,0.20260248035334896,0.0764239909460417,0.11514340266762524,0.1028385673819067,0.18423527134362128
300,0.20143781363660107,0.08234962688377426,0.1129171992912871,0.10436275795875757,0.186640812669623
400,0.20386170294181388,0.08430606878313024,0.11306939734178088,0.10616737743690065,0.18561635120720474
500,0.20497745833840628,0.08761801995061494,0.11138856336559201,0.10734124917521261,0.18635835277267918
600,0.20385853679030552,0.08649706439136079,0.10932918922791422,0.10895786106895039,0.18939441815653485
700,0.20511379722403233,0.09124785633300082,0.1064152422732235,0.10920012428292455,0.19239054173346742
800,0.20701838838545011,0.09350883143975128,0.10503893439335729,0.11018106389733977,0.19888565266725072
900,0.20844405588549988,0.09396271579500264,0.10487044060825179,0.11265884726050876,0.1985933887458562
1000,0.20918737138104393,0.09644042101158623,0.1028088515123457,0.11229300458608098,0.19862632806343702
1100,0.208326678005728,0.10069318302390107,0.10021998091174299,0.11513807321522251,0.20022465971847775
1200,0.20977972104453685,0.10053142995789971,0.09983406523044869,0.11554513185084182,0.20746730406783775
1300,0.21178639330713647,0.10584857295286401,0.09909306470575152,0.11627084738257773,0.20710709385979667
1400,0.2118492644636377,0.1080022351682555,0.09781257024274029,0.11798769720206231,0.2122977867963713
1500,0.2123872035262734,0.10856692213592478,0.0967033633691149,0.11751241294172628,0.20971838517349983
1600,0.21398763675877955,0.11383791434042041,0.09424954448341352,0.11932735922458716,0.2097518351911956
1700,0.21486540506936233,0.11166291718158876,0.09364017756856563,0.12098030257988958,0.21661434611872785
1800,0.21572785873093442,0.11572423763107596,0.09435759109132177,0.1218679933562299,0.21941124557763245
1900,0.21563701742059524,0.11507737644003872,0.09318726092397789,0.12278360313767846,0.22313851905587975
2000,0.21615888348810616,0.11873384170148847,0.0903414018595891,0.12372687388801688,0.22064424929102183
2100,0.21599558756694126,0.12071461897549768,0.09067834284335347,0.12301818355066296,0.22776881098890012
2200,0.21687022078737045,0.12306576671066213,0.09013235588826655,0.12434516953052843,0.2254515226209622
2300,0.21836096824953471,0.12308575505855107,0.08929872875149598,0.12615169208641624,0.23025171098251437
2400,0.22067680010802845,0.1280849387294602,0.0881948365308331,0.12482815539769732,0.23595219265715972
2500,0.21978130731619167,0.1280674782701775,0.08591938619199994,0.12659093277981284,0.2382935251890639
2600,0.2213924583278857,0.13043232391888615,0.08704813000337255,0.1269066887896832,0.23478722896749563
2700,0.22177599082090924,0.131456662198715,0.08480980559178836,0.12839868719981665,0.2386755805882896
2800,0.2225666420919072,0.13494619247667813,0.08395805218874827,0.12866161730404227,0.23992254110323272
2900,0.2243148337012591,0.13700089186424422,0.08440441358182234,0.1293120742643313,0.24580045876337883
3000,0.22490764193457677,0.13729945327805204,0.08402672836706257,0.12962732454211687,0.24924907328174228
3100,0.22573312592687597,0.13672685462875894,0.0841332929608947,0.12947362500006396,0.2559415497342484
3200,0.224853454758479,0.13729139152605907,0.08301776006260812,0.130218351876664,0.2524491155849468
3300,0.22655000578766082,0.13985066175775995,0.0827089940388234,0.13045882492759053,0.2615030454910624
3400,0.22720989078445225,0.14013401270695616,0.08201836547937023,0.1310871554301465,0.26322777047915286
3500,0.22826320485392648,0.14362371743481323,0.08020154763829983,0.132430684689487,0.2651919632408136
3600,0.22929206705841138,0.14255115702230872,0.08136076868684,0.13349650502924382,0.268869024860531
3700,0.22961228710632772,0.14448214552778313,0.08056363451885223,0.13388647009044774,0.2666971071016059
3800,0.2306153791125923,0.1471583807840155,0.07946501828511444,0.13331953244545927,0.27632564910822627
3900,0.23135553000073256,0.15022890647153506,0.07972709898695225,0.13464493335292121,0.27566441814279313
4000,0.23301420383344443,0.14896708012370308,0.08013887608884902,0.13363901290082777,0.28238130216436913
4100,0.2334588846123406,0.14825764921854045,0.07967643987305233,0.13404048809386934,0.2824827059346365
4200,0.23330005315081367,0.1504138420180645,0.07751249640025411,0.1342727195980082,0.28687036989116454
4300,0.2346436814274933,0.15171262361521928,0.07797948441766658,0.13546622750665732,0.28463797981702443
4400,0.23639285977614133,0.15572127144063572,0.07740799040174434,0.13459866216507257,0.29215931259767236
4500,0.23510193920052688,0.15432926825200186,0.07674261547012903,0.1345281242796434,0.29655591237603446
4600,0.23805774441938096,0.15348463941134052,0.07697379682556062,0.13515332449801706,0.29765196109807895
4700,0.23793195668841813,0.15531704223111542,0.07583346064867333,0.13504430888090607,0.2967662780147378
4800,0.2397165544333016,0.15683333554895784,0.07599149438483495,0.136917973360414,0.3032390352260694
4900,0.24029492725847187,0.15976096395507258,0.07497263268850458,0.13564319575147568,0.3103331464109217
5000,0.23970862563190923,0.1596097452684737,0.07615335838089676,0.13621471680529917,0.31372554892893745
