milliseconds,T,I,V,N,H
0,0.19964624054768174,0.07009849634281148,0.12001907553125304,0.1001758453289431,0.17989776598836343
100,0.2014101955003409,0.07176705727387413,0.11873224441823872,0.10232892182916765,0.1817767542758339
200,0.20116757870246688,0.07953858078989902,0.11634475549518733,0.1023800195881384,0.18657977475586504
300,0.20303273080759876,0.07805065611171981,0.11294389837415426,0.10494802708147445,0.18783240241073879
400,0.20318854571228426,0.08487852222192628,0.1126580647974991,0.10459860598532475,0.18968712101205634
500,0.20483201959635805,0.08761268831278404,0.11176949406573779,0.10689895272071305,0.19050354854756654
600,0.20564710844729167,0.087678010684343,0.10766772374555937,0.10742532042719512,0.19123757112395573
700,0.20528575237868754,0.08981616997656724,0.10654457706137715,0.10967287960984738,0.1935607320587872
800,0.20585870128144093,0.09308253289934293,0.10526608894546997,0.11077177986912089,0.19542945739245943
900,0.20754234056461768,0.09761403002260848,0.1041259304291684,0.11194371572739745,0.19497944260117972
1000,0.2083109930851817,0.09697999455845674,0.10267425974573838,0.11359482174242866,0.20182128562131726
1100,0.20940586553359167,0.09973561824198633,0.10180622922405481,0.11324723393381571,0.2038196035904268
1200,0.20964249901118492,0.10345522207024356,0.10019771496775853,0.11567119811534263,0.20565977093966253
1300,0.2111454461613812,0.10310877261365897,0.09994834801879146,0.11651704352614635,0.21018363852371777
1400,0.21163019669304337,0.1052243970499164,0.09791726402719887,0.11797455979887152,0.2048204869871301
1500,0.21171016191549796,0.11007073464555849,0.09532421783325519,0.11762123746922416,0.20721572679441974
1600,0.21300285677535696,0.111362428039587,0.09626575842857837,0.11984867571057099,0.21578346942857957
1700,0.2146927729962813,0.11476201046825343,0.09327439054984067,0.12004420699091412,0.2135030999855976
1800,0.21451279427109,0.11827076387816989,0.09339058060138061,0.12053521015757035,0.21937656608322673
1900,0.21453796381822526,0.11752727233435646,0.09323564364079637,0.12155268598962686,0.21800505206950516
2000,0.21530228265305126,0.11776186226809024,0.09039320575971724,0.12204198614985545,0.2235098213265887
2100,0.21715831792457482,0.12233330358481723,0.09062151854312778,0.12325594683140344,0.2266276695036471
2200,0.21866423890808634,0.12248461861053243,0.0891946197115966,0.12440444203601617,0.22469549920918822
2300,0.21885998522345215,0.1228295157666212,0.08807881900692131,0.1251835204848071,0.22682145110869367
2400,0.21931863065522547,0.12769356363975093,0.08827832133277748,0.1254391038150307,0.2360610497293907
2500,0.21982285693437714,0.1280091691294268,0.08637528468830168,0.12699636899341438,0.23536678387734802
2600,0.22064579235780166,0.12847079938606484,0.0874156781259268,0.12827526935664024,0.23691679258469375
2700,0.22166102163880924,0.13036722561416225,0.08624541312927099,0.12788132572420838,0.2401397082013892
2800,0.2220366097065352,0.13284884816163095,0.08496989116193025,0.12819697542645925,0.24582735707177897
2900,0.22455147962878594,0.136899373370951,0.0853346478963642,0.1292203658902793,0.24784985241592583
3000,0.223894504233459,0.13678175920463168,0.0845246301091802,0.1304139260701321,0.25217759787199184
3100,0.22402909798369777,0.1387812708370448,0.08254892143352824,0.12935246628742852,0.255601967227474
3200,0.22607453377500472,0.14080044469980474,0.08353079002184459,0.13098819606205322,0.25750790046214117
3300,0.22542515421197756,0.14062466141352864,0.08255600897617572,0.1313482932504352,0.26032627956194915
3400,0.22669379995122635,0.14172321263794785,0.08169908148693186,0.13063321308060002,0.2576673388690955
3500,0.22807281971025845,0.14288529137258524,0.08184171006220321,0.13118600932715604,0.2656777095135097
3600,0.2299793912546325,0.14505277909421063,0.08146752135201996,0.13156050557725266,0.26289530524059845
3700,0.22923724531696474,0.14482533274485043,0.08045928336015498,0.13195888368616082,0.2674188049339131
3800,0.23089881923526995,0.14812613369539943,0.07976514124558988,0.13214291562790823,0.27080426558380605
3900,0.23187976880974967,0.14886313433923223,0.07882914220123534,0.1339341808472744,0.27488593328646377
4000,0.23235326622731808,0.14850089275820758,0.08006397614683375,0.1332410053509898,0.27621494042537376
4100,0.23219017238400688,0.1486884985251382,0.07883566549091464,0.13342458415219668,0.2786797665853349
4200,0.23313796588903313,0.1510422229342678,0.0791511247980394,0.13410271951109876,0.28336751853960274
4300,0.2338771217353873,0.15465484416280548,0.07684746186128535,0.1350290144930289,0.28506341975333715
4400,0.2359831795018487,0.1539639137466519,0.0770721799595531,0.13498725907700473,0.290955449436287
4500,0.23718436900409354,0.15276153262872774,0.07650318565743344,0.13468662991124963,0.29092252731474194
4600,0.2373663767023627,0.15582961190006336,0.0773931825848751,0.13509257106843334,0.30053219355843336
4700,0.23702161210335188,0.1561027417471361,0.0755485652945312,0.13569295915853902,0.30324572505822345
4800,0.23903374762198557,0.1549237552988691,0.07664976019718404,0.1357519494174353,0.3054335344672625
4900,0.23964876041353306,0.15845581501863254,0.0753292958092975,0.13689244606657275,0.30640616953628136
5000,0.24071446921945183,0.15656846997940516,0.07495033521373508,0.13732980608343087,0.31223782670512384
