milliseconds,T1,alpha,alpha_T1,alpha_T1_alpha,T1_alpha,alpha_alpha_T1,T2,alpha_T2,alpha_T2_beta,beta,T2_beta,alpha_beta_T2,T3,beta_T3,beta_T3_Inh,Inh,T3_Inh,beta_Inh_T3,Inh_T1
0,38.5,10.0,0.0,0.0,0.0,0.0,3.89,0.0,0.0,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0
100,36.803858386619254,7.86228697729742,0.42420749123364476,0.04507479520094073,0.8147218005437428,0.4121375255226669,3.801472726460434,0.0495787373559031,0.0026269673420418463,0.0007434847122439865,0.00026150728138269716,0.03606006153167354,38.49998916518474,8.206757736451876e-06,1.1672021115782457e-07,8.451402302557138e-09,1.0735610192446864e-09,2.5102637774464623e-06,1.0312280945005663e-10
200,35.777738839424416,6.618403360259136,0.4151651926137929,0.1361265352963429,1.2306812764975967,0.9402881268715672,3.7395953950444323,0.05086766791048949,0.010408499916275986,0.0066161539452891304,0.0023490211972010625,0.08677941590305038,38.49978924009905,0.00012291731034376742,7.45663773836732e-06,1.112303702875037e-06,1.632007699094582e-07,8.022275215015616e-05,2.852001834063981e-08
300,35.08015509331333,5.922007672686144,0.3798356934130263,0.22035481119407632,1.4522039869304142,1.3674497972957684,3.6883446820838204,0.04590194226591974,0.01915171896433199,0.019953741257476735,0.00716037946973518,0.12944127718765203,38.49897106063882,0.0004717968016037669,6.699465576389497e-05,1.5293462709371294e-05,2.5804590223826547e-06,0.00048756744484699925,6.170763286752103e-07
400,34.55733283894796,5.572380391587186,0.3603258015405802,0.28951534547632785,1.5781819745192969,1.714639236454613,3.642177893725882,0.04205349175466444,0.026963050540636024,0.03987757086820051,0.014470562983293828,0.1643350009670423,38.49707499361778,0.0010783494738559293,0.00027710751111316765,8.526837990337438e-05,1.645384663032893e-05,0.0015530955507461741,4.802277329305732e-06
500,34.12714856734433,5.447405039976203,0.3545754236402082,0.34747981892403984,1.6595390236704481,2.01123553942745,3.598568179866541,0.03995567945563768,0.033655274501851094,0.0647752626691501,0.023765836990593175,0.19405502915691134,38.493725610337364,0.0019007162227400256,0.0007630795226380693,0.00029429046610901353,6.454017531554622e-05,0.0035460537420950837,2.1626207602279354e-05
600,33.7430259601537,5.47352793405821,0.35802838324346353,0.3984583343315348,1.7232084759946082,2.277209311797316,3.556103186161294,0.039195135816955544,0.03950714079286724,0.09329968320274701,0.034590159657492764,0.220604377542925,38.48863388890243,0.0028860253183109123,0.001645044241331139,0.0007578921439176146,0.00018765924328608655,0.0066473822947871125,6.95336933891218e-05
700,33.37786293181028,5.6063694764485,0.36763678194540733,0.4454018111593497,1.78337431982511,2.52554580792591,3.513892471354093,0.03936005599077364,0.04482171343540696,0.12452349222517942,0.04660716152859085,0.24531859766267017,38.48156997355387,0.003991773382359083,0.0030215894287402966,0.001607043291284533,0.0004462703441897341,0.0109703932909791,0.00017834654792280922
800,33.015608299644484,5.818981670077351,0.3815583024002595,0.4902701277624822,1.8472776420621857,2.764896064062047,3.471332349191874,0.0401675312746216,0.049832324049955516,0.15786168574083653,0.05958169758092268,0.2690860978741605,38.47233775848048,0.005188834928010773,0.004967035757233611,0.002972631087702776,0.0009197441718111162,0.016586626662605387,0.00038956328248215897
900,32.64657983695633,6.094951708720819,0.3986801265038943,0.5343915949949419,1.9183679868455326,3.0012250587720715,3.4279911175561444,0.04143675067563302,0.054705268843584676,0.19297079866749853,0.07335117192279866,0.2925156909733734,38.46075717999088,0.006458898401393283,0.007535252227073899,0.004975390131995444,0.0017043418761118645,0.023544327504676565,0.0007553951411914747
