milliseconds,M,B,A,L,P,I1,I2,I3
0,0.0006121252937186137,2.661922545819158e-07,0.036368460123772865,0.3750757602457098,0.014913695008921169,7.014578219154486e-08,-1.4099583713255133e-07,1.545636298022931e-05
100,0.000602214169863443,-2.776108671866364e-07,0.033413724257566196,0.5521656230262633,0.013834650701612,3.8583660674123217e-07,8.338088599986345e-07,0.0006105944197692294
200,0.0005686849067395813,-1.5196675726909468e-07,0.03306766174798802,0.5977435879500125,0.013020236006656284,3.200480732866153e-07,1.9323780929620868e-06,0.0011324343613456356
300,0.0005413248273001663,6.860275342118446e-08,0.03500308548767577,0.6146448680886349,0.012385233515189583,4.287693514150874e-07,2.5268997931855785e-06,0.001469457106024242
400,0.0005251196554681037,3.8807022801298744e-07,0.028872327073996378,0.6172689770164165,0.011723544793198376,4.0917065559838743e-07,3.1503175960249502e-06,0.0020364256590420723
500,0.0004927867151185005,5.4535555020087e-07,0.03209709689490234,0.6186982899402652,0.011106356615438264,3.028602282251204e-07,3.957552041360207e-06,0.0023408003479600628
600,0.0004914872939390276,1.23025543103556e-06,0.026566622599543066,0.6209061435111679,0.010148703274880554,2.1078890235184747e-07,4.65838692743762e-06,0.002736524487369235
700,0.0004634278875815665,6.363519412833876e-07,0.029244783660824395,0.616079816127347,0.009867640438779668,4.021884953227884e-07,5.0199439051089e-06,0.003082793852344024
800,0.00043412776973479763,1.4935252704899566e-06,0.02448494592778358,0.6211405947960703,0.00895796271735076,2.0324710826763008e-07,5.388823045622158e-06,0.003366066458572945
900,0.00043052961681088863,1.809111542508713e-06,0.025137753250762646,0.6172458215966558,0.008802992445900954,2.381389009142173e-07,6.039443335454767e-06,0.003784108343367078
1000,0.0004219331213870438,2.1141236845711477e-06,0.026194114391013556,0.6193854625204416,0.008082893184200603,2.6011053341981006e-07,6.377660756935952e-06,0.004103509251216965
1100,0.00037941871823585254,2.542031085887683e-06,0.02455442173619344,0.6215472758431121,0.007781000948639474,3.174859593491729e-07,6.6008681396130066e-06,0.004225987907837561
1200,0.0003841642206762193,2.535720392440958e-06,0.024845872841859785,0.6211275015362503,0.007784052800004566,2.430003640001642e-07,6.6868783193895e-06,0.004377365449344833
1300,0.00034616355346976153,2.513267179865696e-06,0.027991271285332252,0.6177480619866508,0.00735851994931883,2.6444458322622403e-07,7.065416238238671e-06,0.00457444342504596
1400,0.00033762042788354257,3.3653438601854524e-06,0.027690232332455038,0.6138370055054987,0.007157720112107912,1.8050469261978108e-07,7.100387919120504e-06,0.0046541066174722685
1500,0.00033174981167012136,3.120537189387983e-06,0.02828908219443648,0.6135836914751123,0.006516868456326304,2.872659481227899e-07,7.317593931721795e-06,0.005046014656644701
1600,0.0003171528022761064,3.6930608176377962e-06,0.02990493581549323,0.6162189357746269,0.006151051712775573,1.94279551594597e-07,7.5128846213392855e-06,0.005062555812275432
1700,0.00030949275099807625,4.691968172822906e-06,0.03119855890043368,0.6177002786237342,0.006175407634528525,3.918416069535063e-07,7.691264224899406e-06,0.005059767534102826
1800,0.00030362528770481025,4.859132522103776e-06,0.030915292672657687,0.61241514549628,0.005835886449426633,3.584597354984632e-07,7.819285236996185e-06,0.005113894100468388
1900,0.00028866557682223485,4.552559497892812e-06,0.03420310373965127,0.6141066106808107,0.005625345701257408,3.6919797872379185e-07,7.828097768077815e-06,0.005445465409594306
2000,0.0002658265835361404,4.9446003431522035e-06,0.03508187909716117,0.6143392045886613,0.005500010270141231,4.684708687757237e-07,7.754410782266273e-06,0.00550778833384466
2100,0.00024387681007207655,5.527826865769555e-06,0.03747015993843333,0.6091144872943425,0.005401822113541865,3.450672569066139e-07,7.795913138197645e-06,0.005521341383036697
2200,0.0002452731301711247,6.325512839004421e-06,0.034967806484665624,0.608980687541181,0.005013473562873319,4.98680924081274e-07,7.818655757914226e-06,0.0054856858228665055
2300,0.0002303434413326641,6.935717543274165e-06,0.041541053436748514,0.6099470631764984,0.005214763313889063,5.643691283056232e-07,8.0597720366514e-06,0.005408951124990078
2400,0.00023716343039468103,7.356835443309501e-06,0.04315330942454394,0.6073475100528654,0.005056079771121477,5.84624222709548e-07,7.86850518449044e-06,0.005606886540975584
2500,0.00022371587201639416,7.1710833107797434e-06,0.04498497338261765,0.6078825687828019,0.004807162988715565,7.070755884970394e-07,7.96914642740429e-06,0.00568672062886376
2600,0.0002058154769419002,8.133432362154009e-06,0.0475722362734211,0.6092782727911725,0.004480579952886764,6.904691468554739e-07,7.735740504905334e-06,0.00556826248861652
2700,0.00020328460458685207,7.896153195323987e-06,0.046016816603219206,0.6040007570724101,0.00431550872821434,8.007066922821861e-07,7.573716016975598e-06,0.005492340535979566
2800,0.00018209919033224144,8.88010805911521e-06,0.05038312112036962,0.606435900366389,0.004261090149045404,9.119138746932031e-07,7.578503621595427e-06,0.00544278836559003
2900,0.00017390805735996068,8.293428365051577e-06,0.052679845905165446,0.6045144713642661,0.004221737184045912,9.973153898521471e-07,7.557825630143094e-06,0.00544841097433794
3000,0.00017500075318917636,8.714023409644259e-06,0.05506726395501777,0.6006651541379912,0.00437309286973329,9.539328072326776e-07,7.388392965559132e-06,0.005553015872086292
3100,0.00018750031858028003,9.575045719710462e-06,0.06013056645913268,0.602813719811074,0.0039973882081102115,9.996963764234493e-07,7.5139714586397945e-06,0.00551749119320665
3200,0.00015987247913498617,9.694617023225444e-06,0.06156536220789358,0.6026461578828781,0.0040317639341901175,1.2483650321341196e-06,7.168996018588307e-06,0.005327889875425055
3300,0.00016506527706028085,1.0186578966537565e-05,0.06363131007819331,0.6010866853461216,0.0037531847495692063,1.3599179063133156e-06,7.18707972308199e-06,0.005286935495824925
3400,0.00016994980957364832,1.0600571615515787e-05,0.06373664371887983,0.5971865009688568,0.004112106219177403,1.3227511292173848e-06,7.2093244102281144e-06,0.005266793964317949
3500,0.0001362889537408358,1.1070996066065063e-05,0.06647781284022551,0.5944846352981815,0.004086331654119825,1.5652425827046147e-06,6.798501587376651e-06,0.005205583242255824
3600,0.0001515630249859442,1.1487207549088274e-05,0.06995202563987112,0.5982155919407373,0.003771961501596021,1.6085025273769806e-06,7.00751786009091e-06,0.005295111287731236
3700,0.00014886517974916396,1.1184457093635315e-05,0.07208842501569687,0.5947236062792262,0.003450308077249769,1.7296216018572518e-06,6.890034022859475e-06,0.00514176412094408
3800,0.0001387309838106045,1.138268926291235e-05,0.07597862880539585,0.592251780422159,0.003380729917070037,1.96322849444477e-06,6.616483779248475e-06,0.005206114126762634
3900,0.00012859084047923006,1.1559717789757488e-05,0.0820338234414631,0.5921153508243094,0.0035397004503710926,2.0695590541468153e-06,6.493157623549677e-06,0.005068599539358938
4000,0.00011467984498753988,1.219077870316507e-05,0.0804270087807874,0.5948760469933775,0.0034429274152474095,2.2309123005717776e-06,6.2295403033682285e-06,0.0050818411952160735
4100,0.00012398282040598256,1.2764211309478236e-05,0.08693034027380712,0.5936550131376618,0.003381196505375291,2.2947940724480047e-06,6.129820320621397e-06,0.004977987060332026
4200,0.00012154086585189287,1.295933604361311e-05,0.08952736149121407,0.588756360385656,0.0034600116224061035,2.4584696515034564e-06,6.305048238289652e-06,0.0049581071414677574
4300,0.00011080723286290451,1.2833967286883062e-05,0.08948291334302486,0.5890243381766411,0.003626020466914811,2.694476013227684e-06,6.1386243843075106e-06,0.004917653834344403
4400,0.00011876271206639052,1.3535610412822558e-05,0.09447515780084119,0.5859747046319335,0.0031264082204643193,2.8600496662102735e-06,5.976382334554012e-06,0.004797323540927788
4500,0.00012788204567456605,1.410516364739676e-05,0.09545164516634559,0.5844689270679977,0.003180090913653676,2.901016395780697e-06,5.832505440334403e-06,0.004875017584591475
4600,0.000109248725704591,1.3942103318497646e-05,0.10010822657323208,0.5873371140982925,0.0031356610835274207,3.179936375555565e-06,5.633618641659464e-06,0.004752455803647408
4700,0.00011422417496073281,1.426926888269397e-05,0.10122855947523982,0.5822554183167795,0.0029236973277137466,3.290651931611274e-06,5.815090401644479e-06,0.0046369114970021795
4800,0.00011538361053581166,1.4931560032956856e-05,0.10317861004049571,0.583375365821918,0.0028817692291387893,3.4208101625948206e-06,5.6931395014308e-06,0.0044508773071963
4900,0.00010862593858735798,1.437344335084577e-05,0.10729525642020826,0.5792480003102375,0.003171406056780873,3.4803769063863606e-06,5.606643768143302e-06,0.004429003951803252
5000,0.00011997474891306035,1.511336772381376e-05,0.1103915280196023,0.583353899889124,0.003263204715868541,3.7762496965233755e-06,5.330849422776279e-06,0.0046003622512206625
