milliseconds,M,B,A,L,P,I1,I2,I3
0,0.0006313454373395343,9.871433248537106e-08,0.0376988511816903,0.37044799952543367,0.014887822180082276,-1.052364118751577e-08,3.313802839144539e-08,-0.00012165316229112338
100,0.0005954828953331514,-2.790042575352248e-07,0.036770075205325686,0.5499295131321584,0.01379804817065505,3.667587551215717e-07,1.0849060374598218e-06,0.0004693056222655523
200,0.0005678397157900172,1.6455001241843977e-07,0.0338813064270676,0.5995337451328372,0.012848758815653796,3.1292683938108664e-07,1.7536270039637018e-06,0.0010789655150938195
300,0.000563562043574572,2.021337374030768e-07,0.031547477223223395,0.6128285899903365,0.012480661731084508,3.715120619836266e-07,2.4472434802003e-06,0.001629158549675133
400,0.0005201216916223971,4.268104671386478e-07,0.028978831814410015,0.6199655675436836,0.01134281835009895,4.5307765655368167e-07,3.4454362126706986e-06,0.0018931769543683906
500,0.0004908252410543054,4.332036452618861e-07,0.027947395502655452,0.621611525562292,0.010746593157410642,2.414778498676379e-07,4.036599611581214e-06,0.002363933264632757
600,0.00048029879379772605,1.2233581211337194e-06,0.0273642355250145,0.6196059362968668,0.010378810372341908,3.1069207060230504e-07,4.441034510351132e-06,0.002690348047774137
700,0.0004555763416232042,1.12987051430442e-06,0.02845911654905712,0.6190991172631375,0.009744302758545672,3.27687742181384e-07,5.175935296598302e-06,0.0031248368684725115
800,0.00044356935247847685,1.315752531648158e-06,0.025848296750529267,0.6212490943944471,0.009299915145105881,2.639011133699043e-07,5.40680853944063e-06,0.0035529333685673436
900,0.0004167432296332142,1.0784972732419987e-06,0.028817100757170803,0.6196937334185284,0.008847124704051421,3.4198415069805855e-07,5.916265282379649e-06,0.0038306107395340476
1000,0.00039423617520019676,1.6948228112401579e-06,0.02679939872032078,0.6199779150651982,0.008229381445767408,2.0110103118989664e-07,6.3759517006760705e-06,0.003966898526025726
1100,0.0004010320901600233,1.7315130848438766e-06,0.026983530061202396,0.6202809360376781,0.007942152031536085,2.3578001048949464e-07,6.564192038817738e-06,0.004264106251784663
1200,0.0003675954768319604,2.828123099006156e-06,0.023725951987266243,0.6209112011701593,0.007221677696824683,2.498526438500971e-07,6.868503353045934e-06,0.0044006852326790215
1300,0.00036793725472978873,3.0510064271943634e-06,0.024616062471192048,0.619859114097699,0.007032885931835067,3.007012882721142e-07,7.070860361002118e-06,0.004472817104626466
1400,0.00033635475985188,3.0786766285808602e-06,0.028686060176827514,0.6185397531066085,0.006903457051710608,2.414057765670296e-07,7.330772454881562e-06,0.0046600056607229
1500,0.0003441053936824899,3.6947737254624847e-06,0.027331063266879684,0.6159482086553398,0.006664230192974928,2.0521289445551874e-07,7.310983088156881e-06,0.004852353686658602
1600,0.0003186137877626347,4.294631603074112e-06,0.02638928029159775,0.6139477928615089,0.006411875852979059,2.8907921046248146e-07,7.757048259855922e-06,0.005142524945587254
1700,0.0003160553028391971,3.91587435689093e-06,0.028544623738343596,0.6152040862153672,0.005805176095491547,2.898616151536287e-07,7.521071980687025e-06,0.005108941130569593
1800,0.00028723461073052375,4.671985505799643e-06,0.029390169736151245,0.6155959321670699,0.006067869977114013,2.869066597886095e-07,7.83523320465974e-06,0.005195645945938708
1900,0.000277075647973189,5.227641788481012e-06,0.03153292930596271,0.6165519933942641,0.0053623641439289466,2.6506128997897504e-07,7.766036254838004e-06,0.005365480412900761
2000,0.0002623964798261937,5.00761987552557e-06,0.0311100937811924,0.6109770585844471,0.00570841811843541,3.5292077255544075e-07,7.86565551270732e-06,0.005493477330819257
2100,0.0002711917132474843,6.074593513781226e-06,0.03719867063731356,0.6096662666342401,0.005440827051623312,4.956433590782973e-07,7.89448220130408e-06,0.005414894839838704
2200,0.00023221352344354897,6.11047437867523e-06,0.03838501166892441,0.6080745969109095,0.005188254612983715,4.239319458039083e-07,7.797760009388765e-06,0.005419498487226539
2300,0.00023428786753967797,6.154946946466062e-06,0.03895261218579933,0.6094551222909766,0.004883394785588701,4.346935444906737e-07,7.956237057248329e-06,0.005506163315289897
2400,0.00023177689308905578,7.22150650655043e-06,0.04230129633210768,0.6095354292616361,0.004762908613030154,5.679036250496753e-07,7.725599975662903e-06,0.005599646030869832
2500,0.00022532137071126356,6.8863326299321175e-06,0.042457354911175554,0.6108991695534873,0.004718465591744274,6.19237515432714e-07,7.931532841495494e-06,0.005431424549071333
2600,0.00021792467426872046,7.730926643730136e-06,0.04710231221834039,0.606580740662019,0.004366585373959141,5.902673846700504e-07,7.730262051037664e-06,0.005484668144449982
2700,0.00019474416461853978,7.833524239740807e-06,0.0479649949214583,0.6025912904013122,0.004781515001408357,7.009553092035558e-07,7.64281577967802e-06,0.005544130508113039
