milliseconds,M,B,A,L,P,I1,I2,I3
0,0.0006124338415780148,-1.5839221586790944e-07,0.037178294311414534,0.37327545637460696,0.015000790350668269,-4.8015837445605864e-08,-1.1936713134296723e-07,-0.00013449702585897942
100,0.0005971235057164923,-1.6797170396293583e-07,0.03354942515494862,0.5502050754710324,0.013738897090959181,2.6679306361136224e-07,9.277248403899656e-07,0.0004413459854607952
200,0.0005618346736305858,1.7627771634476614e-07,0.03255180522599175,0.5946117172380389,0.012927072613449239,4.773754821563775e-07,1.8500579186948028e-06,0.0010172471305308064
300,0.0005360647698206142,3.057405072893889e-08,0.03259458705789553,0.6130078725045173,0.011988362805497657,3.3467594678699667e-07,2.7377737000409512e-06,0.0015968728024786827
400,0.0005138908454244662,3.665533344217413e-07,0.029888721692017922,0.6194296848948669,0.011734623953814454,4.6710924904577676e-07,3.4368400316264396e-06,0.0018750644146563564
500,0.0005049044371564047,5.500504570169263e-07,0.029053633787011954,0.6218638573916745,0.011012929181034234,2.504257172788302e-07,3.8982261309519345e-06,0.0025334974637345317
600,0.0004965589520144142,2.8905491408750406e-07,0.02783096192033863,0.6163166667990568,0.010108910802007973,3.220098612958773e-07,4.568575966168132e-06,0.002903474344957468
700,0.00047573508248699453,1.0413518648576285e-06,0.02857993718969999,0.6209743909935908,0.009751869935720844,2.548871386732736e-07,5.047905180172627e-06,0.0032573232426434716
800,0.0004480548347147612,1.6259684939215442e-06,0.02441943251890063,0.6176190727394557,0.008899349199364448,2.537855159089009e-07,5.587560141020338e-06,0.003489714227653537
900,0.00042090256033372464,1.7526731152183758e-06,0.025398797104981396,0.6208842891876718,0.008975398616287007,2.7330251681230974e-07,5.8278157826910935e-06,0.0037622529370847555
1000,0.0004177448838367259,1.9308171020312502e-06,0.02342635555757684,0.6209346410842378,0.007972964353946886,3.410791280530628e-07,6.112711927239559e-06,0.0040276435802496366
1100,0.00038379810783776343,2.1444537342377423e-06,0.026390308309878038,0.6181796812900392,0.008132616718583128,1.55271222062934e-07,6.411990499359686e-06,0.004337146452997866
1200,0.0003815741529824473,2.8034238799620224e-06,0.024980598320746623,0.6202936591148488,0.007432143123080831,3.334657217636737e-07,7.010713794023533e-06,0.00451769701050391
1300,0.0003679324413088119,2.9042916759173344e-06,0.024006619233426865,0.6162550108051964,0.007148232009673101,2.3589017687672487e-07,7.223496608684848e-06,0.004628189256246816
1400,0.0003360003252289296,3.0560840424359456e-06,0.026983692975581033,0.6194394940416974,0.006968637522529666,2.664115662078737e-07,7.151393581661822e-06,0.004734385245482127
1500,0.00031596759988331854,3.688988236266351e-06,0.03004228042322543,0.612429412773153,0.006823667299212414,2.7684150414082355e-07,7.327927237198865e-06,0.0048381302860027245
1600,0.00030320526174026577,3.971260298727519e-06,0.030009612193328983,0.611757290280317,0.006156290977834293,1.9205144060708938e-07,7.4489729116499655e-06,0.005036363047414547
1700,0.0003066370601458955,3.832652261533321e-06,0.02939602637737781,0.6145589129506609,0.00586130095438546,2.912508170543195e-07,7.566649114592205e-06,0.005137008605771071
1800,0.00029639773750399825,4.224392331345819e-06,0.03323275757258797,0.6149586267208209,0.005796618727312895,3.9594582001500823e-07,7.74000752364443e-06,0.005236911317527589
1900,0.0002934113114108242,4.7126593044404635e-06,0.03182350001896334,0.6130593870133622,0.005941704825055865,2.962153148171238e-07,7.853893172344625e-06,0.005420880372944395
2000,0.00026492043125823673,5.408209164571023e-06,0.03157748995607484,0.6111695127542218,0.005307139113326432,3.649798396403721e-07,7.886470947668572e-06,0.005293071218530883
2100,0.0002676051770403901,5.287228503613545e-06,0.03777684416199106,0.6133688312769534,0.005058273433664403,3.5927259736288e-07,8.046293099286131e-06,0.005533771217149417
2200,0.00023318666983818874,6.59398823105355e-06,0.03596626888198371,0.6100935671148131,0.0048813666667994315,5.270533101724534e-07,7.934626532227138e-06,0.005544341552381259
