milliseconds,M,B,A,L,P,I1,I2,I3
0,0.0006283572814163821,1.9540694676110425e-07,0.03953855003859905,0.3733778588717788,0.014849069664394365,-7.308810584102805e-08,-3.189476739424021e-08,-0.0001233400836378978
100,0.0006119278235332599,-7.259112871324361e-08,0.03414209620051108,0.5490547562945983,0.014037288744761576,3.4023298149814763e-07,9.21522215756464e-07,0.0006775726022309588
200,0.000588719403881589,9.029797298404427e-09,0.035228474291798935,0.5973716814215565,0.013353482918928624,4.442709659866498e-07,1.8014466231017882e-06,0.0009665824564248022
300,0.0005581783117370112,-1.29945998008922e-07,0.03365411261454395,0.6129213303853017,0.012027850731788896,4.898135889676096e-07,2.5913173217428827e-06,0.0016271753951010747
400,0.0005416040300764573,4.071151113474363e-07,0.03023017727138386,0.6142969149903251,0.01173845441295165,3.6587460618704437e-07,3.2764034988135572e-06,0.001928525503531614
500,0.0004984855714036873,4.441111584699171e-07,0.027550894531051518,0.6178085794852959,0.010557242568820185,3.9580665158396206e-07,3.993545855680039e-06,0.002361337789110742
600,0.0004784565727958768,8.198300697011616e-07,0.027933056602277913,0.6190589331522381,0.010216044194763244,3.247470492039249e-07,4.486673213283773e-06,0.0028031672793503728
700,0.00045271693912832955,8.845125417712464e-07,0.029221212996278584,0.6207316617730886,0.00940885260766517,3.4746762975357726e-07,5.166532210362428e-06,0.0030161314115607265
800,0.0004496082742492588,1.07887291954101e-06,0.027521401225532604,0.6163711615326589,0.009054363086345059,2.995804105013771e-07,5.5190177531762366e-06,0.003393565020495711
900,0.0004358143292965948,1.8845813867578507e-06,0.028798595278459068,0.6179157182739131,0.00868024411725781,2.5923402712688153e-07,5.841219252338883e-06,0.0038426154452998705
1000,0.00041064719105827406,1.9274122283858572e-06,0.024718490581274948,0.616250932134762,0.008528817099654973,2.4896880470271874e-07,6.3209708852418655e-06,0.004069679252564405
1100,0.00038080352307751694,2.0602517222910524e-06,0.026278944710186592,0.6198165808393494,0.008042983422008926,3.3310093920612023e-07,6.654798035868205e-06,0.004185898361012459
1200,0.00037024536689315383,2.3578458137750006e-06,0.026107999305387517,0.6157187369408282,0.0077559886492676615,1.6565220034111223e-07,6.923559258121388e-06,0.004419284122972518
1300,0.00035396075412669144,2.3771923468275214e-06,0.02548754265072308,0.6167728258767713,0.0068912222882640635,1.9484640969965543e-07,6.997135198493004e-06,0.004483700694958853
1400,0.00033294569105396857,3.3353325387040815e-06,0.027345939007711945,0.6169608725687316,0.006625227060303565,1.7613030803997872e-07,7.155423640769492e-06,0.004873686359443028
1500,0.00033424379633620934,3.8071139629347737e-06,0.029928325024643845,0.6159029358463867,0.006807651368901177,2.3184839224674876e-07,7.295955453047283e-06,0.004891122960760431
1600,0.0003282038537064654,3.534974560445873e-06,0.028592695853381162,0.6118977278634822,0.0064441259408972995,1.7933407682214285e-07,7.749052005739465e-06,0.004959369101445769
1700,0.00031494674933922574,3.976248015093414e-06,0.028141880762024788,0.6168670197394736,0.006315784563413169,2.477121003766945e-07,7.61246742268937e-06,0.005203743529344347
1800,0.0003004203739873277,5.0870910685213295e-06,0.03290786611010863,0.6108142610175377,0.0057338390320019585,3.268516750073414e-07,7.747432806889624e-06,0.005174005646833727
1900,0.0002677204015315887,5.452062697862207e-06,0.03450530590183913,0.6127056349614672,0.005632618045393406,2.680173298059979e-07,7.972796622632061e-06,0.005368298532664803
2000,0.0002768554012272144,5.24460548246304e-06,0.03383143338218206,0.6154712759256139,0.005415302572851085,4.6577274838378733e-07,7.713360149069617e-06,0.0054739940045435065
2100,0.00026702107143121597,6.01566470779312e-06,0.03748227632647209,0.6095645845957073,0.005133907313331035,3.1665466733892637e-07,7.945974321088183e-06,0.005569433446236948
2200,0.00023316025901137091,6.593291688033543e-06,0.03497935873878277,0.6072696796149732,0.005043884110390468,5.210828863803804e-07,7.956817205881319e-06,0.005406892524099638
2300,0.00024214450343248387,6.846591159561963e-06,0.03819265935731676,0.6119149221015013,0.00481543662509451,4.3107943464386037e-07,7.810890621034382e-06,0.005409885401645843
2400,0.00023686052107482988,6.9993198089904415e-06,0.04290620123569179,0.6069218666936078,0.005152313692189263,5.196843098061044e-07,7.977355668788461e-06,0.005502820335138295
2500,0.0002082313431659542,7.152167306422033e-06,0.045777109458621054,0.6064882989330175,0.005017885769099985,5.107332043861615e-07,7.999444138793572e-06,0.005522712548481086
2600,0.00019594727646216436,8.070879836572982e-06,0.043798815873632074,0.6042607145247447,0.004825464569334345,7.564086434640273e-07,7.637457449948445e-06,0.005446615647722213
2700,0.00018963432604076174,7.547741917230139e-06,0.050434923990059284,0.6070760946163365,0.0046332554052645894,7.128338553435867e-07,7.804746292412854e-06,0.005689815973109991
2800,0.0002061810096757658,8.092448565219826e-06,0.050974279418540595,0.6044867834431787,0.004138035331973834,9.196663983734036e-07,7.553735019456468e-06,0.00555974708640817
2900,0.00019242947140907024,8.452572531758696e-06,0.05077423915182359,0.6030108113712278,0.004200638560282214,9.872266439947797e-07,7.612475472055132e-06,0.0056638621597149275
3000,0.0001656750025705683,8.779255214075252e-06,0.05400869440349115,0.6060239423496976,0.004301943158141648,1.009287301451077e-06,7.645723286927559e-06,0.005522656497147278
3100,0.00018414704691106825,9.589474356895151e-06,0.05820854922220583,0.6001884519798657,0.004271045018790994,1.011282513788372e-06,7.272244851823325e-06,0.005453689333093397
