milliseconds,Normal_T_cells,CAR_T_cells,Antigen_presenting_tumour_cells
0,5.036782027571175,-0.3468235234138246,93.80948197066323
100,5.288802110889209,0.002364192310016333,93.9153398199891
200,8.274390191762809,-0.25744254054773374,93.79718948852451
300,7.999269581900901,-0.1907655701518013,92.49853018605005
400,6.576179832624093,1.3648192655620845,90.54966413679553
500,9.117041922025054,1.379391453015354,87.76447802992324
600,8.821224726882953,0.7152424958094279,87.39787032225257
700,10.965754239377269,1.2586301662970059,84.43239748663761
800,9.923854468567079,1.2124395600186277,85.67515258980583
900,11.72155846965926,1.741337139717139,83.45215528494931
1000,11.78344184757393,1.5230715685802803,77.69044732615012
1100,13.352188721823048,2.349810642209822,73.42021428773116
1200,14.271112924578027,1.6056389600791343,71.36554515778755
1300,15.387663717545015,2.741600003617559,71.73161849718056
1400,15.064812597174859,3.2784437017609425,69.54730334857945
1500,14.825314852008926,2.944621534186192,66.13987540572566
1600,18.53012060400016,3.182542792263444,59.47253675433416
1700,18.883409595828763,3.2381228367695725,56.25044404057162
1800,19.525028956650054,4.523530850557659,53.45635032314585
1900,17.860430524741535,4.812590432602457,52.89542048348526
2000,21.725672641338413,4.816408026233444,51.83772443634466
2100,20.520263500685154,5.039221347539599,43.751513150229314
2200,24.483962190173656,5.739880596412673,45.339608277877
2300,23.655758653866183,5.8710148445093715,41.29813238227152
2400,25.750917482133826,6.233105620858738,35.12401967114383
2500,27.43696711173016,6.846288378577998,34.77678592109414
2600,28.638834163594424,8.433815625685348,31.176619047252636
2700,27.361543890171664,8.643339776465888,31.683756074717305
2800,29.939656073812536,9.73360850840541,28.153767394348915
2900,31.951628506619564,9.511354839757024,24.5817480908892
3000,32.69049377343001,9.7231963901839,21.416351172795284
3100,34.815686660709595,10.467217093887562,24.582091372134673
3200,34.723806674153074,11.7759194722653,21.536206800647147
3300,36.522461954870515,12.673009815269912,18.55382597724607
3400,38.4163953890742,13.134618318179387,14.363120487599435
3500,38.91709527893643,14.208353700801268,13.506987762895298
3600,42.69369178456183,14.189665232930835,16.05610325356539
3700,41.66353869337281,15.65686645965163,14.131005325462606
3800,44.81625883199779,15.846395147698091,12.97458940956046
3900,45.1518764632831,17.284585487266813,13.60356099942889
4000,49.576795079015916,17.0833047928987,12.16322503332618
4100,48.36277693846292,19.070978857077048,11.068220247726332
4200,49.67831260696076,19.77428007195414,6.148018867947338
4300,51.523952460535696,19.13858507488245,4.3729229870744195
4400,53.86845663556585,20.13572030176638,9.675745120111678
4500,55.12876085364272,21.787191868249298,6.472758328914559
4600,56.54407612152308,21.912038565523897,8.069842267443926
4700,61.662167131039276,22.37982686372867,8.183203908107142
4800,61.11865493560317,22.662304876859586,7.289724158451827
4900,63.3183084169769,23.320483420138018,1.7126870332333715
5000,64.07329740208756,23.984523769423745,2.1684551870367086
