milliseconds,Normal_T_cells,CAR_T_cells,Antigen_presenting_tumour_cells
0,6.533299255966858,-0.23878267701094413,93.23600242561048
100,7.882441122180347,0.5101422217256293,94.462605574637
200,5.553235777853571,0.10799906035050871,91.54087703232642
300,6.239724506586667,0.5117985823197765,91.3807193753395
400,6.7429562109698375,1.3256766663336998,91.38768839542949
500,8.097541100567016,0.47082234303109877,91.93359176892565
600,10.248058325461313,1.6859648085103074,84.40263923917131
700,9.800490358845277,1.2639746485819103,82.95807803861459
800,9.647628173962183,1.6698668999301265,84.61441340077737
900,12.645528474612444,0.6640927700495763,82.08246237294877
1000,10.763746157693827,1.4958898746719247,81.12515615384211
1100,11.807382303984767,2.197011280649889,76.73131133823931
1200,14.051861320774822,1.7712276241790077,72.99356691715558
1300,14.900035418832703,2.6318969181162464,72.15747841733501
1400,16.62684069668646,2.2637573273999974,69.1232587212642
1500,16.058954642723965,2.7736089684086047,64.77311220195284
1600,16.884931785908528,3.2782786114318663,59.129914261950766
1700,17.823617116375186,3.040366199384809,57.53808416833437
1800,18.312205962406395,3.566863086978215,55.23975309226651
1900,19.08101473944041,4.584530427785308,50.320919803151355
2000,20.937570020559036,5.378955944757967,52.1709964270024
2100,23.048608961299106,4.85094851965639,44.816426493329764
2200,22.2897225505259,5.965527664499587,42.58110253046597
2300,23.949468156215815,6.910034468481504,40.00719641189655
2400,23.334948611719046,6.477520835588649,35.179471963480545
2500,25.34037454242938,6.6928787458637435,33.25658518112473
2600,27.405309981498306,8.474030391348773,30.86616985519722
2700,27.122806341226415,9.26942365317868,31.50252453077356
2800,28.28837013149958,9.864891642127928,29.928196611038427
2900,31.60897529297588,10.206255348147629,26.134783682611232
3000,31.198020134234614,10.245418197866794,25.52810303128812
3100,35.64277175651841,10.541910420004632,24.627901924308834
3200,36.692292055098484,11.32629188029346,21.324727024220117
3300,36.718921116580916,12.26254771070313,20.45273386616571
3400,36.96112660613288,12.925823060682557,16.0113415671777
3500,39.44288828374033,13.741509753517935,14.066320131839534
3600,39.959444229349025,14.614370407974201,13.303020230393198
3700,42.076087375872646,15.99188666816389,10.044258096071403
3800,44.79799858000301,16.478499113081675,10.285957007603654
3900,45.40186422765412,17.692967706295757,9.057444621458199
4000,46.87211180197177,17.149205359343874,7.504547689425881
4100,50.27208906479276,18.472072266965927,10.180808548877094
4200,52.79685439791019,18.532099891088848,6.6500978780983
4300,52.5438154340742,20.215092723940828,7.266743799677196
4400,53.70394798724012,20.202340555040678,7.93210722650056
4500,58.17551049942607,20.51400564159179,7.748637868627194
4600,57.22157172589463,22.28216139066145,7.906819451279146
4700,60.12549728526904,22.66111003991438,5.90805756320858
4800,61.373820344450074,23.46943763819532,4.66950434337695
4900,64.22760864468805,24.116850879778976,1.7819645278880376
5000,64.99395855457071,24.015372087871818,2.0783847859061098
