milliseconds,CtrA,GcrA,DnaA,Fts,Zring,DivK,DivK_P,I,CcrM,hcori,hctrA,hccrM,hfts,Ini,Elong,DNA
0,0.11032120769639138,0.7799886974768137,0.5998250341886346,0.2904610942808937,1.0000012977428598,0.6594032492696883,0.3395407989312523,0.11038435437025108,0.5030730210356973,1.001649867538357,0.0,0.0,0.0,5.979822658172967e-07,0.050570972366956166,1.0495784955087075
100,0.10895389999670288,0.7807625077526151,0.5996522228315637,0.28977494581130053,0.9998692674166665,0.6621579411602854,0.33887657955509604,0.10959017605121661,0.4951508658760581,0.9978227507988824,0.0,0.0,0.0,2.2793993294507945e-06,0.051115142689878455,1.0500935957448498
200,0.10883848160429434,0.7810497039656394,0.5997899331823322,0.2874713697278963,0.9998679367848164,0.6612546663394976,0.3369801573008725,0.10970951816381001,0.49354263753328015,0.996140599099141,0.0,0.0,0.0,2.2881346311995314e-06,0.05199777507931612,1.0524018344138197
300,0.10873078372999409,0.7813606303959897,0.5993485023209811,0.28572492881680567,0.999874369167318,0.6631763054317049,0.336878684759991,0.10914388767082309,0.4942132502193584,0.9909874015503246,0.0,0.0,0.0,5.878139165137186e-06,0.05264640229481925,1.050654109984866
400,0.10770931389511752,0.7818418210203988,0.5981500724352179,0.286638365268158,0.99987273536405,0.6631446890727842,0.3342866320988652,0.10780727029040484,0.4864117782401677,0.9912046993113054,0.0,0.0,0.0,5.813355463629387e-06,0.05368936519723863,1.0519333630049357
500,0.10739328595715875,0.781226996607569,0.5978346041824425,0.28495332113738847,0.9998760692095646,0.6651777775432752,0.334625317792295,0.10780868503055697,0.4840439347846818,0.9856328804145918,0.0,0.0,0.0,9.556235962013668e-06,0.053694861660098805,1.0534210706185063
600,0.10728341013533305,0.7826936531734618,0.5973607446508311,0.2849603922532859,0.9998795788746027,0.6663481285774102,0.33414256708858225,0.10686423037146964,0.4846607216440366,0.9832123373623777,0.0,0.0,0.0,1.2250334763465156e-05,0.0548597371435224,1.0545942938624255
700,0.1070311111691738,0.7819977442933048,0.5969844790164005,0.28218928355916806,0.9998810303998058,0.6671616154269002,0.33269053619073446,0.10695139111010561,0.4828582207383575,0.9814867915936535,0.0,0.0,0.0,1.53615020446114e-05,0.053226663167295185,1.0542954083309288
800,0.10619812640957886,0.7825449597154517,0.5970452977072306,0.28073958052139814,0.9998828887679702,0.6670894984531088,0.3318166052353905,0.10666267828786147,0.4787095593686882,0.9814253447968263,0.0,0.0,0.0,1.4175205360266363e-05,0.05633477347497364,1.0539195022146812
900,0.10555299073336438,0.7830337862286607,0.5965331839742092,0.2805674094274715,0.9998830341562491,0.6673837246062982,0.330756676376221,0.10593016537503681,0.4742174219249373,0.975478192059113,0.0,0.0,0.0,1.53737487048298e-05,0.05625618686556637,1.0567606367313087
1000,0.10520123223720788,0.7830874268547372,0.5960412589258794,0.2798709457132315,0.9998860344594992,0.668076455362301,0.33001666164388,0.10524766088206182,0.4758717265474744,0.9723848250983498,0.0,0.0,0.0,1.6063632573375752e-05,0.0570738505553517,1.0563177733907116
1100,0.1046414609873744,0.7842388974690911,0.5957967467714217,0.28009823895498837,0.9998862206656017,0.6693185595276328,0.32814380560345424,0.10474368875221277,0.46768147105476604,0.971580971478947,0.0,0.0,0.0,2.2266557130696523e-05,0.05824247961246124,1.056205387992024
1200,0.10450177850917519,0.7843030705933021,0.5959455677166071,0.2776618906473579,0.9998872039489807,0.6702864161201262,0.3281304123357109,0.10444064624889385,0.46704433808208473,0.9703931068188685,0.0,0.0,0.0,2.345234289610772e-05,0.0571018845564987,1.0593692053474033
1300,0.1042666020346267,0.7851805907770303,0.5957503181857656,0.27599838430108437,0.9998892391194057,0.6716902856715106,0.3245432006525815,0.1042952964328726,0.46338425706752046,0.9687922376034089,0.0,0.0,0.0,2.385838853461217e-05,0.059474859827861284,1.0581422124983078
1400,0.10367633638864573,0.785514451498861,0.5949535511237081,0.27696767466380634,0.9998920260366676,0.6718605374094694,0.32454160736655074,0.10397058327734074,0.4625894097480328,0.9661013179391134,0.0,0.0,0.0,2.3326160800776404e-05,0.06109368916372889,1.0605868034907422
1500,0.1031161832269619,0.7853793833531384,0.5948239310185589,0.2745423710643969,0.9998896310652121,0.6739639866636553,0.3230559404315958,0.10366359944387028,0.4604645380166777,0.9659021613779626,0.0,0.0,0.0,2.6515768455053086e-05,0.06072490670140662,1.0617941270611249
1600,0.10264053452758778,0.7861527828154392,0.5939868315386195,0.27443494799609314,0.999891855704882,0.6743554919371424,0.32118579578896644,0.10297183100195995,0.45953318771341484,0.961756237170609,0.0,0.0,0.0,3.139482731922146e-05,0.062567075676588,1.0604857533753587
1700,0.1021463721152407,0.785887994300191,0.5933321781651243,0.2738443256622714,0.9998942610037815,0.6739759623662406,0.3221797742726338,0.10242578859120663,0.45269434865358227,0.9589034103839118,0.0,0.0,0.0,3.221281066483351e-05,0.06302967921737741,1.062441232601163
1800,0.1018446813329936,0.7867312135803678,0.5931709604453035,0.2729218101144633,0.9998968767894262,0.6755009380279752,0.32167474613232433,0.10206294644798285,0.4525318207484065,0.956293927508424,0.0,0.0,0.0,3.2703981443864345e-05,0.06427927196457643,1.0636260932808825
1900,0.10181328350425388,0.7875695098317549,0.5929136569031593,0.2725765680369472,0.9998960267857627,0.6771738134207004,0.3184357361284374,0.10171732663415439,0.44957308317911415,0.9561422377503465,0.0,0.0,0.0,3.6069148075664824e-05,0.06381298118776377,1.0639244598523205
2000,0.10102492607779705,0.7876787901063198,0.5931932691164749,0.2693523520577448,0.9998986102709736,0.6784645055840867,0.3179607217661805,0.10103807745464,0.44894939757196806,0.9534813818805867,0.0,0.0,0.0,3.8532435593091073e-05,0.06368495671362026,1.063781234599036
2100,0.10095844778147196,0.7883400264753053,0.5925062118747296,0.26993815101027846,0.999898850042278,0.6797186023149108,0.3161487898756894,0.10074981107216399,0.44767294996292717,0.9541875832377227,0.0,0.0,0.0,4.077522172527142e-05,0.06574060119594452,1.065869053082255
2200,0.09999766429471396,0.788662735307948,0.5923760533639899,0.269318697844243,0.9999030345171145,0.6804193503296193,0.3157011456699188,0.1006032842287845,0.4405983261841516,0.9495741239519286,0.0,0.0,0.0,4.089708653030099e-05,0.0679936168539907,1.0667543444410865
