milliseconds,CtrA,GcrA,DnaA,Fts,Zring,DivK,DivK_P,I,CcrM,hcori,hctrA,hccrM,hfts,Ini,Elong,DNA
0,0.10944972500793615,0.7797698417638557,0.6000917063314954,0.29066000170065126,0.999998028898999,0.6593120143061856,0.341477856022905,0.11015518411758692,0.50319566845424,1.0000322294325148,0.0,0.0,0.0,2.602544660656341e-06,0.05035315719133332,1.0511708844498204
100,0.10930072453289084,0.7801993989920251,0.5995274827713833,0.28768486331186033,0.9998684972668769,0.6603032661966893,0.3396868734427239,0.11002015488151547,0.4946043227364168,0.9991900938200385,0.0,0.0,0.0,2.9495266171044224e-06,0.0511460286070033,1.0501464086471513
200,0.10936267614399682,0.7812457438193516,0.5988758255333481,0.2874218690034619,0.9998709196857215,0.6630840344968736,0.3363847642493011,0.1089141535404561,0.4936747501733122,0.9948764871859904,0.0,0.0,0.0,3.96874339745299e-06,0.051546488220143176,1.0506998624424868
300,0.10911321820849221,0.7806622154492294,0.5992055517692526,0.28829179851191655,0.9998725663836278,0.6630560809255437,0.3369570511789061,0.10856066439965208,0.4909628834771805,0.9921424917753027,0.0,0.0,0.0,5.965658764428353e-06,0.05110241041232377,1.050635494775617
400,0.1080927833420764,0.7813788700776173,0.5980324056053568,0.2855392570453715,0.9998724005222214,0.664144193533184,0.3355408199851767,0.10857572006861875,0.4915755897495451,0.9913735776329283,0.0,0.0,0.0,5.113236206813609e-06,0.0537364643044541,1.0531823676925998
500,0.10791907945660845,0.782125447506726,0.5977504578598836,0.28560350274061036,0.9998738003380476,0.6657687820384979,0.3334817974271914,0.10787389570273839,0.4835203466986654,0.9890023115001183,0.0,0.0,0.0,9.489851706438629e-06,0.05285018960834868,1.0519837217650798
600,0.10777313074062607,0.7819227801231728,0.5975117140907307,0.28510156694707806,0.9998791827271176,0.6663261229109524,0.3330813409151539,0.10793465241414278,0.48336463123622864,0.9828389313429186,0.0,0.0,0.0,1.2581932407128964e-05,0.054880427417263226,1.0542737777709064
700,0.10646106178601215,0.7829287921161756,0.5979926641745981,0.2817034170660319,0.9998786854410479,0.6671638159276821,0.3315098192329158,0.10676411674158737,0.48127640517886777,0.9803641018108642,0.0,0.0,0.0,1.4938175441599845e-05,0.05460417070952726,1.0553719559363877
800,0.10624151152458594,0.7827259369302216,0.5973221326972191,0.28307901870340585,0.9998801709158662,0.6673708050878836,0.3319906559393348,0.10702942909082644,0.480533318840972,0.9815187608612419,0.0,0.0,0.0,1.5372105964433443e-05,0.05619396464313746,1.0557578608617277
900,0.10560329363297204,0.7836156643754185,0.5970733107893599,0.28170956545915404,0.999884266465722,0.6688314942065654,0.32903013616894017,0.10633502657528833,0.47890332269539243,0.9783827209562802,0.0,0.0,0.0,1.574222349097017e-05,0.05497700882890046,1.0571858980089417
1000,0.10584690895845855,0.7839786165425856,0.5962489853466613,0.28046436667404656,0.9998817608561559,0.6689187828292679,0.32915162057809694,0.10604312584171018,0.4748697861102996,0.9770016784448728,0.0,0.0,0.0,2.0126843710580327e-05,0.057153701813478903,1.0561325369174148
1100,0.10539019446204467,0.7840533323078843,0.5959185860788832,0.2783955593717729,0.9998849288351679,0.6709334320124107,0.32655848287330397,0.10542948791347774,0.4718473185781332,0.972809334448944,0.0,0.0,0.0,1.7314186979722233e-05,0.05694023581863109,1.0573280405523646
1200,0.10495385506896028,0.7842649696203369,0.5952657953402888,0.27903733646835854,0.9998873755637092,0.6709539912027315,0.32627500207019194,0.10441953228445407,0.46715575885732347,0.9693169931887096,0.0,0.0,0.0,2.4097245615162496e-05,0.05916773758350254,1.0570278609760804
1300,0.10458186377370104,0.785029126818284,0.5956749861871731,0.278012983577803,0.9998886373214784,0.6715550155200393,0.32636748735454674,0.10398053456934442,0.4678455377808976,0.9655045665940281,0.0,0.0,0.0,2.1576763762474792e-05,0.06039455515760569,1.058222908414625
1400,0.10366896319012545,0.7846637078327527,0.5951635069975636,0.276843646769917,0.9998880729639177,0.6720087157330923,0.32560134706259675,0.10399929874258855,0.46451465508030493,0.9638275938799705,0.0,0.0,0.0,2.5280766803726196e-05,0.06001599369534553,1.0611698291036946
1500,0.10324858179858522,0.7852787474849677,0.5941980743031027,0.2751025671514998,0.9998900834923873,0.6733791359656923,0.32193108864885334,0.10335575421089045,0.4630705024936534,0.9661523068789744,0.0,0.0,0.0,2.6354775213039153e-05,0.06159922792819085,1.059534483145139
1600,0.10251766554184269,0.786443813592849,0.594606243082639,0.2755186043258966,0.9998943982291374,0.6731719401555857,0.32311846471786726,0.10322980152955699,0.461480591665972,0.9618162380863179,0.0,0.0,0.0,3.075365204562876e-05,0.06027205946982119,1.062254712644815
1700,0.10243431552457546,0.7865751928496113,0.5938494535669918,0.2718843269904712,0.9998943847322505,0.6762511525875834,0.32263389685807636,0.103131238018986,0.45876747407764396,0.9620524646188764,0.0,0.0,0.0,2.986412169390917e-05,0.0635987409356742,1.0632074407603298
1800,0.1017477680214588,0.7872065218033707,0.5930539916375243,0.27299474457374506,0.9998972948017958,0.6767285745439106,0.3216465862405869,0.1025106373206636,0.45408982230776157,0.9575527081800236,0.0,0.0,0.0,3.156564346624235e-05,0.062305042049049596,1.0643606943937027
1900,0.1016623751821425,0.7872594497240967,0.5933973715822102,0.2717840677124315,0.9998992378840118,0.6776384759053912,0.3197517704340663,0.10228890107241682,0.45410014020456435,0.9540438004634645,0.0,0.0,0.0,3.337409996928711e-05,0.06290529188223577,1.0649134746957167
2000,0.10071184919366065,0.7876845779132303,0.592971169045817,0.2712846094307642,0.9998984599990353,0.6782812375226895,0.31703543354341596,0.10177277175611488,0.4472591069814151,0.9558140869602864,0.0,0.0,0.0,3.674808386097582e-05,0.06600421081708895,1.0662015524850714
2100,0.10048765859609393,0.788305592421462,0.5928917105929029,0.2703068651671928,0.9998996320307748,0.6782083509164953,0.3172770486414316,0.10069712770535355,0.4459061158612996,0.9543831350699128,0.0,0.0,0.0,3.705473320819413e-05,0.06661744033511428,1.064741629829599
2200,0.10053786446151067,0.7877051231765794,0.5915526313614418,0.2678512446535796,0.9999023082731658,0.6791420907829949,0.31434047314821345,0.1011595768827194,0.442671624552436,0.9527039893035968,0.0,0.0,0.0,4.134217998290565e-05,0.06781526934571622,1.0657586599837918
2300,0.09957235746012771,0.7882968508490256,0.5911298334694516,0.26723460892953294,0.9999027522060581,0.6796854285765144,0.31469201570194677,0.10014147408848346,0.4384075781800375,0.9484042833729514,0.0,0.0,0.0,4.2826222639198215e-05,0.06726771073425938,1.0664714219921176
2400,0.09939327439199734,0.7886116986114037,0.5916832524390222,0.2666858271397038,0.9999050799938275,0.6814759328002237,0.31530076691145914,0.09937758251034262,0.44275202446383577,0.946462577556931,0.0,0.0,0.0,4.3870239987229225e-05,0.06774664123421904,1.0681805287427535
2500,0.09871991048030325,0.7895200626993987,0.5911943002157528,0.26619011803533565,0.9999083050228672,0.6812244348328658,0.31132607068000323,0.099780354141096,0.4356339757087644,0.9448993955000063,0.0,0.0,0.0,4.798433108491814e-05,0.06947883201521513,1.0689044090415158
2600,0.09922829263057242,0.7899852018908537,0.5907952963803326,0.2651738688810159,0.9999085828294293,0.6823999787000252,0.31091325654278157,0.09860039189600552,0.43201258182425967,0.9433782943657014,0.0,0.0,0.0,4.751704025695587e-05,0.07113192823313767,1.0698932933322296
2700,0.0985801133065462,0.7903367824124365,0.5896930856622322,0.26293342216596055,0.9999099182583986,0.6826499367785047,0.31176698490573823,0.09886683539265258,0.43287540864669793,0.9441645222755728,0.0,0.0,0.0,4.763083658065716e-05,0.07274366651136885,1.0726916254023133
2800,0.09837615085754305,0.7906434469105776,0.5893075074827728,0.2639190260038166,0.9999088480074669,0.6848355194275492,0.3098828469720766,0.09779922949135111,0.4327387772067412,0.9388421676553987,0.0,0.0,0.0,5.442957018562516e-05,0.07183184478249145,1.0712449402595512
2900,0.09812021247979516,0.7910198111603433,0.5889670002783919,0.26258524568496094,0.9999116091462468,0.6851970794380262,0.3085294213638211,0.09799888763272967,0.4254796615571594,0.9414042482990426,0.0,0.0,0.0,5.566458860902432e-05,0.07282459316173925,1.0747771022635177
3000,0.09762555805876502,0.7918843175079688,0.5895847174200011,0.25972255479601736,0.999913972138675,0.6871847987038909,0.30592906270183634,0.09806832993889175,0.42580980806440494,0.9371414448157115,0.0,0.0,0.0,5.517261164119957e-05,0.07428125708280628,1.0733354909348536
3100,0.09648064161512984,0.7916841727780068,0.5881913245319257,0.2591804692533323,0.9999138230756763,0.6880874542300683,0.3058489029570736,0.09717387827159321,0.42423924445472094,0.9361288095636727,0.0,0.0,0.0,5.768055433569852e-05,0.07517535911774365,1.0745646663797106
3200,0.09681933500208481,0.7923328294524885,0.5880773243383322,0.2605878534906495,0.9999128194456006,0.6873022742523633,0.30451260602323593,0.0966801508859357,0.4206984357469436,0.9336505063215358,0.0,0.0,0.0,5.9385968178652174e-05,0.07731482671045888,1.0762217866674695
3300,0.09595170253222106,0.7923603761028927,0.5875518107928283,0.2593811697556618,0.9999170196926391,0.688689130698214,0.30520209313657876,0.09698574149672483,0.42103166097018996,0.9351927276513617,0.0,0.0,0.0,6.17376662109592e-05,0.07866295454251179,1.0766695171838185
3400,0.09614397576690657,0.7924994401695998,0.5881633067364125,0.2578577351682749,0.999919372929609,0.6892410530436351,0.30275998583371255,0.09602782041441021,0.4148780817499304,0.9344545652969317,0.0,0.0,0.0,6.49494537538011e-05,0.07762093280733588,1.0785853984932405
3500,0.09580475981808916,0.7931060838936796,0.587704099056725,0.25540796660365916,0.9999178297554376,0.6892988561102118,0.3012126464488513,0.09514108547719996,0.4172519835221417,0.9295034056754868,0.0,0.0,0.0,6.522115965477477e-05,0.07827395708604772,1.078872652081764
3600,0.0946893547962421,0.7939840475932796,0.5868537897152959,0.25449870356561216,0.9999186270858218,0.6914345303496177,0.30005733706026255,0.09487906613517763,0.41169402460347415,0.932109819200897,0.0,0.0,0.0,6.549929192303975e-05,0.08121182037698642,1.0815820731110528
3700,0.09444344485957687,0.7943978465042708,0.5870492648983819,0.2535562033418328,0.9999215317664857,0.6916741363856082,0.3008428738746743,0.09451759172153519,0.4119786733857541,0.9286941031505469,0.0,0.0,0.0,6.622287128507584e-05,0.08092421826047959,1.0828719840257754
3800,0.09493152134310305,0.7942591274320758,0.5857132368017604,0.25404394383328827,0.9999233892659114,0.6931868878306938,0.3005033893714027,0.09468193709056781,0.4067239254752479,0.9264972006303516,0.0,0.0,0.0,7.029854291374915e-05,0.08329950140560305,1.0819360915752676
3900,0.09386833068291514,0.7949166758875802,0.58632528877384,0.2536870213532559,0.9999207999744606,0.6926317736425106,0.2969127611811261,0.09423839240255484,0.4061165232735332,0.9281332430917798,0.0,0.0,0.0,7.160901074898842e-05,0.08378899244167134,1.0840393574073182
4000,0.09369312807027995,0.7950998444004316,0.5850243370823774,0.2521670232026333,0.9999222596729607,0.6952422742293937,0.2965854196343122,0.09381752502112095,0.40128792875118235,0.926387034937754,0.0,0.0,0.0,7.25104331544208e-05,0.08424343029048362,1.0852054994894356
4100,0.09381713546785678,0.7963371934381458,0.584633287267106,0.25185904609276694,0.9999248106771883,0.6953815846750309,0.2962736889908048,0.09308681636963007,0.39839887828759063,0.9233690574732695,0.0,0.0,0.0,7.48943919195125e-05,0.08522546718373845,1.0869568098094424
4200,0.0927869240225087,0.7962435324886511,0.5846646782397907,0.2501407232527559,0.9999256122355231,0.6957441118331752,0.29628442397395494,0.09334924819648674,0.3999611193032455,0.9211264670348313,0.0,0.0,0.0,7.96601992229499e-05,0.0859522580953992,1.0856189969182117
