milliseconds,CtrA,GcrA,DnaA,Fts,Zring,DivK,DivK_P,I,CcrM,hcori,hctrA,hccrM,hfts,Ini,Elong,DNA
0,0.11012851523908003,0.7804402556286016,0.5996602370027844,0.2901552006887066,1.0000021396624352,0.6609505953709457,0.3394483175645408,0.1095340500268591,0.49772474309543696,1.0001686131929306,0.0,0.0,0.0,-5.147028778774704e-07,0.050550586226916966,1.0505292199874812
100,0.10991166934959619,0.7806169136352809,0.5996662809887853,0.28857356345995866,0.9998683141208631,0.6601973154011018,0.33736487481095706,0.10896931575312685,0.49454195129311507,0.9995043243890085,0.0,0.0,0.0,-7.703560799747646e-07,0.05181302679057612,1.0509248036702201
200,0.10886532576239245,0.7804721880886325,0.5988385187824605,0.28885605818661625,0.9998700808548755,0.6612458743906867,0.33793163684684396,0.10943763563650964,0.4916604391867905,0.995475140157489,0.0,0.0,0.0,5.882556247697872e-06,0.051806599104497184,1.0512054860300315
300,0.10834689464580928,0.780990524049693,0.5988569954410511,0.2868298165855971,0.9998743357938621,0.6629633698380126,0.33709420859455086,0.10855591163169649,0.4889239439994448,0.9907832533280998,0.0,0.0,0.0,7.07243074102127e-06,0.05267834324619459,1.051829680129892
400,0.10802987304095259,0.781340141710413,0.5981536722043991,0.2855855683570287,0.9998736938926155,0.6639358789770944,0.33437674625212643,0.10841745476400906,0.48686026933588317,0.9867167334281778,0.0,0.0,0.0,7.513466175841059e-06,0.05217206153363803,1.0522703255473014
500,0.10764586224224369,0.7823573913689729,0.5976551710917963,0.2841690151851116,0.9998757635948584,0.6650855113776696,0.3343543836740768,0.10790816643804434,0.4895668345111152,0.9865294855260892,0.0,0.0,0.0,7.995411825307563e-06,0.053485487779419534,1.0522038727329925
600,0.10678132581680455,0.7826355694213621,0.597573612766917,0.2846933453686142,0.9998791707669423,0.6651633416578495,0.33250424795562206,0.10730349805433055,0.487494823882961,0.9841207023650732,0.0,0.0,0.0,1.2058539642681483e-05,0.05318256669554057,1.0551360415799422
700,0.10639462776114414,0.7820773680358241,0.59707287578094,0.28198821284949777,0.9998795627872993,0.6651549976385112,0.33310731761524637,0.10702252138283498,0.4807501966806566,0.9817146545491424,0.0,0.0,0.0,1.4202655055615923e-05,0.05497291485706148,1.054587903901511
800,0.10650350496385702,0.7824912882530779,0.5972259919661541,0.2816647010263542,0.999880258037613,0.6669275556763489,0.3303292404061764,0.1068707983221389,0.4822676413208576,0.9766767027589734,0.0,0.0,0.0,1.238304972220434e-05,0.05515400762048898,1.0546399595776317
900,0.10590709052709059,0.7837810340267797,0.5967202531680063,0.2814901942792322,0.9998826168113015,0.6675694408000725,0.33148592103211677,0.10650053099277587,0.4793814286733733,0.978482270132723,0.0,0.0,0.0,1.901619230704237e-05,0.05733771272423161,1.055984197379611
1000,0.10509757746794583,0.7835076995607759,0.5964973469519663,0.2809673796148614,0.9998836943653481,0.6702486525468666,0.327584677740341,0.10578891533873037,0.47630921427687406,0.9725944128775846,0.0,0.0,0.0,2.0205653662981484e-05,0.057088964075377904,1.0577451047053312
1100,0.10501232170279612,0.7844231536565793,0.596397074143075,0.27861757584944546,0.9998854651366196,0.6690999576440035,0.32625942139391156,0.1053941192245596,0.4713124135356894,0.9726085649626576,0.0,0.0,0.0,2.1536444360986624e-05,0.057848753676157126,1.0574199927348225
1200,0.10460190133701573,0.7849659539587417,0.5951272805750367,0.2792515038910949,0.9998886108147872,0.6702931230232935,0.32743865161291813,0.10460523711835683,0.46963520463831915,0.9714445980438645,0.0,0.0,0.0,2.0435374774755212e-05,0.057689799824546875,1.0592199564740412
1300,0.10404480039664891,0.7853854005746245,0.5957454856516761,0.27760325430862975,0.9998901323961701,0.6720935979868331,0.32517721823063334,0.10475166882399319,0.4667309716537256,0.9676722127385756,0.0,0.0,0.0,2.1362947122984058e-05,0.05770498278938829,1.0601217427020646
1400,0.10378511482301712,0.7851789160106284,0.5953896994598502,0.2773394979473653,0.9998904869849882,0.6720012442136047,0.325463081471566,0.10411604162677353,0.4650961689921912,0.9682329107218656,0.0,0.0,0.0,2.5463881536803048e-05,0.06032602688356351,1.0585147935877905
