milliseconds,T,N
0,1.036342361515747,0.9642735662923536
100,1.0774602949278036,1.175574183532083
200,1.1570521463594103,0.9111081804127519
300,1.139512121857352,0.9648639398223997
400,1.0378088264977494,1.0375956812257607
500,1.0923026755762961,1.1587005069221525
600,1.2098068648813929,1.280876077617961
700,1.1650572995180306,1.3892002087236146
800,1.3299155194043761,1.2304740764272237
900,1.3614683504920249,1.4922706889657658
1000,1.3955736898456794,1.552772243574612
1100,1.466432338650173,1.7342575158475568
1200,1.3821714237134284,1.5872104741444577
1300,1.5638144609137752,1.6577805331359687
1400,1.6072796082794087,1.8730891213437322
1500,1.4662933749208797,1.9207516172814514
1600,1.5279229343354448,2.156664484956322
1700,1.7609911043711044,1.8738603638101277
1800,1.7896000709153472,2.206147146363771
1900,1.7739226529421104,2.1515311914512356
2000,1.8761424524880967,2.227330441962674
2100,1.9606643395580785,2.4319923286263343
2200,2.026519023019843,2.652137866970004
2300,1.9311152410561336,2.819129426109553
2400,2.013935006555179,2.855246110877424
2500,2.018056438572819,2.928379838613528
2600,2.0957400600324325,2.9231089355821585
2700,2.1730483781200447,3.1445498671731205
2800,2.252024494415926,3.3230553747069367
2900,2.330269908361064,3.6023984152018356
3000,2.5260722357617453,3.406340094302272
3100,2.451271734534348,3.8509041690987145
3200,2.6444604214128504,3.7873401902302164
3300,2.7723470643918424,4.228552654146482
3400,2.760463928424584,4.199079980996931
3500,2.786569926353366,4.19350854891221
3600,2.9020782407067567,4.736980833077854
3700,3.018866059949955,4.8974870642649755
3800,3.1971730254846698,5.074946923342134
3900,3.2342311451810644,5.024994410355761
4000,3.300120880978198,5.219373582523799
4100,3.331836316552246,5.84606509121304
4200,3.485886688560294,5.767972889879369
4300,3.7100385303717953,6.029234128122475
4400,3.7546875609907433,6.354498859268928
4500,3.792627318420531,6.780570218567772
4600,4.040053897579368,7.0537718168196095
4700,4.12272319125492,7.325904066107512
4800,4.225675929005231,7.645552811680041
4900,4.390757731420171,7.791993106766703
5000,4.352783807503852,8.09131106833805
