milliseconds,Cln,ClbSt,MBF,Nrm1t,ClbMt,Polo,Sic1t,SBF,Cdh1,Cdc14
0,0.1,0.999999999999997,0.05,0.509,0.999999999999997,0.249999999999999,0.0,0.999999999999985,0.0,0.1
100,0.10861946159459214,0.9907243659743228,0.04975081635233379,0.5092221933453418,1.0008869826421922,0.25072210470452794,0.001650136402044724,0.22289471822580664,0.001115914372490323,0.10201293008686226
200,0.1087807722347603,0.9815393968320927,0.04950325356510726,0.5094437370917103,1.0017704957964233,0.25144299802668946,0.0027619786451808875,0.062439677449295995,0.0011344206339016852,0.10405617870144784
300,0.10762040961560865,0.9724420259247913,0.04925729810681718,0.5096639260357858,1.002651167111466,0.252163044035957,0.0035149402194549115,0.04432784914361363,0.0011530927046688967,0.10613048201940435
400,0.1063410620543926,0.963431126762872,0.049012938187944693,0.5098826734915726,1.003528977695366,0.2528823752424135,0.0040280503068575915,0.04231920898923781,0.0011719883380419927,0.10823656545432468
500,0.10506823276276255,0.9545058348468761,0.04877016231867795,0.5100999767329882,1.0044039027955658,0.25360107597649584,0.004380505705774935,0.04186329181406289,0.0011911585880142212,0.11037513948281545
600,0.10381357667520376,0.9456653192671769,0.04852895914182131,0.510315841256874,1.0052759129793336,0.25431919809419606,0.004625132673439669,0.04155597199142713,0.0012106424231255579,0.11254689735679824
700,0.10257789339020187,0.9369087595420511,0.04828931741569252,0.5105302731566529,1.0061449752452878,0.25503677152151705,0.004797246908323102,0.041265095601350686,0.0012304697932788535,0.11475251397531729
800,0.10136096920741684,0.9282353433559902,0.048051226011584056,0.5107432784227268,1.0070110538081563,0.2557538113073374,0.004920505370187612,0.040978906018499066,0.0012506644620897843,0.11699264548563394
900,0.1001625129913257,0.9196442662996488,0.0478146739124838,0.5109548628992011,1.0078741106326783,0.2564703223497695,0.005010785804353533,0.04069654507745392,0.001271246005809895,0.1192679293303198
1000,0.09898223521320765,0.9111347317971898,0.04757965021183261,0.5111650322971847,1.0087341057941424,0.2571863025706776,0.005078766868625854,0.0404180772487929,0.0012922311830497932,0.12157898455857463
