miliseconds,T,B,E,R,V
0,3.0168274847596184,-0.00048283834847953925,100.97653478235195,0.9287803896636294,0.0
100,3.1285386192507256,-0.0004307476549598199,113.5729561392625,1.207819875260001,0.0
200,3.109465956158426,0.0013596192019449287,124.59735705297935,1.2690270391952474,0.0
300,3.1200169594953686,0.0030287495832084176,133.2437794057033,1.263920194764154,0.0
400,3.275650908071677,0.0044850751785673205,138.04258818325403,1.4517679971667172,0.0
500,3.2766954532399972,0.003918716583756894,145.61001990698927,1.751040332918108,0.0
600,3.3610726103890642,0.006395154495101603,148.67343809772797,1.6467756386872427,0.0
700,3.452443904045932,0.008508547557781038,152.81980994936677,1.8223270380847083,0.0
800,3.48145635733304,0.00921558717647666,155.7895489941174,1.9809569131782674,0.0
900,3.555237530223629,0.01036580235529973,160.15103319716025,2.367738208121371,0.0
1000,3.5760321631788403,0.008854329854302628,163.0888266374584,2.3605637569239164,0.0
1100,3.64621482474172,0.012664427208149193,165.0602026134223,2.6476483883294173,0.0
1200,3.8298052588807865,0.013844164450213307,167.28553706607508,2.7335946334939054,0.0
1300,3.799775607907906,0.013408096942611122,170.15723508365494,2.8355437596193456,0.0
1400,3.8973957365347522,0.015120011649201955,172.76907595723912,2.9883720854095306,0.0
1500,4.009886297355231,0.015834007165701738,174.77672258344074,3.150344893713669,0.0
1600,4.021251836822943,0.019451111248163767,175.92611202285786,3.4741441186076942,0.0
1700,4.161935876807896,0.020411678728702486,177.75569548464793,3.6368293895619566,0.0
1800,4.301312727217477,0.0226047734819041,178.13922744303437,3.793601025047278,0.0
1900,4.342841009364582,0.02554072197482334,179.49985811481483,3.9430850870738317,0.0
2000,4.412883782133759,0.02682513160218837,181.4469767464336,4.235005080714593,0.0
2100,4.472885576509785,0.02627436695906645,181.60308718130324,4.38039856626988,0.0
2200,4.515868234952125,0.028452579589719598,182.9319531969412,4.590194584015334,0.0
2300,4.6458045410436615,0.03224296642357101,185.65693664431336,4.718294355523286,0.0
2400,4.764582230169117,0.03267466690191145,186.92548494521859,4.851714914417767,0.0
2500,4.899728719125149,0.03467712335709556,185.6216256419388,4.998247519246276,0.0
2600,4.957358170747452,0.03913234247584096,186.9513146070865,5.129393010665402,0.0
2700,4.982897156127476,0.041091269486757204,187.63069861726012,5.391800019765556,0.0
2800,5.1857627605466,0.04155730898961348,190.01394991811804,5.503153570080809,0.0
2900,5.224209104294524,0.043668428344220536,189.28779995388692,5.688206567558039,0.0
3000,5.323388711398057,0.04943815662481991,190.4746406161687,5.895608009630012,0.0
3100,5.467162515544246,0.0504741373755217,191.35995513937243,6.204666698084656,0.0
3200,5.472267887454646,0.051914809471697944,191.62091971246122,6.282773082447805,0.0
3300,5.633968674444789,0.05672087121541998,193.0049492077486,6.610983637388095,0.0
3400,5.714043644359132,0.05880064312617032,192.99805465702644,6.664463647210343,0.0
3500,5.853052520688732,0.06252511739635033,192.81372885136543,7.0792921436159455,0.0
3600,6.025008148502558,0.06638700523454796,194.1314144821895,7.220982454373774,0.0
3700,6.050845784008895,0.06748996660954418,194.80986664854512,7.381313101327081,0.0
3800,6.262270375875873,0.07197790920684448,194.32474379362193,7.59067840100123,0.0
3900,6.276867480226341,0.07355367094790813,194.18955463387152,7.739039295289966,0.0
4000,6.430910456309252,0.07809247633685007,193.81663456167814,7.964564146151077,0.0
4100,6.643389357313883,0.0829104418720849,196.17202584864646,8.077253135827709,0.0
4200,6.754593447501635,0.08763017234767692,196.59917698291682,8.369446056062442,0.0
4300,6.793170337273907,0.08978587662672835,195.26225106827013,8.401563500164944,0.0
4400,7.006667900526296,0.09531192891256786,195.35807788264552,8.816630928483745,0.0
4500,7.113085351596574,0.09690854810735268,195.31361691859118,8.86069711129621,0.0
4600,7.252377738032455,0.10266270507875098,196.82882402825274,9.111046908495638,0.0
4700,7.359888947622078,0.10651553452057844,195.76263060955225,9.180882084868108,0.0
4800,7.51449216633587,0.11215921855481413,196.93221288569322,9.432894419156005,0.0
4900,7.6726516619071035,0.11606333725224427,197.25529561264565,9.655943003536992,0.0
5000,7.827894423914205,0.12098228738460572,197.43897937360288,9.927029379115494,0.0
