milliseconds,G6P_F6P,FBP
0,3.715123012906888,0.0006364798863898424
100,3.719769528109511,0.0006297885454915155
200,3.7194645676711318,0.0006307045709207278
300,3.720157701335425,0.0006306182480716633
400,3.724442133145975,0.0006331180411758622
500,3.7280099368104485,0.00063322262721716
600,3.727064673135618,0.0006354201154761999
700,3.7294450982561558,0.0006362159955720737
800,3.7336118883601954,0.0006359443233897878
900,3.7304999063117985,0.0006386368808609881
1000,3.7335295689757837,0.0006372319112019014
1100,3.7387345086150816,0.0006399829019419791
1200,3.736167864745617,0.0006396442820011253
1300,3.738409685226545,0.000642502836436054
1400,3.7435391628391415,0.000642717733176985
1500,3.740864086558055,0.0006456522339260003
1600,3.7471990476996893,0.0006463429298052371
1700,3.7473768472632174,0.0006455254872771259
1800,3.7460585006558222,0.0006484393509968371
1900,3.7506122484522053,0.0006507540534007354
2000,3.74955302972023,0.0006493743276571838
2100,3.753094469289254,0.000652342388025511
2200,3.7558620304272843,0.0006530315577403326
2300,3.756519958226073,0.0006541487079196202
2400,3.7599046129518947,0.0006548279614797115
2500,3.7618289997713,0.000656093838659458
2600,3.7638485505971,0.0006565565579983159
2700,3.764348973237308,0.0006587851242825196
2800,3.765516252025459,0.0006606230171975042
2900,3.766961250241997,0.0006620116813345793
3000,3.768502872704368,0.0006618083914426197
3100,3.7683590418026904,0.0006650618270531032
3200,3.7744421131715153,0.0006659212140722223
3300,3.7715257676327476,0.0006669066271014672
3400,3.774577366567129,0.0006678152848448791
3500,3.774818771121738,0.0006671734658624033
3600,3.7789664379902907,0.000668234228835729
3700,3.7801202892262515,0.0006713782898784552
3800,3.783903739444485,0.0006729657885282418
3900,3.7828579461348077,0.0006716359334233869
4000,3.7861851841531835,0.0006751036133069907
4100,3.7877690299171287,0.000676610158864622
4200,3.7862245203992595,0.0006780176313212844
4300,3.791707232155499,0.0006787951378100101
4400,3.7935817089735635,0.0006801979002176164
4500,3.7935157941453648,0.000679163540175765
4600,3.796959453740694,0.000679821653209971
4700,3.794832252705175,0.000681115915997932
4800,3.7988002510534775,0.0006855537455809556
4900,3.7992541689061436,0.0006842009283589497
5000,3.8006314972537285,0.0006866954844856527
