milliseconds,G6P_F6P,FBP
0,3.7152749871981445,0.0006352734880462387
100,3.716988974026073,0.000631376657835883
200,3.7208130501758534,0.0006288300783178569
300,3.721937999616746,0.0006299770990486909
400,3.7254458729968847,0.0006314399753246313
500,3.7264460433542657,0.000633131353568666
600,3.726794492035804,0.0006333844990119178
700,3.7292857538567845,0.0006341796129179026
800,3.7306226465220798,0.0006372902051732513
900,3.7347192524342536,0.0006364637081875843
1000,3.7354898307550415,0.0006376856661142737
1100,3.735299811040237,0.0006411661806047813
1200,3.735791881877917,0.0006427278642359375
1300,3.738031297725911,0.0006430115149898188
1400,3.7421529266016,0.0006449807054308009
1500,3.741370399502171,0.0006431181355448937
1600,3.744785420948377,0.000646642525313495
1700,3.7441525217476226,0.000646186819889049
1800,3.7469035608265657,0.0006489503253483086
1900,3.7476807278784037,0.0006479571274983665
2000,3.7526672203980618,0.0006504122402613502
2100,3.752234874152725,0.0006521721828513988
2200,3.755841972444438,0.0006511721697588372
2300,3.757371463065211,0.0006541461631218408
2400,3.7588803464393656,0.0006548637695871543
2500,3.7625352707623034,0.0006564469712942162
2600,3.762162502498366,0.0006576903503216194
2700,3.7624059393580294,0.000657093992881969
2800,3.7638708563939125,0.000660739493935774
2900,3.7677086282342427,0.0006619077559247132
3000,3.768468353449389,0.000660807258898688
3100,3.769313403860186,0.0006633922321364787
3200,3.772579125417826,0.0006654175934399142
3300,3.7746075151589324,0.0006649135852595941
3400,3.7758424472586856,0.0006681745467353083
3500,3.777776394813235,0.0006667957348614564
3600,3.777955931411481,0.0006705348459866259
3700,3.779962365656413,0.0006704304827466159
3800,3.7794979177075425,0.000671910333684503
3900,3.782846536545882,0.000672532929403145
4000,3.7855304239602954,0.0006758870607275909
4100,3.7850501318036773,0.0006743622721125735
4200,3.78918457333257,0.0006773118518555868
4300,3.790781548671088,0.0006781994178788063
4400,3.791703931279328,0.0006781488725517322
4500,3.7915099532920955,0.0006814935165669076
4600,3.7964711755682616,0.0006808849985430381
4700,3.797907407720218,0.0006842539254333257
4800,3.7968535425406196,0.0006842861947561059
4900,3.800740082203456,0.0006845996407993037
5000,3.7993766401883304,0.0006872952871495864
