milliseconds,G6P_F6P,FBP
0,3.7164033597999606,0.0006362303641784115
100,3.71909881694226,0.0006303673550412184
200,3.7218118524416406,0.0006290277636031987
300,3.7249962620937773,0.0006314994141392914
400,3.724586083505466,0.0006331486663309029
500,3.7265964371877467,0.000631689736399319
600,3.727667991537693,0.0006344913897280607
700,3.729428833430164,0.0006342639965178512
800,3.7336677620630527,0.0006351452572140483
900,3.732632044546893,0.000635960968155294
1000,3.7341882060959177,0.000639612901541498
1100,3.7340498748770585,0.0006386095372748654
1200,3.7360386346227545,0.0006409345588664352
1300,3.738424944573089,0.000642417718019259
1400,3.741858494907725,0.0006432520175789266
1500,3.7422446709586974,0.0006443694402205715
1600,3.743398308723155,0.0006441750766669278
1700,3.7465461463092424,0.0006480520905847479
1800,3.746978745016051,0.0006484397475136911
1900,3.748675426643755,0.0006497687668770475
2000,3.7512103467060682,0.0006490755695213487
2100,3.752618772868493,0.0006508899721855609
2200,3.75690773431993,0.000653695087970156
2300,3.757534675643955,0.0006539959806407268
2400,3.7606256087708445,0.0006562926302965429
2500,3.757782020299986,0.0006560111073804414
2600,3.764008989761231,0.0006562922689912899
2700,3.7652089058954337,0.0006585263956424454
2800,3.763657117457626,0.0006596731070635871
2900,3.7675397758325273,0.0006606234977960695
3000,3.770792035094763,0.0006622922558062313
3100,3.772193426256629,0.000664224076383018
3200,3.7706342449338037,0.0006650665744455503
3300,3.774804859153343,0.0006661559022554114
3400,3.7757771444385404,0.0006656461660838125
3500,3.7766867027241275,0.0006684940880327569
3600,3.777132289184034,0.0006707656456622332
3700,3.77976881572672,0.0006716507575971382
3800,3.7794332683442025,0.000671139972943206
3900,3.7823592712395926,0.0006736869853253038
4000,3.783818998773497,0.0006745257445075472
4100,3.788466061623865,0.0006746525936453969
4200,3.7883538131897856,0.0006777945881638808
4300,3.7895025877724238,0.0006779494521713818
4400,3.79068380201942,0.0006781296647270212
4500,3.793846371378756,0.0006788536995552469
4600,3.795527981219618,0.0006819898946129816
4700,3.7970832532124277,0.0006832762603209258
4800,3.79776967902106,0.0006834610603539688
4900,3.7988183632267623,0.0006867279141902078
5000,3.7996213792802687,0.0006854382149038926
