milliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR
0,68190.33576167167,-0.030029746154306997,-4.229729035531841e-09,0.04330899748811464,6.734748166559238e-10,3.5431674054221807,2.9066491220096825e-16,1.0367776229278139e-18,0.0314602192468624
100,68191.12436940383,0.018402522886823335,-1.4421858811623583e-08,0.0433090032456723,-7.675613363879456e-11,3.543167405422177,-4.165313730155903e-15,-4.074597941110418e-18,-1.0119303279764293
200,68189.73067254125,-0.021261668269494115,-1.7472063468604113e-08,0.04330903396436541,-1.1668120889169918e-10,3.5431674054221776,-2.441447691855316e-15,-5.731105539300697e-19,-0.022217272559669765
300,68189.0851596555,-0.018250605135938704,-1.1157603872583991e-08,0.043309030490087816,8.694756939976238e-10,3.543167405422183,-4.470013487367443e-15,5.688159458194192e-20,1.0548976172911124
400,68189.60010504424,0.021378387670264773,1.1081432566912791e-08,0.04330904320536824,-9.005637328276983e-11,3.5431674054221767,-3.67707300480195e-15,4.398976687734064e-18,-0.0073537012825464765
500,68188.54387970173,-0.001582207294704491,-2.412519991125485e-08,0.043308992217398576,-2.3736281833314132e-12,3.543167405422184,-4.1381334421273435e-15,3.620627362600672e-18,0.072276139370202
600,68189.17861403743,-0.00808745185674515,2.3688995817132257e-08,0.04330899517641222,-5.242393282534097e-10,3.5431674054221762,3.2210026267264095e-15,1.2250639548793352e-18,0.16040839281002806
700,68190.59250128281,-0.013152343933802255,2.074569678070129e-08,0.04330902473698674,-1.3174526297674283e-10,3.5431674054221793,-9.530517645025416e-16,-2.8798803187242228e-18,2.1935379581624743
800,68187.78192396587,-0.016679992359607484,2.727732686137328e-08,0.04330901974825206,-8.055706705324487e-10,3.543167405422182,2.3959553296893304e-15,3.38959479809876e-18,1.623114658084936
900,68187.98509383963,-0.0067455434699326185,1.1047984757578283e-08,0.04330901859989839,-2.9128139582727125e-10,3.543167405422177,-2.2480576923057506e-15,-3.13962034911216e-18,2.752923158086733
1000,68189.29377352419,0.048236397995768766,1.9657198977338963e-08,0.0433089854414855,-5.748285733112004e-11,3.5431674054221785,4.10729718722421e-15,-8.679391226927892e-20,0.9766883756564123
1100,68188.59276197602,0.0398688080172636,-1.802882481002571e-08,0.043309034335843155,3.33336187175907e-11,3.54316740542218,-3.366640149981643e-15,2.7406475962447315e-18,1.4585928783213975
1200,68188.29702248842,0.023964878347400385,1.6324083808794255e-08,0.04330898902341013,-6.291462523454889e-10,3.5431674054221753,3.8921873474241224e-16,-3.776680068088332e-18,2.4208378183663255
1300,68188.15943553217,0.002541767944773999,-1.236780971858798e-09,0.04330898413725071,-4.4485550393273925e-10,3.543167405422182,3.864851993936031e-15,-4.515565855299698e-19,3.3628187392178983
1400,68186.9986178691,0.06344801859191043,2.6560679814635352e-09,0.04330898914194937,9.029573396351244e-10,3.543167405422176,-1.9868700125325826e-15,1.2152159371601012e-18,3.1081382051566755
