milliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR
0,68191.3999614888,0.01687372498268497,-6.4100128342774166e-09,0.043308988374030674,-2.9569760733213917e-10,3.543167405422175,-3.730529688259443e-15,-4.4150581266201535e-18,-0.30354963887524966
100,68190.6822409943,-0.02302473667944218,1.5285005732976718e-08,0.043308997825497526,6.162165603641266e-10,3.5431674054221762,3.0779954585777756e-15,-4.4427767909483484e-18,-0.7755449832243391
200,68191.13445468976,0.028854223151180258,9.83047156353425e-10,0.04330900766243839,7.919669578263216e-10,3.5431674054221753,-3.2222581147850764e-15,-3.1312823816925638e-18,-0.5237731093997826
300,68189.96989304155,-0.02951840355039807,1.6677717824775854e-08,0.04330901175444681,-4.5081072293303156e-10,3.543167405422181,-3.601901070908329e-15,3.0598037109097e-18,1.4833458841844143
400,68188.79578301405,-0.018321982886711056,2.360167192357473e-08,0.04330904736249625,5.276693681582212e-10,3.5431674054221833,-1.3590178800251883e-15,4.168202548436781e-18,-0.7088699542191932
500,68189.73361437132,0.007106340218142433,1.4928183540401814e-08,0.043308996278535176,-4.484299405378529e-10,3.543167405422178,3.849866267727156e-15,-1.6630279231317786e-18,0.8451295221232873
600,68189.03226551588,-0.0026179346619849405,-2.5436596499885647e-08,0.043309005053185,5.582485039771468e-10,3.543167405422185,-1.2096302803278733e-15,-1.5723529300787201e-18,0.17843446283135134
700,68188.21788356063,-0.03114252255864284,-1.279422592134671e-08,0.043309001454362964,-1.494518560749111e-10,3.543167405422183,-4.258856791218055e-15,-2.6363631900245697e-19,2.136753714517643
800,68189.8523935722,0.005976994004019246,1.0445463829151674e-08,0.04330899798967099,3.4241851358668763e-10,3.5431674054221807,-4.348486718899351e-15,2.0099778644563243e-18,0.4451309977660317
900,68189.08128192338,-0.0010426147095528842,-1.9396446361699794e-08,0.04330902611321227,5.912842809276669e-10,3.5431674054221793,-1.2186113577787226e-17,-2.025955554796461e-19,1.2564334642036947
1000,68187.87816533707,0.030585136471477155,6.1750572160564135e-09,0.04330903782498528,-4.080862783675457e-11,3.543167405422184,-2.049176286565237e-15,2.95299591868666e-18,2.8080449321194973
1100,68188.02744480845,0.028938712701460444,-1.7477790779828134e-08,0.04330899427998837,8.358109473415786e-10,3.543167405422177,3.152299098683714e-15,2.277765247571179e-18,1.2945350861732743
1200,68188.27487458718,0.04339702409373845,-2.3664523672068926e-08,0.04330901532550225,-5.110535332942957e-10,3.5431674054221807,-4.578973700529118e-16,5.630410093096071e-19,3.444974628134943
1300,68186.95104506273,0.04877957965946962,-1.7655600261760105e-08,0.043309035030846675,-7.09643904679736e-11,3.5431674054221776,-1.3957573490003982e-15,3.127124279140443e-18,2.489759957184621
1400,68185.75667448973,0.044485106807705704,2.9206155623839637e-08,0.04330903890517559,-4.841806088557537e-10,3.5431674054221767,5.216804844439311e-15,-4.4905808533451654e-18,3.576754126241521
1500,68186.45103201809,0.06357903097461427,-1.0422860430001492e-08,0.043309009032324146,5.0300507546107916e-11,3.54316740542218,1.233108749697325e-16,1.4349943020127312e-18,4.3348670429644605
1600,68186.38816374257,0.024814976184919756,-5.421681722897531e-09,0.04330899639226584,5.969292829301792e-10,3.543167405422179,5.506782683215454e-15,6.443104318562125e-19,3.766661380642667
1700,68184.68948294863,0.029442898661580112,2.4896308574541124e-08,0.04330899176224103,-2.536135652371026e-11,3.543167405422184,3.957631634157401e-15,3.580278883242956e-18,6.23059769733071
1800,68184.4762483042,0.04512125663217022,7.2978690421673265e-09,0.04330900871041344,-5.457733311679029e-10,3.543167405422175,-3.3375465801427568e-15,-1.562184005211054e-18,6.590023569469312
1900,68182.2667073582,0.11267750358354166,4.885258147579622e-09,0.04330898239571797,-2.85030286661769e-10,3.543167405422183,-1.458882144554112e-15,4.080454983215883e-18,7.067276456645201
2000,68181.86470246522,0.08578585495685831,3.948317128796633e-08,0.04330900334384579,2.316458316470873e-10,3.5431674054221785,1.772432068999974e-15,-3.569822788582697e-18,7.290074083514916
2100,68182.17282192389,0.11274793005467203,4.1221049747727984e-08,0.04330899088970639,3.9603577014972035e-10,3.543167405422175,5.546763957583572e-15,5.576379349814276e-20,8.541745454494569
2200,68182.20621135601,0.1115682518517189,6.151079691986397e-08,0.04330895136455995,1.224440758191713e-09,3.5431674054221762,6.03647455672545e-15,-2.456806816396703e-18,9.104110296111559
2300,68180.58042116722,0.17340164805246433,5.59591276058879e-08,0.04330895288906391,1.4290020353121852e-09,3.5431674054221745,6.510348107358e-15,2.459537625615586e-19,8.499214035665506
2400,68179.56475144291,0.14973603406568445,7.227086226267794e-08,0.04330892342575926,1.0750100225387621e-09,3.543167405422176,2.5028828045016794e-15,-4.2088702632226175e-19,9.516257301035179
2500,68179.42388111922,0.1991983492286751,5.8121054375325016e-08,0.043308934237105516,7.238513446159026e-10,3.543167405422172,-6.450551774849737e-16,3.394981522212943e-18,11.50493923146401
2600,68178.4804885402,0.19364836000394667,8.128919996422166e-08,0.04330890131822187,1.6822775020524822e-09,3.5431674054221745,8.74206443106206e-15,7.307530722251576e-20,11.425509498220848
2700,68176.75836105348,0.21029529796654403,9.296829915830588e-08,0.04330891333868679,2.3600692720165956e-09,3.543167405422176,2.1146879905751313e-15,6.7809686104428166e-18,12.6884437371889
2800,68175.14406861686,0.21661565595727464,9.02314906192824e-08,0.04330890163192066,1.9927098898293456e-09,3.5431674054221762,3.752080952524316e-15,5.474343459354053e-18,14.027405680735301
2900,68173.73218237262,0.25204183197384045,1.5139352134701378e-07,0.04330886558001662,1.7727904537896268e-09,3.543167405422176,8.837896455599198e-15,5.874904871122687e-18,15.004589497483478
3000,68173.81657148886,0.2788173429493701,1.4432763194630032e-07,0.04330888921086167,2.6392553467922374e-09,3.5431674054221705,1.3273015554964642e-14,2.3630514923301014e-18,17.341004026942496
3100,68172.76116356927,0.29951968014193353,1.8215158934885025e-07,0.04330887364457526,3.930262947214105e-09,3.543167405422168,8.11984812827756e-15,6.496574333717389e-18,16.73912473711053
3200,68171.35102146055,0.3227371724584676,2.115681669370581e-07,0.04330881778838414,3.591765686866299e-09,3.5431674054221602,1.9251903643599185e-14,5.839387382886008e-18,18.13400259157664
3300,68169.90228717698,0.3967615705204219,2.442864814164822e-07,0.04330881652598277,3.5178564835483705e-09,3.543167405422163,2.0057980090515042e-14,6.231040245999804e-18,18.55152098527675
3400,68169.710221225,0.45875017891668496,2.158657868300427e-07,0.043308765539678364,5.014140342802501e-09,3.5431674054221602,1.8695235655150217e-14,1.5803337968293708e-17,19.604489764467566
3500,68167.41900865473,0.4826546561902398,2.484266794160285e-07,0.04330873973388911,5.0042502385204545e-09,3.543167405422158,2.918776910939252e-14,1.3509622554905406e-17,21.0540592287447
3600,68167.00029903132,0.5111862868463203,2.955009582299063e-07,0.043308710550944825,7.055951904712301e-09,3.5431674054221447,2.9263213532747887e-14,2.3267813714054508e-17,24.2367923791386
3700,68165.47875681419,0.5397515987959643,3.1318661777228803e-07,0.043308670449591594,8.436723885758019e-09,3.5431674054221425,3.1060415381130084e-14,1.924214773935463e-17,23.32032993016261
3800,68163.87427631774,0.5441055664039892,3.8544189755671065e-07,0.043308646199380324,8.231021582282367e-09,3.5431674054221407,3.8914654768455014e-14,2.98015025403562e-17,25.965675063421205
3900,68161.1667978223,0.6499766384744504,4.3085761287247983e-07,0.04330856744440523,1.0391805885197746e-08,3.5431674054221345,4.795611376734337e-14,2.996220787109446e-17,28.03096944010722
4000,68161.75854472532,0.6733739591880057,4.7622677011094846e-07,0.04330857021799018,1.0771334567769513e-08,3.543167405422123,5.3310855856596554e-14,4.2009869485448116e-17,28.928564106529826
4100,68158.4508802732,0.7094589304322341,5.255956463150494e-07,0.04330850592092845,1.2059377574921343e-08,3.543167405422117,6.709827418880834e-14,4.511780937317463e-17,28.733301713250434
4200,68156.96406238026,0.8072290903574035,5.63527118352266e-07,0.043308477557091336,1.4280792993668703e-08,3.543167405422109,7.885289845759631e-14,5.776643418105807e-17,29.875750361535996
4300,68157.38564109977,0.8440182993328247,6.118650026199813e-07,0.043308403248193204,1.5316878129528465e-08,3.5431674054220945,8.418659296549595e-14,6.894582788438519e-17,31.62487004929204
4400,68154.04449843951,0.8912537024101931,6.70302885705853e-07,0.04330835419105671,1.8118057828911176e-08,3.543167405422081,1.0352591156124689e-13,7.713191648412033e-17,33.50634722365608
4500,68152.71776793657,0.9175578198141443,7.209242567132864e-07,0.04330829679465482,1.88174110137077e-08,3.543167405422064,1.1701293789394053e-13,9.269789874427565e-17,35.944509490141606
4600,68152.15118373999,1.0322028157099856,7.915757994647561e-07,0.04330823792250852,2.2189653724683783e-08,3.5431674054220506,1.2694745605047708e-13,1.0335741744169166e-16,36.715668091249135
4700,68150.1763531807,1.0794387114139417,8.623263122320781e-07,0.04330813923140895,2.4565809161618292e-08,3.543167405422039,1.494793978845248e-13,1.193468622882558e-16,38.06431561648848
4800,68148.31956101739,1.1040648157776551,9.133171301770279e-07,0.04330806017215254,2.7469502946824632e-08,3.543167405422019,1.6854289840841621e-13,1.379578126339336e-16,39.35597336947128
4900,68147.27541295036,1.1719088269251638,9.677159727371385e-07,0.0433079810669752,2.982228354498355e-08,3.543167405421989,1.8261950400374579e-13,1.651547356204734e-16,41.888412757091494
5000,68144.36983381011,1.2434273060944598,1.0423054032755555e-06,0.04330793825697528,3.297174820155148e-08,3.543167405421975,2.106939741590328e-13,1.884073852798392e-16,44.488603848708195
