milliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR
0,68189.98948018515,0.029045071473140522,1.8081035616406816e-08,0.04330900356752472,5.550473979231229e-10,3.5431674054221847,1.7530703797393093e-15,-4.253026036763404e-18,0.07980219647291285
100,68189.03566054655,0.03322639721213744,-2.347109868381103e-08,0.04330899802579171,-7.879862664150074e-10,3.543167405422178,7.149383687302699e-16,1.4952083255774081e-18,0.018457179657336276
200,68189.02099911243,0.02777506592826022,-1.996248826296539e-08,0.043309008588887477,-3.439770516523189e-10,3.543167405422179,-5.176965950867622e-15,5.713373795918945e-19,-0.7782508779193341
300,68190.37242734768,0.03288685361483531,6.920062980388881e-09,0.04330904329535947,-1.3968827202458791e-10,3.5431674054221793,2.8347839751584636e-15,4.621342924523401e-19,1.466265646974579
400,68188.57450330678,-0.02163087906245667,2.3645741899193023e-08,0.04330901306744858,3.535738962390366e-10,3.543167405422176,-4.576275681471608e-15,4.4911312292472864e-18,-0.8736116896394763
500,68190.11285116027,0.010361291357929977,2.350484223139913e-08,0.04330899877557567,2.2378488889144138e-10,3.5431674054221785,7.674118966412488e-16,2.409679199544966e-18,-0.02071976621301802
600,68188.95600113292,-0.030648063038585437,-1.396898272097067e-08,0.043309021324134174,1.2627907413683726e-10,3.5431674054221833,1.0548002425163097e-16,4.047425968824517e-18,-0.22940076369004603
700,68188.35595821138,-0.00975615025768594,-8.121693313917692e-09,0.04330899566325136,6.69719326106978e-10,3.543167405422179,-5.928234750238169e-16,4.2637382472078986e-18,0.9350269459041001
800,68188.12956540711,0.017960717268280118,-1.741812522483671e-08,0.04330901775808968,-1.678008185452106e-10,3.543167405422177,8.126007474676809e-16,-3.1226793675562078e-18,2.544876086667215
900,68188.87378677903,0.03248312458713221,2.020796280298808e-08,0.043309035939270456,-3.062558676058321e-10,3.5431674054221802,2.489893057058027e-15,-8.14735902687283e-19,2.8313084462019478
1000,68188.72634063057,-0.013940894080814661,2.8944433829801812e-08,0.04330902717564839,6.312832520832919e-11,3.5431674054221785,-2.6823307065172156e-15,-1.6930093457518408e-18,0.967684681065279
1100,68189.12033676593,-0.020166830122326417,-7.994657629921296e-09,0.04330903874124253,8.099565041159201e-10,3.543167405422177,-8.97549141308966e-16,-5.1986934597954145e-19,2.6238988112905903
1200,68187.92734768768,-0.012069527166266282,2.0700157110952496e-08,0.04330903986874821,-2.668717978733882e-10,3.543167405422184,-2.2062596103644839e-16,-1.9292814060624623e-18,3.9125498483079726
1300,68188.3080833093,0.040704435266283846,3.552074155922022e-08,0.04330903131138829,2.331961108048309e-10,3.5431674054221753,-5.088222479848066e-15,-3.63629094500426e-18,3.0571967253760843
1400,68185.19728798799,0.026767492067690565,8.882490732471738e-09,0.043309022033067836,8.601176467882009e-10,3.5431674054221785,-5.538726355140433e-16,3.0977238302346e-18,3.451554422482548
1500,68185.40167701268,0.06109056349792639,3.586720888891789e-08,0.04330902787375681,-2.732081403036482e-10,3.5431674054221802,1.2982645764133525e-15,-4.404274715156294e-18,2.890142677501799
1600,68185.40413553087,0.079199149858172,-4.685123763079589e-09,0.04330897950076002,2.627070264662623e-10,3.5431674054221745,-1.155538814103663e-15,1.1048681211254805e-19,5.581964338019613
1700,68183.92221356461,0.09310395812165338,3.033012805044365e-08,0.04330897170071944,-2.898156190692336e-10,3.5431674054221824,5.469411031691668e-15,8.900817026146052e-20,5.739451519951567
1800,68184.24353543816,0.08720743862342065,2.6270883969358878e-08,0.04330899553951823,4.4494790264551277e-10,3.5431674054221842,-2.0964380785016658e-15,3.7960451803909595e-18,5.430513471078231
1900,68184.31123229011,0.09632216518144164,4.078365572158145e-08,0.04330896147653046,1.1400577696742202e-09,3.5431674054221802,-4.2088605635832344e-15,2.0670817155890588e-18,6.509723161404248
2000,68183.40351681656,0.05464625304775553,4.0095104468424224e-08,0.04330896706025826,-2.1335749577157762e-10,3.543167405422179,-2.6148356031563564e-15,4.6222590030239454e-18,8.669588895832316
2100,68182.75567308819,0.11509953110208279,5.994068322322211e-08,0.04330896906094628,9.673437920437278e-10,3.543167405422179,2.7019126789942817e-15,4.180625142579346e-18,7.675873171170783
