milliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR
0,68188.94573571488,-0.024934913273487024,1.36472847963583e-08,0.043309041474140775,-3.1072200861335495e-10,3.543167405422181,2.878736948149726e-15,-4.030103262395198e-18,-1.2517562593355307
100,68190.91583790742,-0.0077744229090961165,3.810990727958108e-09,0.043308986234574895,7.248012285899361e-10,3.5431674054221833,2.011368149834432e-15,1.3803309099213452e-18,0.8409891322936087
200,68190.4045123525,0.0226955905873536,-2.9567022898646886e-08,0.04330901498431325,-7.423159515179535e-10,3.543167405422179,3.331426605227046e-15,2.506227232349785e-18,-0.15206640376970182
300,68190.01978404605,-0.012084735475882766,-1.832076637635256e-08,0.043308988563611185,-5.433137812929113e-10,3.5431674054221847,-8.46490237632562e-16,2.9579118623563686e-18,-1.000554673357651
400,68190.93234207979,0.0028736885161216854,-1.844292661845737e-08,0.04330902043937483,-4.9149317236004406e-11,3.5431674054221785,-3.8888384125915554e-16,3.565897120849912e-18,0.42927961829907835
500,68190.96737614361,0.0075699467409342264,-2.7446130591077393e-08,0.04330903113581421,-7.04510514480242e-10,3.5431674054221785,-1.801042715911843e-15,1.76881742692225e-19,-0.5375511944754141
600,68188.79445938025,-0.026831295862688013,1.8622513924807672e-08,0.04330903261871384,-7.808507464648824e-10,3.5431674054221776,-8.884295442599033e-16,-4.2276907379110014e-18,0.833618852477379
700,68188.15607238907,0.016035311632993897,-7.827661253569266e-09,0.04330900305138871,-5.8033604737695825e-11,3.543167405422182,-4.469295560740717e-15,-4.45997758182192e-18,-0.39130124191641413
800,68188.57282181997,-0.009175280100649438,2.4212600286257575e-08,0.0433090291035018,5.026220745628e-10,3.543167405422181,-2.7067476234617355e-16,1.1760194857543958e-18,1.5127457118349519
900,68188.34934326762,-0.015236524521158356,3.055335679886372e-08,0.04330904521634975,-3.015936810386893e-10,3.543167405422177,-1.6669070872480787e-15,-3.3907819913821873e-18,1.734760355053465
1000,68187.51607575896,0.009994254518916355,-1.393578157452469e-08,0.04330900212691965,2.1661312431780314e-10,3.543167405422175,-3.838417152695901e-15,-6.698950118574915e-19,2.1491325084219124
1100,68188.23224835246,0.03966574807214756,-1.466004266701546e-08,0.04330901423693955,2.479910384881235e-10,3.543167405422175,2.7170072140799816e-15,-2.756904208416661e-18,3.5546411461213605
1200,68186.19460600223,0.04337138750163823,-1.751000585471999e-09,0.04330899750756204,3.156651836116912e-10,3.54316740542218,4.273931596702337e-15,2.7268700801805987e-18,1.9793942438497298
1300,68187.56156142955,0.046415425429270685,2.242649823419466e-08,0.043309004073019526,3.9836699075310103e-10,3.543167405422185,3.9151177189969334e-15,4.791928778340942e-19,3.9892871229485127
1400,68185.95372488839,0.056494025835916645,-3.802253206170964e-09,0.04330898542866545,5.719240353908983e-10,3.5431674054221824,-2.096309253021325e-15,-3.9299265878931845e-18,3.268819064095867
