milliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR
1500,68185.2912996566,0.05047399913171776,3.5031167588219914e-08,0.04330902686733288,-1.5143867876218378e-10,3.5431674054221807,-1.3647308240431001e-15,-2.0967173822672717e-18,4.1888422167455674
1600,68185.61424181888,0.06970546859560162,1.5699262883981545e-08,0.0433089949292878,9.013563187099908e-10,3.54316740542218,-1.4928285066340553e-15,1.625355392921953e-18,5.535020729698587
1700,68185.92910459028,0.02178661718611511,1.8116952739346668e-08,0.04330898075268204,-1.5541248496938014e-10,3.5431674054221762,-1.2853615764828127e-15,-4.338909934087498e-18,4.025397554870423
1800,68182.89570532735,0.03600830083752375,4.336385611711922e-08,0.04330899198877997,1.0058532976912426e-09,3.543167405422184,5.244274156122149e-15,2.7663745617518213e-18,5.65801977063194
1900,68183.90058901881,0.07905713507760719,1.5164217541240596e-08,0.04330899871228908,-3.582204957555228e-10,3.5431674054221753,-2.7265706699201372e-15,-3.92439227434175e-18,6.042766883718798
2000,68183.3001990483,0.0841802154093639,4.7718782362369134e-08,0.04330898421593377,-3.818302822074622e-10,3.543167405422183,2.5719307062559248e-15,-3.401636121544475e-18,6.803406947450144
2100,68183.02612407664,0.13468955160471002,1.68616875915596e-08,0.04330896831720715,1.3287005379171138e-09,3.543167405422179,-3.0831680024030967e-15,-2.3973924126408268e-18,8.295440394103753
2200,68179.94936892827,0.15380649762164078,2.298037226005203e-08,0.04330897004255459,7.303853224904176e-10,3.5431674054221745,4.817900026568515e-15,4.212460912989063e-18,7.680154542916998
2300,68181.25504373644,0.12055119447099288,5.828835620229375e-08,0.0433089879497536,1.4950680156800577e-09,3.543167405422177,-8.240113157823649e-16,3.026412900966628e-18,10.418757668275429
2400,68180.44772822641,0.16860095564803265,8.417196285476494e-08,0.0433089620731251,6.974388766000753e-10,3.5431674054221793,-6.161551711828258e-16,3.9766423456970144e-18,10.786281912200174
2500,68177.8910336699,0.16395985137445218,9.01801013879516e-08,0.04330896200929776,1.5915675100483923e-09,3.5431674054221802,5.035015273129115e-16,1.2849585239540425e-18,11.326318220593906
2600,68178.51185609782,0.17366543301926754,7.959973277405536e-08,0.04330894705520994,7.214201812769993e-10,3.5431674054221767,8.181286216275426e-15,1.5145219684796681e-18,10.9543128006424
2700,68177.13779196098,0.21330697183247774,1.0600973815649975e-07,0.0433089300094222,1.1584641682910553e-09,3.5431674054221753,4.929567908618027e-16,-1.2403231311140448e-18,12.522032302439161
2800,68175.38745348774,0.21944359836182334,1.090480940998193e-07,0.043308881565125794,2.065288706054438e-09,3.5431674054221673,9.074464816333179e-15,2.7949045808109386e-18,13.802194894412107
2900,68175.83187530366,0.295895024268524,1.063133601448049e-07,0.04330886303357795,2.424215683385291e-09,3.543167405422174,1.3282964811389622e-14,7.182862409219173e-18,15.05881383681534
3000,68172.89672048499,0.268235259205058,1.4342704034505575e-07,0.04330885183359418,1.9942831182399326e-09,3.543167405422166,1.5375066856923822e-14,6.15122313038927e-18,15.512654181937341
3100,68173.7740686048,0.3154668921585637,1.9094944360958536e-07,0.0433088174361096,3.345848381646389e-09,3.5431674054221682,1.6257434861666478e-14,7.790698515407262e-18,18.139031894910463
3200,68170.34968166305,0.37607548024979914,1.7462764216986446e-07,0.04330883063858827,2.9623089604434083e-09,3.5431674054221634,1.6025431044224263e-14,8.23537663821167e-18,18.170642388048435
3300,68169.36159771269,0.40769869613721826,2.2953106059346604e-07,0.04330882599754111,4.427357479770433e-09,3.54316740542216,1.3993587328259921e-14,1.3545098359212834e-17,18.222408124794214
3400,68169.89903952448,0.4227130508171269,2.3601752776842148e-07,0.04330878394273089,4.435700490459176e-09,3.5431674054221567,2.2034817860853408e-14,9.234785385946475e-18,21.18106753660236
3500,68166.98068343253,0.4710828188470346,2.788335315890783e-07,0.04330875361454152,5.020815606880292e-09,3.5431674054221496,3.011469074751752e-14,1.4733166655169347e-17,22.872418967603974
3600,68166.82956276154,0.4773298882761258,2.8994957566195097e-07,0.043308728356035914,6.938523130694671e-09,3.5431674054221527,3.069655879139425e-14,2.063763463675849e-17,22.689375124018493
3700,68165.5313278066,0.538538572483091,3.635799020125783e-07,0.0433086853511381,8.091772307128941e-09,3.543167405422142,3.830519778929742e-14,1.9981055713557665e-17,25.611618365393763
3800,68164.8198173068,0.6085637023181865,3.867296646357684e-07,0.04330862767125775,9.010753705194426e-09,3.5431674054221376,4.303966312352747e-14,2.9461961470920084e-17,25.436143235362273
3900,68162.73259086002,0.6235156264806992,3.813642215998107e-07,0.04330860258803093,9.610949843889561e-09,3.543167405422128,5.2110888656075467e-14,3.3657509873702235e-17,27.34866709514832
4000,68160.04036182749,0.6960824004645774,4.2714873297484727e-07,0.043308534283448406,1.0377487039797251e-08,3.5431674054221225,5.97500292154911e-14,3.6714959674780484e-17,29.234573970365847
4100,68159.38573959393,0.7388342872214467,5.193772001097106e-07,0.04330851669249498,1.2984242257596217e-08,3.5431674054221167,6.231527744796383e-14,5.0210934599150424e-17,29.269600065091325
4200,68156.88797126432,0.7843746043716866,5.286587067653475e-07,0.04330846228714541,1.4346490946954399e-08,3.543167405422102,7.043992686178182e-14,5.194145520918215e-17,29.8414991340922
4300,68155.82003092098,0.8317599656315774,6.240785083658301e-07,0.043308419377419236,1.5140378241714904e-08,3.5431674054220945,9.144306377046576e-14,6.345909344483261e-17,33.28703699078426
4400,68156.21451585554,0.9088533137225859,6.520963682408081e-07,0.04330834833792247,1.7505788946750268e-08,3.5431674054220785,9.692488524962745e-14,7.556780939231446e-17,34.316691216925356
4500,68154.84448122671,0.9140237247709291,7.227609596595888e-07,0.04330827451832521,1.9829388226965092e-08,3.543167405422065,1.1056506223024184e-13,9.364468950194182e-17,35.47718159169589
4600,68151.96315776167,1.0304988791708234,7.764837043874614e-07,0.04330823756118195,2.156799055953839e-08,3.5431674054220523,1.3140348063798474e-13,1.0263396281040864e-16,37.95249536136507
4700,68149.7826725085,1.090368458308345,8.206430137297968e-07,0.04330813190219883,2.364811838271312e-08,3.543167405422035,1.48811710014527e-13,1.175213470075265e-16,37.50291363890159
4800,68149.426729111,1.122013948507035,9.187006461503877e-07,0.04330805282712957,2.7406871764767516e-08,3.5431674054220137,1.6364078295806907e-13,1.422829558946206e-16,40.19980892986727
4900,68146.12968326965,1.2287578007570172,1.0129778004966963e-06,0.04330801811650522,2.9825932275996835e-08,3.543167405421989,1.8052294339628008e-13,1.6491281950228945e-16,41.638795112324395
5000,68144.87223563097,1.2307576177883581,1.0697588789966404e-06,0.0433079443140378,3.260884848179067e-08,3.543167405421967,2.1328189339063898e-13,1.8852265928833613e-16,44.48733691668143
