milliseconds,RI,RII,lRIRII,lRIRII_endo,RI_endo,RII_endo
0,19.94076818989639,19.95025250639907,0.00013498374903899267,40.1780889999731,-0.7953858731386161,-0.7595688697543932
100,20.267541408739074,19.833157828500052,0.0016218525638394816,39.825651637995705,1.298041322411848,0.7258736920436807
200,20.304500415205244,19.70626430964754,0.0017280361674400866,39.8446065257987,0.9217831567021724,0.7491805092079581
300,20.503892419542474,19.476297511473636,0.0035065010861777958,39.62363876003524,2.609725711073655,1.2368700428682213
400,20.61703429301025,19.286585248350608,0.004047591534936012,39.302643595454654,3.1174884847167554,2.4400691262931438
500,20.935586492215435,19.180698052241446,0.004774306236863683,39.249624251947864,4.162904712502244,3.87298322924973
600,21.155006601108244,18.99931377570329,0.006559820295842214,39.06970453128363,5.129813406534744,3.717131441216315
700,21.1610269284238,18.835826414021543,0.006510922362967619,39.236182296088124,3.816518494331562,4.150838260541472
800,21.55943144520857,18.722704819619373,0.0075202789032388735,39.07379450055712,6.0404777782338215,4.396869162097919
900,21.75829152095982,18.632677141151277,0.00858249075013675,38.82269143573635,6.7029433233494675,6.203181366129875
1000,21.752377602935546,18.524916578024964,0.008550966026660965,38.61438234183172,7.513128303267145,6.468887607960864
1100,22.00350845617806,18.324757635776525,0.009257939670071722,38.572885564703974,7.837268743205396,6.678651286766917
1200,22.064031657894613,18.27131419226539,0.01020140203881371,38.54345963670845,8.885539836239744,7.992694226849112
1300,22.208322125785497,18.245429863888617,0.010454049618351306,38.379490517129994,9.086829280565395,8.408666456871458
1400,22.49212306121448,18.096486944891,0.01166557995542921,38.06121974641675,9.098971402600926,8.940488656622655
1500,22.7197741529725,17.98211436410649,0.011997610241232623,38.02333966302524,9.423962010892353,9.815984929018935
1600,22.574265608495438,17.837154522824527,0.012579580717826161,37.96837711999083,10.198022174918675,9.462912340118931
1700,23.002161665901507,17.82828665353343,0.01269388819284248,37.87712367951948,11.29069622737988,9.839202167848208
1800,22.89655379806475,17.637741507754665,0.012756144910485705,37.61114766235586,12.532074462695661,10.497829517051184
1900,23.114927829505767,17.56787926578788,0.013166071887448332,37.62513571277449,12.488824233549716,11.663964868893856
2000,23.341042904201505,17.577753423429165,0.014028967474119297,37.42466986149393,14.725686473651514,12.03078046549389
2100,23.26763146192557,17.525333404950874,0.014186172901772136,37.13278122524542,14.235984202350744,12.818621609580015
2200,23.54049709110867,17.451353851257807,0.014288586265290941,37.32820831543054,15.30148309131727,12.722015464162372
2300,23.528324250137896,17.288424475411386,0.015476427161042387,37.177393098380094,16.51467208974369,13.98197165888401
2400,23.71161265628301,17.24659719837272,0.015693622421114287,36.86673962488195,17.844816959866343,14.828940851746463
2500,23.78894056696495,17.246528336347325,0.016085815877888623,36.63737703096,17.471778514152856,14.018887518438873
2600,23.98722492955173,17.28158938881366,0.015769148304692924,36.78557564135041,18.835819074605467,15.179958205141112
2700,24.179749446136608,17.085653629536466,0.015977444192393126,36.534852829677156,18.41399535102625,16.1431051868008
2800,24.27803013261023,17.09990237325112,0.016845375852668893,36.48089083006819,20.84031823335076,16.02314833145731
2900,24.280184897421677,17.149793414031574,0.01674004936119321,36.3174744240512,20.126592149525255,17.31607833415243
3000,24.613031791965987,17.112945149538632,0.016358964552334654,36.339333045155804,21.087052869329664,17.983189715401373
3100,24.611607907234315,16.96210715033457,0.016763240011298104,35.952767356600795,22.399858535949548,18.53170304810411
3200,24.81442390796623,17.015202746784063,0.017603767739904005,35.87009872330783,22.883219916936934,18.681293251965393
3300,24.835266739338838,16.987535215993706,0.017525192078784616,35.92879192704998,22.90170243552068,18.127256831760462
3400,25.007455011548135,16.98002749301427,0.01755069007540164,35.90133887012581,24.51810074645781,19.00666356851648
3500,25.03216839244512,16.844594808378186,0.017383745751576096,35.675425202772345,24.09943013562087,19.526143477274328
3600,24.97248937040087,16.901188270528582,0.01761471672637566,35.571143158673486,26.252657313768935,20.67934798411677
3700,25.04321910224672,16.840390122186434,0.018469000639650474,35.394630399021416,27.629105043579376,21.484669838593888
3800,25.196791362302548,16.855846868700713,0.017881359789574003,35.1919195791947,26.808965061727413,21.766590016313184
3900,25.50040878560103,16.821278878309833,0.018061445053795214,35.08154983182376,28.643157054246622,21.165081664744697
4000,25.63367514855038,16.669947954753503,0.018944174118843946,34.921349988097084,29.260823369662607,21.780288940087278
4100,25.655703137456282,16.836826265402287,0.0190341542153681,35.04637963972773,30.08151268170976,22.490474322604953
4200,25.73072707397379,16.822767470118364,0.018496416703981527,34.833990213781014,30.828904778870722,22.460269126377497
4300,25.625383737662627,16.74759344501634,0.01870326571950195,34.49516115348675,30.284140595148685,23.440883811983014
4400,25.80488863098769,16.618690989095686,0.018846461998182823,34.61158632426073,31.061584586982583,23.77087591826148
4500,25.792843608586157,16.666120809006276,0.019659227714520337,34.61664181443571,32.7711136742599,25.199701651763625
4600,26.117186246235757,16.75850644334923,0.019821940269490107,34.47879053270883,33.974118495135045,24.732508980814764
4700,26.023471425658514,16.622878336340527,0.019963219082905815,34.17784656211608,34.892335305498456,25.336745043211998
4800,25.98274964111788,16.629779819616964,0.020172641834245823,34.08103077916644,34.69633359057222,25.893426016421785
4900,26.147287881797205,16.640190119464293,0.020257366760965803,34.015453802247805,35.90684358807626,26.450593110411774
5000,26.38053742420448,16.633619788412215,0.020151163692932083,33.85897009106449,37.50417444115687,27.603334870374432
