milliseconds,I,A,D_II,D_IA,R,aux
0,10.01594263943026,10.029666717346307,10.11751720673213,9.943785230364862,1.005557121944682,1.6926403332883453e-05
100,10.030853886493603,10.039310068772238,9.881238324890225,10.00250738682314,1.1855872658491895,-1.3481577325270201e-05
200,10.102620956427767,10.074453421216797,10.15092866544377,10.140232750061209,1.192837393262748,1.0781197495279854e-05
300,9.999800092872194,10.154601854911954,10.129602116753679,10.166960428841382,1.2619430187104093,-1.1469305415800546e-05
400,10.000824181183656,10.200185379872533,10.16722778900756,10.096380766140854,1.2745390197294102,-1.3738711714652751e-05
500,10.137380774429701,10.205425417543767,10.27461331204703,10.270907423078066,1.4020130053703965,1.1273371953236393e-05
600,10.043871603967045,10.249851865369013,10.073888662694065,10.378972156220371,1.5677815473839887,-1.11659692376712e-05
700,10.183836476479152,10.31480149157606,10.063027003570648,10.454685114821485,1.6578577596193407,6.221132485954792e-06
800,10.147275346519354,10.33074241528711,10.137135083507491,10.38820669101779,1.754048469814672,2.79972709996618e-05
900,10.12783836379479,10.373937734181325,10.270372337916811,10.411488592562224,1.9125002486409612,2.1402652232580102e-05
1000,10.182886345886955,10.427258679017768,10.173990677378855,10.437701023353487,2.012156781938873,2.9900182848891005e-05
1100,10.195504249771876,10.448612149229739,10.532747594520488,10.64281266256635,2.0353669020467824,6.164988181615046e-05
1200,10.211197026901646,10.448178375648526,10.405569786586419,10.610275096003923,2.155336902175428,2.7886459581741987e-05
1300,10.272552325839122,10.504973763924859,10.55280469674941,10.72373170414754,2.2805634859056685,7.448798639711058e-05
1400,10.281231277847088,10.550787335023369,10.559525878125038,10.698096018220054,2.3980454680273557,7.430427534751204e-05
1500,10.370525439863393,10.568995367805224,10.562154822353328,10.888783408538483,2.457545629184859,9.253043587934474e-05
1600,10.422090189030712,10.56411229101146,10.623780960726245,10.808883443788641,2.4021683881229716,9.040857274091221e-05
1700,10.358364216819357,10.605790591220872,10.769543004383198,10.925012901265978,2.730307981994571,0.00012190530909418664
1800,10.498111776431617,10.666863926086364,10.711820661187108,11.075465880087958,2.583630023244581,0.0001345424396216029
1900,10.509991004718387,10.697614060695088,10.802287770282202,11.015318461562535,2.710203262674596,0.00012091679721418593
2000,10.543967174667607,10.720602835202866,10.934973039276313,11.103815923179674,2.8203453095023074,0.00014801659268710052
2100,10.602366914251425,10.689910315852389,11.011855573213136,11.35301271460114,2.968693789749755,0.00013510673439163712
2200,10.628137183081876,10.740582180607872,11.322720419319893,11.258640404226744,3.217780116357354,0.00016508029806662185
2300,10.670633094094418,10.750623124850062,11.252364433911518,11.311540684123495,3.0583517447690007,0.00020554747491304302
2400,10.742571473618682,10.790974159727549,11.381286271571856,11.438433675181951,3.229311157526859,0.00020972546369505313
2500,10.69995765769837,10.798909759196778,11.482109105048528,11.624423371763275,3.2526102043549248,0.00020919193693740492
2600,10.762692693532129,10.80613330407308,11.576783525030141,11.528288610292611,3.609708496659843,0.00023706380168850763
2700,10.821539950485143,10.864310784711472,11.733374585279346,11.604786327781774,3.6635174634606877,0.00025726672440946717
2800,10.952975213655275,10.884835946492045,11.694915493990075,11.669740608367551,3.815008498674474,0.0002864912789823371
2900,11.006041215616046,10.869127353377774,11.913760618434889,11.792893175726137,3.848461842234852,0.0002729518758057943
3000,10.98589195907756,10.859559457677127,11.956286861539358,11.982911117404305,3.817105033589334,0.0003023798841691118
3100,11.086225888542877,10.927020759968801,12.287949041725568,12.00180512639435,4.095379224615823,0.0003320976844707724
3200,11.181358175595385,10.915462699095864,12.370151587186909,12.110894097003271,3.9585752051446015,0.00032709187010954675
3300,11.219247662095304,10.909457155304246,12.29546966915451,12.208717790470892,4.241750178193834,0.00036329717814276904
3400,11.255155884767115,10.918117682600474,12.540088001957436,12.211410797554338,4.366833369084231,0.0004149694820579788
3500,11.362251440714848,10.967173833585665,12.561964440705468,12.250135946054678,4.2779825491422,0.00044453152911132357
3600,11.361440046002713,10.98365458711888,12.900134451704263,12.426079129574754,4.425584237569645,0.0004496741698930386
3700,11.484095230943192,10.996359171504709,12.828268355001544,12.471923620808699,4.5835532463428335,0.0004596528565575539
3800,11.53610249291183,10.972278973293667,13.11150416486238,12.600540786087866,4.640263462443111,0.0005048467409777585
3900,11.65694139559138,10.98858239332618,13.18915431195774,12.719811837523745,4.69942547001382,0.0005338774386541819
4000,11.69873827516022,11.0167600377578,13.396751680216738,12.642416616727624,4.996193965732545,0.0005318614340621315
4100,11.79084458045748,11.011181877140388,13.43056084128536,12.872938031636219,4.9055801805600545,0.0005786693617290488
4200,11.79745685225339,10.99717065090317,13.842077107822288,12.998638349924985,5.047667642735283,0.0005983146588535353
4300,11.8217192194832,11.017755002202486,13.827103731708501,13.03339028169285,5.091235350155574,0.0006125530652006685
4400,11.96283249108382,11.031153928834978,14.157747512451442,13.038440311257476,5.309022816058107,0.0006843969189960513
4500,12.086169504111867,11.054051116540023,14.236795196372274,13.18138727469583,5.254374641975797,0.0006766012127317561
4600,12.117420175944252,11.028927430681916,14.474527221210188,13.24584055379896,5.463371662194152,0.0007258736644814858
4700,12.122009998327623,11.053674473870583,14.63050603304054,13.450075891483898,5.691174268774145,0.0007794572883730912
4800,12.312657899694202,11.054820080263502,14.956776703534004,13.410643029413063,5.59633087835739,0.0008144886713165172
4900,12.40775983458123,11.014739709609106,14.877868013495492,13.45796224852833,5.764262594633189,0.0008246841109124819
5000,12.462763681003615,11.013969479573232,15.208784708526869,13.541639905129399,5.810815755447648,0.0008439441046644223
