milliseconds,Gsbg_cell,L_cell,Gsa_gdp_cell,Gsa_gtp_cell,b1AR_S464_cell,PDEcAMP_cell,PDE_cell,b1AR_cell,Gs_cell,A2RC_cell,A2R_cell,PKAC_cell,ARC_cell,PKAC_AKAR_cell,Propranolol_cell,b1ARinhib_cell,light_spot_cell,AC_cell,PKI_cell,PKAC_PKI_cell,RC_cell,b1AR_Gs_cell,cAMP_cell,GsAC_cell,IBMX_cell,PDE_IBMX_cell,Fsk_cell,FskAC_cell,b1AR_p_cell,L_b1AR_cell,AKAR_cell,AKARp_cell,PP_cell,PP_AKARp_cell,DMNB_cAMP_cell,L_b1AR_Gs_cell
0,-0.00032991528099893995,0.0,4.747620316192028e-06,0.00027893402173132783,0.0,-5.699534061555052e-07,0.01399991326563016,0.013191252513689257,3.830126701765774,-9.889614615189645e-10,9.45924847122489e-05,-5.142066092994803e-07,9.6261627761798e-06,2.1675536781643528e-07,0.0,0.0,0.0,0.04970873888664654,0.1801216631750192,1.5774431310534117e-05,1.179889421757584,-4.941011733249734e-07,5.689755201991822e-05,-3.97918491777933e-05,0.0,0.0,0.0,0.0,-3.265739481265248e-11,0.0,9.99999370209717,-7.261382288486407e-06,0.6700003278076853,-3.1995916910626434e-09,3.01,0.0
100,0.0018786869673838682,0.0,6.849590271284874e-05,0.00220648953857072,0.0,4.329116108039633e-07,0.014000187875806078,0.011837415076772809,3.826051639338456,-4.928251744093849e-10,0.00010861525205630137,-9.355475050630578e-08,-6.92629114414356e-06,4.696634788379882e-08,0.0,0.0,0.0,0.049432504023777246,0.17997125931682909,-9.369745568256104e-05,1.1801004516443496,0.0013736770506714987,0.00010382648366693827,0.00021445304981279481,0.0,0.0,0.0,0.0,-8.213809504760756e-12,0.0,9.999992900722113,-1.1914916472783336e-05,0.6700002911333783,9.322436210952191e-07,3.01,0.0
200,0.004478211713072755,0.0,0.00023259834285356204,0.003449342337619121,0.0,7.681572438784504e-07,0.013999287662236803,0.011829633318457964,3.8244789282555725,-6.38120825602632e-10,1.391118787147107e-05,4.0163870925326446e-07,2.4639338693003743e-05,-6.793307093655196e-08,0.0,0.0,0.0,0.049264740730013266,0.17992717014164344,0.00012923878538418946,1.179958238276992,0.001371868882842642,2.6826509346263507e-05,0.000455240982263512,0.0,0.0,0.0,0.0,-4.5941539456692706e-11,0.0,10.00000217131071,6.3439185681484925e-06,0.6700000955529339,-3.197483956121778e-07,3.01,0.0
300,0.006206441744282512,0.0,0.00039045770016342445,0.005634038510656332,0.0,3.2152243541957504e-06,0.01399877930432029,0.011822915899218208,3.82273133832481,1.497465125860723e-08,-4.935526126729464e-05,1.6689861977934542e-08,1.4983708665464214e-05,4.8466699049101573e-08,0.0,0.0,0.0,0.049097381174967376,0.18015572248983727,-8.918463224842446e-05,1.1799047449291968,0.001361623868539424,0.0001613737196031244,0.0006283396773778345,0.0,0.0,0.0,0.0,4.051733854410496e-11,0.0,10.00000505743245,4.8077298510446155e-06,0.6700011396316364,-1.428797272552666e-07,3.01,0.0
400,0.00823103863588942,0.0,0.00048341714353559854,0.00686278852879467,0.0,2.866771414023131e-06,0.013995936944416714,0.01182556160321057,3.820625031304428,4.826029368138428e-09,2.8183818879076016e-05,-4.0774393183925977e-07,3.605860094803358e-05,-7.7538471669123e-08,0.0,0.0,0.0,0.04887435649803821,0.17993672073627898,5.668466982705499e-05,1.1800897801873422,0.0013695004582513091,0.0002829950814258782,0.0008160027969351412,0.0,0.0,0.0,0.0,-2.3303600218549454e-11,0.0,10.000012115854554,-1.1613760238039612e-05,0.6700011278353163,-4.430807939296288e-07,3.01,0.0
500,0.01013402868160849,0.0,0.000527597462325533,0.008523183692354167,0.0,6.625588353370894e-06,0.013993422162982317,0.011833532455902619,3.819102179704688,2.163677622869448e-08,0.00010351218198615983,-3.0024742798352954e-07,7.519129604232086e-05,7.749655858878485e-08,0.0,0.0,0.0,0.048667126706763666,0.18012981962263552,-0.00011455089453901401,1.1800695456446344,0.0013690143343123395,0.0006067928821473932,0.001021555885070832,0.0,0.0,0.0,0.0,-3.3070756725675797e-13,0.0,10.000003085634203,-3.5112024524553526e-06,0.6700011083660244,7.519306943474577e-07,3.01,0.0
600,0.011269503217798247,0.0,0.0005497667131774828,0.009469082901551148,0.0,8.897239933979573e-06,0.013992776670888982,0.011837504517314456,3.8176398712903725,2.5973947265810646e-08,2.6551279535535922e-06,5.219067307359927e-07,0.00010385315568514512,8.370943607345024e-08,0.0,0.0,0.0,0.04854253361206364,0.18008624071582793,-1.0015894262794329e-05,1.1798341664460366,0.0013713397087235766,0.0006772959742297527,0.001117233125984007,0.0,0.0,0.0,0.0,6.2885405215727024e-12,0.0,9.999990888393041,-2.1834609272322392e-06,0.6700004823500013,-5.956150680282309e-07,3.01,0.0
700,0.012782975808321979,0.0,0.0005617479161989237,0.010954149121918862,0.0,1.1656481823636729e-05,0.013989201126069243,0.011823258064494089,3.8160804543041325,2.5264140267319924e-08,0.00012825765579094854,8.468946842175162e-07,0.00012503126368058426,4.479345203533781e-07,0.0,0.0,0.0,0.048424583649489476,0.17990510786747707,-0.0001234861067811307,1.1799357660915695,0.0013648207727799603,0.0008830904513689395,0.0012581227630200404,0.0,0.0,0.0,0.0,-4.012926529318009e-11,0.0,9.99999085220673,4.2175434615466283e-07,0.6699988241467371,-9.659365972121907e-07,3.01,0.0
800,0.014280515146152702,0.0,0.0005585303918143083,0.011761001699436155,0.0,1.4024937717715038e-05,0.013986413890591307,0.011835313288265774,3.815042961686658,4.206418336116745e-08,4.031122015573273e-06,6.140651147368387e-07,0.00016776058361084038,3.9341733354213703e-07,0.0,0.0,0.0,0.04823875055673627,0.17985364246397303,0.0001787250106004811,1.1799005777914027,0.0013583783304737971,0.0013017916633455422,0.0014237403913182017,0.0,0.0,0.0,0.0,4.562480000607516e-13,0.0,9.999983262670245,1.1389386152955451e-05,0.6700002023490246,-1.8060479799174085e-07,3.01,0.0
900,0.01473210177029893,0.0,0.0005723553390771515,0.012733148436768867,0.0,1.6084400094340844e-05,0.013983188833861113,0.011832917801631105,3.8134771582756897,4.325284137731978e-08,7.864049480859676e-05,1.382156031745928e-06,0.00020558405769319964,3.1509754941570637e-07,0.0,0.0,0.0,0.04810045684366817,0.1800839815937506,-3.0406881403135516e-05,1.1796450660859856,0.0013612410052571899,0.0014228000827934924,0.0015318579548463584,0.0,0.0,0.0,0.0,-3.8719091884179104e-11,0.0,10.000001390659149,-5.274261900615395e-06,0.6699993678757565,7.002119522785718e-07,3.01,0.0
