milliseconds,Gsbg_cell,L_cell,Gsa_gdp_cell,Gsa_gtp_cell,b1AR_S464_cell,PDEcAMP_cell,PDE_cell,b1AR_cell,Gs_cell,A2RC_cell,A2R_cell,PKAC_cell,ARC_cell,PKAC_AKAR_cell,Propranolol_cell,b1ARinhib_cell,light_spot_cell,AC_cell,PKI_cell,PKAC_PKI_cell,RC_cell,b1AR_Gs_cell,cAMP_cell,GsAC_cell,IBMX_cell,PDE_IBMX_cell,Fsk_cell,FskAC_cell,b1AR_p_cell,L_b1AR_cell,AKAR_cell,AKARp_cell,PP_cell,PP_AKARp_cell,DMNB_cAMP_cell,L_b1AR_Gs_cell
0,0.00019429970634273681,0.0,-2.8414280643391018e-06,-0.00018921649036589882,0.0,2.8298543517947525e-07,0.014000649074570298,0.013197978663471333,3.829587799122848,7.209774764904357e-09,-6.157349544455722e-05,3.864367327192495e-07,8.996353482147739e-06,2.519701757356639e-07,0.0,0.0,0.0,0.0497319434694602,0.17994401623429962,2.916799484189188e-05,1.1800841056203746,-5.815722072833094e-06,-6.766721072255856e-05,9.289330273189826e-06,0.0,0.0,0.0,0.0,-2.702760049567876e-11,0.0,10.000003775062156,4.678828058563619e-06,0.6699991371410398,-1.0643760398288507e-06,3.01,0.0
100,0.002284934496411834,0.0,7.520457818269543e-05,0.001567477410512208,0.0,-7.695075712960402e-07,0.013999506044570464,0.011824335912587062,3.8266481961814813,6.468329135521982e-09,-4.813126439448384e-05,4.028199743728263e-08,-9.300396721178006e-06,-1.3765283562254622e-07,0.0,0.0,0.0,0.049432210834694464,0.18004321918147034,7.449106631219024e-05,1.1800482202194673,0.001379333582979572,-6.816880854481635e-05,0.00019916238092432213,0.0,0.0,0.0,0.0,-1.2211420727762151e-11,0.0,10.00000000612862,-5.589108568718106e-07,0.6699990102213141,-9.643217185828809e-07,3.01,0.0
200,0.00459749130134354,0.0,0.0002355618105815936,0.0034231664899243555,0.0,1.0357570433755687e-06,0.013998554247335591,0.011834231035418051,3.824270834293817,-8.460317945293206e-09,-0.0001058761366585206,2.1780983540267322e-07,1.2408203566412342e-05,-2.0002128605945215e-07,0.0,0.0,0.0,0.04921542921448522,0.18000605133244502,-5.4621765490955804e-05,1.1798768926843282,0.0013683459469835365,-9.417676308336002e-06,0.00047850974448563466,0.0,0.0,0.0,0.0,8.041828895872343e-12,0.0,9.999996391369477,2.996836145982793e-06,0.670001163143964,-8.223801905333587e-07,3.01,0.0
300,0.00639240177919779,0.0,0.0003851317841621972,0.005459944265608331,0.0,1.1029618943102223e-06,0.01399842759969635,0.01183521983068545,3.821970509343853,-1.3462813646474954e-08,6.109697849307664e-05,-4.789821206112817e-07,2.349638610020722e-05,-9.914022221462724e-08,0.0,0.0,0.0,0.04907919808508697,0.17985497686164825,6.20638520930185e-05,1.1798068247353002,0.0013781066262672536,0.00018328084492833335,0.0006778690408275353,0.0,0.0,0.0,0.0,3.1531906879866216e-11,0.0,10.000013475351063,-4.82091758755743e-06,0.6699998384935728,-1.6387614004292798e-07,3.01,0.0
400,0.0077060392302635925,0.0,0.00048134369207665707,0.0070145943303518785,0.0,3.0696333491146196e-06,0.013995726053690823,0.011833572587770909,3.8208769271174803,9.455116112913262e-09,-0.00012455465431886228,3.1096180616511977e-07,3.381956294059893e-05,5.000329175452029e-08,0.0,0.0,0.0,0.048898308056175635,0.18011630401996234,-0.00011272454016593203,1.1801144733825757,0.0013758910587011793,0.00027850859013347666,0.0008085990265039713,0.0,0.0,0.0,0.0,-2.5277647892162042e-11,0.0,10.000002985845514,1.0586603182879849e-05,0.6699996047256244,1.0906208717307607e-06,3.01,0.0
500,0.009358022060319013,0.0,0.0005298901649447466,0.008045401386160812,0.0,5.6442035702574465e-06,0.013994279587449194,0.011837166249491729,3.818952828104211,1.4972837995817208e-08,-0.0001294882566236174,1.1481263863290906e-07,6.838784288059485e-05,1.9369718687230783e-07,0.0,0.0,0.0,0.04871679328276743,0.17998837830543504,1.3105703390356398e-05,1.1800040455209273,0.0013693094859554434,0.0005453346490942504,0.0009787528402722036,0.0,0.0,0.0,0.0,-4.367579540211697e-11,0.0,9.999998815354145,-1.0169286427213843e-05,0.6699991003079012,-6.22299471322967e-07,3.01,0.0
600,0.011475949535451606,0.0,0.0005553537074612218,0.009644953226547598,0.0,7.34335493812602e-06,0.013991341882324928,0.011833224266881558,3.8175027061872924,3.6570143984808883e-09,-2.1189291200321103e-05,-2.3263770054254458e-07,0.00010682743130765262,2.81207158115253e-07,0.0,0.0,0.0,0.048513419617886126,0.18012461729028548,8.468644597660056e-05,1.1798372020731953,0.0013725357193552902,0.0007887475732016438,0.0011192887758479926,0.0,0.0,0.0,0.0,1.2301922551162281e-11,0.0,10.000008172074555,9.101312903519987e-06,0.6700008476052011,4.879429142406419e-07,3.01,0.0
700,0.012497274591518904,0.0,0.0005612507925993659,0.010429989647368517,0.0,1.1460433411437047e-05,0.013990255261252747,0.01182717744759759,3.815885701387583,3.161202179045161e-08,3.177199466849933e-05,9.718346936671125e-07,0.00012277148017364058,2.7420637931137467e-07,0.0,0.0,0.0,0.048427252142811246,0.18006742532535047,-8.998061076065386e-05,1.18000380491745,0.0013583058322117205,0.0009943411465186088,0.001337383477882067,0.0,0.0,0.0,0.0,4.674472443608057e-12,0.0,9.999990444783892,-5.926471057013197e-06,0.6700005700970127,3.6392078960390606e-07,3.01,0.0
800,0.013586012909317787,0.0,0.0005598385764608581,0.01218351542322237,0.0,1.2684063554823975e-05,0.013985722097587238,0.01183429210538586,3.8146743229706703,4.218975172249571e-08,3.740498142680681e-05,1.235276515589515e-06,0.00016264930072648905,4.991484220490186e-07,0.0,0.0,0.0,0.04827901904846789,0.18000401769796728,-4.518426455581264e-05,1.1799067072929577,0.0013675940904614389,0.0013291573748671552,0.0014445742976769936,0.0,0.0,0.0,0.0,2.8812469862622005e-12,0.0,9.999984624595461,-7.453458367022672e-06,0.6699995927385802,-2.704507540362291e-07,3.01,0.0
900,0.015427240642695104,0.0,0.0005716781267654187,0.012961246748633913,0.0,1.6664950406222216e-05,0.013983721982942463,0.011826893301373804,3.813632034718108,3.434239583888342e-08,9.557759736972928e-06,1.1189661484240885e-06,0.00020205561594150302,7.294638061440828e-07,0.0,0.0,0.0,0.04814752966276878,0.18003076358701164,-8.575821786035066e-05,1.179635068163478,0.0013593964809244768,0.0016168599641731077,0.0015602743940176817,0.0,0.0,0.0,0.0,2.0346700727482315e-11,0.0,9.99999907072933,1.5354882616258775e-05,0.6699990578345921,-3.671966863945939e-07,3.01,0.0
