miliseconds,Gsbg_cell,L_cell,Gsa_gdp_cell,Gsa_gtp_cell,b1AR_S464_cell,PDEcAMP_cell,PDE_cell,b1AR_cell,Gs_cell,A2RC_cell,A2R_cell,PKAC_cell,ARC_cell,PKAC_AKAR_cell,Propranolol_cell,b1ARinhib_cell,light_spot_cell,AC_cell,PKI_cell,PKAC_PKI_cell,RC_cell,b1AR_Gs_cell,cAMP_cell,GsAC_cell,IBMX_cell,PDE_IBMX_cell,Fsk_cell,FskAC_cell,b1AR_p_cell,L_b1AR_cell,AKAR_cell,AKARp_cell,PP_cell,PP_AKARp_cell,DMNB_cAMP_cell,L_b1AR_Gs_cell
1800,0.02290578167448633,0.0,0.0005713072482844976,0.019796883112927943,0.0,4.066730412205818e-05,0.013957641336536125,0.011830488606021691,3.805743371659535,3.301988161379817e-07,0.0006903586683495607,8.14795632687005e-06,0.0005102247964823317,4.315589697874702e-06,0.0,0.0,0.0,0.047342221187090805,0.17934431990943728,0.0005810591744375398,1.1786257877770019,0.0013700156099310885,0.003829505069826718,0.0023605852352884863,0.0,0.0,0.0,0.0,1.555332803183872e-10,0.0,9.999897622377336,8.045935178252457e-05,0.6699916349139121,8.526625673701604e-06,3.01,0.0
1900,0.022998832296158702,0.0,0.0005806389338389676,0.02027665418452656,0.0,4.353812592219785e-05,0.013955829220011625,0.011838505115360883,3.8050679649414776,3.7273417099830114e-07,0.0008347557681484151,9.593538008257344e-06,0.0005296003029741345,4.780630592784476e-06,0.0,0.0,0.0,0.047268423219989496,0.1791821586304643,0.0008016492937704926,1.1785046580602052,0.0013585031355567774,0.0042088994798037795,0.0023954148792047912,0.0,0.0,0.0,0.0,1.9721629283847729e-10,0.0,9.999884437725058,8.50617586649999e-05,0.6699909375219291,8.257944318245626e-06,3.01,0.0
2000,0.024014538645488928,0.0,0.0005785390273031669,0.021074381254524262,0.0,4.597660838987307e-05,0.013954867314603917,0.011842974870617152,3.8050358799909447,3.871369266465292e-07,0.0010740842040225242,1.0222001754192101e-05,0.0005504824284263317,5.163345773259028e-06,0.0,0.0,0.0,0.04720988959371244,0.1789436702584553,0.0010007049670111461,1.1785644441567882,0.0013675678800329682,0.004355858868242075,0.002419926422425762,0.0,0.0,0.0,0.0,2.3265299989025587e-10,0.0,9.999865352430312,0.00011357372172514088,0.669988448142966,9.872718041275926e-06,3.01,0.0
2100,0.02451403109257172,0.0,0.0005812464359465959,0.021077040936824398,0.0,4.7378322871058454e-05,0.0139518277052089,0.01182871217529135,3.803982553224888,4.1747922273281626e-07,0.0010881533521901652,1.2215483801980348e-05,0.0005699355983794867,5.5287836366124e-06,0.0,0.0,0.0,0.04720062004752672,0.17883956996441785,0.001108558078450175,1.1781809919751345,0.001373008106355238,0.004415662211180151,0.00251256675233289,0.0,0.0,0.0,0.0,3.4201561264310067e-10,0.0,9.999863233658596,0.0001223680310835621,0.6699872871377069,1.2112676837177524e-05,3.01,0.0
2200,0.02449068269704787,0.0,0.0005738665363406519,0.02152458397648681,0.0,4.9886095010022144e-05,0.013951026137754764,0.01184260615317956,3.8034361717029337,4.694641577899503e-07,0.0014839915832831044,1.2469840241260448e-05,0.0005889638073167482,5.938115359293887e-06,0.0,0.0,0.0,0.04718290181888821,0.17847297410844967,0.0015517441591814498,1.1779669747330839,0.0013615100326949433,0.004617983414357941,0.0025656755681933577,0.0,0.0,0.0,0.0,3.7023455009762626e-10,0.0,9.999834909155249,0.00015581443762841167,0.6699862519298936,1.3966696575691601e-05,3.01,0.0
2300,0.025105356779021027,0.0,0.0005728124151532356,0.02196133079554569,0.0,5.105506920331301e-05,0.013948595404914091,0.01183767261222696,3.8033126155394643,4.910129381484795e-07,0.0017342310227456493,1.338527099176951e-05,0.0006070691478094487,6.651918616058012e-06,0.0,0.0,0.0,0.04712310885579496,0.17838784974507985,0.001469991499837633,1.1776227102338093,0.001367386478361401,0.004882243907740502,0.002609476284033678,0.0,0.0,0.0,0.0,4.1849118675523634e-10,0.0,9.999805055134775,0.0001584045843584981,0.6699836321615371,1.6678965975226778e-05,3.01,0.0
2400,0.025855999886623352,0.0,0.000576117041898997,0.022462860811678146,0.0,5.331450807563138e-05,0.01394817713591109,0.011839289915370104,3.8027837699211484,5.060086578824622e-07,0.0017044123837370252,1.4454383168596357e-05,0.0006370075737621753,6.866400918584258e-06,0.0,0.0,0.0,0.0470377600919913,0.17821588623219,0.0018708668534519986,1.1775404583069256,0.0013689547137224758,0.004872226272857098,0.0026088499050708346,0.0,0.0,0.0,0.0,4.6090048696078767e-10,0.0,9.999802254629769,0.00018677003776481637,0.6699818249471587,1.7542086175171446e-05,3.01,0.0
2500,0.026224450700662084,0.0,0.0005730665291763329,0.022420171387348,0.0,5.31338926995219e-05,0.0139463249835262,0.011842815757065776,3.802541366902891,5.585077745492482e-07,0.0019319467180542748,1.5340593073921325e-05,0.0006585489915365379,7.509944935657744e-06,0.0,0.0,0.0,0.04700425131136035,0.17805635772993705,0.0019147417757280137,1.177244709470203,0.0013663522129400193,0.005057919296027366,0.002712547254093277,0.0,0.0,0.0,0.0,5.925910273501199e-10,0.0,9.999777033687279,0.00021330574668661017,0.6699805303877457,1.9487000874711594e-05,3.01,0.0
2600,0.02652116749299932,0.0,0.0005733224590384357,0.02321419753574467,0.0,5.562991863655907e-05,0.01394482688007386,0.011843865126567037,3.8022827728506523,5.650611538194736e-07,0.0021731338225688002,1.6527434785418253e-05,0.0006733755508741698,7.628311084564859e-06,0.0,0.0,0.0,0.04698747649746785,0.17776280191869648,0.002195803726381713,1.1770676636890356,0.0013635360154329883,0.005122767401788716,0.0027447624434041615,0.0,0.0,0.0,0.0,6.324320602009602e-10,0.0,9.999733483619774,0.00022226214545386866,0.6699771540820992,2.236842336187599e-05,3.01,0.0
2700,0.026439483845625587,0.0,0.0005837414808627701,0.023143933262349925,0.0,5.485970086718779e-05,0.013944492618780807,0.011843787206605949,3.801966698706442,5.991771683171257e-07,0.002461736554689982,1.6731673225231225e-05,0.0006787691018941389,8.41280972896585e-06,0.0,0.0,0.0,0.04696969298076667,0.17753200333811234,0.0023979041839061912,1.176753935821276,0.0013543330759219878,0.005159956115961234,0.002728631005645885,0.0,0.0,0.0,0.0,6.637890354891828e-10,0.0,9.999726109561923,0.0002602955923842286,0.6699759795928151,2.3368749512144573e-05,3.01,0.0
2800,0.026916880861866912,0.0,0.0005826733311474617,0.023914920649536694,0.0,5.6471723231648284e-05,0.013941995592267662,0.01184384143140369,3.801785463027082,6.229339318517623e-07,0.002922984760249275,1.7885653819173243e-05,0.0006962737494627502,8.554950391566249e-06,0.0,0.0,0.0,0.04696160586678138,0.17705766087119518,0.002952412451402279,1.1764451309073696,0.00135674375282247,0.005244617726217643,0.00281113878795764,0.0,0.0,0.0,0.0,7.948027695040513e-10,0.0,9.999704176583133,0.00026621126949575024,0.6699732383173814,2.5963163202496878e-05,3.01,0.0
2900,0.027498007802938283,0.0,0.0005827955824721775,0.024058205832018724,0.0,5.713758207397337e-05,0.013943298870681901,0.011830204693066816,3.8011849866984235,6.24861681668774e-07,0.0030103697416793323,1.8395748129419003e-05,0.0007023599930172536,8.99177623655702e-06,0.0,0.0,0.0,0.046930994668285916,0.17697085454056508,0.002962398612389294,1.17610298946375,0.0013607480309505227,0.00550074863312959,0.0028027762392612387,0.0,0.0,0.0,0.0,8.520348037347416e-10,0.0,9.999672930806442,0.00028128282138876077,0.6699724477454693,2.8414026495816882e-05,3.01,0.0
3000,0.02777566610804812,0.0,0.0005759864958754978,0.024157670211741065,0.0,5.764283025268283e-05,0.01394228996860772,0.01183309491765197,3.8011244292866264,6.490171825968243e-07,0.003466977789474548,1.91487900183659e-05,0.0007124770870758618,9.05684576308713e-06,0.0,0.0,0.0,0.04683458915441824,0.17656382564987336,0.003334264662359365,1.1758876730125407,0.0013697216952882447,0.005402840781868425,0.002792749621854118,0.0,0.0,0.0,0.0,9.447245529327612e-10,0.0,9.999637103625172,0.00031633384565636885,0.6699692405067922,3.0903162258418736e-05,3.01,0.0
3100,0.027704350264943438,0.0,0.0005755500716651592,0.02410732507310169,0.0,5.827128390540901e-05,0.01394156273278257,0.011839357760986921,3.8009185488602273,6.598445188784386e-07,0.0036544896408810114,2.0615239663645322e-05,0.0007071783231173581,9.843821784130222e-06,0.0,0.0,0.0,0.04685140109394674,0.1763201697173168,0.0036602642569270242,1.175753913293942,0.0013692503394761892,0.005541883050320915,0.0028613947463522367,0.0,0.0,0.0,0.0,9.886741554628502e-10,0.0,9.999631871584652,0.0003253011459130757,0.6699671099337478,3.272118697956919e-05,3.01,0.0
3200,0.028309889824761812,0.0,0.0005776452817487898,0.02460102801256656,0.0,6.017579717015702e-05,0.013939940734756299,0.011838669589442744,3.800959158686598,6.94881580670689e-07,0.00404001745466504,2.0978245803176426e-05,0.0007241464107815466,9.92145561238818e-06,0.0,0.0,0.0,0.04686875264577814,0.17599631118072198,0.004058201721459687,1.175307226678391,0.0013562970914153985,0.005544381544199984,0.0028774376888075245,0.0,0.0,0.0,0.0,1.1218791259714678e-09,0.0,9.999590322094214,0.00035325944857034127,0.6699648304642435,3.389242093246117e-05,3.01,0.0
3300,0.02833241526027465,0.0,0.0005749723178406304,0.024835843961841218,0.0,5.949169587857585e-05,0.013939961590193497,0.01182978258670047,3.800076424576686,6.857733945388605e-07,0.0041327700848665695,2.212432677465896e-05,0.0007384458569240119,1.0258565665576387e-05,0.0,0.0,0.0,0.04682017638059264,0.17575731396561903,0.00421924986468974,1.1749182385302943,0.0013622513369883082,0.005697813406513649,0.0028988508965444573,0.0,0.0,0.0,0.0,1.2158659811530889e-09,0.0,9.999580682954447,0.00037906335188416814,0.6699625312238475,3.645638826342672e-05,3.01,0.0
3400,0.02808386995907173,0.0,0.0005756626583670149,0.024553672274140556,0.0,6.117094370161384e-05,0.01393901182058822,0.011846394915618529,3.8004467760895593,7.177441086074915e-07,0.004683224157770554,2.2467545942694725e-05,0.000731988988552774,1.0321391757975488e-05,0.0,0.0,0.0,0.04682141280949913,0.17552204120171172,0.0044127242517871595,1.1746850531413253,0.0013660993160271525,0.005605772149201821,0.0029191766965740674,0.0,0.0,0.0,0.0,1.306422863443799e-09,0.0,9.9995418734408,0.0004121401207845406,0.669961845783923,3.78933938147052e-05,3.01,0.0
3500,0.02881869998171305,0.0,0.0005772746827860127,0.025362432778222845,0.0,6.182551007252091e-05,0.01393907095976575,0.011831221749500331,3.7996871068891096,7.384154239991227e-07,0.004818671011496062,2.2635687331468277e-05,0.0007472460023441142,1.0643416628101747e-05,0.0,0.0,0.0,0.04679786060367705,0.17520403206518204,0.004756864116017528,1.1742903256060824,0.0013597376718632497,0.005689312072542171,0.002920666772842731,0.0,0.0,0.0,0.0,1.3561682165512715e-09,0.0,9.999527159295774,0.00041586443422515974,0.6699593010301234,4.048368062434531e-05,3.01,0.0
3600,0.028991286654407353,0.0,0.0005841800188229977,0.025169187884240576,0.0,6.069973734173452e-05,0.01393864635716623,0.011837438677361766,3.800297899454893,7.421190674221894e-07,0.005226346286514728,2.3476654222806907e-05,0.0007555087469980089,1.1033355244060352e-05,0.0,0.0,0.0,0.04671645327534895,0.1749628715277647,0.005199646096164638,1.1742766833512275,0.0013544311273830075,0.00575871604431549,0.002946099638551027,0.0,0.0,0.0,0.0,1.440553342909441e-09,0.0,9.999487366835119,0.0004423826296959417,0.6699561306863885,4.32938336710259e-05,3.01,0.0
3700,0.028520755433988382,0.0,0.0005836309646454796,0.025676079547837797,0.0,6.235315210094033e-05,0.013938277911945912,0.011833880193193567,3.799631710476623,7.347282141941989e-07,0.005519352094129268,2.4425708659246797e-05,0.0007459292776435928,1.1246380988037433e-05,0.0,0.0,0.0,0.046750534476536224,0.17443648132547698,0.005488624059364593,1.1737929801596305,0.0013662467405899873,0.005833098024860457,0.0029270646810538605,0.0,0.0,0.0,0.0,1.5277860190064277e-09,0.0,9.999461060638279,0.0004611215358651202,0.6699543756179736,4.396354417594143e-05,3.01,0.0
3800,0.02921030549468374,0.0,0.0005792103380127385,0.025272090769979026,0.0,6.220394627069094e-05,0.013937624449007712,0.011830296721683549,3.7996978634433165,7.635998965867729e-07,0.005627683147824593,2.489358951334685e-05,0.0007593064309894689,1.16872905202288e-05,0.0,0.0,0.0,0.04669558487499615,0.1742777973492582,0.00561600043247855,1.1733176171767492,0.0013645502268518335,0.0057600899743728545,0.00294867986819079,0.0,0.0,0.0,0.0,1.6739313417071575e-09,0.0,9.999441713596017,0.00048523656210150185,0.6699540969003754,4.579390730933283e-05,3.01,0.0
3900,0.02917214295993322,0.0,0.0005788589613380545,0.025663044581390914,0.0,6.204821285210061e-05,0.013937996791784427,0.011841403871412822,3.799182796470654,7.643984524287872e-07,0.005968082588643643,2.4974005917378046e-05,0.0007525042564108512,1.1867393686489397e-05,0.0,0.0,0.0,0.04670845838814542,0.1738210031386677,0.0060032177444287755,1.173088599617721,0.0013706325005919827,0.005945454852908213,0.0029646626663813952,0.0,0.0,0.0,0.0,1.7472966196055961e-09,0.0,9.999418857004732,0.0005171527783992729,0.6699505493060187,4.995644314043583e-05,3.01,0.0
4000,0.029457676473919274,0.0,0.0005787578321311526,0.025836400158008598,0.0,6.307392963956303e-05,0.013936508313783437,0.01183432650426744,3.7994941680906207,7.720489912983896e-07,0.006521782299102506,2.56507129317263e-05,0.0007557174178359443,1.21254193082056e-05,0.0,0.0,0.0,0.04672296367321226,0.17367927623535823,0.0062525310160780586,1.1728767448558635,0.0013668877704642068,0.005949957377761139,0.003012746192937114,0.0,0.0,0.0,0.0,1.873456588157598e-09,0.0,9.999398690535726,0.0005286153644180955,0.6699484953360209,5.1743102289692676e-05,3.01,0.0
4100,0.029123030598590928,0.0,0.0005818933400848749,0.0259686408961883,0.0,6.385123481874696e-05,0.013935680151202135,0.011838869227109784,3.7991301285739216,7.876895953778905e-07,0.006844811659165546,2.666304488258245e-05,0.0007707268550409535,1.2601828259914398e-05,0.0,0.0,0.0,0.046701024495175276,0.17320049194971787,0.006618747025220544,1.1725183691592176,0.001371709133228963,0.0059697649251240275,0.0029794916113578384,0.0,0.0,0.0,0.0,1.9608319405486665e-09,0.0,9.999392060421075,0.000556022017181532,0.6699478442998202,5.394512502420943e-05,3.01,0.0
4200,0.029199242954116442,0.0,0.0005781830268326418,0.02607844952514841,0.0,6.374958198875423e-05,0.0139363298794115,0.011833915283476918,3.799179921051882,7.946383401894019e-07,0.007014557378407466,2.7040490895225228e-05,0.0007541895660469275,1.2819770729282686e-05,0.0,0.0,0.0,0.04664349779307299,0.17302431558226739,0.007091775046799261,1.1722047158894298,0.0013586796917718724,0.006026438884774108,0.0030355932052627964,0.0,0.0,0.0,0.0,2.0805108845771374e-09,0.0,9.999366477150083,0.0005868471885008265,0.669945621617224,5.449759121154761e-05,3.01,0.0
4300,0.029274266674853233,0.0,0.0005831787302326879,0.026095467809664867,0.0,6.422732502434565e-05,0.013936235951176363,0.011835747247443603,3.7992439960127795,8.070833440207703e-07,0.007484738740271923,2.750633916710554e-05,0.0007737273308762499,1.2927403956723693e-05,0.0,0.0,0.0,0.04667149966556239,0.17266148740272622,0.0072123862350796835,1.171714001233988,0.0013644547106530511,0.005966502602548747,0.0030431240079858046,0.0,0.0,0.0,0.0,2.190558146444056e-09,0.0,9.999332338781755,0.000601100170827724,0.6699439331812596,5.61812359506998e-05,3.01,0.0
4400,0.030008472169928593,0.0,0.0005746775206833929,0.025890455850063283,0.0,6.344581441761825e-05,0.013936156167904137,0.01184230973765785,3.7986632661663013,7.977712298511342e-07,0.007576090829732581,2.757810722701571e-05,0.0007630393852208047,1.3312921352185363e-05,0.0,0.0,0.0,0.046648231882417554,0.17238443688724298,0.007707009708055193,1.1713755458879627,0.0013628737036379948,0.00597238198586148,0.0030238812236840617,0.0,0.0,0.0,0.0,2.3473046062951408e-09,0.0,9.999318714004977,0.0006196692454867966,0.6699418444773139,5.954924889311014e-05,3.01,0.0
4500,0.02964442785219929,0.0,0.000585421972312228,0.026438123123922557,0.0,6.41153023306943e-05,0.01393522234922378,0.011844073657673575,3.7984955601664976,8.065599396878751e-07,0.008121102678820762,2.897214896873367e-05,0.0007725512754695235,1.3383284284058273e-05,0.0,0.0,0.0,0.04663167903110953,0.17190990485223007,0.007884012667146797,1.1710938389155527,0.001371342278442489,0.005987632661655482,0.0030657323306023934,0.0,0.0,0.0,0.0,2.4904674004534955e-09,0.0,9.999293587157835,0.0006328870550673061,0.6699396985354296,6.1674871099907e-05,3.01,0.0
