miliseconds,Gsbg_cell,L_cell,Gsa_gdp_cell,Gsa_gtp_cell,b1AR_S464_cell,PDEcAMP_cell,PDE_cell,b1AR_cell,Gs_cell,A2RC_cell,A2R_cell,PKAC_cell,ARC_cell,PKAC_AKAR_cell,Propranolol_cell,b1ARinhib_cell,light_spot_cell,AC_cell,PKI_cell,PKAC_PKI_cell,RC_cell,b1AR_Gs_cell,cAMP_cell,GsAC_cell,IBMX_cell,PDE_IBMX_cell,Fsk_cell,FskAC_cell,b1AR_p_cell,L_b1AR_cell,AKAR_cell,AKARp_cell,PP_cell,PP_AKARp_cell,DMNB_cAMP_cell,L_b1AR_Gs_cell
0,0.0001488781523447007,0.0,-5.514614491669536e-07,-0.00022944395811822754,0.0,-4.755538908904859e-08,0.013999091603387985,0.013191582106899599,3.8299461245697812,-5.9266021747373206e-09,8.43298461072838e-05,-3.4103743389636456e-07,-8.500361356681297e-06,-5.1673062216083e-08,0.0,0.0,0.0,0.04972468127899224,0.18000167170918788,0.00014623433699688298,1.1800512037508746,-4.160762159562026e-06,2.4411502220802584e-05,1.071256235774296e-05,0.0,0.0,0.0,0.0,1.95449902562836e-11,0.0,9.99999603580467,-3.3031802388059104e-06,0.6700008850394807,-1.1314210699491199e-06,3.01,0.0
100,0.002143417533396775,0.0,6.600267699575406e-05,0.0017404311540948256,0.0,3.4109579132809454e-07,0.014000372480576792,0.011833058948594221,3.826459277212237,3.21275035672569e-09,-7.141466136763265e-05,-1.8970403100199322e-07,1.297411598361023e-05,-5.971403037532111e-08,0.0,0.0,0.0,0.049439559174076164,0.18014764635884767,0.00015693692234217702,1.1799499351408902,0.0013797494501230762,3.3992726603533426e-05,0.00024693177340556424,0.0,0.0,0.0,0.0,3.0940814467613747e-11,0.0,10.000003933925985,-6.472932871115208e-06,0.6699996912307837,-6.964929956273826e-07,3.01,0.0
200,0.00413912091409841,0.0,0.00023179864232674672,0.003947288069169454,0.0,1.7172164883020167e-06,0.013999740969684062,0.011827884082637121,3.8240521339857003,-4.062248580717559e-09,-4.228965901803092e-05,1.459340465615547e-07,5.205091310970297e-06,1.0259528806765466e-08,0.0,0.0,0.0,0.04923196453149778,0.17997699072225048,1.4271604432204685e-05,1.179970098244971,0.0013620727465770439,0.00011341477380224677,0.00047859986331264546,0.0,0.0,0.0,0.0,-3.2001600836940735e-11,0.0,10.000002613374994,-7.85174543869763e-06,0.6699995848189524,-2.0495455046136512e-07,3.01,0.0
300,0.005900595455575842,0.0,0.0003846248986859666,0.005235059201711645,0.0,1.5173964246211447e-06,0.013998776828153923,0.011824580041358682,3.821968998899384,1.070276917395675e-09,-1.3598874169115181e-05,-4.905219708291611e-07,2.8421760515329716e-05,-1.4869426960630973e-08,0.0,0.0,0.0,0.04903772719885094,0.17985730435111125,4.483358727014024e-05,1.1800888006546533,0.0013678710217907653,0.00026496136050990933,0.0006531028441691184,0.0,0.0,0.0,0.0,9.919967537856021e-12,0.0,9.999997657254372,7.555294768730595e-06,0.6700005076743168,8.807060573500182e-07,3.01,0.0
400,0.008352591915435432,0.0,0.00048093400966711224,0.006605177552580191,0.0,4.857896690343833e-06,0.01399560457849813,0.011826200520236542,3.820637854475577,1.1481398820335873e-08,-7.796459337190475e-05,3.3777621348970683e-07,5.1524007915680315e-05,2.815872906165425e-07,0.0,0.0,0.0,0.04884406464551682,0.18012860747642379,-0.0001243473608394745,1.179849477684785,0.0013735681023098287,0.0004074616746380704,0.0008555479208013015,0.0,0.0,0.0,0.0,-4.847026872178005e-11,0.0,10.000002857131243,5.0848536120928595e-06,0.6700001648357021,1.0650441706625777e-06,3.01,0.0
500,0.009783102644789158,0.0,0.000528883362157685,0.008470448001577965,0.0,6.5229347917124084e-06,0.013993462651482992,0.011840489034207459,3.818867739222876,6.8923094241105984e-09,-2.6742554243180152e-05,3.0961949092586783e-07,6.473570625738574e-05,-1.6114960574968417e-07,0.0,0.0,0.0,0.048720546788390356,0.17994958086449545,-1.5698799773976467e-05,1.18004466721892,0.0013738113674162306,0.0004655665879454975,0.0009863603387155761,0.0,0.0,0.0,0.0,-5.158838874700214e-12,0.0,9.99999153297255,-1.1066370270757654e-05,0.66999991002883,-6.994278992479964e-07,3.01,0.0
600,0.011321017330466674,0.0,0.0005523106396763557,0.009336913353946907,0.0,7.561167263964385e-06,0.013992760029297899,0.011826732447567006,3.816994222100379,2.526894767528263e-08,-6.818216018191589e-05,5.463646005195345e-07,9.056100928866945e-05,2.397256997680389e-07,0.0,0.0,0.0,0.04858084746569934,0.1800334052511363,0.00010559510789337142,1.1799144213687194,0.0013695450884014823,0.0006728430557989032,0.0011383768796241387,0.0,0.0,0.0,0.0,4.719925738217949e-11,0.0,10.000009157330046,1.070973228993795e-05,0.670000443566211,8.572313972111179e-07,3.01,0.0
700,0.012813281459418697,0.0,0.0005543707368907889,0.010707516122439838,0.0,9.935262314713901e-06,0.013988814738105527,0.011826752859034407,3.8161239831701392,3.5428105986006485e-08,0.00014951418652344383,3.39271188429781e-07,0.00012998550252342237,3.043671485417806e-08,0.0,0.0,0.0,0.04837726002364892,0.180125334126238,-0.00012358067616736337,1.179821495271815,0.0013705373851442505,0.0009796930721246264,0.0012995820333003962,0.0,0.0,0.0,0.0,2.406816183846031e-11,0.0,9.999995829944593,1.0430170065120196e-05,0.6699993366442873,9.390866389164841e-07,3.01,0.0
800,0.013730157178369331,0.0,0.0005609709983830682,0.011814605781203164,0.0,1.4281581323614459e-05,0.013986790790835995,0.011825338276294188,3.8148694731911457,4.5676703330817466e-08,-7.753798949155515e-05,1.3242009023278569e-06,0.00015389459034042432,3.7077171999781605e-07,0.0,0.0,0.0,0.04823369355788407,0.18002886556187483,-8.644444419961256e-05,1.179727470139023,0.001370049685615537,0.0012773349619881608,0.00146242435530734,0.0,0.0,0.0,0.0,2.7084303656266494e-11,0.0,9.999997559376032,2.9770532659007357e-06,0.6699988762390013,1.1055188163387205e-06,3.01,0.0
900,0.014714460030944492,0.0,0.000562185590470166,0.01322502508433284,0.0,1.6415091538471994e-05,0.013983214114452929,0.011836440104287839,3.8132810496654517,4.5624268685356365e-08,-1.6078291738286914e-05,1.6189762467052605e-06,0.0001919556727151006,5.962117801242424e-07,0.0,0.0,0.0,0.04817167384604885,0.18000556398754652,-0.00011097031137462334,1.1796558321088357,0.0013731951145457121,0.0014169240677916427,0.0015298106846987755,0.0,0.0,0.0,0.0,2.664070082419848e-11,0.0,9.999988243362793,-1.84970480785533e-06,0.6700002197597912,-2.9521901740682484e-09,3.01,0.0
1000,0.015936714855598822,0.0,0.0005651830541751287,0.01384890529573138,0.0,1.8345439435605198e-05,0.013981707013259072,0.01183600110999573,3.812378960442857,6.52897694759061e-08,0.00011253904223286899,1.4831191245901884e-06,0.00022912845421857344,9.168944799388969e-07,0.0,0.0,0.0,0.04799240189382744,0.17982963416616882,-1.1606757120313178e-05,1.179654388189282,0.001372606535825043,0.001857411338242038,0.0016726849082804565,0.0,0.0,0.0,0.0,1.60977724121885e-11,0.0,9.9999905310685,9.807467242062989e-06,0.6699984516392565,1.9244405538640117e-07,3.01,0.0
1100,0.01715920167433737,0.0,0.000573927736245244,0.014885074405590828,0.0,2.2047296164908916e-05,0.01397730319516491,0.011829479212583118,3.8116061123574165,7.781475093842887e-08,0.00013766777091015392,1.8342496774528025e-06,0.0002758665076588153,1.2601884084214882e-06,0.0,0.0,0.0,0.04788402706299378,0.17978056172683324,1.191012058935301e-05,1.1797149577930988,0.0013668883207627685,0.0021097400529936625,0.0017635506555545239,0.0,0.0,0.0,0.0,5.690631966265977e-11,0.0,9.99997437092063,8.529476164559394e-06,0.6699992929240661,1.9930834941820596e-06,3.01,0.0
1200,0.018081823082240742,0.0,0.0005731123844114725,0.015596499987787511,0.0,2.5828228082312085e-05,0.01397388671042221,0.0118275437514701,3.810621193368169,1.1765668051566025e-07,6.259444043380457e-07,3.4633694546820094e-06,0.00029630722085297636,1.284143288688637e-06,0.0,0.0,0.0,0.047848746438207294,0.1797494838645846,3.837447460855014e-06,1.1794469573543969,0.001368319583569228,0.002294714870336529,0.0019234160918930544,0.0,0.0,0.0,0.0,6.791682996729593e-11,0.0,9.999967896296992,1.984887568677795e-05,0.669997368922058,6.383873452708844e-07,3.01,0.0
1300,0.01943842179740807,0.0,0.0005783531609240062,0.016641312452597333,0.0,2.931045523397402e-05,0.013972137105394054,0.011829509459333967,3.809159843200519,1.4081358176468297e-07,0.000296501341598025,3.884654622006872e-06,0.00033552098133814753,2.024320339970945e-06,0.0,0.0,0.0,0.047717749663884014,0.1797766632358291,0.00019466157982285254,1.179314662194977,0.0013632812591330577,0.0026788906979369315,0.002008612450519248,0.0,0.0,0.0,0.0,6.301519255054605e-11,0.0,9.999964362258675,2.035925543337367e-05,0.6699966668284061,1.8423393139093088e-06,3.01,0.0
1400,0.019763594418224232,0.0,0.0005759993006482534,0.017041227302445935,0.0,3.066865732699206e-05,0.013967637872808402,0.011837560100261588,3.808868130540819,1.6925011328734846e-07,0.0003881185354339457,4.642830203411988e-06,0.0003698569548051522,2.171021702599774e-06,0.0,0.0,0.0,0.04765724715377127,0.1796043652732333,0.00038857158918963544,1.1794796335158058,0.001371861459339074,0.002849179824200178,0.0020583330579321503,0.0,0.0,0.0,0.0,2.268420303109721e-11,0.0,9.999970085338914,3.2574817748851066e-05,0.6699962600463262,2.1721033693776485e-06,3.01,0.0
1500,0.020999916061000108,0.0,0.0005779819125334543,0.017958932308942913,0.0,3.4495098070857385e-05,0.01396560632526173,0.011829139374035444,3.808124619338789,2.194338121928073e-07,0.00044431552496860367,5.945659747848512e-06,0.00039983205444605403,2.9113739193621474e-06,0.0,0.0,0.0,0.04754699595525047,0.1795396794434307,0.000239274360007167,1.1792948937937398,0.0013620590253421905,0.003240995227991287,0.0021609154212043746,0.0,0.0,0.0,0.0,1.073082436180484e-10,0.0,9.999943331635384,4.180566715368494e-05,0.6699967048797513,3.575326984958578e-06,3.01,0.0
1600,0.02167717621000082,0.0,0.0005783014370683744,0.018318542451487778,0.0,3.6666237712565836e-05,0.01396213414234947,0.01183026547804686,3.807195370554433,2.4113523734188874e-07,0.0006156056297082423,6.9282798745576e-06,0.00045265693915143415,3.2417837159236055e-06,0.0,0.0,0.0,0.047517705738730535,0.17944801774683164,0.0005600586953383869,1.179219401333348,0.0013698683746969978,0.0033453301386233425,0.00222773602679381,0.0,0.0,0.0,0.0,1.365042106956097e-10,0.0,9.999951966207988,5.3141414159909565e-05,0.6699946014170207,3.95059034259086e-06,3.01,0.0
1700,0.021843832780981433,0.0,0.0005728227343869297,0.01927260925751385,0.0,4.0190082062295794e-05,0.013960252757619128,0.011832179220363594,3.806166242645074,2.8562908204018065e-07,0.000620138428674709,7.942785575362888e-06,0.0004663130179900631,3.624311852041548e-06,0.0,0.0,0.0,0.04740354229396214,0.1793849302291498,0.0005200075101148095,1.1788217347760082,0.0013606494516428611,0.0037315900248105806,0.0022559436228734874,0.0,0.0,0.0,0.0,1.349973844261968e-10,0.0,9.999935704897863,6.698770868357951e-05,0.669993592936913,5.95480727856628e-06,3.01,0.0
