milliseconds,C,M,X
0,0.007135060590079653,0.00999412586699965,0.010104293614970054
100,0.015983357927918492,0.0001151113578699455,-5.994031333053146e-05
200,0.014723434249314512,0.0003103924043719315,-3.0143394286964605e-05
300,0.018301615761322814,0.0003723307833853525,-0.0001319426570808725
400,0.019295071962176724,0.0005353746838146805,1.2342311018005912e-05
500,0.0239050150613251,0.00036110675858507386,-8.510431498455063e-05
600,0.024194958683752175,0.0005299088032900642,-5.2139598688303275e-05
700,0.027394253473173688,0.0005532378004008102,2.2439342122175682e-05
800,0.02701180421227568,0.0004906709733420277,-2.7009115168371223e-05
900,0.03183178689343998,0.0007893616505699535,3.097605461964665e-05
1000,0.03357543622611165,0.0007035770582348382,-2.4051550485752526e-05
1100,0.03829108310485165,0.0006714518650413758,-7.240587759626207e-05
1200,0.036471506595092844,0.0009610262444639274,0.00012617027781214036
1300,0.043466740432371656,0.0009343039765328906,-8.176853449429051e-05
1400,0.04645625987788513,0.0008552656548251381,-1.3756045740245191e-05
1500,0.04540606258163003,0.0011180086353979625,0.00010674629584560803
1600,0.04994039668018573,0.0010848348825823776,-2.7131076054023737e-05
1700,0.05106827321726202,0.0012399334674084881,-2.0847277576540433e-05
1800,0.055721241711922914,0.00124560370422565,0.00013610846312780292
1900,0.05653728564699348,0.0012226902833041215,2.956669211856609e-05
2000,0.060551860504942254,0.001216287058288512,-0.00010520494622157451
2100,0.05994980815004934,0.0015286272034852175,-5.437971323046555e-06
2200,0.0660118131766669,0.001475918039922011,6.126668531869687e-05
2300,0.06837792321881309,0.0015631294275631116,-3.123880507683491e-05
2400,0.06897629863274006,0.001518500892076096,-2.0990051958610785e-05
2500,0.07105253254639113,0.0015969890557514636,0.00013802587813457288
2600,0.07674565806227031,0.0018246970356891345,-6.224735017693099e-05
2700,0.07930078856664341,0.0017296571801827384,4.0562970355040943e-05
2800,0.07513733542985397,0.001976702316394178,-7.927591201120542e-05
2900,0.08285369585269022,0.0019546217679991982,0.00013153767580185275
3000,0.08283297239615489,0.0019555013986984823,0.00013911406678125563
3100,0.08671051824026288,0.002195824892227697,7.334866364104864e-05
3200,0.08773485400432247,0.0021111910628372143,8.292136337157274e-05
3300,0.0873072188556459,0.0022909592140314713,5.211290177481784e-05
3400,0.09372113278935963,0.0021450828178793224,-0.00011626236415509721
3500,0.09708367859675204,0.0022797255851052865,0.00015799142190168537
3600,0.10009069521501761,0.0024322622074940702,-3.638172888476739e-05
3700,0.10032829707635826,0.002601889094252289,3.2335720485556166e-05
3800,0.10533020461317019,0.0024544836603570797,0.00013073644315060213
3900,0.10698796582025055,0.002651526432303601,1.3297159755373e-05
4000,0.1084607573231367,0.0026551458451212705,-3.463031128615493e-05
4100,0.10948602609672314,0.0027094220955888966,9.246187023349442e-05
4200,0.11309514652940358,0.002984739357309482,-4.183415504988074e-05
4300,0.11468848168353529,0.0030840446774454745,0.00014064976469157543
4400,0.11479052173819304,0.003150910127289235,-5.4325721976684565e-06
4500,0.11730507960614953,0.0030264264441673175,3.976267673674306e-06
4600,0.12261670537889607,0.003147214248036392,0.00017133097421586288
4700,0.1278629074203192,0.003362537843747077,-7.648528489877288e-05
4800,0.12922299064346754,0.003310937641254512,0.00016706414123494556
4900,0.1272703454824811,0.003345666240633902,-6.888694717507082e-05
5000,0.13284038201362028,0.0035466681482901495,2.218629074269999e-05
