milliseconds,S4,S10,S12,S19,S20,S23,S18,S3,S13,S24,S26,S5,S17,S22,S25,S27,S16,S2,S14,S11,S21,S15,S1,S28
0,0.4131820816448285,25.620667877195373,-1.0641145021604023e-05,-0.0004732753317741485,-0.0006180951840883456,-0.023724854494619124,-0.0012207379423847908,6.251811806810022,-0.000805952973717831,-6.943563084781511e-05,0.0015766431171992108,0.9999997283279978,6.755741686688103e-09,7.74406858604283e-09,-3.3919005455522767e-09,-5.3760945455862536e-09,1.2617098292563905e-07,0.05979448703476047,-0.0003800028579846496,-0.02131897302451952,0.017114552759725836,0.0022804466286291533,26.44061463314466,-7.132143647455736e-09
100,0.42058169187993666,942.7947962664986,7.73391414075268e-05,-0.00017109700056583193,0.0007159029995429134,0.9239164254686546,0.05475109518427119,4.932842654336282,0.1339575221299311,6.146918911769948e-06,-0.001985235928599903,0.9999982599907418,7.375886751667917e-07,5.611549393776459e-07,3.2846939679264195e-07,1.7934916725080627e-07,3.0801509018104356e-08,0.023092136418186616,0.03675503427839215,0.3583650889327268,-0.001328165812063916,0.0006567033827137331,30.737014386256728,7.222509952793998e-08
200,0.43547067691675634,1796.2460758927177,9.01419590709107e-05,0.0011323516760277587,0.0032224771738066185,1.4964696744260089,0.04900247761268572,4.34549333456266,0.0956557859400631,-0.000133270937367717,0.0045929780500426395,0.9999966710056298,7.478044392373551e-07,7.50262178653384e-07,6.934099185583612e-07,5.609348106451356e-07,1.49767575522574e-07,0.02614227548211153,0.03453840211462529,0.39583285560722653,0.014880375283582527,0.002111436863728729,35.44307741403648,4.1867943489786133e-07
300,0.4361403251086636,2510.816330331126,8.131364631276244e-05,0.0007238168398935325,0.002278724073490601,1.8370165419520368,0.04334611416489022,3.84393531867312,0.07317556942562463,9.927531618022508e-05,0.003312413030151811,0.999995194302674,6.44523051633199e-07,6.661756559145902e-07,6.963160209361787e-07,7.065860564567285e-07,1.801248206381043e-07,0.027676967169543862,0.03420336487704849,0.5268034126569241,-0.0022416039726394586,0.0013903428430613715,40.95157690532087,6.377141343074936e-07
400,0.4389184322079495,3131.616692919334,0.0001089642827362146,0.004203152556629511,0.002923869255926503,2.06998167844235,0.03728649507477052,3.5123847508848067,0.05373207746131651,0.0001340043904166626,0.0052993060249587175,0.9999934564581682,5.155027362988463e-07,5.554521805107155e-07,6.0608063335896e-07,6.35195805602949e-07,1.933290408994812e-07,0.02915154922939324,0.03198355071217369,0.6478993741847037,-0.017347309220061214,0.006935532778457988,44.01287642201818,6.661326421441038e-07
500,0.45221950658358895,3630.3305438851835,0.00011788995760606424,0.003101188918372708,0.0035609306114652243,2.100696426023197,0.03147437241549912,3.1853355511032775,0.043377740552071435,0.00016148797831237044,0.00724173894490307,0.9999929955919307,4.5800010943078965e-07,4.7115359175124356e-07,5.274123956325334e-07,5.498048708708553e-07,4.842328313211774e-07,0.030759896955941984,0.03247771978522148,0.7187672605184413,-0.00780038801621823,0.009821508321530656,48.20286086643266,5.898230517688598e-07
600,0.4582603382022504,4127.680189530014,0.00011343960042111133,0.0046525717907173764,0.004239524020699553,2.1899837588735687,0.027938422196666486,3.0465770888441384,0.03634605237009805,0.0001781652439405095,0.0022895480764142054,0.9999913952891187,3.737469554211948e-07,4.164477265368612e-07,4.2283085979390934e-07,4.7682614532060065e-07,7.821656331378157e-07,0.03136820183715039,0.03081367646453237,0.8206589956473466,0.020565026577066475,0.016202248809681855,50.744598094170584,5.172852407281444e-07
700,0.45960391344351637,4294.24482810594,0.00013853426360097498,0.005246783909886676,0.005584558227584858,2.2538903636469647,0.026706445422804703,3.051947441718904,0.034461398854427956,2.2833583600220074e-05,0.009692024321884353,0.9999908868883793,3.2497732235154484e-07,3.5199663493856295e-07,3.647099068137369e-07,4.025097383913519e-07,8.887403663088735e-07,0.03217313947435721,0.030139064890832255,0.9346292557147902,0.027382641941581822,0.015697812611753202,52.92673000632944,4.385397833134883e-07
800,0.4646016051030924,5070.449602145827,0.0001378422637430709,0.008244409296047401,0.006806712376755949,2.1992545199530404,0.021926289924093595,2.76114135114303,0.03021780408772094,-2.6654005311151522e-05,0.007150593376676959,0.9999902891395354,3.0991394395450275e-07,3.2416863638562197e-07,3.3391198345559075e-07,3.5635316446549794e-07,1.3467836716863552e-06,0.03196289829085191,0.0299224303336583,0.9800014678664806,0.03498295427336632,0.019917349370633847,52.6191494369618,3.8404480359286816e-07
900,0.4698585612412424,5439.927241744453,0.00015030096102616793,0.007749284542779944,0.006392325996272815,2.2196005274638013,0.02075703810953718,2.7671304842364735,0.023045408070965594,1.842976398799339e-05,0.012182082610845843,0.9999890229823859,2.816537019220732e-07,2.799343741063129e-07,2.9221988321256933e-07,3.19302779089836e-07,1.7549441476519076e-06,0.03250670391587132,0.030402891011854744,1.0635199663615273,0.04900489454353956,0.02225281077009643,53.02397715803273,3.3220227923332177e-07
