milliseconds,s53,s57,s58,s60,s61,s68,s72,s73,s81,s83,s85,s88,s89,s96,s98,s100,s101,s107,s109,s111,s122,s124,s135,s142,s144,s146,s147
0,-0.005833345950781754,4.9955409506953075,0.0035463595608640087,5.0,100.0,4.998129851025987,0.0018730132697945072,-0.013383939064537864,5.022356658018093,4.969329201731609,-0.020770106384438512,5.0,0.0,4.987779205433847,4.99688196670243,-0.021823228974696365,100.0,4.97659569750847,5.034592505050179,-0.011282908352110925,5.087908276682025,5.024153053673658,0.07061006856620325,4.9966762318224065,4.955555678161342,0.0030102153258923414,100.0
100,0.011646302500901902,4.990667004425724,-0.0012131770362214592,5.0,100.0,4.998433092365665,0.01331517180319525,0.4311422048363288,3.4560113886801735,3.4119743967385796,1.639093841316874,5.0,0.0,4.972977325409125,4.974221816946987,0.062328207029102065,100.0,3.3770199316671947,3.372082177099895,1.6066178793580554,4.877242070187151,4.937924972589223,-0.01729726725805969,4.974144115273268,4.5992709149610755,0.019225600183766595,100.0
200,0.0017160650316555438,4.989453304730526,0.008263871552189257,5.0,100.0,4.997777833734526,0.09433408111896333,0.6643892095545136,2.6757031557871573,2.6530811798948486,2.303654959009931,5.0,0.0,4.960193136011777,4.9266756917676915,0.10758015017757505,100.0,2.675806299757669,2.680835527188242,2.346901833923404,4.885923385791748,4.873109307903481,0.22349725158328054,4.957550542929827,4.057671474069431,0.04013769437155561,100.0
300,0.011454415243794133,4.9864459952001186,0.012642978070396698,5.0,100.0,5.008067940069904,0.14779625767528243,0.8555487389082164,2.361902101571431,2.3448889278500684,2.7076998621183503,5.0,0.0,4.938621333792459,4.919426575017923,0.16048649799748105,100.0,2.2991066179626882,2.3554331526944767,2.6632509280198775,4.677586097100496,4.69048574544327,0.30364912238741004,4.94163277600448,3.814343360690209,0.06057472888064867,100.0
400,0.02983988945014181,4.983590316304645,0.01233504496427415,5.0,100.0,5.007647499626162,0.24654733718177302,1.0221552971785781,2.107616409146895,2.0840551561663814,2.9159472857330733,5.0,0.0,4.877044337150097,4.931143712588967,0.28984890530083374,100.0,2.0968269004154028,2.1337518737390555,2.872270767965087,4.448903451267573,4.406814946473431,0.6448030319478022,4.93067378490946,3.467266677159015,0.06718262875636449,100.0
500,0.046336484911977775,4.980677411116147,0.022103329929033837,5.0,100.0,5.016003983141505,0.25933164978241346,1.0842200702584228,1.9747110395567544,1.9731523767192227,2.993284964457685,5.0,0.0,4.894460252841914,4.8780989106239385,0.3760384576143746,100.0,2.028766843579608,2.025115211560085,3.037745536542742,4.365041725407224,4.334359300964724,0.7895882569751876,4.921636660824928,3.294800475095247,0.08248795008879745,100.0
600,0.05810416546018355,4.9760524532493795,0.029200380015839578,5.0,100.0,5.0295089489935885,0.3563929445182833,1.1288046937033553,1.8973289245331342,1.8943680729315175,3.079725520079135,5.0,0.0,4.866028998897559,4.865544251138727,0.5130416949393147,100.0,1.888278592287889,1.9098517196431541,3.078261519932707,4.122655305419745,4.183141407982063,0.9021842323276077,4.9104905741047995,3.0535012199329956,0.08363237534033306,100.0
700,0.06055501066948345,4.965895780316323,0.025819417606630264,5.0,100.0,5.034020718431323,0.384127473954387,1.165583238442702,1.8810593078621445,1.910476642118922,3.0858997878555487,5.0,0.0,4.821267834851728,4.8311986824568,0.5694853028840807,100.0,1.885114824037886,1.886375090167936,3.089454408851259,3.858103958501785,4.003131293947051,1.13910522981031,4.902726898080467,2.869892008210576,0.0966947442333602,100.0
800,0.08074665840818523,4.965976877296723,0.03254085029512335,5.0,100.0,5.048459251341795,0.4807637450377777,1.1944868328009959,1.8168168093396633,1.7991907298359655,3.1951586287984686,5.0,0.0,4.80806934968992,4.837297784276645,0.6812231072320942,100.0,1.873270413181637,1.7948927705694884,3.188334515157936,3.826459651111069,3.7884024427197014,1.2246800944098368,4.895788471357945,2.7046352646470733,0.10495419740279764,100.0
900,0.08527370935909906,4.957907321942156,0.041271539822934744,5.0,100.0,5.055434812736716,0.5515133081585147,1.2074174629531134,1.8406254917760212,1.8024859734154755,3.181637063223882,5.0,0.0,4.782052441620166,4.764853038922612,0.7222941171518933,100.0,1.7976469517940916,1.7804222898251354,3.22881013411379,3.558678766255623,3.6222196884601754,1.5206516274511226,4.890835317893451,2.575876141558117,0.10704436671811854,100.0
