milliseconds,s53,s57,s58,s60,s61,s68,s72,s73,s81,s83,s85,s88,s89,s96,s98,s100,s101,s107,s109,s111,s122,s124,s135,s142,s144,s146,s147
0,-0.003535158159952574,5.0000068093764165,-0.002232615146488249,5.0,100.0,4.999288521226575,0.025226761161762846,0.022028462164005766,4.955923275050615,5.0486354983758135,0.02571276908533907,5.0,0.0,4.977946354228201,4.997043313636097,0.033228446066002434,100.0,4.985283551958765,5.006132184442005,0.03603619656538441,4.908903699889967,5.024354410148703,0.051598741754679364,5.000776192216195,5.056423304166562,0.00249479087544103,100.0
100,-0.0034457276834797858,4.999224423063051,0.0031607643452164066,5.0,100.0,4.997682930265982,0.027778435265566604,0.39297767835112024,3.403210452827636,3.419974657585904,1.6016464381808382,5.0,0.0,4.99836529879838,4.976236682191941,0.02109311993332181,100.0,3.3555276458303958,3.4403937158914872,1.5595019858834382,5.032047565021819,4.97390118542758,-0.021214956016269187,4.9770419278215785,4.519374171532438,0.021806191796099703,100.0
200,0.017028357705976094,4.98732787576973,0.011888743401481487,5.0,100.0,4.99969474368824,0.07587902169820626,0.6653209359897724,2.7186640293781177,2.731999497206848,2.3456532700489654,5.0,0.0,4.954752131254594,4.948715310119553,0.0802509948689643,100.0,2.7390574862211294,2.7241229611462887,2.3186668210532653,4.775317820551153,4.725661097203638,0.26450355278218046,4.962544241725349,4.1823430233905,0.0455062110829388,100.0
300,0.013303073911709562,4.991556001447668,0.017537845155205473,5.0,100.0,5.005370681215862,0.12276364093202671,0.8557534709602639,2.3511889722894765,2.328833831628464,2.6272834810703447,5.0,0.0,4.9373678873334965,4.945626030099262,0.2225912471639063,100.0,2.3175882178035634,2.303621560743184,2.701381133173037,4.704483171008251,4.718709171383216,0.4443389274367083,4.938863687839557,3.782818938906716,0.05624470612870957,100.0
400,0.02348060844329971,4.9833987441578875,0.012119037286576793,5.0,100.0,5.0103579995227365,0.20290690982701423,1.0153417743689417,2.1296341707412942,2.078666181449788,2.8465655211723124,5.0,0.0,4.931153883944808,4.9114361855034465,0.25817455098144293,100.0,2.137340053350308,2.1157441268439503,2.901382278689559,4.4263841944725115,4.521320097449752,0.6267341214842151,4.933776888406851,3.5499701756159414,0.06506906604378439,100.0
500,0.04309619108529808,4.982207063236611,0.024070467967219046,5.0,100.0,5.022225541633586,0.3152622629857617,1.078479980575959,2.004202578173291,1.9497813777582025,2.9785472703716525,5.0,0.0,4.880903102868788,4.866925802226156,0.3681707570144638,100.0,2.004677519116865,1.988800056649598,2.9824208388815943,4.347874049044722,4.34744754993133,0.649024990322001,4.92498534167376,3.2597770330590374,0.07776327306267523,100.0
600,0.04860664780644137,4.976296149506361,0.028846825501470583,5.0,100.0,5.024311543380693,0.3198158512932123,1.1299063569650865,1.9589582009317825,1.9154982785652466,3.1042393185457136,5.0,0.0,4.843257036391904,4.833521916964983,0.5099974143536784,100.0,1.9617657228631817,1.8898725966614984,3.1108472350544845,4.139476338727186,4.138510065511165,0.843006781609389,4.909424697727994,3.068902683138389,0.09174187821861987,100.0
700,0.06016234670713048,4.9750545961209145,0.027436659030089496,5.0,100.0,5.036467415251152,0.3852553030374287,1.180817860906449,1.8391717756437014,1.8352642525571297,3.089688010675646,5.0,0.0,4.817320722039337,4.820428466748583,0.5635282844475686,100.0,1.90703065956192,1.9060080592656252,3.1225694626514584,3.9103386839062098,3.8332843977919495,1.0441199657232998,4.907572781195778,2.930819181620119,0.09092733476565937,100.0
800,0.08041280619211416,4.9634582597942805,0.030394824046586822,5.0,100.0,5.042290282930924,0.45185522645695075,1.219506904224813,1.866453816664094,1.7918717245136866,3.2089965825009763,5.0,0.0,4.79706715665818,4.8183686229438045,0.6075340823936906,100.0,1.8507105314792827,1.8726947142756054,3.1117416335925645,3.684063034181775,3.651802896388347,1.1876291542612383,4.897917117168089,2.709577413059832,0.09956121966409781,100.0
900,0.08508263383521039,4.961458443698163,0.03127495692889724,5.0,100.0,5.054001791189237,0.5186818480467055,1.2392155782573275,1.8441213239833452,1.7827584282138167,3.1505892700184774,5.0,0.0,4.784704424221663,4.79162490552853,0.7168725110018329,100.0,1.7871825866286108,1.8528833086810177,3.134014365785482,3.4935066664288605,3.5951491583890713,1.4256364201155671,4.893064095322596,2.4706570967176082,0.10220201644339072,100.0
