milliseconds,s53,s57,s58,s60,s61,s68,s72,s73,s81,s83,s85,s88,s89,s96,s98,s100,s101,s107,s109,s111,s122,s124,s135,s142,s144,s146,s147
0,0.0028810023758504256,4.994582530109269,6.826903618472734e-05,5.0,100.0,4.9995929093828995,0.0010987312228416144,-0.017456461887271863,4.957967650292151,4.990779249868327,0.001195419626200894,5.0,0.0,4.9926552074139865,4.9897395766094945,-0.02127013364524102,100.0,5.049489112265672,5.000087116115887,0.011800381716311478,5.043293925898595,5.088476955527076,0.0572509795373746,5.00324726786939,5.087056443667065,-0.0009421847645657889,100.0
100,0.0038135758600995975,4.994461845851158,0.00018770663440242398,5.0,100.0,4.999313560833026,0.05273323110302203,0.3983858976957971,3.4562956731434,3.4038002668551033,1.6042088644884842,5.0,0.0,4.970439144564375,4.989675573195029,0.024910675314537185,100.0,3.366568274194941,3.3948606110851283,1.6426734023196543,4.892547333874979,4.976773479930853,0.14601573111620653,4.977939496629455,4.435175187140811,0.02178790047829271,100.0
200,0.017131336906692326,4.991176529503914,0.013456088186439877,5.0,100.0,5.004365498753253,0.10335236313865448,0.6750770509330203,2.6792402351850892,2.708913587023685,2.3194111215581352,5.0,0.0,4.943957318563042,4.966318287672754,0.0820680947539899,100.0,2.648697490495256,2.709758356768657,2.2864532000273328,4.880045848646176,4.8397374626414225,0.18768534898618575,4.956822734057945,4.063561917047656,0.03999011083877717,100.0
300,0.01603011050718587,4.99224084160347,0.011447379188870137,5.0,100.0,5.008348595706693,0.17190717417707868,0.8672055385201553,2.363866490390967,2.299475117397209,2.6888339149672067,5.0,0.0,4.950936191670606,4.954491601714122,0.18210966049788774,100.0,2.3748247091270547,2.275511146167933,2.6698642474616383,4.61203563754518,4.644247292324323,0.41305505233226136,4.942313042858881,3.8591561150753053,0.05656914043788438,100.0
400,0.025636628504506084,4.981281516725939,0.019155856153551285,5.0,100.0,5.012267009564851,0.17063298418965886,0.9867214566918892,2.1111957193571005,2.087569390501989,2.904450593916074,5.0,0.0,4.913183611281525,4.90304457060847,0.2825671539314262,100.0,2.0810098925487024,2.10557805117278,2.838784379950249,4.486807340642818,4.410416366919216,0.47947542429270645,4.9274724301751185,3.493892046996707,0.07129445390582309,100.0
500,0.03360108662608673,4.976756081081201,0.021581546134390922,5.0,100.0,5.021616788085858,0.265694889748734,1.0684625257819553,2.018494534461542,1.9849656332863457,2.9761632551739226,5.0,0.0,4.901473500905354,4.90739519186413,0.38863960194175884,100.0,2.0404301946905945,2.0387564016341253,3.030159663604718,4.221245439606378,4.347417290427751,0.6622334713150961,4.921030702399585,3.2111451938474884,0.08235553049445617,100.0
600,0.05399353037620279,4.97088976962597,0.021370516555693112,5.0,100.0,5.0303513572158245,0.32897461923371507,1.1480026918201331,1.913185659272902,1.9094114961564368,3.1017264063446266,5.0,0.0,4.8697351607870365,4.837098090523508,0.481969774587437,100.0,1.9330142274349256,1.9467354408786166,3.0772370691715802,4.057539022189115,4.037104406385674,0.9887713712948178,4.914941985414651,2.985903905307969,0.0902864112760532,100.0
700,0.06068322674250436,4.971338657121847,0.02409201859828118,5.0,100.0,5.037140472808597,0.41561185060175043,1.184406230666911,1.833953639084717,1.8825576797475652,3.1333690853437037,5.0,0.0,4.84160522314488,4.810217533571321,0.6021679528939571,100.0,1.8662530512082984,1.9150281184879283,3.0895500892718646,3.930809628841831,3.993577989963646,1.1023209447621767,4.907879068566489,2.8576681549245713,0.09641538010810137,100.0
800,0.08469438770108041,4.9694254579900985,0.03159065981525914,5.0,100.0,5.044271744065699,0.4675614015589773,1.1878119919832792,1.8146949882694166,1.8780161645777869,3.197665283183937,5.0,0.0,4.817484268460239,4.795288266190283,0.6653503708268649,100.0,1.8832747403261607,1.8709302938031152,3.1942683699354095,3.763791077127828,3.8240535210521265,1.2292390692952424,4.896248567329375,2.7438848444102732,0.09982382652692776,100.0
900,0.09911901495443767,4.961934080105562,0.04072553806444882,5.0,100.0,5.051486546342538,0.5825419437273213,1.2148615257198072,1.8029824163456087,1.794997717657174,3.193844447200085,5.0,0.0,4.773490860627849,4.774281080241929,0.7474794576949756,100.0,1.8103840517054994,1.8630911649150987,3.132741161588562,3.6514526591264636,3.520779255312032,1.3977379330827078,4.89066283077869,2.643923870285181,0.11069030177285888,100.0
1000,0.1057679303729878,4.95615715374182,0.04524465220007209,5.0,100.0,5.060957114412465,0.6268453269610827,1.2424701177252768,1.7651644053808957,1.821133018044039,3.240524215639186,5.0,0.0,4.794185836135191,4.761565848371912,0.7708114774584823,100.0,1.8080528879103328,1.7748623608407124,3.240610995370434,3.4301765281109646,3.4500278711225514,1.6391574763080006,4.893185892331704,2.5111053992403742,0.11135321185289129,100.0
1100,0.11879857730339943,4.960412510795835,0.04910730058108707,5.0,100.0,5.071412373868219,0.6678527598907281,1.2256558679996687,1.8042372342512456,1.81347049145264,3.1793401525020024,5.0,0.0,4.773720617009261,4.728144468038719,0.8650757069906505,100.0,1.8224645950956986,1.7713699200731896,3.194863697319765,3.2338762045134035,3.3108167543117486,1.8250877062445172,4.885021165685313,2.3202525854283365,0.11335463301508061,100.0
1200,0.12387643363078849,4.950506162089834,0.049844217476458806,5.0,100.0,5.074212094282293,0.6812422717157837,1.2413357297219074,1.8042738830304783,1.8438366499099168,3.1883098163644727,5.0,0.0,4.744118298563175,4.710658115024648,0.8925085681236539,100.0,1.7489542110658525,1.8326714370448687,3.169195940483894,3.145943443237276,3.0882336834545474,1.8865957962850342,4.88098961523832,2.261107131935464,0.11966920733358546,100.0
1300,0.13295557977829411,4.942684044175026,0.05774404031524703,5.0,100.0,5.080521131245642,0.7179825417943582,1.2387685163406708,1.8233544370790447,1.8152550293477536,3.1755349983912224,5.0,0.0,4.7052622455605775,4.687320594720042,0.930911791791466,100.0,1.7852987007600014,1.8228764228381136,3.1783221726339708,3.051523244642929,3.093426360082122,2.0708407853074298,4.880420567211867,2.1822563123694674,0.12638892110128347,100.0
1400,0.15058361455541647,4.948396603410368,0.05727334132050589,5.0,100.0,5.0912404598868966,0.7632428784987664,1.2438303751897222,1.8102667280892715,1.8374356174144997,3.1960582591131965,5.0,0.0,4.658005582621989,4.686911070613429,1.0284007522240324,100.0,1.7915713449367943,1.770544990897414,3.2466163983214194,2.8943580619652205,2.8977085560967084,2.114615172969203,4.878483208586148,1.996840741556139,0.1266109029756347,100.0
1500,0.15100507194723214,4.9399774088111466,0.061367523342398665,5.0,100.0,5.093972732086384,0.8128975843303924,1.2669423112760823,1.8050769729245837,1.8084581724784958,3.1897917261793083,5.0,0.0,4.636140203277654,4.671724708801556,1.0378593024255613,100.0,1.7848046561394852,1.7924075840753522,3.1772456714438406,2.761142933377364,2.833047900397289,2.166504361602222,4.8734077467958565,2.0109131628153385,0.12489631211970026,100.0
1600,0.15980403993440004,4.940544396869413,0.06179055853589293,5.0,100.0,5.096719514543991,0.8726176235204435,1.2785718552869392,1.8254746465207574,1.751839456699068,3.251820707158743,5.0,0.0,4.63256734884847,4.6258074399212825,1.0710268968740309,100.0,1.8400654158212866,1.8420653320381215,3.2087950074085345,2.6989340298717908,2.7177551779717364,2.285769271666766,4.868135655531989,1.9001548805306625,0.134530777482486,100.0
1700,0.17069269155833647,4.930946113434708,0.06722158908774145,5.0,100.0,5.103455701998982,0.8731949281601616,1.2759315958910256,1.7422022994553463,1.75006207121842,3.2591547598823114,5.0,0.0,4.628971144500964,4.611501706845002,1.1199088615255037,100.0,1.8178145596707473,1.7959312369109923,3.24953965733836,2.620916719937657,2.517569238802987,2.49382972235989,4.863568744716568,1.774375658547136,0.13117733447503788,100.0
1800,0.17307235876454483,4.931255508940359,0.07413000442406117,5.0,100.0,5.102576077792568,0.9448909270687009,1.2886885676320008,1.8237740583569444,1.8326497370527277,3.240126833319646,5.0,0.0,4.629317207370232,4.580570961093541,1.1565098436090484,100.0,1.8193632680208223,1.7569196160857083,3.1758202573162277,2.5411216583640153,2.5177100812468964,2.4498583814906,4.864786804655323,1.8382238820470616,0.13507503365128412,100.0
