miliseconds,PC3,XIAP,C9,PC9,C3,C9P,XIAP_C3,XIAP_C9,XIAP_C9_C3,XIAP_p2frag,XIAP_p2frag_C3,BIR12,BIR12_C3,BIR3R,BIR3R_C9,BIR3R_p2frag,XIAP_2SMAC,BIR12_SMAC,BIR3R_SMAC,SMAC,APAF1,XIAP_p2frag_2SMAC,Substrate,ClvgPrds,SMAC_mito,CytC_mit,CytC_cell
0,0.11999748771580257,0.062989272333644,1.4693126888654145e-06,0.03019289980158725,3.5256157108276666e-06,-1.1978643755863417e-06,-3.690378084423655e-05,-0.00015337071001184378,-1.4889195514324934e-05,-1.199183210760878e-06,-1.248646557402596e-07,5.8185492598450165e-06,1.1995969507366499e-08,-3.826494349098985e-06,5.125928117233276e-07,8.466218074412454e-09,-2.202452872577949e-05,-1.1978091489783892e-08,1.7958935352665213e-08,1.3305759618398706e-05,3.3716628692728614,1.5093413498556387e-09,1.0000966260129553,7.890165072683877e-05,0.12601509045283346,9.998765840592913,0.12289239726422811
100,0.11997048291365058,0.062165403650533434,0.0005711569734258094,0.029008298456115716,1.6324191516321724e-05,-1.71650589331013e-06,1.7572627240601036e-05,0.0003136537094858365,1.0161298344785688e-05,-6.946150713190887e-07,1.4601756677709758e-07,2.598658813652653e-06,-4.910524088546341e-07,-5.538877006256528e-07,1.4953080688967918e-06,-1.51022531175527e-08,0.00020356998581841482,-1.517416846238379e-08,-6.4370372881637745e-09,0.0014216708733385645,3.3708304943210496,-7.235476017687296e-10,1.0001176466146928,-3.4301110466011686e-05,0.1251895003779673,9.546421620400691,0.5372292742174746
200,0.11993020089061553,0.061694540531323214,0.0007810617375851242,0.02842073480097498,3.663500611168267e-05,-1.0018017284654018e-06,8.438123642015066e-06,0.0010496628768934578,-1.5913847631992374e-06,1.5048779273415962e-06,-1.8775562648989207e-09,-2.5648676066422198e-06,6.601349105081401e-08,3.587326068739996e-06,2.8152017362237396e-06,9.500312306056664e-09,-0.00016302393115706594,-3.248612904179553e-08,-4.641963022695608e-08,0.002559257419486138,3.370407049063593,-9.08837233559305e-10,1.0000744556659662,4.8025789817512826e-05,0.1242551413978518,9.233233064090536,1.0032717183739892
300,0.11985304356709442,0.06140233474762334,0.0008526750384051381,0.027482729458906355,5.44179708156307e-05,1.9307685547422544e-06,9.091582525739932e-05,0.0015732801739101719,7.321399843238161e-06,-1.0831614715774856e-06,-4.3430451196440997e-08,-3.233912630284564e-07,-4.4850699980675484e-07,2.788201381214201e-06,8.762231696535116e-07,-1.00582761671627e-09,4.4594514517573566e-05,2.036888970139797e-08,-2.5530821155601314e-08,0.0038350445283654626,3.3692421585223253,2.8752809301258317e-10,0.9999247527091537,9.475129812508654e-05,0.12279098615263219,8.781713403561024,1.1993817070723054
400,0.1197543534421609,0.05990609225250813,0.000880405680760821,0.026367518609776916,6.460161909910464e-05,-8.28437525280017e-07,9.748053124385576e-05,0.002523403403711045,1.8363771745789704e-05,9.462829047598614e-07,-6.338406543656231e-08,7.128894551281676e-06,5.727602092867846e-07,1.4654312193901931e-05,-2.4036674223116795e-06,-5.149675786221182e-09,0.000288530448194383,-2.72017102239105e-08,5.1166158579457887e-08,0.004789288368283266,3.368651861074113,-1.7159257330356173e-09,0.999754390426644,0.00024515875215212323,0.12172709540134749,8.334661966245235,1.7124656238165326
500,0.11966620232866955,0.05973797298609863,0.0008918726054960009,0.02565297078485062,6.889860745260367e-05,-1.3049018293821192e-06,0.00017237333375829812,0.0030094160406067528,5.513497524290485e-06,-1.1644674446741193e-06,-1.4844674951037377e-07,9.146696092730684e-06,4.379150762653239e-07,1.764117606813073e-05,1.4291330332285594e-06,-1.21439659049082e-08,4.529744059160257e-05,1.4856090639734347e-08,1.8637569166502877e-08,0.005714228230014091,3.3676435462874332,-1.609886209944072e-09,0.9997690060694291,0.00027474528651537334,0.11951325281279185,7.813780526146262,2.1439024501581065
600,0.11966742278053695,0.05840983932650664,0.0008935134509049006,0.025078618382727045,7.172007359668238e-05,2.4881219415985997e-06,0.00023440785934588236,0.004124762562717821,1.5938864355834136e-05,2.1156050164827513e-06,9.249271504586292e-08,1.4465958209407885e-05,2.470686867546182e-07,1.8704047862059398e-05,2.0992050063065657e-06,-3.3475183469419074e-09,0.00015299462602149933,6.73261574710036e-08,6.088134428417003e-08,0.0066362312260372855,3.366995288465376,-9.328015170347382e-11,0.9996720781634324,0.00029267118704390027,0.11903850361714724,7.525612946809173,2.3157530528712917
700,0.11958895063405751,0.05801250103933275,0.0008984029472113148,0.02423891193379112,7.500566498984836e-05,2.2546643489956928e-06,0.0003257438415935539,0.004817396474581172,7.66832426253438e-06,2.970888000966691e-06,8.210483463652943e-08,2.8318948248653307e-05,3.110910404473195e-07,1.9380101704763674e-05,1.5992283320210832e-06,2.897721808642826e-09,0.00044419551210666186,5.966472861379984e-08,4.4082334910967144e-08,0.007540071938622196,3.3660215642774043,4.423698078216903e-10,0.9995686547502795,0.0004890133794706885,0.11814325447281375,7.189953439134282,2.670949530826463
800,0.11958639270715365,0.057134232424487286,0.0008855367645504219,0.023896909378242445,7.515948200319543e-05,2.5817574077473e-06,0.00036997738789162454,0.005206480163210968,2.4093838642838667e-05,3.0855939496321895e-06,1.127954667817362e-07,3.8588273233918906e-05,-7.462596484716281e-10,2.5587115455825057e-05,4.430894268098584e-07,-1.4496192407644209e-08,0.0004223471451419009,1.2853755584317726e-08,6.406033448641537e-08,0.008362974658815796,3.36575909168385,4.882613735316453e-10,0.9994905241988163,0.00041660931293921975,0.11670665588044783,6.7933339538327475,2.9735835063894083
900,0.11943168689509534,0.05563417112363413,0.000889195399709533,0.02256088690522943,7.414594144821789e-05,2.3909085696958214e-06,0.0004125716189540554,0.006336459335577413,2.5935631053393854e-05,5.849155339183548e-07,6.46328657997802e-08,3.365547166278311e-05,7.465215715245872e-07,3.391419373201287e-05,2.8922559284749424e-06,-7.48966788827005e-09,0.0007883644438678666,4.6625680411920726e-08,7.584442238784534e-08,0.009356215134555368,3.3649370623344224,-3.912169576044641e-10,0.9994558500884244,0.0007147686997495846,0.11537537292725737,6.524442587993129,3.4425007546552497
1000,0.11940172953050195,0.054163827264903784,0.0009066729124107586,0.02216330212082213,7.473095319843121e-05,4.029473201599878e-06,0.0004682518347552926,0.006609031585251308,5.375173868356426e-05,3.6642662478440906e-06,-3.352308076048426e-08,4.199212661398691e-05,8.766832690796042e-07,3.3674451365851084e-05,2.6205385500198443e-06,4.097278351421629e-09,0.0008229909196571935,1.0546120484907013e-07,2.307873478346421e-08,0.010100597597930264,3.3645280482631645,-2.848415851893274e-10,0.999433497717779,0.0008019837527962282,0.11451770788968406,6.370064122945338,3.8032970368740866
