miliseconds,PC3,XIAP,C9,PC9,C3,C9P,XIAP_C3,XIAP_C9,XIAP_C9_C3,XIAP_p2frag,XIAP_p2frag_C3,BIR12,BIR12_C3,BIR3R,BIR3R_C9,BIR3R_p2frag,XIAP_2SMAC,BIR12_SMAC,BIR3R_SMAC,SMAC,APAF1,XIAP_p2frag_2SMAC,Substrate,ClvgPrds,SMAC_mito,CytC_mit,CytC_cell
0,0.11999552945584532,0.06261541642862573,8.191824618752963e-06,0.029775256724071154,6.065391383907597e-07,-9.307644615210604e-07,-1.380547612178223e-05,0.0001482944258328428,1.4607642219608383e-05,1.6287830083784397e-06,1.0891221272892188e-07,3.157333117223527e-06,1.7712709462187935e-07,-2.943249681930949e-06,1.4245463832857279e-07,-1.2539975471614027e-08,0.00011767244532693574,2.5562300977404808e-08,3.1659959836123564e-08,0.00011196729391247598,3.371979228245705,-1.1059307934359525e-09,0.9998712566315912,7.270485768253264e-05,0.12535997843628138,10.020439727689794,-0.09887008253090504
100,0.11994045482911622,0.06312527080064011,0.0005579639408070567,0.02889207700852074,2.070905363938635e-05,-1.2774218381575264e-06,-1.4085862106714858e-05,0.00044081749117391326,1.4243361881544105e-05,-3.3440831540422616e-07,1.22225373567102e-07,-4.965311421803102e-06,1.3908658358609294e-07,3.338244398890873e-06,-2.714840597193997e-06,-9.52643499191573e-09,-0.00015686468344930208,-1.0870004493016937e-08,2.5685283805729757e-08,0.0014572863258956814,3.3708156467139774,-1.2204794066599847e-09,0.9999363824219223,-2.5927922635693273e-05,0.12499698670531989,9.495377230707314,0.37000255313023217
200,0.11991976112401591,0.061728846504692125,0.0007790785654685216,0.027928903690718872,4.169940196968635e-05,-1.0279441115056882e-07,3.264540838161473e-05,0.0008733636901738464,-2.230685601280832e-05,1.7981359304661429e-06,-1.0317469677553621e-07,-3.234970015901579e-06,-2.630843867959575e-07,1.7919481976425302e-06,1.3029476612215183e-07,-8.008619832782745e-09,4.8164998797195594e-05,4.242194034148265e-08,-4.511686599940238e-08,0.0024110830050779824,3.370462641679692,-1.489416586435472e-09,0.9999159885000926,0.00015340731419670022,0.12347512937158585,9.033378733146952,0.8706295817348224
300,0.11991478420510471,0.061480327138172225,0.0008467722429512789,0.027161440179435937,5.719614005382209e-05,-7.639778196145025e-07,5.2672980037752246e-05,0.0014970334881470528,2.055731463808538e-05,-1.3240103238034732e-06,-1.92705095836494e-08,9.171525150578237e-06,-5.51069225500557e-07,4.549924568199788e-06,1.412437062976786e-07,1.160257449527346e-08,0.00012181403681470936,4.1227519760783784e-08,5.10952831743985e-08,0.003849826964682166,3.3691538825699596,-4.733708190577914e-10,0.9999218997637572,-2.0898830632953277e-05,0.12214720330868944,8.730465448027877,1.307649174632613
400,0.11983512901670529,0.06051715360026199,0.0008687562867936963,0.026411244037125272,6.455891734658479e-05,-1.597410433885961e-06,0.0001470103366449787,0.002353374607431432,-2.5532104557516137e-06,1.6540387518301967e-06,-2.4755081678148396e-08,1.1506694610309246e-05,-5.370629678692193e-07,1.1483717856204115e-05,2.2034989815717516e-06,1.09247906445117e-08,0.0001402723614341543,3.706045271573188e-08,-4.434369498680506e-08,0.0045809648430759665,3.368674049938608,-4.096943894811327e-10,0.9997982888207877,0.0002013483195774093,0.12182399324059842,8.225682428150673,1.7086548282666885
500,0.11980266553824316,0.05927527391525177,0.0008753134823089884,0.025953257389306296,6.494365951672055e-05,8.962611147875088e-07,0.0001779199774798267,0.003030743687242303,3.3180719817575775e-05,1.1437467425408927e-06,-1.2756147564174323e-07,8.346661463559481e-06,-1.5712171443022923e-07,1.443030996280241e-05,4.2181387495160887e-07,-9.90298401044098e-09,0.00011630644829066423,1.3304719809106968e-08,5.320763906163423e-08,0.005886760820683952,3.3675384540292908,-1.313219280106248e-09,0.9998231897308314,0.00028623545783104486,0.12008152183894899,7.879313807443218,2.093190857890997
600,0.11968953184379007,0.05853808826296991,0.0008802988943382786,0.02524311675275024,7.098272309959141e-05,-8.89410115069547e-07,0.00025645176697613895,0.003891744954209046,2.7332219976411878e-05,1.2667833025491176e-06,-9.057358010698194e-08,1.5970714515332258e-05,2.0733611287804098e-08,2.2559313114810056e-05,-1.1470133702847968e-06,1.3130443620400882e-09,0.00026516787704205895,6.05930092417122e-08,1.8830518557077823e-08,0.006546244061344862,3.3667453589121146,1.8328992765522048e-09,0.9996720283117698,0.00036133144847363426,0.11918364103383082,7.556105751149496,2.490428092683274
700,0.11966583996248005,0.05698518907105224,0.0008835092258301813,0.024106811173773283,7.217330845988416e-05,7.77035766650597e-07,0.0002730059028231793,0.004667506796356681,3.7796858962111584e-05,7.176216734019056e-07,-7.404583048139637e-08,3.2161747877490025e-05,-3.841796759000096e-07,2.5142299668500966e-05,-7.494198450837155e-07,4.1049690995107254e-09,0.00028395039228326587,3.990510683994446e-09,9.896396020514165e-09,0.007443551125697444,3.366468093885839,9.721487529921604e-10,0.9995163266889256,0.00042258009105659134,0.11789771190272857,7.21275334051875,2.6881231146638935
800,0.11959869076852482,0.056310406028680864,0.0008955599902264296,0.023347622734563648,7.661951788518163e-05,3.5622803571266225e-06,0.0003571110995013452,0.005434005943880187,2.8564173567360947e-05,3.2501359841337835e-06,-1.3942704095861054e-08,3.435327490672205e-05,3.4901842410581044e-07,3.0585127838841725e-05,5.702551891643247e-06,1.4517935651120762e-08,0.00041337183718005265,9.006419801204163e-08,2.9411363850929614e-08,0.008643439059159453,3.3658499702376186,-1.5225340156145438e-10,0.9996125299877531,0.0005881889137401687,0.11637665840161052,6.784163843872539,3.0767499220309342
900,0.11951050132555878,0.055855743224145514,0.0008897091599848007,0.02311441674418026,7.974829097388726e-05,1.8465452316601083e-06,0.0003844165204678739,0.006113642726393148,2.4886865587153266e-05,2.5089107656916966e-06,8.87815430765439e-08,4.196470694480748e-05,-8.945597182279876e-08,3.1148896297349186e-05,3.0599937095874536e-06,1.325065298623011e-08,0.0006920646257306257,7.713925568970556e-08,1.735438745429769e-08,0.00905056000681441,3.364812533852625,-5.797380731853743e-10,0.9994040895125569,0.000525698209516647,0.1152820755668284,6.559523630276392,3.5078420310578067
1000,0.11940283224118212,0.05420467674332642,0.0008957605156711545,0.022345902407306995,7.98025950546742e-05,2.4169870224532076e-06,0.0004687885886698129,0.006520964070575771,6.571941851853307e-05,3.6475745901653975e-06,1.674616823727445e-07,4.671117300735389e-05,8.958720906952433e-07,3.8207484149444414e-05,4.387911742976341e-06,-1.434032446094557e-08,0.0009215113182912513,3.899614932712572e-08,1.0832757137405502e-07,0.010072493516884997,3.364437600937207,2.524167126353855e-09,0.9993600132638177,0.0005605466029329161,0.1134777578196483,6.237089233257187,3.738312716111362
