milliseconds,T_Tumour_Cells,N_Natural_Killer_Cells,L_CD8_T_Cells,C_Lymphocytes,M_Chemotherapy_Drug,I_IL_2
0,11633473.991581887,250000365.09207675,523825.19034068246,2250000000.0,0.0,1073.4892733874135
100,8963252.445671966,250006003.769107,240278.37856108206,2250000000.0,0.0,751.3485091675118
200,11943174.243959619,250009113.12205288,176830.96322088502,2250000000.0,0.0,409.2033257762611
300,11197534.106865657,250011549.2769718,165429.0720329657,2250000000.0,0.0,261.34734698437313
400,11116726.221911,250012228.18215188,152747.6042734736,2250000000.0,0.0,163.57365375048295
500,12752566.898644269,250012744.82696918,160117.32340481243,2250000000.0,0.0,126.38241766618448
600,11196432.057774248,250013329.98857963,157059.6609066799,2250000000.0,0.0,97.07509386424202
700,15476414.723998157,250013065.3116583,158704.46058757568,2250000000.0,0.0,85.72873189168914
800,15876048.186432038,250013011.8361261,173730.61430055564,2250000000.0,0.0,84.52269179471209
900,13299250.692567874,250013348.2125651,166873.29887488307,2250000000.0,0.0,84.93345288820443
1000,16071082.703415435,250013758.92334804,183352.8745132962,2250000000.0,0.0,88.85135773283201
1100,17361520.22103434,250013699.33515316,184892.51268147206,2250000000.0,0.0,91.39279231783817
1200,18577936.725406162,250013578.62542778,185827.72473175454,2250000000.0,0.0,92.7314432967874
1300,16137303.771127269,250013688.44354826,194009.60418313748,2250000000.0,0.0,89.68722420907112
1400,18901442.323823992,250014148.4765959,191110.18994347483,2250000000.0,0.0,75.52219023533368
1500,20030682.822259203,250014293.23561546,202971.5726018969,2250000000.0,0.0,93.73796742763795
1600,19132831.387854427,250014933.64842463,207932.44883520465,2250000000.0,0.0,82.01559143797137
1700,20931338.378285106,250014726.1349194,210765.05246365946,2250000000.0,0.0,106.90759757051167
1800,22529369.95980984,250014751.90300342,209496.06195871832,2250000000.0,0.0,111.52617785345153
1900,21709425.005428534,250014663.86404186,216208.16062355266,2250000000.0,0.0,97.2516263801962
2000,22050119.15927794,250015185.62845567,219719.58619763688,2250000000.0,0.0,98.35168935768017
2100,26369891.179500606,250015847.76376376,219636.13817505157,2250000000.0,0.0,117.16654719992962
2200,25180863.106021076,250015456.2447844,224026.2621356257,2250000000.0,0.0,100.35116199993854
2300,24774454.116981834,250015680.78511375,226838.6464820256,2250000000.0,0.0,98.79290034376017
2400,25993335.488567,250016268.60937002,232259.0066655756,2250000000.0,0.0,102.86855608703773
2500,30705942.257120993,250016359.50428987,240896.80014904935,2250000000.0,0.0,102.82150901883799
2600,30942522.983407646,250016536.18228123,247404.94572684288,2250000000.0,0.0,120.56227985742389
2700,29571488.635510325,250016458.0158072,240685.32325620393,2250000000.0,0.0,116.63380415152409
2800,31670604.77486081,250017306.59749913,252274.63709178305,2250000000.0,0.0,127.32435126968275
2900,33226198.443239518,250017498.60102752,255183.15664891503,2250000000.0,0.0,107.5872451762603
3000,36204279.65758998,250017528.92174324,260431.00872493596,2250000000.0,0.0,117.01219783351401
3100,36810553.573244184,250017655.32517013,259792.25964626574,2250000000.0,0.0,128.75912269361626
3200,38585618.42070625,250017909.658527,261090.2826665568,2250000000.0,0.0,120.1614121525422
3300,38790883.1305159,250018539.96735144,268428.69405110914,2250000000.0,0.0,132.6745810518768
3400,40129671.82703189,250018555.27892423,267632.85822541785,2250000000.0,0.0,147.31592503785964
3500,42731306.18761771,250018936.12185985,269063.8373399424,2250000000.0,0.0,123.78578375688261
3600,43487696.37042481,250019399.81329063,277485.70740710746,2250000000.0,0.0,127.65340447298878
3700,48017210.36940903,250019728.5055984,273304.24830784637,2250000000.0,0.0,132.80830616620227
3800,49695703.130853705,250019696.81329003,275152.75280151796,2250000000.0,0.0,134.92942387317143
3900,51524376.19458829,250020410.00343376,281724.32947747567,2250000000.0,0.0,137.87033477926116
4000,55133942.695558734,250020847.41340172,293125.9040870773,2250000000.0,0.0,165.9389274835986
4100,55550527.54276335,250021157.06126148,283822.84745042544,2250000000.0,0.0,165.43531353054033
4200,58517364.60207247,250021629.84974158,296450.0182488913,2250000000.0,0.0,175.57269736601617
4300,58833746.71987515,250021637.59302318,296826.68073381064,2250000000.0,0.0,155.53587431686267
4400,62263238.47198003,250022208.27670038,301254.6416207682,2250000000.0,0.0,183.64134952452457
4500,67476241.68413545,250022068.46054244,308258.7578700078,2250000000.0,0.0,179.64502021596377
4600,70043343.63715391,250023014.1633086,299372.5590240581,2250000000.0,0.0,177.2597212441179
4700,72704165.4927112,250022814.18509883,301996.83057673986,2250000000.0,0.0,192.6640959303438
4800,75167714.34494136,250023395.1206312,307942.719855913,2250000000.0,0.0,172.79173178015063
4900,76203263.2922829,250023824.63010496,316056.09299276175,2250000000.0,0.0,185.61776540314003
5000,81679513.1138142,250024591.4680585,319167.7915177848,2250000000.0,0.0,207.57394231864018
