milliseconds,T_Tumour_Cells,N_Natural_Killer_Cells,L_CD8_T_Cells,C_Lymphocytes,M_Chemotherapy_Drug,I_IL_2
0,11346493.274677547,250000421.1489854,521699.8058601341,2250000000.0,0.0,1058.7331717565753
100,10574969.865435276,250006147.8354713,228524.8196195453,2250000000.0,0.0,742.7634935827228
200,10026322.022670886,250009061.41001683,180534.44354910817,2250000000.0,0.0,435.5460206852749
300,10327959.439034699,250011417.1845601,157273.3326092382,2250000000.0,0.0,253.25020162964913
400,10157802.013454784,250012210.71148428,158224.46848383,2250000000.0,0.0,151.1532101190317
500,13340444.725891978,250012381.5165248,160606.45182940247,2250000000.0,0.0,101.38474192317877
600,11976640.317325236,250013480.51523066,164839.28246563615,2250000000.0,0.0,86.47206631991146
700,12189672.367237255,250013560.57839817,168094.8023733019,2250000000.0,0.0,82.81781349147826
800,15386599.57424208,250012937.02229166,171128.69585887817,2250000000.0,0.0,85.6194732855287
900,16690659.170818888,250013421.32922116,171034.98322359825,2250000000.0,0.0,86.50404163805383
1000,16969932.028694797,250013442.61582807,178813.97645018843,2250000000.0,0.0,94.33566609507723
1100,13997399.379665501,250013361.0207167,178502.08192589376,2250000000.0,0.0,69.52727681739722
1200,16314660.765087092,250013828.69718462,186564.331317158,2250000000.0,0.0,86.37744740984753
1300,17415663.06215052,250013721.88546333,189228.18027311255,2250000000.0,0.0,83.4080624678545
1400,18746060.556284156,250013980.86966625,196988.89477102223,2250000000.0,0.0,84.24920428268646
1500,17412248.474000115,250014383.3076224,200939.04959113128,2250000000.0,0.0,84.24057188783675
1600,21283936.918008048,250014665.39912182,198115.98388175562,2250000000.0,0.0,97.39678288461027
1700,18656990.567726135,250014894.74033275,211146.0050661443,2250000000.0,0.0,84.46751136180976
1800,21223131.55792744,250015182.04010108,214417.44311168313,2250000000.0,0.0,103.1554240427152
1900,20441515.98485435,250015054.86913526,220227.1149730121,2250000000.0,0.0,115.76023974438311
2000,25284125.244602315,250015485.1733395,220728.16976597963,2250000000.0,0.0,84.90255035381074
2100,22798292.261835262,250015551.2375969,222033.01870114947,2250000000.0,0.0,117.30576990318943
2200,24622159.937639445,250015349.26667842,230192.5138851433,2250000000.0,0.0,103.79978871071756
2300,27565204.83937789,250015483.6135046,234175.6142437234,2250000000.0,0.0,98.21350636257903
2400,27208362.022620287,250016215.88347095,237788.853563144,2250000000.0,0.0,112.66637594325685
2500,28667614.59340996,250016206.6107614,244148.7119090006,2250000000.0,0.0,121.5494753272313
2600,29524201.028789025,250016914.53966802,246146.2702613496,2250000000.0,0.0,102.01546526623788
2700,30410064.6671574,250016717.8942493,250516.4221601805,2250000000.0,0.0,107.17437919344013
2800,31693184.43530639,250016613.9451309,252316.9530704662,2250000000.0,0.0,119.36481851930682
2900,34104240.72573068,250017115.68463773,255896.87270751694,2250000000.0,0.0,130.1808820711259
3000,35495754.52345056,250017746.59489426,249405.06295687656,2250000000.0,0.0,122.96605231501232
3100,36819925.8891392,250017552.22408462,263601.2218047054,2250000000.0,0.0,116.7451344782571
3200,37747945.31093022,250018058.7492925,260889.33432604166,2250000000.0,0.0,117.00592446606171
3300,38690059.77431962,250018075.50495297,261544.7131081556,2250000000.0,0.0,131.4947946362363
3400,40227117.04155617,250018597.94544107,269836.0924190669,2250000000.0,0.0,145.06054547488628
3500,45653126.515131086,250019029.44421592,276645.0254817703,2250000000.0,0.0,143.91977353403203
3600,45739627.019464724,250019190.57157797,276397.88091318693,2250000000.0,0.0,143.1720361137614
3700,46857814.89038047,250019882.38475427,277422.1167323041,2250000000.0,0.0,138.1485680907626
3800,48722863.84048215,250019887.24977624,279765.08360229875,2250000000.0,0.0,163.04397369361388
3900,52845081.82613255,250019809.38689205,287127.0082826118,2250000000.0,0.0,159.60848096237504
4000,52449049.401671186,250020345.13942292,287000.3087700374,2250000000.0,0.0,165.8975926586883
4100,54634331.74136606,250021262.0654676,296278.6226091288,2250000000.0,0.0,169.99213671621808
4200,57338844.30927391,250021562.12807325,297777.315850888,2250000000.0,0.0,156.44530203742846
4300,59171760.65340792,250021724.05725652,298773.9112736835,2250000000.0,0.0,163.64948950428823
4400,61128696.146180175,250022120.1927481,303321.97872323537,2250000000.0,0.0,158.87681246001034
4500,65512577.8722182,250022554.65818232,305999.1497464674,2250000000.0,0.0,165.1761677621439
4600,68022298.30022696,250022420.87682045,299239.41495991335,2250000000.0,0.0,170.30412374865713
4700,71873412.96002725,250023042.05132407,304719.57365108654,2250000000.0,0.0,171.3006179683371
4800,75551774.66754854,250023576.91102704,316808.1179719071,2250000000.0,0.0,192.73852150105097
4900,77085898.85906519,250023667.0948999,313734.3871070018,2250000000.0,0.0,204.84429380061516
5000,80347473.7786929,250024518.44726276,310738.2239137143,2250000000.0,0.0,208.77638770096715
