milliseconds,H2O2_p,per3_p,coI_p,MLTH_p,coII_p,MLT_p,O2minus_p,H_p,O2_p,NADPH_c,O2_c,NADPplus_c,H2O2_c,NADP_c,O2minus_c,H_c,MLT_c,MLTH_c,coIII_p,NADP2_c
0,-1.8327374085951677e-07,299.7732558302218,3.209808509672917e-07,300.00019210196643,0.0017414540351749018,0.0003171810800298706,-1.765947605933188e-05,6.917238149920878e-07,0.6453999030427952,-3.577361916587775,1.2216256478084897,0.017435394788508453,8.831405922161407e-05,-3.1792703114555474e-09,5.946017004500014e-05,-0.0004317158087911844,-4.247201616169705e-08,300.0000001414696,0.32026907134357513,-5.615500622151729e-11
100,7.892181132366047e-08,299.7518046900206,-1.1031472698961722e-06,300.000479884747,-0.0008343168401221632,-0.00019479539407062977,1.7831714048247734e-05,-8.516152610601982e-08,0.7839490748390257,3.751479891532703,-0.10275931362741964,-0.0084273816890659,5.69133028922647e-05,2.3013790009481617e-08,-8.366333485287175e-05,0.0002989630513445469,-8.696979979162306e-08,299.999999739473,-0.13554807595008345,-1.2976697965832644e-11
200,6.955860796058617e-08,299.7400546237114,-1.1235627072740874e-06,300.00035140050164,-0.0016180751486429953,-0.00020281942597894363,-9.520238324988693e-06,1.1530726236206426e-07,2.2582383566850477,7.435207573938003,1.5566412881649248,0.003648742290198017,1.3643970760750414e-05,8.796883828267123e-08,8.73565289547906e-05,8.552461223813999e-05,3.692620879417978e-07,300.0000001243536,-0.2889869299857056,-1.0700514838237927e-11
300,-1.6763203354404827e-07,300.09123060727404,-2.3746320149486375e-07,300.0003123525861,0.0008817505988655651,-0.0003737307727087476,3.846079206519619e-05,-8.64608801447889e-09,3.3564092300262724,10.76198592036886,2.7878895169231983,0.0021723936473480336,-0.00011297838072312067,1.1222663741211028e-07,6.357537673475955e-05,0.0003914229280528905,2.7057987312532466e-07,300.0000002565507,0.13835826959596775,-1.1680712898900496e-11
400,8.681954780139258e-10,299.6816544443461,2.728735210283965e-09,300.00030760737604,0.0011958886707767076,0.000198408994035057,2.463085157869475e-05,-2.0492478022815252e-07,4.189821423764031,12.855360439514904,3.112751323298019,0.009811301965535955,-5.3930531239670926e-05,-1.7651064506170603e-07,0.0001192760539072338,-0.00012670289599817517,-2.672144450480091e-07,299.99999954820294,-0.04296945844073523,-4.446638864239642e-11
500,-2.7540407705833863e-08,300.2732393238369,-2.1843775220692913e-07,300.00014220424083,-0.0009786008697682026,-0.00023606912467949036,1.1641466773032524e-05,-6.212112494244998e-07,5.549919887148672,13.775811406556562,5.85305879514445,0.018049299774876053,3.3430035285369445e-05,1.4526144910989853e-07,0.0001070730222473421,0.00038252243833846806,-2.6924561093014437e-07,300.00000004012367,-0.10894324603303496,1.8596264732339658e-11
600,-1.7989700309804054e-07,299.60618839528047,1.3226746715529727e-06,299.99957953854124,0.0002906654539469772,-0.00028766361782798963,6.960363990375901e-05,3.716734682365316e-08,6.750703959445957,15.015513089254636,7.209136138718468,0.008036968655557131,2.313031356163624e-05,-5.6432085375417684e-08,-7.315339632032962e-05,-0.00043838372041216756,6.666079415973742e-07,299.9999996737805,-0.04769871464706653,-7.098439174785329e-11
700,8.043358595148673e-08,300.1410835438069,5.16495658349708e-07,299.9999261913341,-0.00035971718643715284,-2.0543497420897505e-05,3.492200415497186e-05,-3.0996879358930653e-07,7.275200818275539,18.36665072305353,8.873476779472469,-0.013391442511525709,-8.132254840368926e-05,2.1366874539642712e-07,4.0043275315100554e-05,-0.0002069889670998358,6.606377407883169e-08,299.9999998447678,0.3076747443151334,-4.621911521486417e-11
800,5.5465551495326194e-08,299.8841860765887,-4.395152934470161e-07,299.9994104957426,-0.0001878328774268183,0.00019760446560089374,6.424240356154094e-05,-8.003639489388382e-09,9.513203313033477,23.541946738658005,9.105639435878745,-0.0037950901345379442,3.460846162307845e-06,1.9066752722331725e-07,-0.00010164997804009569,0.000431312293496504,6.598207197897791e-07,299.9999996461422,0.37054612819848054,1.3549687666921781e-11
900,4.469622988349343e-08,300.137809250474,-2.958962145173608e-07,299.99979574359674,-0.0015630207514521315,-3.351326045462674e-05,8.198227891491985e-05,-5.497352389445833e-07,9.292021700170208,19.95345555938858,9.93359217447185,0.00837122091230026,4.216509589272242e-05,-1.3720864645773794e-08,-5.689066878245554e-05,0.00018531099018211862,2.6438000789938325e-07,299.9999993583057,0.06840857462341543,7.075360105188929e-11
