milliseconds,H2O2_p,per3_p,coI_p,MLTH_p,coII_p,MLT_p,O2minus_p,H_p,O2_p,NADPH_c,O2_c,NADPplus_c,H2O2_c,NADP_c,O2minus_c,H_c,MLT_c,MLTH_c,coIII_p,NADP2_c
0,1.246609201040102e-07,299.9343978353413,-2.4535678078772517e-07,300.0000961679209,0.0017452507003461472,-9.387904124730818e-05,2.9732306413227967e-05,-4.4604766061839174e-07,0.1864965400265662,3.529466442662787,-0.6771347981170497,0.009888549251345323,3.14475085645217e-05,-1.3342960867138757e-07,0.00011312184095419875,-0.0003912179615644901,-3.736071597939626e-07,299.9999998718146,0.11405281653055449,-4.3523513723693184e-11
100,2.0593084851057206e-07,300.33926585972534,-1.1503193901597566e-06,300.0005081239811,-0.0016957232558282814,0.000157191733924903,2.501360878716504e-06,3.105454132906815e-07,1.6056948963319608,0.20825167858690996,1.5264805903337233,-0.00017871348258021268,-2.808429563283422e-05,8.581707932066153e-08,8.716825396860117e-05,0.00018069213315246018,-3.882314203248124e-08,300.00000011675996,0.28523160114177154,7.109395761891857e-11
200,2.330428047015666e-07,300.32428035931895,-3.301101307701679e-07,299.999995670099,-0.0010915366338734487,-0.00034024975205393973,5.152405986658287e-06,-1.598231152564597e-07,0.45293451626226666,6.824170289400273,1.4575503760830155,0.016726812819935547,-9.658183480978348e-05,1.368223273884873e-07,-2.1073453241713014e-05,0.00042008085822877676,3.7511691910478584e-07,299.99999991101845,0.35041546656633443,-7.20326457570003e-11
300,3.264252194432747e-08,299.64188606688356,-2.8352732998893145e-07,299.99979188272374,1.1708334460163988e-05,-0.00015913949493295002,-1.1606082726364228e-05,5.660233494054772e-07,3.611230534293306,6.875878269687966,4.693991361665342,0.0010328643860032206,-6.781375281009381e-05,-8.320649566372556e-08,-9.900916012184832e-05,0.00037171608559139727,-1.7835686448209388e-07,300.00000037973973,0.11193028692066055,-5.1028135371757114e-11
400,1.9691447859070894e-08,300.0487440295592,8.249724752363488e-07,300.0000945212028,-0.0017983103251661113,0.00015527800590807835,9.206368341016047e-08,2.436166541412512e-08,5.067731657218103,13.154055911118869,5.782115381222989,0.008254775455132904,-3.971588954562553e-05,1.2315834961642772e-07,-9.294416783878894e-05,0.0003614512446026525,-9.810590147443973e-08,299.99999953593596,-0.19951590791628843,-6.7740017471656214e-12
500,-8.628173533784158e-09,299.64235717579544,6.638991555595327e-07,300.000360424,-0.0008739925718450803,-0.00029900816318833114,5.036323235173342e-05,-4.2544770611475727e-07,5.316563978217133,9.24863255493628,5.696439286130428,0.003310530230202299,-1.0710643427590956e-05,2.663440774919974e-07,-2.795315831030861e-05,-3.4700124378802205e-06,1.93090840303928e-07,299.999999457152,-0.09892831812708952,3.447800929830169e-11
600,1.1949712734150207e-07,299.6179476783732,1.056373102794722e-06,299.99966306543087,-0.0016193230339632723,-0.00048591887053757443,4.660632767087155e-05,2.467005680099097e-08,5.513135749489966,13.727764543815653,7.610927107804091,0.01601372654195349,-0.0001043107098449418,1.3426632702773833e-07,-2.8494963735306546e-05,0.00027354532490691017,5.871837358175194e-07,299.9999995312655,0.16900658474472763,-5.0975299710083576e-11
700,-2.1137152028318167e-07,299.98438786345883,-1.413258396127047e-07,299.99979819455984,-0.0007668844156478703,0.0001457324900621162,2.9444905184942604e-05,4.933942019467214e-07,6.349525418587729,19.39541091460035,9.217997727941464,0.011416802378282746,-1.6247001002527775e-05,2.8062268090550015e-07,3.071207706689818e-06,0.00034945415462709907,7.87483429080936e-08,299.99999954443047,0.288428244532421,6.424634282694987e-11
800,6.66921514540996e-08,299.8735277062445,-3.146350394586896e-07,299.9994057708966,0.0020259547784107317,0.0004004215145824216,7.750592816586594e-05,-6.928538978798492e-07,7.276243759295994,17.367154139082793,8.029469991324465,0.02336567189133018,4.891113895795744e-05,4.614589102129353e-08,2.6260894212645167e-05,0.0002621995990822823,4.4755827688600325e-07,299.99999927947465,0.2514746341114694,3.2165838564905776e-11
900,-1.6630836296416252e-07,300.15034233905243,1.3861554895256629e-06,299.9995340279277,-0.00017127418585110896,-8.205337006060774e-05,0.00010663482132226727,6.94160530975292e-07,10.536384124673537,19.4322720567183,9.180882303725154,0.02347079712577471,0.00010570197106410463,3.9999248132196783e-07,5.216719255303844e-05,-0.0001390700300101915,1.1195439961252649e-07,299.9999999089874,0.12430002602352855,-3.612984195103581e-11
1000,-4.651269804026873e-08,299.62608176812216,9.85850916483159e-07,300.0001999531291,-0.0010777149301386788,0.0005133611449654865,8.570190376517218e-05,-9.280179885579334e-08,11.838863589612771,23.73340418909013,10.307583867645143,0.02308547859424038,8.959044854762526e-05,4.2628840839426306e-07,-5.827939401101382e-05,-0.00019533812211676468,2.394640070791761e-07,299.99999925874016,0.5886106883238447,-6.982657259755225e-11
1100,6.053270954009478e-08,299.79382252676254,-1.719562349631101e-07,299.99994711891736,0.0008926022650663172,0.00015341293741360823,0.00013554404650798543,-1.3177276463665775e-07,12.734659930026353,24.251966952229488,13.14635811329132,-0.001265058044310102,0.0001151941606287322,9.821057215214942e-08,0.00018472118418310656,0.0002118937416679817,6.98902560307779e-07,299.99999941313456,0.5919690687901065,7.040463938885275e-12
1200,1.5880702735025497e-07,299.9353172389324,9.431239728483565e-07,299.99984475993017,0.0016131924382562488,-0.0001358630834286789,0.00012336092625137983,-4.158026771989367e-09,11.527034073867695,30.394568142318445,12.171871530730872,0.027649110632388896,0.00015209065059677368,3.364079271614961e-07,4.0732448590529105e-05,0.00017737761359919328,7.127231635630281e-07,299.9999988685928,0.35157280882308567,-5.2439800118489e-11
1300,1.6674554883801512e-07,299.6200452607077,1.0574704249636456e-06,300.0001327892985,0.0001188419088296982,0.0008218313672986033,0.00012618634576765442,-5.666553587864371e-07,12.740055442681516,35.70831714765675,15.167044852782784,0.03486889136960012,4.556315912955017e-05,2.206047446297138e-07,0.0001181317413405718,-0.0003021274679632535,5.872341219198198e-07,299.99999860226643,0.650161917839342,7.715471355108944e-11
1400,2.912425277621331e-07,299.7586050834058,1.34138206345181e-06,299.999399345996,-0.0008307059569621104,0.0007662360418720516,0.00011509760085269652,-8.407381141972816e-07,13.869838164935071,35.34443368208408,16.890274927240213,0.032392641265584284,0.00019246598187845558,5.173112470493169e-07,0.00020223413535446256,0.00013565435642141606,7.749078146750818e-07,299.9999992186822,0.47592411722476113,4.067796517535461e-11
1500,4.1509488999917806e-07,299.05037944824977,2.193804113600873e-06,299.99957970868763,0.0030371521157165327,0.0009834464803695514,0.0001626290089759714,-7.297465985173165e-07,17.111012277965695,34.73217437339757,15.828628152109886,0.037128221653544145,6.8891706608289e-05,3.451767309652496e-07,0.00022041478282325156,-0.00023453723445376643,1.007375170507511e-06,299.9999983977059,0.4791132191926437,-6.751624947483194e-11
1600,1.6717664579334426e-07,299.2006020960604,1.8054689306447848e-06,299.99959129026485,0.0009060950513368396,0.0010012072696881313,0.00020873481661527412,3.714801312737213e-08,17.664648292268847,37.74978448059673,18.82237681199636,0.031398043592810204,0.00012374807123148482,5.974587136047963e-07,0.000309184165956588,-0.00026524345542040784,1.6154029170286887e-06,299.99999890061093,0.5383102889923462,1.3873894036840345e-11
1700,5.388706703884154e-07,299.0947446898614,1.586690180954911e-06,299.9988576809801,0.0025691435008805222,0.00047665847726174713,0.00021993611202734056,-5.779006379590148e-07,16.81577412450252,41.04149239686749,19.09259348817102,0.059138500102996344,0.00011976803628973583,8.135981636033588e-07,0.00024476451867759964,0.00024609744805418097,1.4379928047404063e-06,299.9999982246001,0.8296816144480353,-5.2445226293752335e-11
