milliseconds,H2O2_p,per3_p,coI_p,MLTH_p,coII_p,MLT_p,O2minus_p,H_p,O2_p,NADPH_c,O2_c,NADPplus_c,H2O2_c,NADP_c,O2minus_c,H_c,MLT_c,MLTH_c,coIII_p,NADP2_c
0,-1.8974593551560077e-08,299.8476596299597,4.809557032218685e-07,299.999664070401,0.0016123812958727284,-0.00025733572470430994,1.3632839638849585e-05,-4.145758278895186e-07,1.0391662140108695,-3.0250135882584224,0.8199215537408225,-0.009156880976794778,4.6246468692574176e-05,2.8757075944203735e-08,5.1651033605886585e-05,-0.0004032682765303645,3.9846088166712246e-07,299.99999998211945,-0.05025440163621159,7.680086461875916e-11
100,-2.2900388052038056e-07,300.1509173681813,-1.3720218480113207e-07,300.0001143151707,-0.0014684111122354928,-0.00021919227327891656,1.8468230551878648e-05,1.3161369206349158e-07,1.8860913550673515,5.4388205641245175,-0.23289374200282364,0.010932788319704845,7.180092282331512e-05,2.5148018221945694e-08,9.390998024198738e-05,0.000261403424959868,3.2674919773992646e-07,300.0000003381735,0.12505589041800189,-1.2656699912222764e-11
200,1.903916605982476e-07,300.04262214592217,2.5266955802507576e-07,299.9998093806215,-0.00041031996829728667,-0.00030751916302232163,1.1792480982941387e-05,-2.3754340624246915e-07,3.195767435420758,5.627684150626726,1.96560890639641,0.01068699875879066,-0.00010818791058100215,-1.4081066449048325e-08,-9.057354554475964e-05,0.00013628808509682827,3.292589792202047e-07,299.9999997965098,0.28180727790591137,-2.937695306371961e-11
300,-8.000039775226264e-08,300.07698551033997,1.2366048986380976e-06,299.9995701058315,-0.00121580383006104,0.0004299850737531776,1.2119526746112896e-05,-7.983934738276894e-08,2.412514394342234,11.035900458197247,2.485683711191286,-0.0162941285656451,6.892050382363006e-05,-1.4374445938017474e-07,5.617471914440259e-05,0.00012479350145508164,-1.6310622657825362e-07,299.99999998221324,-0.3530134294375598,4.064821964023845e-11
400,8.448396399009598e-08,299.86983942039626,-8.525622085231256e-07,299.9998303318225,-0.0018558193075908986,0.00045634785163091473,4.4105525275981035e-05,-4.009753660611289e-07,3.543154594891456,11.826010045434902,4.527497019104581,-0.011393157290492574,0.00011298858290197878,1.3650037649512517e-07,7.760225512259608e-05,-1.2646170031215142e-05,2.723803354924475e-07,300.0000003066098,0.3867215303031105,5.192345046111567e-11
500,-3.531109267201959e-08,299.83459039961156,-2.0355867959527816e-07,299.9996820703712,-0.0013752619532209104,0.00036978622809192413,1.0641526839705625e-05,-4.4163027510043154e-07,4.585705235353185,10.813146425748293,4.60584153668038,-0.0005332830723883204,-9.412373812376745e-05,6.718473057933966e-09,-5.964209569649684e-06,0.00012244797144684351,-2.3567097576549997e-07,299.9999999292194,-0.0211593465577483,2.411012168946789e-12
600,-1.5353492903226416e-07,300.1774782410571,9.779768755274632e-07,299.9996802167069,0.0006390514198316494,0.0003782122343939145,7.015078174946064e-05,-5.4808703785053e-07,7.01365016691423,17.26407087111944,7.114855858459687,0.008856531216526848,-8.250496268501949e-05,1.7062018353429375e-07,0.00013481884957346812,0.00010459358068562938,1.6413491757227901e-07,299.99999954879155,0.3031882380053793,5.2040370029413304e-11
700,1.4557795292111749e-07,299.8250230763269,1.2432891070544771e-06,299.9994822179197,-0.0007732771856670058,-0.0003672722500914794,4.1003984176551236e-05,-1.9491151157873284e-07,8.102823374016426,20.10771457899647,8.172298174024247,0.00984103629725422,-9.23690059192151e-06,3.249366512511576e-07,-0.00012044764917452067,0.00038176472756955586,-7.832410930872382e-08,299.99999969622695,0.3000179586855412,-1.6445095471780912e-11
800,7.654244347302198e-08,299.5147543806436,8.660255493021318e-07,300.00032312786215,0.0009201710986929194,-0.00028666947035977465,3.235432360726281e-05,1.243490440321924e-07,8.03717934078188,23.100431127658126,9.415150378700718,-0.012070804290515822,4.520644362145952e-05,3.338258977650432e-07,4.7647845181262575e-06,-0.00043614963314427305,7.02369104679494e-07,299.99999938933104,0.18695687738445435,-5.615975427619146e-11
900,-7.993085634087701e-08,299.70528082531297,2.888935514386834e-07,299.9995414000962,-4.893034044604815e-05,-0.00036128910790497834,5.842905328131841e-05,-4.17518441005938e-07,11.013003212849918,24.73747462893197,10.857381904968575,0.0037783914001547573,-1.80135903275489e-05,2.704837868246785e-07,5.274583455077916e-05,-0.00043223376697003194,6.654914431545201e-07,299.99999922875384,0.11621357311122502,-6.122047363519635e-11
1000,1.0334341543876527e-07,300.10432284999587,1.2380834082825784e-07,299.9999134859439,0.0013931965939956545,6.313756885195361e-05,8.630882485565213e-05,-6.718674274233064e-07,10.098107430228852,25.837084382782052,11.988535245920296,0.0011301349761555415,8.048011007524678e-05,3.096178963523723e-07,0.00015398210101989505,-0.0003138544664056691,4.314070573397469e-07,299.99999898939666,-0.10623153937532195,-1.4152112449704746e-11
1100,1.2575725988715342e-07,299.43018601972096,1.6056215314983076e-06,299.99966847605975,-0.00025540855486420877,0.0007050174276006932,9.85625528620182e-05,1.8595354069570656e-07,13.034626292774568,28.233274996647303,11.121078310276928,0.016467199005814514,3.519698751051166e-05,4.3465783022063516e-07,-6.755856607132068e-05,-0.00014522422259933074,1.147029887129142e-06,299.9999995975252,0.4781263567554704,-7.20683578567205e-11
1200,1.8135902005556885e-07,299.7152810900722,1.0638244473157431e-06,299.99958307960054,0.0008051562210537653,0.0007659247094737366,0.00010249485803872255,6.323607205968065e-08,12.21038656316934,26.601434759788386,14.710529249177734,0.022031628649754297,4.341345947373373e-06,4.877096985719618e-07,-1.437401032387501e-05,0.00010653496696911182,7.431806504126606e-07,299.9999992501856,0.5489702813646786,-5.238303707323438e-11
